[0.5697, 0.7987],[0.4633, 0.802],[0.3417, 0.7306],[0.3486, 0.6669],[0.4423, 0.6378],[0.394, 0.4307],[0.3008, 0.2514],[0.2304, 0.1113],[0.1745, -0.0045],[0.5308, 0.4191],[0.5031, 0.2729],[0.4663, 0.4351],[0.46, 0.5321],[0.6558, 0.472],[0.637, 0.3752],[0.5758, 0.5226],[0.5627, 0.5985],[0.7645, 0.5625],[0.7422, 0.4792],[0.6767, 0.5808],[0.6551, 0.6404]
[0.6569, 0.8571],[0.5287, 0.8231],[0.4198, 0.7434],[0.4605, 0.6891],[0.573, 0.667],[0.482, 0.4792],[0.3894, 0.3461],[0.3211, 0.2635],[0.2676, 0.1902],[0.6217, 0.4754],[0.6395, 0.3223],[0.6025, 0.4902],[0.5763, 0.5797],[0.7431, 0.5249],[0.766, 0.4555],[0.7025, 0.6068],[0.6696, 0.6561],[0.8466, 0.6067],[0.8528, 0.5725],[0.7954, 0.6774],[0.7614, 0.7106]
[0.6596, 0.8565],[0.5298, 0.8281],[0.4175, 0.7493],[0.4543, 0.6957],[0.5677, 0.6757],[0.4799, 0.4865],[0.3853, 0.352],[0.316, 0.2718],[0.2603, 0.1985],[0.6187, 0.4814],[0.6345, 0.324],[0.6015, 0.4912],[0.5762, 0.5817],[0.7395, 0.5295],[0.7643, 0.453],[0.7034, 0.6089],[0.6686, 0.6623],[0.843, 0.6093],[0.8549, 0.5646],[0.801, 0.674],[0.7658, 0.7129]
[0.6598, 0.8552],[0.5278, 0.8264],[0.4153, 0.7505],[0.4523, 0.6945],[0.5672, 0.6724],[0.4764, 0.4863],[0.3809, 0.357],[0.3076, 0.2787],[0.2501, 0.2065],[0.6161, 0.4793],[0.6249, 0.3285],[0.592, 0.4927],[0.5702, 0.5829],[0.7374, 0.5263],[0.7536, 0.4602],[0.6936, 0.6127],[0.662, 0.6639],[0.8413, 0.6058],[0.8448, 0.5758],[0.7893, 0.6827],[0.7553, 0.7171]
[0.6501, 0.8593],[0.5209, 0.83],[0.4091, 0.7489],[0.4503, 0.6929],[0.5637, 0.6713],[0.4725, 0.4862],[0.3747, 0.3615],[0.2998, 0.2862],[0.2386, 0.2165],[0.6111, 0.4789],[0.6209, 0.3269],[0.5869, 0.4924],[0.5625, 0.5855],[0.7324, 0.5271],[0.7501, 0.4563],[0.689, 0.6092],[0.6549, 0.6648],[0.837, 0.6086],[0.8421, 0.5754],[0.7819, 0.6833],[0.7411, 0.7236]
[0.6501, 0.861],[0.5219, 0.8325],[0.4102, 0.7584],[0.4478, 0.7037],[0.5589, 0.6805],[0.4651, 0.4857],[0.3687, 0.3669],[0.2908, 0.2879],[0.2287, 0.2205],[0.6038, 0.4817],[0.6105, 0.3321],[0.5766, 0.4972],[0.5548, 0.5867],[0.7271, 0.5312],[0.7435, 0.4581],[0.6834, 0.6102],[0.6499, 0.6647],[0.8315, 0.6156],[0.8367, 0.5758],[0.7754, 0.6857],[0.7335, 0.7277]
[0.6458, 0.8586],[0.508, 0.828],[0.4017, 0.743],[0.4534, 0.6976],[0.5695, 0.6807],[0.4671, 0.4852],[0.3605, 0.3646],[0.2788, 0.2936],[0.218, 0.2279],[0.6062, 0.4792],[0.6119, 0.3295],[0.5713, 0.4923],[0.5519, 0.5869],[0.7269, 0.5289],[0.7379, 0.4689],[0.674, 0.617],[0.6503, 0.663],[0.8326, 0.6095],[0.8233, 0.5853],[0.7651, 0.6896],[0.7381, 0.7183]
[0.6369, 0.8698],[0.5058, 0.8352],[0.4013, 0.7456],[0.4526, 0.6964],[0.5703, 0.683],[0.4646, 0.4895],[0.3586, 0.3703],[0.2758, 0.2952],[0.2123, 0.2298],[0.6035, 0.4865],[0.6033, 0.3365],[0.5586, 0.4922],[0.5372, 0.5877],[0.7248, 0.5396],[0.732, 0.4649],[0.665, 0.6087],[0.6396, 0.6652],[0.8305, 0.6252],[0.8232, 0.5826],[0.762, 0.6803],[0.7334, 0.7181]
[0.6363, 0.87],[0.5063, 0.8356],[0.4039, 0.7532],[0.4485, 0.7061],[0.5593, 0.6869],[0.4569, 0.4917],[0.3517, 0.3712],[0.2682, 0.2977],[0.2034, 0.233],[0.5984, 0.4881],[0.5982, 0.3426],[0.5546, 0.5004],[0.5316, 0.5924],[0.7222, 0.541],[0.7311, 0.4664],[0.664, 0.6133],[0.6342, 0.6685],[0.8294, 0.6265],[0.819, 0.5936],[0.7549, 0.6959],[0.7212, 0.7331]
[0.6375, 0.8679],[0.5089, 0.8366],[0.4015, 0.76],[0.444, 0.7085],[0.5539, 0.6849],[0.4537, 0.4961],[0.3502, 0.3778],[0.2671, 0.3022],[0.2032, 0.2387],[0.5949, 0.4913],[0.5927, 0.345],[0.5543, 0.5082],[0.5381, 0.5976],[0.7199, 0.5425],[0.7268, 0.4677],[0.6627, 0.6123],[0.6374, 0.6622],[0.8272, 0.6271],[0.818, 0.5891],[0.7552, 0.6905],[0.7235, 0.7259]
[0.6323, 0.8638],[0.5084, 0.8358],[0.3973, 0.7614],[0.4368, 0.7132],[0.5478, 0.694],[0.4495, 0.4963],[0.342, 0.3764],[0.257, 0.3052],[0.1913, 0.2417],[0.5927, 0.4864],[0.5907, 0.3485],[0.5519, 0.5139],[0.5337, 0.6012],[0.7174, 0.5348],[0.7219, 0.4805],[0.6553, 0.6259],[0.6288, 0.6706],[0.8244, 0.6153],[0.8089, 0.6075],[0.7477, 0.7084],[0.7186, 0.7355]
[0.6302, 0.8586],[0.5062, 0.8331],[0.3956, 0.7637],[0.4329, 0.7149],[0.5402, 0.6907],[0.4464, 0.497],[0.3407, 0.3784],[0.2566, 0.3089],[0.1902, 0.2476],[0.588, 0.4894],[0.5869, 0.3532],[0.5489, 0.5189],[0.5301, 0.6059],[0.7117, 0.5389],[0.7175, 0.4824],[0.6524, 0.6265],[0.626, 0.6712],[0.8182, 0.6202],[0.8042, 0.6047],[0.7447, 0.7047],[0.7159, 0.7334]
[0.6311, 0.863],[0.506, 0.8357],[0.3948, 0.7636],[0.4341, 0.7133],[0.5455, 0.6919],[0.4474, 0.4963],[0.34, 0.3765],[0.2569, 0.3062],[0.1903, 0.2429],[0.5881, 0.4869],[0.5845, 0.3546],[0.5478, 0.5177],[0.5285, 0.6074],[0.7121, 0.5364],[0.7122, 0.4904],[0.6503, 0.6335],[0.6263, 0.6814],[0.8199, 0.6188],[0.8003, 0.6117],[0.7414, 0.7111],[0.713, 0.742]
[0.6328, 0.8683],[0.5065, 0.8381],[0.3943, 0.7609],[0.4335, 0.7123],[0.5471, 0.6948],[0.4532, 0.494],[0.3457, 0.3722],[0.2618, 0.3022],[0.1971, 0.2361],[0.5936, 0.4828],[0.5875, 0.36],[0.5467, 0.5239],[0.5311, 0.6071],[0.7165, 0.5318],[0.7078, 0.5024],[0.6441, 0.6416],[0.6274, 0.6772],[0.8237, 0.6134],[0.7941, 0.6226],[0.734, 0.719],[0.7114, 0.7399]
[0.6377, 0.8723],[0.5116, 0.8428],[0.3997, 0.7671],[0.4364, 0.7197],[0.544, 0.6999],[0.4553, 0.4938],[0.3539, 0.3689],[0.2739, 0.2964],[0.2116, 0.2288],[0.5967, 0.4844],[0.5924, 0.363],[0.5538, 0.53],[0.5389, 0.6074],[0.7203, 0.5324],[0.7183, 0.4978],[0.6537, 0.641],[0.6323, 0.6753],[0.8269, 0.613],[0.8089, 0.6122],[0.7481, 0.7126],[0.7203, 0.7349]
[0.6401, 0.8788],[0.512, 0.8453],[0.3994, 0.7639],[0.4416, 0.7145],[0.5601, 0.7072],[0.4599, 0.4949],[0.3639, 0.3648],[0.2899, 0.2899],[0.2323, 0.2188],[0.6034, 0.4847],[0.604, 0.3527],[0.5656, 0.5147],[0.5454, 0.6003],[0.7276, 0.5334],[0.7288, 0.4956],[0.6629, 0.6363],[0.6355, 0.68],[0.8331, 0.6151],[0.8159, 0.6138],[0.7523, 0.7135],[0.7165, 0.7417]
[0.6502, 0.8826],[0.523, 0.8506],[0.4111, 0.7739],[0.4447, 0.7228],[0.5496, 0.7032],[0.4654, 0.498],[0.3779, 0.3711],[0.3087, 0.2874],[0.2553, 0.2128],[0.6063, 0.4933],[0.6162, 0.3542],[0.5826, 0.5214],[0.5609, 0.6065],[0.7308, 0.5409],[0.7446, 0.4741],[0.6833, 0.6233],[0.6501, 0.6737],[0.8363, 0.6212],[0.8375, 0.5853],[0.7774, 0.692],[0.7376, 0.7286]
[0.6541, 0.8745],[0.5303, 0.845],[0.4231, 0.7728],[0.4555, 0.7299],[0.5603, 0.7109],[0.4794, 0.5014],[0.3913, 0.3632],[0.327, 0.2831],[0.2776, 0.2045],[0.6192, 0.494],[0.6362, 0.3597],[0.5984, 0.5232],[0.5688, 0.6047],[0.7404, 0.5392],[0.7565, 0.489],[0.6925, 0.6369],[0.658, 0.6817],[0.8437, 0.6142],[0.8456, 0.6019],[0.7859, 0.7079],[0.7469, 0.7381]
[0.6637, 0.8675],[0.5412, 0.8421],[0.4315, 0.7723],[0.4553, 0.7294],[0.5624, 0.7237],[0.4942, 0.5081],[0.4061, 0.3636],[0.3464, 0.2808],[0.3033, 0.1991],[0.6334, 0.4991],[0.6437, 0.3593],[0.6168, 0.5211],[0.5983, 0.6155],[0.7552, 0.5453],[0.7707, 0.4788],[0.7152, 0.6243],[0.6864, 0.6837],[0.8606, 0.623],[0.8645, 0.5945],[0.8065, 0.6942],[0.7671, 0.7358]
[0.6655, 0.8713],[0.548, 0.8449],[0.4392, 0.7783],[0.4598, 0.7377],[0.5573, 0.7233],[0.4989, 0.5007],[0.4245, 0.3645],[0.3695, 0.2787],[0.3319, 0.1974],[0.6403, 0.4959],[0.6558, 0.3671],[0.6224, 0.5404],[0.6016, 0.6312],[0.7634, 0.5445],[0.7788, 0.4794],[0.7202, 0.6312],[0.691, 0.6903],[0.8678, 0.6255],[0.8708, 0.5935],[0.8125, 0.6986],[0.7748, 0.7406]
[0.6639, 0.8713],[0.5474, 0.8447],[0.44, 0.7763],[0.4672, 0.7397],[0.5691, 0.7322],[0.5091, 0.4997],[0.4401, 0.3542],[0.3911, 0.2658],[0.3588, 0.1824],[0.6511, 0.4953],[0.6729, 0.3626],[0.6367, 0.5402],[0.6133, 0.6329],[0.7735, 0.5443],[0.7918, 0.4863],[0.7291, 0.6391],[0.6979, 0.6967],[0.8768, 0.6255],[0.8795, 0.6025],[0.82, 0.7066],[0.7828, 0.7446]
[0.6698, 0.8712],[0.5545, 0.8432],[0.452, 0.773],[0.4802, 0.7362],[0.5792, 0.7236],[0.5123, 0.4966],[0.4581, 0.3521],[0.4193, 0.2575],[0.3945, 0.1715],[0.6569, 0.4941],[0.686, 0.3613],[0.6539, 0.5406],[0.6277, 0.6382],[0.7799, 0.5434],[0.8041, 0.4853],[0.7452, 0.6432],[0.7081, 0.7046],[0.882, 0.6237],[0.8857, 0.6046],[0.8289, 0.714],[0.7901, 0.7515]
[0.6839, 0.8654],[0.5683, 0.8348],[0.4707, 0.7736],[0.4956, 0.7419],[0.5933, 0.7287],[0.5232, 0.4886],[0.4782, 0.3449],[0.445, 0.2472],[0.4278, 0.1606],[0.6662, 0.4903],[0.6952, 0.3702],[0.6612, 0.552],[0.6374, 0.6483],[0.7894, 0.5404],[0.8146, 0.4797],[0.7538, 0.64],[0.7168, 0.7026],[0.8929, 0.6192],[0.9019, 0.5886],[0.8432, 0.6979],[0.8033, 0.7376]
[0.6849, 0.8572],[0.5742, 0.833],[0.4772, 0.7753],[0.5001, 0.7487],[0.5924, 0.7335],[0.5365, 0.4853],[0.5031, 0.3415],[0.4798, 0.2474],[0.4692, 0.159],[0.6829, 0.4818],[0.715, 0.3686],[0.6781, 0.5482],[0.6492, 0.6411],[0.8044, 0.53],[0.8306, 0.4869],[0.7663, 0.6449],[0.7239, 0.6999],[0.906, 0.6073],[0.9177, 0.601],[0.8559, 0.7089],[0.8085, 0.7389]
[0.6982, 0.8534],[0.586, 0.8348],[0.4846, 0.7762],[0.5258, 0.7425],[0.6315, 0.7262],[0.5454, 0.4859],[0.524, 0.3348],[0.5132, 0.2342],[0.5117, 0.1429],[0.69, 0.4854],[0.7345, 0.3707],[0.6971, 0.5442],[0.6651, 0.6273],[0.8102, 0.5331],[0.8466, 0.491],[0.7819, 0.6445],[0.7366, 0.6925],[0.9121, 0.6088],[0.9285, 0.599],[0.8693, 0.7044],[0.8203, 0.7328]
[0.6954, 0.8568],[0.5854, 0.8318],[0.4907, 0.7695],[0.5416, 0.7389],[0.6521, 0.7302],[0.5572, 0.4823],[0.5463, 0.326],[0.5477, 0.2251],[0.5549, 0.1336],[0.7004, 0.4889],[0.7444, 0.3721],[0.7081, 0.5463],[0.6732, 0.6331],[0.8201, 0.5415],[0.8597, 0.485],[0.7976, 0.6378],[0.7482, 0.6956],[0.9203, 0.6209],[0.9452, 0.5952],[0.8869, 0.6984],[0.8324, 0.7337]
[0.7019, 0.8501],[0.5893, 0.8272],[0.49, 0.7646],[0.5399, 0.7428],[0.6554, 0.7403],[0.5634, 0.4763],[0.5677, 0.3184],[0.576, 0.2164],[0.5915, 0.1227],[0.7118, 0.4825],[0.7537, 0.3714],[0.7095, 0.5478],[0.6737, 0.6396],[0.8318, 0.5344],[0.8618, 0.4954],[0.7958, 0.652],[0.7486, 0.7117],[0.9302, 0.6128],[0.9415, 0.6034],[0.8801, 0.7134],[0.829, 0.7512]
[0.6978, 0.852],[0.5948, 0.8249],[0.5029, 0.7672],[0.5388, 0.7524],[0.638, 0.7469],[0.5674, 0.4702],[0.5838, 0.3134],[0.6033, 0.2117],[0.6304, 0.1178],[0.7145, 0.4843],[0.764, 0.3746],[0.7207, 0.5445],[0.6817, 0.6385],[0.8333, 0.5428],[0.8676, 0.4979],[0.8035, 0.6485],[0.7539, 0.7101],[0.9303, 0.6269],[0.9406, 0.6123],[0.8829, 0.7178],[0.835, 0.7552]
[0.6997, 0.8566],[0.59, 0.8268],[0.5048, 0.7606],[0.5596, 0.7412],[0.6589, 0.738],[0.5719, 0.4633],[0.6017, 0.3074],[0.6345, 0.2103],[0.6714, 0.12],[0.7168, 0.4833],[0.7711, 0.3815],[0.7288, 0.551],[0.6879, 0.641],[0.834, 0.5428],[0.8776, 0.4913],[0.8161, 0.6443],[0.7637, 0.7082],[0.9296, 0.6263],[0.9507, 0.6016],[0.8927, 0.7089],[0.8404, 0.7503]
[0.7036, 0.8726],[0.5906, 0.838],[0.5057, 0.7633],[0.5639, 0.7343],[0.6642, 0.7262],[0.5821, 0.4655],[0.6177, 0.3119],[0.6583, 0.2139],[0.6985, 0.1233],[0.7252, 0.4853],[0.7785, 0.3852],[0.7377, 0.556],[0.6942, 0.6459],[0.8408, 0.5438],[0.8894, 0.4872],[0.8283, 0.6404],[0.7709, 0.7085],[0.9325, 0.6267],[0.9657, 0.5957],[0.9057, 0.7016],[0.8459, 0.7472]
[0.7115, 0.8791],[0.6004, 0.8455],[0.5078, 0.7646],[0.5687, 0.73],[0.6834, 0.7349],[0.5922, 0.4685],[0.6322, 0.3104],[0.6821, 0.2144],[0.7292, 0.1279],[0.7299, 0.4898],[0.7836, 0.3943],[0.7461, 0.5606],[0.7043, 0.6342],[0.8442, 0.5463],[0.8978, 0.4954],[0.8398, 0.6478],[0.7812, 0.707],[0.9377, 0.6278],[0.9768, 0.603],[0.9177, 0.7093],[0.8513, 0.7518]
[0.7112, 0.877],[0.6031, 0.8434],[0.5103, 0.7608],[0.5665, 0.7293],[0.6804, 0.7367],[0.593, 0.465],[0.6412, 0.3139],[0.6947, 0.225],[0.7505, 0.1397],[0.733, 0.4851],[0.7885, 0.3959],[0.7437, 0.5688],[0.7044, 0.6414],[0.8472, 0.5396],[0.8993, 0.4954],[0.8378, 0.6508],[0.785, 0.7054],[0.9411, 0.6189],[0.9783, 0.5981],[0.9185, 0.7069],[0.8587, 0.746]
[0.7161, 0.868],[0.602, 0.8351],[0.5122, 0.7573],[0.574, 0.7298],[0.6866, 0.7344],[0.6004, 0.4617],[0.652, 0.3082],[0.7115, 0.2214],[0.7728, 0.1392],[0.7399, 0.4864],[0.7984, 0.3984],[0.7522, 0.5728],[0.7092, 0.6519],[0.8522, 0.5413],[0.9103, 0.4966],[0.8468, 0.6546],[0.7892, 0.7152],[0.9427, 0.6191],[0.9849, 0.6017],[0.9236, 0.7136],[0.8601, 0.7564]
[0.7168, 0.8624],[0.6046, 0.8278],[0.5157, 0.756],[0.5767, 0.7292],[0.6905, 0.7302],[0.6057, 0.4567],[0.6595, 0.3092],[0.722, 0.2236],[0.7867, 0.1456],[0.7431, 0.4812],[0.8021, 0.391],[0.7568, 0.5654],[0.7168, 0.6425],[0.853, 0.5369],[0.9115, 0.4931],[0.8483, 0.6486],[0.7927, 0.7053],[0.9412, 0.6163],[0.9826, 0.6033],[0.9217, 0.7118],[0.8596, 0.7504]
[0.7234, 0.8563],[0.6132, 0.8236],[0.5259, 0.7522],[0.589, 0.7273],[0.7045, 0.7287],[0.6149, 0.4576],[0.6735, 0.3103],[0.7372, 0.2244],[0.8006, 0.147],[0.7514, 0.4816],[0.8101, 0.3963],[0.7631, 0.566],[0.7202, 0.6422],[0.8608, 0.5367],[0.919, 0.4947],[0.8538, 0.6475],[0.7954, 0.702],[0.9487, 0.6144],[0.9898, 0.6032],[0.9275, 0.7094],[0.8643, 0.7455]
[0.7195, 0.8553],[0.6109, 0.8181],[0.5336, 0.7425],[0.604, 0.7212],[0.7188, 0.7289],[0.6213, 0.4602],[0.6861, 0.3164],[0.7555, 0.2317],[0.8254, 0.1547],[0.7569, 0.4873],[0.8281, 0.3953],[0.7802, 0.5547],[0.7344, 0.6366],[0.8648, 0.544],[0.9262, 0.4916],[0.8645, 0.635],[0.8104, 0.6946],[0.9515, 0.623],[0.9935, 0.5992],[0.9349, 0.6988],[0.8782, 0.7394]
[0.7222, 0.8514],[0.6176, 0.8157],[0.5417, 0.7455],[0.6162, 0.726],[0.7272, 0.7288],[0.6367, 0.4523],[0.704, 0.3156],[0.7797, 0.2299],[0.8524, 0.1596],[0.7705, 0.4821],[0.8449, 0.4026],[0.7919, 0.5667],[0.7431, 0.6388],[0.8786, 0.5408],[0.9452, 0.4998],[0.8787, 0.6408],[0.8198, 0.6906],[0.9639, 0.6213],[1.0057, 0.6066],[0.9451, 0.7043],[0.8852, 0.7377]
[0.7383, 0.8416],[0.631, 0.8106],[0.5628, 0.7393],[0.6446, 0.7254],[0.7634, 0.7335],[0.6556, 0.4491],[0.7379, 0.3126],[0.818, 0.2315],[0.8984, 0.16],[0.7868, 0.4795],[0.878, 0.4049],[0.8248, 0.566],[0.7782, 0.6382],[0.8904, 0.5364],[0.9667, 0.5148],[0.8928, 0.654],[0.8331, 0.6931],[0.9734, 0.6127],[1.0201, 0.6174],[0.9531, 0.7191],[0.8901, 0.7448]
[0.7375, 0.8491],[0.6253, 0.814],[0.5649, 0.7286],[0.6596, 0.7129],[0.7823, 0.717],[0.6733, 0.4533],[0.7562, 0.3103],[0.8415, 0.2298],[0.9247, 0.1566],[0.7947, 0.4787],[0.8878, 0.4473],[0.825, 0.606],[0.7743, 0.667],[0.8889, 0.5308],[0.9692, 0.5527],[0.8898, 0.6768],[0.8307, 0.6935],[0.9655, 0.6037],[1.0171, 0.6425],[0.9448, 0.7365],[0.8813, 0.7459]
[0.7325, 0.8553],[0.6304, 0.8114],[0.5738, 0.7296],[0.6682, 0.7139],[0.7899, 0.7178],[0.6778, 0.4577],[0.7682, 0.3152],[0.8604, 0.2303],[0.9474, 0.1566],[0.8056, 0.4883],[0.9079, 0.4269],[0.8548, 0.5891],[0.8002, 0.669],[0.9045, 0.5478],[0.9885, 0.5453],[0.9186, 0.6767],[0.8548, 0.7152],[0.9809, 0.629],[1.0378, 0.6475],[0.972, 0.7388],[0.9049, 0.7603]
[0.7448, 0.8487],[0.6415, 0.8054],[0.5834, 0.7194],[0.6762, 0.7046],[0.7972, 0.712],[0.695, 0.4354],[0.7905, 0.2933],[0.8859, 0.2091],[0.9739, 0.1423],[0.8159, 0.4776],[0.9269, 0.4128],[0.8754, 0.5724],[0.8197, 0.6496],[0.9093, 0.5466],[1.0007, 0.531],[0.9297, 0.6619],[0.8629, 0.6979],[0.9797, 0.6359],[1.041, 0.6394],[0.9754, 0.7312],[0.9054, 0.7516]
[0.7446, 0.8486],[0.6426, 0.7971],[0.5926, 0.7132],[0.6903, 0.7064],[0.8097, 0.7149],[0.712, 0.4256],[0.8203, 0.2808],[0.9315, 0.2048],[1.0341, 0.147],[0.8334, 0.4722],[0.9419, 0.4268],[0.8861, 0.5794],[0.8273, 0.6507],[0.9239, 0.5449],[1.0073, 0.5436],[0.9362, 0.6683],[0.8679, 0.702],[0.9895, 0.6364],[1.0451, 0.6554],[0.979, 0.74],[0.9101, 0.7563]
[0.7605, 0.8473],[0.6555, 0.7997],[0.6058, 0.7208],[0.7083, 0.719],[0.8226, 0.7205],[0.7098, 0.4221],[0.8261, 0.286],[0.9458, 0.2141],[1.0513, 0.1612],[0.836, 0.4553],[0.9443, 0.4393],[0.8878, 0.6075],[0.8296, 0.6749],[0.9331, 0.5151],[1.0191, 0.5367],[0.947, 0.672],[0.8786, 0.6948],[1.0089, 0.5925],[1.0604, 0.6297],[0.9951, 0.7266],[0.9287, 0.7367]
[0.7635, 0.8454],[0.6595, 0.7978],[0.614, 0.7141],[0.7151, 0.7108],[0.8277, 0.7185],[0.7258, 0.4232],[0.8422, 0.2855],[0.957, 0.2161],[1.0591, 0.1611],[0.8458, 0.4628],[0.9601, 0.4563],[0.8965, 0.6129],[0.8324, 0.6779],[0.9352, 0.5282],[1.0234, 0.5584],[0.9461, 0.6842],[0.8778, 0.7044],[1.0041, 0.6115],[1.0562, 0.6543],[0.9873, 0.7429],[0.9205, 0.7505]
[0.7593, 0.8499],[0.6617, 0.7969],[0.6243, 0.713],[0.7266, 0.7137],[0.8414, 0.7271],[0.7393, 0.4281],[0.8506, 0.3012],[0.9548, 0.2308],[1.0465, 0.1756],[0.8544, 0.467],[0.9583, 0.4754],[0.8935, 0.6217],[0.8314, 0.6864],[0.9377, 0.5353],[1.0215, 0.5718],[0.9455, 0.6897],[0.8798, 0.7124],[0.9997, 0.622],[1.052, 0.6682],[0.9863, 0.7486],[0.9229, 0.7582]
[0.7641, 0.8607],[0.6656, 0.804],[0.6318, 0.7131],[0.7437, 0.718],[0.8597, 0.7342],[0.7459, 0.4344],[0.8559, 0.312],[0.9596, 0.2421],[1.0496, 0.185],[0.8595, 0.4755],[0.9665, 0.4861],[0.9055, 0.6267],[0.8457, 0.6841],[0.944, 0.5444],[1.031, 0.5835],[0.9543, 0.6956],[0.8876, 0.71],[1.0079, 0.6297],[1.0646, 0.6736],[0.9965, 0.7519],[0.9325, 0.7565]
[0.7614, 0.8614],[0.6613, 0.805],[0.6369, 0.7157],[0.7554, 0.7251],[0.8736, 0.7435],[0.7533, 0.428],[0.8688, 0.3063],[0.9792, 0.2421],[1.0771, 0.1907],[0.8624, 0.4662],[0.9676, 0.4948],[0.9076, 0.6411],[0.8498, 0.6996],[0.9439, 0.5334],[1.0349, 0.586],[0.957, 0.7011],[0.8885, 0.716],[1.0054, 0.6174],[1.0681, 0.6755],[0.9993, 0.7542],[0.9315, 0.7566]
[0.7632, 0.8627],[0.6603, 0.8039],[0.6361, 0.713],[0.756, 0.7251],[0.8742, 0.7468],[0.7583, 0.4232],[0.8787, 0.3048],[0.9902, 0.2445],[1.0875, 0.2003],[0.8669, 0.4633],[0.9804, 0.4909],[0.9228, 0.6381],[0.8642, 0.7023],[0.9475, 0.5315],[1.0447, 0.5801],[0.9692, 0.6964],[0.9015, 0.7156],[1.009, 0.6158],[1.0755, 0.6671],[1.0105, 0.7465],[0.9452, 0.7521]
[0.763, 0.8679],[0.6655, 0.8088],[0.6374, 0.7191],[0.7538, 0.7307],[0.8723, 0.753],[0.7615, 0.4247],[0.8782, 0.3087],[0.9876, 0.2524],[1.0835, 0.2154],[0.8743, 0.4632],[0.9791, 0.5001],[0.9323, 0.6479],[0.8767, 0.7278],[0.956, 0.5345],[1.0499, 0.589],[0.9834, 0.7102],[0.9156, 0.7513],[1.0169, 0.6236],[1.088, 0.6725],[1.0286, 0.7546],[0.9603, 0.7778]
[0.7585, 0.8713],[0.6612, 0.8077],[0.6388, 0.7149],[0.7585, 0.7308],[0.8774, 0.76],[0.7722, 0.4216],[0.8931, 0.3061],[1.0031, 0.2494],[1.0953, 0.217],[0.8816, 0.4589],[0.9822, 0.5071],[0.9321, 0.6563],[0.8723, 0.7351],[0.9618, 0.5305],[1.0512, 0.5929],[0.982, 0.7129],[0.9108, 0.7498],[1.0216, 0.6186],[1.0885, 0.6733],[1.0292, 0.7529],[0.9622, 0.7697]
[0.7575, 0.8726],[0.6657, 0.8062],[0.6451, 0.7169],[0.7654, 0.7362],[0.8835, 0.7688],[0.7848, 0.423],[0.9165, 0.2962],[1.0345, 0.2516],[1.1317, 0.2412],[0.8969, 0.4609],[0.9784, 0.533],[0.9233, 0.6734],[0.8594, 0.7486],[0.9786, 0.5364],[1.0553, 0.6126],[0.9882, 0.7235],[0.9161, 0.7627],[1.0391, 0.6254],[1.1004, 0.6895],[1.0413, 0.7621],[0.9764, 0.7795]
[0.7518, 0.8761],[0.6598, 0.8081],[0.636, 0.7193],[0.7569, 0.7397],[0.8825, 0.7693],[0.7848, 0.4236],[0.9195, 0.3019],[1.0367, 0.2606],[1.1294, 0.2606],[0.9017, 0.4619],[0.9885, 0.5132],[0.938, 0.657],[0.8763, 0.7409],[0.9864, 0.5384],[1.0643, 0.5971],[0.9999, 0.7078],[0.9308, 0.7515],[1.0477, 0.6309],[1.1074, 0.686],[1.048, 0.7537],[0.9839, 0.7702]
[0.7459, 0.8699],[0.6559, 0.8023],[0.6366, 0.716],[0.7639, 0.7413],[0.8914, 0.77],[0.7918, 0.4193],[0.9265, 0.2973],[1.0484, 0.262],[1.1442, 0.2684],[0.906, 0.4611],[1.0019, 0.5145],[0.967, 0.6497],[0.9123, 0.7299],[0.988, 0.5412],[1.0684, 0.6095],[1.0041, 0.7184],[0.9332, 0.7631],[1.0461, 0.6354],[1.1068, 0.7009],[1.0481, 0.763],[0.9835, 0.7779]
[0.7539, 0.869],[0.662, 0.8071],[0.6329, 0.7187],[0.7545, 0.74],[0.8872, 0.7711],[0.7938, 0.42],[0.9334, 0.2906],[1.0574, 0.2611],[1.1539, 0.2759],[0.909, 0.4587],[0.9993, 0.5306],[0.9466, 0.6686],[0.8843, 0.7386],[0.9911, 0.5377],[1.0733, 0.6106],[1.0014, 0.7181],[0.93, 0.7554],[1.0499, 0.6316],[1.1129, 0.6978],[1.0503, 0.7642],[0.9861, 0.7784]
[0.7508, 0.8804],[0.6551, 0.8111],[0.6349, 0.7179],[0.7604, 0.7455],[0.889, 0.7824],[0.7905, 0.43],[0.9221, 0.3054],[1.0368, 0.2688],[1.1264, 0.2685],[0.9092, 0.476],[0.9901, 0.5265],[0.9278, 0.659],[0.861, 0.7241],[0.992, 0.5581],[1.0642, 0.618],[0.9891, 0.7217],[0.9176, 0.7514],[1.0499, 0.6547],[1.1029, 0.715],[1.0371, 0.7786],[0.9716, 0.7871]
[0.75, 0.8836],[0.6602, 0.8139],[0.6383, 0.7222],[0.7644, 0.7477],[0.8912, 0.7828],[0.7901, 0.4315],[0.9149, 0.3128],[1.0249, 0.2711],[1.1144, 0.264],[0.9072, 0.472],[0.9884, 0.5288],[0.9385, 0.6622],[0.8809, 0.7367],[0.99, 0.5527],[1.0662, 0.6147],[0.9994, 0.7161],[0.9325, 0.7541],[1.047, 0.6483],[1.1106, 0.7043],[1.0528, 0.7662],[0.9923, 0.7813]
