[0.5487, 0.8017],[0.4242, 0.7953],[0.2912, 0.6954],[0.288, 0.5864],[0.4046, 0.5702],[0.3874, 0.431],[0.3463, 0.2247],[0.326, 0.0807],[0.3089, -0.0386],[0.505, 0.4281],[0.487, 0.3629],[0.4821, 0.5148],[0.4847, 0.6213],[0.6127, 0.4612],[0.6023, 0.4122],[0.5747, 0.5507],[0.5584, 0.644],[0.7129, 0.5179],[0.7021, 0.4603],[0.663, 0.5598],[0.6374, 0.6303]
[0.4601, 1.1157],[0.3491, 1.0673],[0.2483, 0.9793],[0.2252, 0.9168],[0.3132, 0.9209],[0.3563, 0.7037],[0.3306, 0.5741],[0.3135, 0.4841],[0.3081, 0.406],[0.4891, 0.6783],[0.4348, 0.7473],[0.3997, 0.8772],[0.3857, 0.9564],[0.6, 0.7193],[0.5296, 0.8251],[0.4906, 0.9269],[0.4804, 0.9774],[0.6883, 0.7925],[0.6202, 0.8787],[0.577, 0.9525],[0.5696, 0.9867]
[0.4693, 1.1017],[0.3577, 1.0599],[0.2514, 0.9812],[0.2156, 0.9263],[0.2951, 0.9319],[0.3532, 0.7105],[0.3209, 0.5847],[0.2989, 0.4987],[0.2899, 0.4231],[0.4846, 0.6839],[0.4236, 0.7514],[0.3918, 0.883],[0.3822, 0.9582],[0.5953, 0.7247],[0.5184, 0.8303],[0.4797, 0.9348],[0.4717, 0.9822],[0.6835, 0.7983],[0.6093, 0.8883],[0.5644, 0.963],[0.556, 0.995]
[0.4791, 1.0766],[0.3762, 1.0468],[0.2713, 0.9877],[0.2192, 0.9461],[0.2698, 0.9415],[0.3527, 0.7154],[0.3122, 0.6021],[0.2844, 0.5198],[0.2721, 0.4468],[0.4808, 0.686],[0.4127, 0.7659],[0.385, 0.8955],[0.3849, 0.957],[0.5885, 0.7279],[0.5093, 0.8402],[0.473, 0.938],[0.4706, 0.9697],[0.6744, 0.8016],[0.5991, 0.8961],[0.5562, 0.9655],[0.5502, 0.9859]
[0.4799, 1.0601],[0.3823, 1.0369],[0.28, 0.9919],[0.2224, 0.9543],[0.2521, 0.948],[0.3521, 0.7234],[0.3018, 0.618],[0.2684, 0.5409],[0.2516, 0.4702],[0.4784, 0.6893],[0.4046, 0.7751],[0.3754, 0.9068],[0.3747, 0.9697],[0.5841, 0.7316],[0.5017, 0.8592],[0.4658, 0.9603],[0.4632, 0.9937],[0.6703, 0.8062],[0.5924, 0.9102],[0.5505, 0.9825],[0.5433, 1.0047]
[0.4808, 1.0463],[0.3891, 1.028],[0.2916, 0.9938],[0.227, 0.9637],[0.2132, 0.9531],[0.347, 0.7271],[0.2895, 0.6281],[0.252, 0.552],[0.2307, 0.4861],[0.4704, 0.692],[0.3936, 0.7821],[0.3628, 0.918],[0.3645, 0.9813],[0.5743, 0.7331],[0.4886, 0.8667],[0.4515, 0.9718],[0.4509, 1.0058],[0.6605, 0.8062],[0.5828, 0.9103],[0.5445, 0.9838],[0.5423, 1.0059]
[0.4813, 1.0594],[0.394, 1.0403],[0.2987, 1.0034],[0.2274, 0.9695],[0.2091, 0.9522],[0.344, 0.7322],[0.2815, 0.6382],[0.2358, 0.5609],[0.2093, 0.4971],[0.4642, 0.6984],[0.387, 0.7934],[0.3592, 0.9342],[0.3614, 1.0008],[0.5677, 0.7406],[0.4865, 0.8659],[0.4509, 0.9764],[0.4476, 1.0227],[0.6533, 0.8158],[0.5748, 0.9183],[0.5325, 0.9982],[0.5257, 1.0312]
[0.4792, 1.0631],[0.3959, 1.0403],[0.3087, 1.0025],[0.2401, 0.9713],[0.1991, 0.9571],[0.3502, 0.729],[0.2791, 0.649],[0.2269, 0.5758],[0.1939, 0.5141],[0.4679, 0.6983],[0.3818, 0.7917],[0.3515, 0.934],[0.3542, 1.004],[0.5686, 0.743],[0.4779, 0.8653],[0.4406, 0.9769],[0.4381, 1.0265],[0.6519, 0.819],[0.5656, 0.9206],[0.5224, 1.0004],[0.5175, 1.0356]
[0.4855, 1.0535],[0.4004, 1.0362],[0.3112, 1.0055],[0.2395, 0.9765],[0.1835, 0.9559],[0.3544, 0.7383],[0.2745, 0.6554],[0.218, 0.5841],[0.1797, 0.5231],[0.4669, 0.7073],[0.3738, 0.7951],[0.346, 0.9339],[0.3526, 1.0007],[0.5636, 0.7512],[0.4694, 0.8741],[0.4348, 0.983],[0.4371, 1.0255],[0.6446, 0.8252],[0.5614, 0.9235],[0.5241, 0.9983],[0.5262, 1.0252]
[0.4864, 1.045],[0.405, 1.0233],[0.3186, 0.9892],[0.2433, 0.9686],[0.1817, 0.9678],[0.354, 0.7375],[0.2688, 0.6625],[0.2066, 0.5932],[0.163, 0.5338],[0.4648, 0.7118],[0.3693, 0.81],[0.341, 0.9455],[0.3486, 1.0065],[0.5606, 0.761],[0.4639, 0.8831],[0.4285, 0.986],[0.4324, 1.0244],[0.6406, 0.8381],[0.5551, 0.9321],[0.5161, 1.0023],[0.5187, 1.0265]
[0.4785, 1.0471],[0.4058, 1.0288],[0.3208, 0.9923],[0.2496, 0.9724],[0.1807, 0.9689],[0.3519, 0.7465],[0.26, 0.6693],[0.1915, 0.6008],[0.1407, 0.5444],[0.4628, 0.7208],[0.3651, 0.8184],[0.3369, 0.9535],[0.3451, 1.0131],[0.5581, 0.7699],[0.4595, 0.8888],[0.4246, 0.9912],[0.4297, 1.0275],[0.6383, 0.8453],[0.5511, 0.9392],[0.5112, 1.0094],[0.5134, 1.0324]
[0.4794, 1.0439],[0.4035, 1.0271],[0.3179, 0.9915],[0.2444, 0.9727],[0.1708, 0.9691],[0.351, 0.7573],[0.256, 0.6795],[0.1843, 0.6114],[0.1267, 0.556],[0.4598, 0.7304],[0.3593, 0.8277],[0.3344, 0.9614],[0.3433, 1.0205],[0.5541, 0.7782],[0.4543, 0.899],[0.4226, 0.9978],[0.4287, 1.0303],[0.6337, 0.8517],[0.5475, 0.9496],[0.5117, 1.0171],[0.5171, 1.0353]
[0.4777, 1.0442],[0.4006, 1.0286],[0.3138, 0.9961],[0.2427, 0.9812],[0.1711, 0.9839],[0.3476, 0.7558],[0.2531, 0.6801],[0.1792, 0.6135],[0.1208, 0.5596],[0.4583, 0.7311],[0.3555, 0.8299],[0.3325, 0.9672],[0.3453, 1.0273],[0.5549, 0.7811],[0.4515, 0.9008],[0.4214, 0.9997],[0.4306, 1.0313],[0.6358, 0.8568],[0.5469, 0.9532],[0.5144, 1.0175],[0.5244, 1.033]
[0.4792, 1.0333],[0.3999, 1.0189],[0.3098, 0.9892],[0.238, 0.9827],[0.1718, 0.9925],[0.3468, 0.7549],[0.2501, 0.6779],[0.1756, 0.6108],[0.1178, 0.5566],[0.4584, 0.7313],[0.3551, 0.8309],[0.3323, 0.9667],[0.3463, 1.0242],[0.5552, 0.7813],[0.4511, 0.9006],[0.4205, 0.9987],[0.4299, 1.0283],[0.636, 0.8563],[0.5458, 0.9517],[0.5113, 1.0167],[0.5195, 1.032]
[0.4869, 1.0353],[0.4062, 1.0197],[0.3139, 0.9898],[0.2379, 0.9817],[0.1686, 0.9907],[0.3511, 0.7606],[0.2539, 0.6791],[0.1807, 0.6107],[0.124, 0.5529],[0.4622, 0.7335],[0.3577, 0.8328],[0.3338, 0.9666],[0.3457, 1.0267],[0.5596, 0.7812],[0.4557, 0.9082],[0.4259, 1.0052],[0.4342, 1.0372],[0.6417, 0.8545],[0.5515, 0.9542],[0.5168, 1.0186],[0.523, 1.0356]
[0.4775, 1.042],[0.3994, 1.0234],[0.3109, 0.9933],[0.2373, 0.9847],[0.1773, 0.9877],[0.3516, 0.7576],[0.2565, 0.6788],[0.1855, 0.6113],[0.1325, 0.5545],[0.466, 0.7326],[0.3683, 0.8282],[0.3353, 0.9632],[0.3401, 1.0219],[0.5639, 0.7833],[0.4653, 0.9041],[0.4265, 1.0056],[0.43, 1.0389],[0.6454, 0.8598],[0.5577, 0.9559],[0.5148, 1.026],[0.5155, 1.0474]
[0.4827, 1.0554],[0.4026, 1.0345],[0.3138, 1.0017],[0.2413, 0.9894],[0.1765, 0.993],[0.3584, 0.7611],[0.2665, 0.6801],[0.1957, 0.611],[0.1405, 0.5535],[0.473, 0.734],[0.3732, 0.8288],[0.3364, 0.9616],[0.3402, 1.013],[0.5701, 0.7836],[0.4702, 0.9069],[0.4306, 1.0043],[0.4365, 1.0301],[0.6501, 0.86],[0.5643, 0.9584],[0.5212, 1.0256],[0.5243, 1.0409]
[0.4901, 1.0499],[0.4071, 1.0287],[0.3177, 0.9957],[0.246, 0.9846],[0.1807, 0.9884],[0.3647, 0.762],[0.2711, 0.6796],[0.2025, 0.6107],[0.1505, 0.5515],[0.4791, 0.7373],[0.3814, 0.8333],[0.3469, 0.9604],[0.3523, 1.0096],[0.5758, 0.7878],[0.477, 0.9105],[0.4368, 1.0037],[0.4417, 1.0278],[0.6557, 0.8632],[0.5707, 0.9587],[0.5257, 1.023],[0.5263, 1.0385]
[0.4925, 1.0551],[0.4034, 1.0307],[0.312, 0.9964],[0.2407, 0.9853],[0.2088, 0.9865],[0.3606, 0.7656],[0.27, 0.6812],[0.2074, 0.6135],[0.1634, 0.5537],[0.4774, 0.7388],[0.3964, 0.8331],[0.3646, 0.9575],[0.3672, 1.0067],[0.5768, 0.7884],[0.4921, 0.9153],[0.4534, 1.0054],[0.456, 1.0231],[0.6585, 0.8649],[0.5819, 0.9672],[0.5417, 1.0315],[0.5427, 1.0404]
[0.4853, 1.0603],[0.4028, 1.0366],[0.3101, 1.0008],[0.238, 0.9845],[0.2132, 0.9899],[0.3655, 0.766],[0.2824, 0.6823],[0.2224, 0.6131],[0.1826, 0.5538],[0.4834, 0.7401],[0.401, 0.8365],[0.3658, 0.9674],[0.3694, 1.0165],[0.5833, 0.7894],[0.4984, 0.9166],[0.4571, 1.0124],[0.4601, 1.0327],[0.6651, 0.8659],[0.5893, 0.969],[0.546, 1.0369],[0.5456, 1.0484]
[0.4907, 1.0544],[0.4067, 1.0351],[0.3147, 1.004],[0.2427, 0.9903],[0.2056, 0.9949],[0.3687, 0.7641],[0.299, 0.6793],[0.2468, 0.6052],[0.2123, 0.5465],[0.4891, 0.7336],[0.4113, 0.826],[0.3772, 0.959],[0.3826, 1.002],[0.5912, 0.7792],[0.5111, 0.9055],[0.4693, 0.9993],[0.4705, 1.0154],[0.6744, 0.8539],[0.6058, 0.9572],[0.5605, 1.0237],[0.555, 1.0342]
[0.4978, 1.0456],[0.4115, 1.0254],[0.323, 0.993],[0.2557, 0.985],[0.2086, 0.9884],[0.3777, 0.7624],[0.3155, 0.6732],[0.2741, 0.6013],[0.2475, 0.5385],[0.5032, 0.7292],[0.4376, 0.8255],[0.4007, 0.9443],[0.3971, 0.9845],[0.6066, 0.7743],[0.534, 0.9099],[0.4905, 0.9988],[0.4882, 1.0124],[0.6894, 0.8485],[0.6256, 0.9625],[0.5815, 1.0277],[0.5752, 1.0361]
[0.501, 1.0355],[0.4183, 1.0233],[0.3301, 0.9962],[0.2659, 0.9835],[0.2301, 0.9821],[0.3846, 0.765],[0.3331, 0.6684],[0.3006, 0.5932],[0.2827, 0.529],[0.509, 0.7295],[0.4573, 0.8242],[0.423, 0.9429],[0.4202, 0.9754],[0.6129, 0.771],[0.5527, 0.9057],[0.5093, 0.9925],[0.5053, 1.0012],[0.6976, 0.8415],[0.644, 0.9506],[0.5979, 1.0146],[0.5864, 1.0217]
[0.5099, 1.0379],[0.4268, 1.0228],[0.3375, 0.9914],[0.2728, 0.9831],[0.2375, 0.9911],[0.396, 0.7646],[0.3513, 0.6644],[0.325, 0.5902],[0.311, 0.5246],[0.5212, 0.7297],[0.4751, 0.8201],[0.4444, 0.937],[0.4401, 0.9832],[0.6243, 0.7714],[0.5696, 0.9081],[0.5298, 0.9945],[0.5257, 1.012],[0.7088, 0.8417],[0.659, 0.9519],[0.614, 1.016],[0.6014, 1.0289]
[0.506, 1.0419],[0.4241, 1.0274],[0.3341, 0.9964],[0.2716, 0.984],[0.2648, 0.9884],[0.3994, 0.7612],[0.367, 0.6613],[0.3471, 0.5871],[0.3393, 0.52],[0.5257, 0.7283],[0.4881, 0.8246],[0.4527, 0.9427],[0.4438, 0.9856],[0.6299, 0.7717],[0.5834, 0.9117],[0.5384, 0.9992],[0.5292, 1.0162],[0.7139, 0.8454],[0.6686, 0.9581],[0.6217, 1.0223],[0.6063, 1.0339]
[0.5186, 1.0338],[0.4402, 1.0208],[0.3568, 0.9897],[0.2948, 0.9774],[0.246, 0.9838],[0.4131, 0.7605],[0.3827, 0.66],[0.3701, 0.584],[0.369, 0.5142],[0.5373, 0.7267],[0.5022, 0.8289],[0.4642, 0.9479],[0.4538, 0.9924],[0.6402, 0.7689],[0.5983, 0.914],[0.5527, 1.0057],[0.5443, 1.0282],[0.7246, 0.8407],[0.6817, 0.9584],[0.6349, 1.0288],[0.6225, 1.0474]
[0.5316, 1.0263],[0.4554, 1.0159],[0.3731, 0.9927],[0.3127, 0.9913],[0.2541, 1.0002],[0.4231, 0.757],[0.4009, 0.6581],[0.397, 0.5816],[0.4045, 0.5128],[0.5476, 0.7241],[0.518, 0.8245],[0.4764, 0.9496],[0.4649, 0.9939],[0.6503, 0.766],[0.6155, 0.9098],[0.5648, 1.0038],[0.551, 1.0231],[0.7339, 0.8377],[0.6951, 0.9535],[0.6463, 1.0197],[0.6297, 1.0295]
[0.5463, 1.0248],[0.4747, 1.0122],[0.3943, 0.9879],[0.3309, 0.9881],[0.2662, 1.0025],[0.4382, 0.7567],[0.4246, 0.6555],[0.4291, 0.5774],[0.4408, 0.5093],[0.5575, 0.7271],[0.5371, 0.8148],[0.498, 0.9393],[0.4862, 0.9849],[0.6576, 0.7677],[0.6355, 0.8989],[0.5874, 0.991],[0.5727, 1.0087],[0.74, 0.8373],[0.7144, 0.9453],[0.6676, 1.0095],[0.6499, 1.0162]
[0.5515, 1.0128],[0.4815, 1.0067],[0.4078, 0.9855],[0.3484, 0.9875],[0.2835, 0.9992],[0.4484, 0.7586],[0.4432, 0.6592],[0.4541, 0.5801],[0.4728, 0.5125],[0.5663, 0.7293],[0.5508, 0.8301],[0.5132, 0.958],[0.505, 0.9973],[0.6659, 0.7688],[0.6499, 0.9037],[0.6004, 0.9957],[0.5844, 1.0085],[0.7473, 0.8369],[0.7263, 0.9492],[0.6796, 1.0145],[0.6614, 1.0192]
[0.574, 0.9986],[0.5004, 0.9932],[0.4212, 0.9719],[0.3594, 0.9814],[0.2951, 1.0034],[0.4594, 0.7621],[0.4625, 0.665],[0.48, 0.5863],[0.5029, 0.5167],[0.5772, 0.732],[0.568, 0.8357],[0.5344, 0.9595],[0.5227, 1.0143],[0.676, 0.7684],[0.6646, 0.9074],[0.6221, 0.9958],[0.607, 1.0193],[0.7588, 0.8319],[0.7412, 0.9424],[0.6946, 1.009],[0.6725, 1.0231]
[0.581, 1.0146],[0.5059, 1.0054],[0.4295, 0.9829],[0.3667, 0.9793],[0.2956, 0.9877],[0.4712, 0.7617],[0.4824, 0.655],[0.508, 0.5816],[0.5368, 0.5149],[0.5876, 0.7397],[0.587, 0.7986],[0.5577, 0.9183],[0.5484, 0.9751],[0.6851, 0.7774],[0.6757, 0.8963],[0.6326, 0.9847],[0.6171, 1.0092],[0.7677, 0.8398],[0.7551, 0.9412],[0.713, 1.0048],[0.6921, 1.0169]
[0.5681, 1.0166],[0.4967, 1.0088],[0.427, 0.9887],[0.3741, 0.9835],[0.3078, 0.9986],[0.4789, 0.7562],[0.5015, 0.6588],[0.5324, 0.5842],[0.5665, 0.5209],[0.5981, 0.732],[0.5971, 0.8104],[0.5567, 0.9351],[0.5435, 0.9838],[0.6967, 0.7703],[0.6854, 0.9023],[0.6334, 0.9936],[0.6144, 1.0147],[0.7781, 0.8358],[0.7612, 0.9496],[0.7097, 1.0156],[0.6842, 1.027]
[0.5846, 1.0013],[0.5072, 0.9823],[0.4335, 0.9521],[0.3967, 0.9701],[0.3801, 1.0067],[0.4957, 0.7455],[0.5214, 0.656],[0.5584, 0.5873],[0.5992, 0.5263],[0.6156, 0.7273],[0.6136, 0.8269],[0.5728, 0.9405],[0.5517, 1.0019],[0.712, 0.7707],[0.6952, 0.9112],[0.6495, 0.9906],[0.6309, 1.0199],[0.7901, 0.8388],[0.7658, 0.9554],[0.7223, 1.0155],[0.7068, 1.0301]
[0.5803, 0.9993],[0.5098, 0.9859],[0.4424, 0.9588],[0.4112, 0.9744],[0.3962, 1.0094],[0.5068, 0.745],[0.537, 0.6519],[0.5794, 0.5819],[0.6226, 0.5248],[0.6239, 0.7284],[0.6229, 0.8247],[0.5812, 0.9426],[0.5568, 1.0072],[0.717, 0.7725],[0.7033, 0.9029],[0.656, 0.9914],[0.6345, 1.032],[0.7912, 0.8427],[0.769, 0.9548],[0.7241, 1.0236],[0.7057, 1.0503]
[0.5996, 0.9856],[0.5268, 0.9748],[0.4644, 0.9473],[0.4364, 0.9575],[0.4193, 0.9842],[0.5228, 0.7464],[0.5586, 0.6479],[0.6075, 0.5772],[0.6557, 0.5184],[0.6358, 0.732],[0.6406, 0.8257],[0.6019, 0.9408],[0.5743, 1.0119],[0.7258, 0.7726],[0.7184, 0.8968],[0.6745, 0.9839],[0.6491, 1.0315],[0.799, 0.8364],[0.7856, 0.9368],[0.741, 1.0024],[0.7174, 1.0328]
[0.6095, 0.9788],[0.5434, 0.9731],[0.4882, 0.9481],[0.4564, 0.9502],[0.4369, 0.9671],[0.5344, 0.7439],[0.5762, 0.6471],[0.6297, 0.5783],[0.681, 0.5196],[0.6448, 0.7286],[0.6528, 0.8199],[0.6132, 0.9358],[0.5845, 1.0036],[0.7328, 0.7678],[0.7322, 0.8871],[0.6872, 0.9799],[0.6591, 1.0295],[0.8027, 0.8304],[0.7912, 0.9314],[0.7499, 1.0005],[0.7284, 1.033]
[0.6109, 0.9655],[0.5436, 0.9583],[0.4928, 0.9343],[0.4826, 0.9358],[0.4963, 0.9464],[0.55, 0.7356],[0.5985, 0.6385],[0.6562, 0.5703],[0.7085, 0.5117],[0.66, 0.7299],[0.6719, 0.8095],[0.6356, 0.9231],[0.6075, 0.9886],[0.7456, 0.7744],[0.7437, 0.8906],[0.6984, 0.9781],[0.6674, 1.0238],[0.8104, 0.8398],[0.7984, 0.9339],[0.7542, 0.9991],[0.7275, 1.0303]
[0.6228, 0.971],[0.5545, 0.9593],[0.5081, 0.9236],[0.5108, 0.9109],[0.5466, 0.9149],[0.5657, 0.7433],[0.6208, 0.6402],[0.6854, 0.5696],[0.743, 0.51],[0.6679, 0.7429],[0.6864, 0.8076],[0.6517, 0.9179],[0.621, 0.9829],[0.7495, 0.786],[0.7574, 0.8777],[0.7143, 0.9663],[0.6785, 1.0173],[0.8106, 0.8474],[0.8107, 0.9257],[0.7706, 0.9923],[0.7425, 1.0296]
[0.6309, 0.9666],[0.5694, 0.9545],[0.5196, 0.9228],[0.5207, 0.9078],[0.5517, 0.9034],[0.5839, 0.7438],[0.644, 0.64],[0.7107, 0.5718],[0.7698, 0.5141],[0.6803, 0.7471],[0.6957, 0.8221],[0.6597, 0.9327],[0.6286, 0.9968],[0.7579, 0.7895],[0.7736, 0.8904],[0.7323, 0.9811],[0.6959, 1.0321],[0.8179, 0.8493],[0.8294, 0.9329],[0.7906, 0.9981],[0.7607, 1.0312]
[0.6294, 0.9739],[0.5579, 0.9633],[0.5126, 0.923],[0.5329, 0.9067],[0.5829, 0.9047],[0.5861, 0.7488],[0.6558, 0.645],[0.7289, 0.5782],[0.7911, 0.5218],[0.6865, 0.7618],[0.7076, 0.8249],[0.6716, 0.9349],[0.6407, 0.9968],[0.7629, 0.8094],[0.7802, 0.8907],[0.7357, 0.9807],[0.6953, 1.0305],[0.8194, 0.8706],[0.8306, 0.9343],[0.7914, 1.0028],[0.7594, 1.0409]
[0.6434, 0.9821],[0.5628, 0.971],[0.5072, 0.9394],[0.5157, 0.9497],[0.5547, 0.968],[0.5916, 0.7521],[0.6648, 0.6506],[0.7429, 0.5817],[0.8125, 0.5251],[0.6966, 0.7614],[0.718, 0.8413],[0.6742, 0.9503],[0.6389, 1.0093],[0.7754, 0.8061],[0.7903, 0.9034],[0.7425, 0.9891],[0.7024, 1.0331],[0.8328, 0.8646],[0.8405, 0.9386],[0.7982, 1.0081],[0.7659, 1.0428]
[0.6551, 0.9854],[0.5843, 0.9751],[0.5267, 0.9447],[0.5062, 0.9544],[0.4908, 0.976],[0.6021, 0.7548],[0.6749, 0.6538],[0.7538, 0.5845],[0.8236, 0.5283],[0.6999, 0.7686],[0.7313, 0.8361],[0.6893, 0.9417],[0.6521, 0.9992],[0.7731, 0.8132],[0.8006, 0.8908],[0.7539, 0.9722],[0.7113, 1.014],[0.8275, 0.8701],[0.8435, 0.9299],[0.8055, 0.9966],[0.7731, 1.0301]
[0.6422, 0.9792],[0.5754, 0.9704],[0.5345, 0.9381],[0.5564, 0.9432],[0.5952, 0.9589],[0.6015, 0.7485],[0.6847, 0.6519],[0.7721, 0.5834],[0.8499, 0.5229],[0.6974, 0.7548],[0.7487, 0.8362],[0.7142, 0.9434],[0.675, 0.9959],[0.7712, 0.791],[0.8112, 0.8816],[0.7714, 0.9666],[0.7289, 1.004],[0.8247, 0.8364],[0.8553, 0.9066],[0.8221, 0.9794],[0.7881, 1.0118]
[0.6493, 0.9726],[0.5757, 0.9616],[0.5322, 0.9265],[0.5536, 0.9382],[0.602, 0.9621],[0.6057, 0.748],[0.6941, 0.6478],[0.7823, 0.5825],[0.8624, 0.5266],[0.7022, 0.7606],[0.7491, 0.8457],[0.7057, 0.9501],[0.6656, 0.9914],[0.7756, 0.8021],[0.8106, 0.8924],[0.7618, 0.9733],[0.7176, 0.9998],[0.8287, 0.8511],[0.8528, 0.9264],[0.8129, 0.9947],[0.7772, 1.0178]
[0.6482, 0.9757],[0.5764, 0.9648],[0.5307, 0.9309],[0.5595, 0.9389],[0.6199, 0.9607],[0.6167, 0.7529],[0.7001, 0.6555],[0.7895, 0.5875],[0.8713, 0.5287],[0.7139, 0.7661],[0.7621, 0.8493],[0.7221, 0.9505],[0.6811, 0.9982],[0.7848, 0.8101],[0.8222, 0.8986],[0.7784, 0.9752],[0.7341, 1.0081],[0.8332, 0.8625],[0.8633, 0.9306],[0.8268, 0.9963],[0.7894, 1.0267]
[0.6395, 0.971],[0.5754, 0.9641],[0.5455, 0.9274],[0.5863, 0.9322],[0.6549, 0.951],[0.6216, 0.747],[0.7161, 0.6479],[0.8103, 0.5815],[0.8963, 0.5257],[0.7132, 0.7623],[0.7677, 0.8392],[0.7322, 0.942],[0.694, 0.9925],[0.7789, 0.8052],[0.8234, 0.8831],[0.7817, 0.9644],[0.7359, 1.0002],[0.8212, 0.856],[0.859, 0.916],[0.8299, 0.984],[0.7936, 1.0178]
[0.6404, 0.9802],[0.5723, 0.9676],[0.5433, 0.9277],[0.5848, 0.9384],[0.6514, 0.9614],[0.625, 0.7411],[0.725, 0.6438],[0.823, 0.5792],[0.9119, 0.5257],[0.724, 0.7619],[0.7758, 0.8441],[0.735, 0.9498],[0.6953, 0.9992],[0.7924, 0.8145],[0.8327, 0.9025],[0.7862, 0.9795],[0.7397, 1.0095],[0.8341, 0.8762],[0.8636, 0.9444],[0.8276, 1.0076],[0.7915, 1.0338]
[0.6345, 0.9887],[0.5674, 0.9661],[0.5315, 0.9228],[0.5459, 0.9369],[0.576, 0.9711],[0.6349, 0.7453],[0.7425, 0.6454],[0.8425, 0.5823],[0.9301, 0.531],[0.7252, 0.782],[0.7854, 0.8257],[0.7431, 0.9283],[0.7055, 0.9812],[0.7884, 0.8428],[0.8388, 0.8957],[0.791, 0.9678],[0.7479, 0.9976],[0.8293, 0.9118],[0.8687, 0.9507],[0.8315, 1.0074],[0.797, 1.0299]
[0.6137, 0.9994],[0.5477, 0.9719],[0.5223, 0.9221],[0.5478, 0.9254],[0.5927, 0.9526],[0.6409, 0.752],[0.7551, 0.649],[0.8596, 0.5879],[0.9504, 0.5363],[0.7265, 0.8016],[0.7957, 0.8249],[0.7518, 0.9286],[0.7085, 0.9872],[0.7836, 0.8707],[0.8419, 0.9064],[0.795, 0.9806],[0.7472, 1.0194],[0.816, 0.9467],[0.8645, 0.968],[0.8312, 1.0247],[0.7968, 1.0547]
[0.6186, 1.0377],[0.5411, 1.0006],[0.5192, 0.9351],[0.5592, 0.9237],[0.6118, 0.9376],[0.6425, 0.7571],[0.7643, 0.6548],[0.8743, 0.5953],[0.9685, 0.545],[0.7332, 0.8049],[0.8088, 0.8318],[0.759, 0.9326],[0.7062, 0.9913],[0.7947, 0.8723],[0.8526, 0.9101],[0.8012, 0.9802],[0.7485, 1.0149],[0.8298, 0.9465],[0.8788, 0.9694],[0.8403, 1.0218],[0.8025, 1.0487]
[0.596, 1.052],[0.5257, 1.0124],[0.5054, 0.9485],[0.5323, 0.9422],[0.5641, 0.9613],[0.6387, 0.7584],[0.7678, 0.6595],[0.8822, 0.6007],[0.9823, 0.5507],[0.7317, 0.8073],[0.8108, 0.8492],[0.7525, 0.9553],[0.6944, 1.0101],[0.7953, 0.8737],[0.8547, 0.9221],[0.7956, 0.9979],[0.7395, 1.029],[0.8327, 0.9469],[0.879, 0.9757],[0.8365, 1.0325],[0.7982, 1.0556]
[0.5866, 1.0789],[0.5205, 1.0317],[0.5039, 0.962],[0.5399, 0.9551],[0.5706, 0.9677],[0.6422, 0.7624],[0.7736, 0.6625],[0.8876, 0.6035],[0.984, 0.5539],[0.7349, 0.8205],[0.817, 0.8625],[0.7568, 0.9661],[0.6913, 1.0217],[0.7983, 0.8942],[0.859, 0.9409],[0.7958, 1.0142],[0.7328, 1.0443],[0.8346, 0.9735],[0.8845, 1.0038],[0.8333, 1.0586],[0.7854, 1.0815]
[0.5905, 1.1026],[0.5138, 1.0429],[0.4941, 0.9639],[0.5243, 0.9591],[0.5503, 0.965],[0.6437, 0.7605],[0.7796, 0.6629],[0.8931, 0.6054],[0.9891, 0.5558],[0.7453, 0.8169],[0.8077, 0.8783],[0.735, 0.989],[0.6665, 1.0484],[0.8143, 0.8923],[0.8501, 0.9665],[0.7789, 1.0453],[0.7176, 1.0757],[0.8536, 0.9731],[0.8777, 1.0305],[0.8224, 1.0861],[0.7811, 1.1053]
[0.5937, 1.1179],[0.5157, 1.0482],[0.4957, 0.9636],[0.5222, 0.9572],[0.5446, 0.9651],[0.6457, 0.761],[0.782, 0.6613],[0.8962, 0.6052],[0.9901, 0.5553],[0.7484, 0.8194],[0.8073, 0.8806],[0.7324, 0.9853],[0.6587, 1.0376],[0.8187, 0.8995],[0.8473, 0.9755],[0.7766, 1.0532],[0.7142, 1.0827],[0.8578, 0.9842],[0.8739, 1.0458],[0.8192, 1.1004],[0.7783, 1.121]
[0.5596, 1.1174],[0.4943, 1.0501],[0.4754, 0.9561],[0.5215, 0.9474],[0.5847, 0.9713],[0.6462, 0.7615],[0.7839, 0.659],[0.8927, 0.6034],[0.9842, 0.5532],[0.7403, 0.8256],[0.8228, 0.8657],[0.7527, 0.974],[0.6862, 1.0268],[0.8055, 0.9053],[0.8593, 0.9591],[0.7855, 1.0377],[0.7237, 1.0658],[0.8438, 0.9904],[0.8876, 1.0329],[0.8268, 1.0864],[0.7786, 1.1018]
[0.5616, 1.136],[0.4954, 1.0649],[0.4825, 0.9657],[0.5371, 0.9592],[0.5979, 0.9733],[0.6506, 0.7654],[0.7895, 0.6603],[0.8959, 0.603],[0.9844, 0.5508],[0.7449, 0.8271],[0.8194, 0.8762],[0.7525, 0.9798],[0.6882, 1.0296],[0.8101, 0.9063],[0.8563, 0.9704],[0.7877, 1.0448],[0.7304, 1.068],[0.8493, 0.9908],[0.8845, 1.0457],[0.8272, 1.0954],[0.7841, 1.1059]
