[0.5928, 0.9354],[0.4358, 0.9243],[0.3301, 0.7727],[0.3812, 0.6029],[0.5112, 0.5383],[0.3651, 0.563],[0.3403, 0.3455],[0.3401, 0.208],[0.3467, 0.0911],[0.4823, 0.5333],[0.4426, 0.2941],[0.4286, 0.1369],[0.4229, -0.0079],[0.5959, 0.5497],[0.6045, 0.3812],[0.5935, 0.4985],[0.5825, 0.5999],[0.7098, 0.5983],[0.6991, 0.4924],[0.6785, 0.58],[0.6604, 0.6681]
[0.576, 0.9988],[0.3901, 0.9264],[0.2885, 0.766],[0.3504, 0.6104],[0.4634, 0.5526],[0.3385, 0.5585],[0.3068, 0.3472],[0.3032, 0.2163],[0.3062, 0.0976],[0.4514, 0.5314],[0.4044, 0.2767],[0.3859, 0.1046],[0.3778, -0.0513],[0.5633, 0.5558],[0.5648, 0.387],[0.5549, 0.5206],[0.5453, 0.6474],[0.6784, 0.615],[0.6676, 0.5017],[0.6445, 0.5868],[0.626, 0.684]
[0.5829, 1.015],[0.3944, 0.9434],[0.2913, 0.7779],[0.3526, 0.6103],[0.4679, 0.5518],[0.3398, 0.5681],[0.307, 0.3558],[0.3006, 0.2267],[0.3009, 0.1085],[0.4521, 0.5386],[0.4037, 0.2984],[0.3812, 0.1431],[0.3691, 0.0025],[0.5622, 0.5603],[0.5633, 0.3915],[0.5545, 0.5253],[0.546, 0.6507],[0.6762, 0.6172],[0.6673, 0.4953],[0.6457, 0.5813],[0.6303, 0.682]
[0.5792, 1.0059],[0.3898, 0.9387],[0.2853, 0.7714],[0.3513, 0.6091],[0.4663, 0.5503],[0.3406, 0.565],[0.3092, 0.3527],[0.3052, 0.2216],[0.3081, 0.1028],[0.4533, 0.5369],[0.4067, 0.2867],[0.3872, 0.1196],[0.378, -0.0311],[0.564, 0.5606],[0.5638, 0.388],[0.5544, 0.5181],[0.5459, 0.6429],[0.6779, 0.6192],[0.6661, 0.5039],[0.646, 0.5881],[0.6323, 0.6858]
[0.5793, 1.0022],[0.3917, 0.9362],[0.2869, 0.773],[0.3514, 0.6098],[0.4673, 0.5461],[0.3369, 0.5632],[0.3092, 0.3521],[0.3069, 0.2202],[0.3118, 0.1017],[0.4506, 0.534],[0.4047, 0.277],[0.3869, 0.1028],[0.3808, -0.0539],[0.5625, 0.5568],[0.5672, 0.3893],[0.5557, 0.514],[0.5463, 0.6356],[0.6773, 0.6136],[0.6658, 0.5019],[0.6455, 0.5843],[0.6319, 0.6805]
[0.5829, 1.0167],[0.3968, 0.9462],[0.2916, 0.7824],[0.3519, 0.6119],[0.4694, 0.5476],[0.3393, 0.572],[0.3084, 0.3589],[0.3038, 0.2281],[0.3061, 0.1091],[0.4523, 0.5416],[0.4056, 0.2915],[0.3868, 0.1254],[0.379, -0.0235],[0.5634, 0.5629],[0.5659, 0.3924],[0.5543, 0.5189],[0.5456, 0.6417],[0.6785, 0.6182],[0.6687, 0.4979],[0.6453, 0.58],[0.6295, 0.6781]
[0.5682, 1.0007],[0.3838, 0.9159],[0.2853, 0.7625],[0.3537, 0.6058],[0.4678, 0.5462],[0.3354, 0.5563],[0.3048, 0.3478],[0.3022, 0.2176],[0.3074, 0.0997],[0.4491, 0.5323],[0.4042, 0.2872],[0.387, 0.1253],[0.3792, -0.0214],[0.5605, 0.5563],[0.5641, 0.3862],[0.5542, 0.5164],[0.5457, 0.6406],[0.6739, 0.6142],[0.6661, 0.5035],[0.6451, 0.5871],[0.6314, 0.6802]
[0.5683, 1.0016],[0.3855, 0.9191],[0.2882, 0.7701],[0.3531, 0.609],[0.4596, 0.544],[0.3357, 0.5594],[0.3051, 0.3529],[0.3004, 0.2238],[0.3036, 0.106],[0.4491, 0.5358],[0.4029, 0.301],[0.3826, 0.1467],[0.3735, 0.007],[0.5604, 0.5587],[0.5635, 0.3911],[0.5539, 0.5176],[0.5469, 0.6401],[0.6735, 0.6147],[0.6642, 0.5],[0.643, 0.5838],[0.6304, 0.6795]
[0.5737, 1.0064],[0.3902, 0.9296],[0.2893, 0.7735],[0.352, 0.6135],[0.4593, 0.5464],[0.3373, 0.5644],[0.3053, 0.3544],[0.3007, 0.2226],[0.3043, 0.1039],[0.4504, 0.5389],[0.4068, 0.2959],[0.387, 0.1326],[0.3784, -0.0169],[0.5618, 0.562],[0.5626, 0.3852],[0.5524, 0.5127],[0.5469, 0.6359],[0.6759, 0.6196],[0.6636, 0.5013],[0.6402, 0.5836],[0.6268, 0.6788]
[0.5718, 0.9987],[0.3866, 0.9254],[0.2845, 0.7709],[0.3477, 0.6101],[0.4606, 0.5466],[0.3346, 0.5616],[0.3043, 0.3504],[0.3013, 0.218],[0.3054, 0.0979],[0.4489, 0.5346],[0.4027, 0.2828],[0.3838, 0.1126],[0.3749, -0.0424],[0.5608, 0.5571],[0.5596, 0.385],[0.5517, 0.5167],[0.5463, 0.6433],[0.6749, 0.6138],[0.6618, 0.5002],[0.641, 0.5866],[0.6278, 0.6849]
[0.5788, 1.0093],[0.3912, 0.934],[0.2888, 0.7761],[0.3529, 0.6109],[0.4662, 0.5527],[0.3338, 0.5632],[0.3032, 0.3528],[0.2995, 0.2219],[0.3024, 0.1025],[0.4486, 0.5339],[0.4022, 0.2906],[0.3823, 0.1267],[0.3729, -0.0215],[0.5605, 0.5558],[0.5599, 0.3893],[0.5519, 0.5206],[0.5469, 0.6466],[0.6744, 0.6127],[0.6614, 0.4968],[0.6403, 0.5833],[0.6278, 0.6833]
[0.5767, 1.0046],[0.3896, 0.9361],[0.2848, 0.7762],[0.3489, 0.616],[0.4655, 0.5541],[0.3348, 0.5619],[0.3037, 0.3473],[0.3012, 0.2147],[0.3052, 0.0946],[0.45, 0.5327],[0.4037, 0.2754],[0.3858, 0.1013],[0.3781, -0.0568],[0.5616, 0.5563],[0.5605, 0.3864],[0.5526, 0.5231],[0.5465, 0.6512],[0.6758, 0.6158],[0.6631, 0.5003],[0.6436, 0.5884],[0.63, 0.6881]
[0.5822, 1.0133],[0.3956, 0.9436],[0.29, 0.7863],[0.3487, 0.618],[0.4579, 0.5524],[0.3374, 0.5623],[0.3044, 0.3536],[0.2975, 0.2254],[0.2975, 0.1079],[0.4507, 0.5329],[0.4022, 0.2963],[0.3806, 0.1442],[0.3683, 0.0065],[0.561, 0.555],[0.5593, 0.3907],[0.5525, 0.5267],[0.5475, 0.6528],[0.6746, 0.6133],[0.6645, 0.4958],[0.6445, 0.5848],[0.6326, 0.6836]
[0.5711, 1.0063],[0.3869, 0.9361],[0.2829, 0.7784],[0.3467, 0.6212],[0.455, 0.5605],[0.3336, 0.5634],[0.3016, 0.3531],[0.2976, 0.2223],[0.3008, 0.1035],[0.4468, 0.5359],[0.3997, 0.2881],[0.3801, 0.1242],[0.3696, -0.0254],[0.5576, 0.5592],[0.5595, 0.387],[0.5518, 0.5211],[0.5445, 0.6486],[0.6717, 0.6189],[0.6623, 0.5035],[0.6409, 0.5896],[0.625, 0.6878]
[0.5694, 1.0094],[0.384, 0.9354],[0.2814, 0.7739],[0.3484, 0.6119],[0.4605, 0.5571],[0.3307, 0.5647],[0.2995, 0.3547],[0.2954, 0.2245],[0.2981, 0.1064],[0.4446, 0.5372],[0.397, 0.2956],[0.3771, 0.1376],[0.3672, -0.0052],[0.5561, 0.5597],[0.5581, 0.3894],[0.5508, 0.5209],[0.545, 0.6474],[0.6704, 0.6175],[0.6612, 0.5032],[0.64, 0.5889],[0.6265, 0.6877]
[0.5672, 1.0007],[0.3828, 0.926],[0.2796, 0.7734],[0.3436, 0.6169],[0.4507, 0.5541],[0.3292, 0.5641],[0.3, 0.3537],[0.2973, 0.2216],[0.3019, 0.1015],[0.4432, 0.5367],[0.3974, 0.2825],[0.3804, 0.1104],[0.3744, -0.0468],[0.5553, 0.5598],[0.5568, 0.3843],[0.5494, 0.5116],[0.545, 0.6378],[0.6699, 0.618],[0.6588, 0.5027],[0.6382, 0.5847],[0.6252, 0.6818]
[0.5759, 1.0047],[0.3909, 0.9326],[0.2855, 0.7795],[0.3474, 0.6173],[0.4544, 0.5524],[0.3304, 0.5625],[0.3002, 0.3532],[0.2963, 0.2231],[0.2992, 0.1053],[0.4437, 0.5332],[0.3986, 0.2851],[0.3817, 0.119],[0.3761, -0.0308],[0.5553, 0.5553],[0.556, 0.3869],[0.5495, 0.5122],[0.5468, 0.6348],[0.6706, 0.6131],[0.6597, 0.4995],[0.6391, 0.5819],[0.6279, 0.6778]
[0.5765, 1.0055],[0.389, 0.9337],[0.2831, 0.7781],[0.3464, 0.62],[0.4545, 0.559],[0.3343, 0.5656],[0.3048, 0.3561],[0.3007, 0.2255],[0.3029, 0.1076],[0.4468, 0.5366],[0.4027, 0.2859],[0.386, 0.1184],[0.3804, -0.031],[0.5581, 0.5588],[0.5587, 0.3915],[0.5504, 0.5141],[0.5459, 0.6359],[0.673, 0.617],[0.6617, 0.5022],[0.6415, 0.5834],[0.6301, 0.6793]
[0.5726, 1.0028],[0.3869, 0.9395],[0.2823, 0.7799],[0.3464, 0.6227],[0.454, 0.5576],[0.3326, 0.5614],[0.3032, 0.3512],[0.3005, 0.2182],[0.3044, 0.0985],[0.4468, 0.531],[0.4019, 0.2732],[0.3828, 0.0953],[0.376, -0.0649],[0.5582, 0.5543],[0.5575, 0.3901],[0.5487, 0.5208],[0.5436, 0.6431],[0.6726, 0.6123],[0.656, 0.5012],[0.6385, 0.586],[0.6287, 0.6803]
[0.5754, 1.0101],[0.3888, 0.9432],[0.2852, 0.7812],[0.3502, 0.6194],[0.4637, 0.5589],[0.3367, 0.5621],[0.3037, 0.3536],[0.2964, 0.2247],[0.2958, 0.1087],[0.4478, 0.532],[0.4003, 0.2891],[0.3772, 0.1306],[0.3662, -0.0085],[0.5571, 0.5536],[0.5566, 0.3946],[0.5491, 0.5238],[0.5455, 0.6461],[0.6694, 0.6106],[0.6564, 0.5005],[0.639, 0.584],[0.6311, 0.6782]
[0.5734, 1.005],[0.3867, 0.9402],[0.2831, 0.7821],[0.3453, 0.6224],[0.4509, 0.5546],[0.3341, 0.566],[0.3023, 0.3546],[0.2974, 0.2232],[0.3006, 0.1039],[0.4461, 0.5367],[0.4001, 0.2864],[0.379, 0.1157],[0.3712, -0.0385],[0.5561, 0.5584],[0.5602, 0.3913],[0.5505, 0.5197],[0.5439, 0.6432],[0.6701, 0.6148],[0.6579, 0.5028],[0.6404, 0.5868],[0.6301, 0.683]
[0.5673, 1.0011],[0.3806, 0.9348],[0.2798, 0.7814],[0.345, 0.625],[0.448, 0.5565],[0.3312, 0.5609],[0.3023, 0.3524],[0.2988, 0.2211],[0.3033, 0.101],[0.4444, 0.5328],[0.4001, 0.2803],[0.3802, 0.1046],[0.3736, -0.0563],[0.5547, 0.5562],[0.5595, 0.3901],[0.5488, 0.5154],[0.5425, 0.6368],[0.6685, 0.6144],[0.6582, 0.5019],[0.6388, 0.5853],[0.6268, 0.6814]
[0.5716, 1.0083],[0.3851, 0.9393],[0.2843, 0.7823],[0.3471, 0.6213],[0.457, 0.5617],[0.3338, 0.5642],[0.3022, 0.3556],[0.2961, 0.2264],[0.2978, 0.1082],[0.4454, 0.5354],[0.3991, 0.2954],[0.3774, 0.1354],[0.3683, -0.0098],[0.5549, 0.5575],[0.5584, 0.3934],[0.5489, 0.5212],[0.5426, 0.6432],[0.6678, 0.6152],[0.6589, 0.501],[0.6386, 0.5841],[0.6265, 0.6805]
[0.5639, 1.0005],[0.3796, 0.9332],[0.2781, 0.7749],[0.3456, 0.6193],[0.4566, 0.5587],[0.3326, 0.5662],[0.301, 0.3538],[0.2974, 0.2212],[0.3016, 0.1009],[0.4459, 0.5383],[0.3997, 0.284],[0.3797, 0.1108],[0.3723, -0.0485],[0.5557, 0.5612],[0.5575, 0.3878],[0.5482, 0.5189],[0.5428, 0.644],[0.6684, 0.6193],[0.6561, 0.5044],[0.6367, 0.589],[0.6248, 0.6858]
[0.5673, 1.0037],[0.3825, 0.9367],[0.2817, 0.7835],[0.3458, 0.6229],[0.4529, 0.5574],[0.3315, 0.5646],[0.301, 0.3546],[0.2967, 0.223],[0.2993, 0.1021],[0.4439, 0.535],[0.3977, 0.2844],[0.3771, 0.1125],[0.3698, -0.0452],[0.554, 0.5576],[0.5537, 0.3925],[0.5447, 0.5237],[0.5409, 0.6467],[0.6678, 0.6146],[0.6539, 0.5008],[0.6338, 0.5854],[0.6226, 0.6809]
[0.571, 1.0119],[0.3869, 0.9442],[0.2842, 0.7889],[0.3444, 0.6277],[0.451, 0.5624],[0.3309, 0.5688],[0.2996, 0.3577],[0.2951, 0.2276],[0.2981, 0.1086],[0.4434, 0.5402],[0.3973, 0.2965],[0.3767, 0.1355],[0.3686, -0.0105],[0.554, 0.5618],[0.5541, 0.3921],[0.5458, 0.5198],[0.5412, 0.6419],[0.6681, 0.6187],[0.6547, 0.5014],[0.6353, 0.5845],[0.6251, 0.6806]
[0.5637, 1.0017],[0.3796, 0.9378],[0.2764, 0.7828],[0.3416, 0.6274],[0.4506, 0.5639],[0.3293, 0.5651],[0.2971, 0.3535],[0.2932, 0.2219],[0.2975, 0.1024],[0.4424, 0.5377],[0.3964, 0.2864],[0.3757, 0.117],[0.3678, -0.0378],[0.5529, 0.5608],[0.5547, 0.3891],[0.5457, 0.5212],[0.5398, 0.6463],[0.6668, 0.6195],[0.6541, 0.5029],[0.6359, 0.5879],[0.6248, 0.6849]
[0.5685, 0.9998],[0.3837, 0.9383],[0.2791, 0.786],[0.3398, 0.6286],[0.4417, 0.5596],[0.3297, 0.5611],[0.2977, 0.3499],[0.2937, 0.2168],[0.2972, 0.0961],[0.4422, 0.5331],[0.3945, 0.2762],[0.374, 0.101],[0.3671, -0.0583],[0.553, 0.5569],[0.5503, 0.3888],[0.5411, 0.5197],[0.5366, 0.6431],[0.6674, 0.6161],[0.651, 0.5004],[0.6316, 0.5871],[0.6203, 0.6839]
[0.5679, 1.004],[0.3839, 0.9366],[0.2796, 0.7861],[0.3416, 0.624],[0.4498, 0.5579],[0.3306, 0.5611],[0.2988, 0.3524],[0.2928, 0.2222],[0.2947, 0.1027],[0.4427, 0.533],[0.3941, 0.2809],[0.3735, 0.1095],[0.3661, -0.0464],[0.5517, 0.5573],[0.5503, 0.3906],[0.5432, 0.5178],[0.5413, 0.6409],[0.6646, 0.6163],[0.6534, 0.4997],[0.6335, 0.5834],[0.6229, 0.6803]
[0.5648, 1.0069],[0.3815, 0.9402],[0.2794, 0.7811],[0.3459, 0.6219],[0.4564, 0.5608],[0.3285, 0.5633],[0.2991, 0.3517],[0.2949, 0.2196],[0.2976, 0.1],[0.4417, 0.5351],[0.3963, 0.2788],[0.3768, 0.1058],[0.3697, -0.0506],[0.5519, 0.5593],[0.5537, 0.3927],[0.5445, 0.5244],[0.5391, 0.6485],[0.6651, 0.6184],[0.6554, 0.5026],[0.6345, 0.5884],[0.6209, 0.6853]
[0.5705, 1.0193],[0.3866, 0.9433],[0.286, 0.7831],[0.3518, 0.6212],[0.469, 0.5642],[0.3306, 0.5672],[0.2981, 0.3573],[0.2908, 0.2296],[0.2912, 0.1134],[0.4431, 0.5387],[0.3948, 0.3013],[0.3721, 0.15],[0.3611, 0.0143],[0.5543, 0.5613],[0.5583, 0.3957],[0.5505, 0.5256],[0.5432, 0.65],[0.6676, 0.6205],[0.6602, 0.5009],[0.6394, 0.5855],[0.625, 0.6856]
[0.5634, 1.0071],[0.3801, 0.9324],[0.2779, 0.7746],[0.3478, 0.6261],[0.463, 0.5667],[0.327, 0.5618],[0.2961, 0.3491],[0.2931, 0.2175],[0.2975, 0.0985],[0.441, 0.5354],[0.3967, 0.2798],[0.3784, 0.1081],[0.3712, -0.048],[0.5533, 0.5617],[0.5582, 0.3909],[0.5491, 0.5267],[0.5392, 0.6535],[0.6681, 0.625],[0.6593, 0.5071],[0.6398, 0.5926],[0.6233, 0.69]
[0.5675, 1.0171],[0.3848, 0.9404],[0.284, 0.7762],[0.353, 0.6175],[0.4707, 0.5609],[0.3277, 0.5659],[0.2948, 0.3555],[0.2883, 0.2261],[0.2895, 0.1082],[0.4411, 0.5375],[0.3951, 0.2979],[0.3733, 0.1442],[0.3618, 0.0059],[0.5528, 0.5604],[0.5565, 0.393],[0.5495, 0.5271],[0.5418, 0.6528],[0.6664, 0.6197],[0.6588, 0.5014],[0.6398, 0.5878],[0.6262, 0.6867]
[0.5693, 1.0178],[0.3836, 0.9407],[0.2797, 0.7746],[0.3451, 0.6154],[0.4621, 0.5591],[0.329, 0.5702],[0.2951, 0.3573],[0.2902, 0.2274],[0.293, 0.1095],[0.4419, 0.5431],[0.3938, 0.3004],[0.3729, 0.1451],[0.3611, 0.0051],[0.5532, 0.5655],[0.5573, 0.3909],[0.5486, 0.5258],[0.5378, 0.6537],[0.6674, 0.6245],[0.6587, 0.5053],[0.638, 0.5914],[0.6216, 0.6904]
[0.5629, 1.0087],[0.3799, 0.9369],[0.2777, 0.7714],[0.348, 0.6173],[0.4654, 0.5592],[0.3267, 0.5626],[0.2955, 0.349],[0.2924, 0.2146],[0.2953, 0.0942],[0.4413, 0.5352],[0.3956, 0.2727],[0.3776, 0.095],[0.3703, -0.0666],[0.5539, 0.5613],[0.5548, 0.3912],[0.545, 0.5268],[0.5358, 0.653],[0.6685, 0.6237],[0.656, 0.5069],[0.6374, 0.5926],[0.6233, 0.6894]
[0.5664, 1.0145],[0.3818, 0.9398],[0.2804, 0.7792],[0.3421, 0.6156],[0.4527, 0.5562],[0.3274, 0.5651],[0.2941, 0.3557],[0.2859, 0.2272],[0.2851, 0.11],[0.4398, 0.5366],[0.3908, 0.2968],[0.3674, 0.1455],[0.3539, 0.0094],[0.5511, 0.5592],[0.5542, 0.3914],[0.5486, 0.5222],[0.5419, 0.6454],[0.6647, 0.6183],[0.6574, 0.4998],[0.6373, 0.5836],[0.6235, 0.6805]
[0.5588, 1.0093],[0.3758, 0.9388],[0.2738, 0.7732],[0.3385, 0.6163],[0.4535, 0.5583],[0.3275, 0.5661],[0.2964, 0.3506],[0.2927, 0.2171],[0.2952, 0.0968],[0.4415, 0.5373],[0.3967, 0.2734],[0.3775, 0.0955],[0.3697, -0.0657],[0.553, 0.562],[0.5527, 0.3892],[0.5439, 0.5231],[0.5367, 0.6483],[0.667, 0.6225],[0.6542, 0.5044],[0.6345, 0.5897],[0.6206, 0.6866]
[0.5717, 1.0118],[0.387, 0.9437],[0.282, 0.7854],[0.3383, 0.6212],[0.4479, 0.5579],[0.3287, 0.5639],[0.2953, 0.3555],[0.2868, 0.2274],[0.2851, 0.1111],[0.4413, 0.5346],[0.3934, 0.2978],[0.3701, 0.1499],[0.3564, 0.0175],[0.5523, 0.5566],[0.5517, 0.3934],[0.5462, 0.5247],[0.5411, 0.6464],[0.6653, 0.6156],[0.6553, 0.5012],[0.6347, 0.5859],[0.622, 0.6821]
[0.5639, 1.0069],[0.3779, 0.938],[0.2743, 0.7721],[0.3428, 0.6162],[0.4615, 0.5571],[0.326, 0.565],[0.2953, 0.3504],[0.2915, 0.2163],[0.2931, 0.0961],[0.4404, 0.5352],[0.3948, 0.2706],[0.3757, 0.0917],[0.3677, -0.0707],[0.5523, 0.5595],[0.5528, 0.3857],[0.5425, 0.5203],[0.5342, 0.6463],[0.6671, 0.6202],[0.6533, 0.5037],[0.6337, 0.5903],[0.6205, 0.6886]
[0.5686, 1.0086],[0.3832, 0.9375],[0.2807, 0.7814],[0.344, 0.6179],[0.4579, 0.5562],[0.33, 0.5588],[0.2974, 0.3532],[0.2877, 0.2254],[0.2858, 0.1086],[0.4423, 0.5314],[0.395, 0.2949],[0.3728, 0.1435],[0.3625, 0.0082],[0.5526, 0.5551],[0.5556, 0.3962],[0.5462, 0.5233],[0.5396, 0.6439],[0.6645, 0.6145],[0.6566, 0.4998],[0.6343, 0.5836],[0.6207, 0.6801]
[0.5603, 1.002],[0.3751, 0.9351],[0.2733, 0.7718],[0.342, 0.6142],[0.4543, 0.5536],[0.3278, 0.5641],[0.2974, 0.3524],[0.2927, 0.2197],[0.2942, 0.0989],[0.4413, 0.5358],[0.3946, 0.2786],[0.3751, 0.1031],[0.3673, -0.0574],[0.5517, 0.5593],[0.5516, 0.3904],[0.5437, 0.5242],[0.5379, 0.6496],[0.6651, 0.6172],[0.6528, 0.5032],[0.6331, 0.5902],[0.6199, 0.6881]
[0.5681, 1.0063],[0.3832, 0.9438],[0.2773, 0.7843],[0.3405, 0.6203],[0.4502, 0.5557],[0.3285, 0.5612],[0.2973, 0.3523],[0.2908, 0.2211],[0.2908, 0.1002],[0.4412, 0.5312],[0.394, 0.2793],[0.3743, 0.1098],[0.3673, -0.0447],[0.5521, 0.5546],[0.5504, 0.393],[0.5406, 0.527],[0.5354, 0.6517],[0.6661, 0.6132],[0.6523, 0.4992],[0.6321, 0.5874],[0.6213, 0.6857]
[0.5659, 1.0128],[0.3785, 0.9374],[0.2763, 0.7825],[0.336, 0.6197],[0.4331, 0.5557],[0.3281, 0.5677],[0.2991, 0.3565],[0.2925, 0.2257],[0.2924, 0.1054],[0.4418, 0.5427],[0.3951, 0.2949],[0.3781, 0.1354],[0.3719, -0.0102],[0.553, 0.5662],[0.5569, 0.392],[0.5482, 0.5205],[0.541, 0.6438],[0.6669, 0.623],[0.6599, 0.5035],[0.6388, 0.5861],[0.6241, 0.6804]
[0.5618, 1.0101],[0.3738, 0.9363],[0.2713, 0.7756],[0.3368, 0.618],[0.4421, 0.5576],[0.3263, 0.5683],[0.2972, 0.3539],[0.2937, 0.2208],[0.2966, 0.1001],[0.4406, 0.5429],[0.3948, 0.2825],[0.3777, 0.1085],[0.3722, -0.0511],[0.5521, 0.5677],[0.5516, 0.3877],[0.5435, 0.5202],[0.5382, 0.6463],[0.6665, 0.6266],[0.6548, 0.5064],[0.6354, 0.5887],[0.623, 0.6831]
[0.5665, 1.0113],[0.3801, 0.9377],[0.2791, 0.7842],[0.3394, 0.6192],[0.4382, 0.5548],[0.3291, 0.5677],[0.2971, 0.3563],[0.2899, 0.2259],[0.29, 0.1067],[0.4417, 0.5427],[0.3924, 0.299],[0.3725, 0.141],[0.3646, -0.0016],[0.5521, 0.5655],[0.5544, 0.3913],[0.5451, 0.5196],[0.5383, 0.6434],[0.665, 0.6218],[0.657, 0.5034],[0.635, 0.5868],[0.6215, 0.682]
[0.5626, 1.004],[0.3756, 0.9295],[0.2755, 0.7708],[0.3442, 0.6158],[0.4523, 0.5604],[0.3261, 0.5661],[0.2955, 0.3532],[0.2908, 0.2209],[0.2923, 0.1018],[0.4393, 0.5412],[0.3915, 0.2876],[0.3724, 0.1195],[0.3641, -0.0325],[0.5502, 0.5646],[0.5503, 0.3881],[0.5442, 0.5191],[0.5397, 0.645],[0.6633, 0.6221],[0.6537, 0.5038],[0.6336, 0.5875],[0.6207, 0.6827]
[0.5668, 1.0083],[0.3805, 0.9347],[0.2805, 0.7781],[0.3446, 0.6193],[0.4462, 0.5597],[0.3266, 0.5666],[0.2951, 0.3554],[0.2894, 0.2251],[0.2901, 0.1065],[0.4398, 0.5409],[0.3923, 0.2987],[0.3713, 0.1392],[0.3609, -0.0042],[0.5504, 0.5633],[0.5507, 0.3916],[0.5442, 0.5196],[0.5389, 0.6428],[0.6629, 0.6195],[0.6539, 0.5023],[0.6338, 0.5866],[0.6212, 0.6829]
[0.5669, 1.0015],[0.3804, 0.9325],[0.2794, 0.772],[0.3456, 0.6182],[0.4516, 0.5626],[0.3248, 0.5652],[0.2944, 0.354],[0.29, 0.2224],[0.292, 0.1036],[0.4386, 0.5391],[0.3925, 0.287],[0.3735, 0.117],[0.3656, -0.0363],[0.5504, 0.5621],[0.5517, 0.3873],[0.5437, 0.5148],[0.5375, 0.6382],[0.6645, 0.6196],[0.6534, 0.504],[0.6337, 0.5875],[0.621, 0.6832]
[0.5704, 1.0087],[0.3831, 0.9404],[0.2801, 0.7764],[0.3465, 0.6187],[0.4522, 0.5602],[0.324, 0.5666],[0.2937, 0.3538],[0.2896, 0.2211],[0.2919, 0.1012],[0.4383, 0.54],[0.3926, 0.2863],[0.374, 0.1159],[0.3664, -0.0383],[0.5507, 0.5638],[0.5536, 0.3935],[0.5456, 0.5226],[0.5388, 0.6448],[0.6647, 0.6216],[0.6559, 0.5025],[0.6365, 0.5865],[0.623, 0.6822]
[0.5696, 1.0072],[0.3828, 0.9396],[0.2794, 0.7797],[0.3499, 0.6249],[0.4589, 0.5686],[0.3256, 0.5631],[0.2951, 0.3529],[0.2906, 0.2221],[0.2926, 0.1032],[0.4408, 0.5364],[0.3946, 0.2904],[0.3758, 0.1274],[0.3673, -0.0209],[0.5528, 0.5606],[0.5584, 0.3935],[0.5474, 0.5239],[0.5366, 0.6463],[0.6663, 0.6203],[0.6589, 0.5045],[0.6386, 0.5888],[0.6236, 0.6839]
[0.5694, 1.0122],[0.3817, 0.9426],[0.2803, 0.7777],[0.3466, 0.6213],[0.4524, 0.563],[0.3277, 0.5677],[0.2965, 0.3548],[0.2899, 0.2239],[0.2903, 0.1048],[0.4418, 0.5425],[0.396, 0.2988],[0.3753, 0.1397],[0.3655, -0.0054],[0.5534, 0.5658],[0.5579, 0.3912],[0.5465, 0.5199],[0.5355, 0.642],[0.667, 0.6238],[0.6581, 0.504],[0.6372, 0.5874],[0.6223, 0.6832]
[0.57, 1.0092],[0.3842, 0.9379],[0.2811, 0.7758],[0.3423, 0.6229],[0.4515, 0.5704],[0.3249, 0.5659],[0.2943, 0.3534],[0.2894, 0.2221],[0.291, 0.1041],[0.4395, 0.5405],[0.3949, 0.2948],[0.3754, 0.132],[0.3656, -0.0161],[0.5518, 0.5643],[0.5528, 0.3915],[0.5453, 0.5241],[0.5374, 0.6475],[0.6657, 0.6236],[0.654, 0.5063],[0.6361, 0.5888],[0.624, 0.6817]
[0.572, 1.0142],[0.3839, 0.9444],[0.2793, 0.7768],[0.3435, 0.6171],[0.4542, 0.5629],[0.3244, 0.5683],[0.2922, 0.3559],[0.2865, 0.2245],[0.2873, 0.1057],[0.4388, 0.541],[0.3918, 0.2981],[0.3697, 0.137],[0.3572, -0.0095],[0.5499, 0.5641],[0.5519, 0.3897],[0.5448, 0.5213],[0.5371, 0.6458],[0.6636, 0.6227],[0.6542, 0.503],[0.6362, 0.5866],[0.6236, 0.6832]
[0.5688, 1.0155],[0.382, 0.942],[0.2765, 0.7745],[0.3417, 0.6169],[0.4568, 0.5637],[0.3238, 0.568],[0.2927, 0.3547],[0.2881, 0.2226],[0.2899, 0.1033],[0.4375, 0.541],[0.3919, 0.2912],[0.3713, 0.124],[0.36, -0.0292],[0.5488, 0.5652],[0.5527, 0.3884],[0.5436, 0.5198],[0.5346, 0.6447],[0.6627, 0.6252],[0.6544, 0.5045],[0.6352, 0.5866],[0.6213, 0.682]
[0.558, 1.0217],[0.3739, 0.9439],[0.2752, 0.7809],[0.336, 0.6241],[0.4411, 0.5657],[0.3217, 0.5743],[0.2916, 0.3593],[0.2859, 0.2286],[0.2871, 0.1098],[0.4349, 0.5488],[0.3918, 0.3034],[0.3698, 0.1441],[0.3577, 0.0006],[0.5466, 0.5715],[0.5547, 0.3932],[0.5443, 0.5171],[0.534, 0.6386],[0.6606, 0.6299],[0.6548, 0.5059],[0.6346, 0.5867],[0.6204, 0.6831]
[0.5647, 1.013],[0.3792, 0.9388],[0.2769, 0.7773],[0.3357, 0.6234],[0.4412, 0.5651],[0.3245, 0.572],[0.2935, 0.3569],[0.2887, 0.2258],[0.2907, 0.1072],[0.437, 0.5462],[0.3945, 0.2995],[0.3754, 0.1373],[0.3667, -0.0067],[0.5479, 0.5684],[0.5545, 0.3939],[0.546, 0.5189],[0.537, 0.642],[0.6609, 0.6263],[0.655, 0.5064],[0.6355, 0.5875],[0.6207, 0.6846]
