[0.4243, 0.893],[0.5837, 0.8992],[0.6927, 0.7592],[0.6589, 0.609],[0.5451, 0.5238],[0.6306, 0.5422],[0.6416, 0.3209],[0.6318, 0.1793],[0.6285, 0.0603],[0.5145, 0.5228],[0.5286, 0.2806],[0.5313, 0.1243],[0.5447, -0.0027],[0.4024, 0.5494],[0.4053, 0.4041],[0.4296, 0.539],[0.4516, 0.6529],[0.293, 0.6111],[0.3123, 0.5076],[0.3546, 0.6087],[0.3777, 0.7056]
[0.4127, 1.0286],[0.5912, 0.9158],[0.6845, 0.74],[0.6279, 0.5862],[0.5018, 0.516],[0.6135, 0.5235],[0.626, 0.3097],[0.6124, 0.1756],[0.6, 0.0581],[0.4973, 0.5152],[0.5111, 0.273],[0.5242, 0.108],[0.5352, -0.0214],[0.3814, 0.5569],[0.3763, 0.4023],[0.4093, 0.5394],[0.4263, 0.6614],[0.2681, 0.6291],[0.2858, 0.5211],[0.3297, 0.6094],[0.35, 0.6993]
[0.4166, 1.0255],[0.5947, 0.9134],[0.6893, 0.7374],[0.6297, 0.5848],[0.5035, 0.5174],[0.614, 0.524],[0.6268, 0.309],[0.613, 0.1738],[0.6007, 0.0568],[0.4963, 0.5171],[0.5094, 0.2756],[0.52, 0.1121],[0.5293, -0.0162],[0.3813, 0.5594],[0.3736, 0.4063],[0.4079, 0.5425],[0.4273, 0.6647],[0.2689, 0.633],[0.283, 0.5233],[0.3288, 0.6099],[0.3516, 0.6992]
[0.4139, 1.0268],[0.5921, 0.9195],[0.6892, 0.739],[0.6298, 0.5851],[0.501, 0.5199],[0.6139, 0.5253],[0.6265, 0.3107],[0.6129, 0.1755],[0.6004, 0.0571],[0.4961, 0.517],[0.5108, 0.2782],[0.5235, 0.1153],[0.5338, -0.0143],[0.3806, 0.5582],[0.374, 0.4039],[0.4077, 0.5445],[0.4262, 0.6692],[0.2691, 0.6315],[0.2844, 0.5213],[0.3298, 0.611],[0.3516, 0.7023]
[0.4095, 1.0279],[0.5905, 0.9221],[0.6874, 0.7418],[0.626, 0.5846],[0.4956, 0.5192],[0.6131, 0.5274],[0.6261, 0.3114],[0.6137, 0.1757],[0.6024, 0.0575],[0.496, 0.5186],[0.51, 0.2784],[0.5227, 0.1141],[0.5335, -0.0154],[0.3817, 0.5591],[0.375, 0.4033],[0.4062, 0.5431],[0.4226, 0.6674],[0.2699, 0.6315],[0.2854, 0.5204],[0.3275, 0.6111],[0.3467, 0.7032]
[0.4064, 1.0237],[0.5853, 0.921],[0.6844, 0.7408],[0.6247, 0.5851],[0.4942, 0.5185],[0.611, 0.524],[0.627, 0.3084],[0.6156, 0.1723],[0.6038, 0.0543],[0.4938, 0.5162],[0.5067, 0.2675],[0.5186, 0.0987],[0.5266, -0.0354],[0.3789, 0.5576],[0.375, 0.402],[0.411, 0.5444],[0.4274, 0.6674],[0.2659, 0.6312],[0.2843, 0.5167],[0.3291, 0.6089],[0.3467, 0.7009]
[0.4076, 1.028],[0.5888, 0.9228],[0.6906, 0.7397],[0.6259, 0.5856],[0.4954, 0.5245],[0.6117, 0.5235],[0.6261, 0.3091],[0.613, 0.1761],[0.6012, 0.0602],[0.4931, 0.5149],[0.5092, 0.2748],[0.5212, 0.1116],[0.5314, -0.0191],[0.3778, 0.5557],[0.3727, 0.4022],[0.4065, 0.5457],[0.4258, 0.6705],[0.2663, 0.6304],[0.2817, 0.5257],[0.328, 0.6156],[0.3509, 0.7054]
[0.4074, 1.0312],[0.5942, 0.9195],[0.6952, 0.7386],[0.6292, 0.5841],[0.4968, 0.525],[0.6142, 0.5245],[0.6273, 0.3106],[0.6142, 0.1767],[0.602, 0.0601],[0.4966, 0.5171],[0.5127, 0.2817],[0.5252, 0.1207],[0.5351, -0.0075],[0.3822, 0.558],[0.3742, 0.408],[0.4087, 0.5465],[0.4286, 0.6698],[0.2688, 0.6314],[0.2823, 0.5244],[0.3295, 0.6123],[0.3545, 0.7029]
[0.4124, 1.0244],[0.6084, 0.9067],[0.6956, 0.7319],[0.6295, 0.5819],[0.4955, 0.5279],[0.6159, 0.5242],[0.6293, 0.3116],[0.6171, 0.1768],[0.6053, 0.0581],[0.4987, 0.5174],[0.5128, 0.2757],[0.5248, 0.1105],[0.5346, -0.0211],[0.3826, 0.5577],[0.3727, 0.4042],[0.408, 0.5474],[0.4295, 0.6725],[0.2661, 0.6295],[0.2823, 0.5236],[0.3279, 0.6161],[0.3522, 0.7086]
[0.4068, 1.0301],[0.59, 0.9245],[0.6936, 0.7425],[0.6279, 0.587],[0.4952, 0.5259],[0.6146, 0.529],[0.6299, 0.3139],[0.6163, 0.1787],[0.6034, 0.0609],[0.4959, 0.5201],[0.5139, 0.2775],[0.5257, 0.1145],[0.535, -0.0161],[0.3806, 0.5601],[0.3729, 0.4031],[0.4056, 0.5442],[0.4248, 0.669],[0.2669, 0.6338],[0.2838, 0.5241],[0.3289, 0.6151],[0.3516, 0.7074]
[0.4085, 1.0197],[0.5954, 0.9138],[0.6944, 0.736],[0.629, 0.5852],[0.497, 0.5314],[0.616, 0.5206],[0.6302, 0.309],[0.6168, 0.1744],[0.6037, 0.0576],[0.4975, 0.5127],[0.5134, 0.2708],[0.5243, 0.1073],[0.5329, -0.0225],[0.3823, 0.5531],[0.374, 0.3995],[0.4058, 0.5425],[0.4244, 0.6672],[0.2687, 0.6262],[0.2825, 0.5203],[0.3265, 0.6122],[0.3495, 0.7033]
[0.4069, 1.0216],[0.5964, 0.9146],[0.6933, 0.7389],[0.627, 0.5833],[0.4949, 0.5259],[0.6146, 0.529],[0.6297, 0.3134],[0.6163, 0.1783],[0.6032, 0.0607],[0.4961, 0.5207],[0.5124, 0.2775],[0.5238, 0.115],[0.5331, -0.0144],[0.3805, 0.5608],[0.3752, 0.3983],[0.4074, 0.5384],[0.4254, 0.6626],[0.266, 0.6338],[0.2852, 0.5204],[0.3293, 0.6095],[0.3504, 0.7017]
[0.4095, 1.023],[0.5937, 0.9188],[0.6931, 0.7423],[0.6299, 0.5874],[0.4979, 0.5272],[0.6156, 0.5282],[0.6304, 0.3136],[0.6167, 0.178],[0.6038, 0.0598],[0.4968, 0.5186],[0.5124, 0.2735],[0.5226, 0.108],[0.5308, -0.0241],[0.3807, 0.5583],[0.3749, 0.3995],[0.4054, 0.541],[0.4218, 0.665],[0.2663, 0.6313],[0.2844, 0.5189],[0.3267, 0.6096],[0.3462, 0.7023]
[0.4055, 1.0282],[0.5874, 0.9266],[0.692, 0.7466],[0.6291, 0.5883],[0.4978, 0.5288],[0.6146, 0.5318],[0.6296, 0.3138],[0.6162, 0.1783],[0.6031, 0.0607],[0.4957, 0.5216],[0.5133, 0.2756],[0.5237, 0.1116],[0.5319, -0.0189],[0.3808, 0.5603],[0.376, 0.3976],[0.4049, 0.5376],[0.4208, 0.663],[0.2682, 0.6328],[0.2849, 0.5197],[0.3263, 0.6091],[0.346, 0.7031]
[0.4033, 1.0259],[0.5888, 0.9221],[0.6944, 0.7426],[0.6325, 0.5867],[0.4996, 0.5326],[0.6151, 0.5271],[0.63, 0.3126],[0.6172, 0.1781],[0.6056, 0.061],[0.4962, 0.5174],[0.511, 0.2728],[0.5226, 0.1095],[0.5325, -0.0212],[0.3814, 0.5569],[0.3756, 0.3976],[0.4063, 0.5406],[0.4235, 0.6674],[0.2687, 0.6303],[0.2825, 0.5188],[0.3256, 0.609],[0.3469, 0.7025]
[0.3997, 1.0252],[0.5853, 0.925],[0.6922, 0.7453],[0.6329, 0.5874],[0.5008, 0.5276],[0.6153, 0.5307],[0.6304, 0.3142],[0.6176, 0.1794],[0.6057, 0.062],[0.4958, 0.5199],[0.5118, 0.2717],[0.5241, 0.1074],[0.5343, -0.0234],[0.3796, 0.5585],[0.3743, 0.396],[0.4069, 0.5405],[0.4252, 0.667],[0.2655, 0.6313],[0.2826, 0.5195],[0.3267, 0.6115],[0.3482, 0.7046]
[0.3998, 1.0232],[0.5884, 0.9208],[0.6924, 0.7422],[0.629, 0.5868],[0.4966, 0.5255],[0.6168, 0.5274],[0.6307, 0.3126],[0.6172, 0.1781],[0.605, 0.0613],[0.4969, 0.5173],[0.5111, 0.2705],[0.5229, 0.1061],[0.5322, -0.0247],[0.38, 0.5565],[0.3755, 0.3971],[0.4098, 0.5428],[0.4276, 0.6674],[0.2646, 0.6295],[0.2841, 0.5168],[0.3282, 0.6099],[0.3478, 0.7021]
[0.3995, 1.0263],[0.5843, 0.9276],[0.6885, 0.7494],[0.6278, 0.591],[0.4987, 0.5214],[0.6175, 0.531],[0.6308, 0.315],[0.6167, 0.18],[0.6037, 0.0623],[0.4979, 0.5204],[0.5134, 0.2748],[0.5262, 0.1122],[0.5363, -0.0168],[0.3805, 0.5593],[0.3774, 0.3965],[0.4101, 0.5414],[0.4262, 0.6659],[0.2651, 0.6312],[0.2854, 0.517],[0.329, 0.61],[0.348, 0.7025]
[0.4099, 1.0204],[0.5856, 0.9244],[0.6925, 0.7454],[0.6219, 0.5914],[0.4971, 0.5132],[0.6193, 0.5241],[0.6317, 0.3115],[0.6168, 0.1771],[0.6037, 0.0599],[0.4966, 0.5147],[0.5126, 0.2595],[0.5245, 0.0938],[0.5344, -0.0391],[0.379, 0.5553],[0.3764, 0.3999],[0.4072, 0.5523],[0.4216, 0.6789],[0.2648, 0.631],[0.2816, 0.516],[0.3214, 0.6145],[0.3365, 0.7084]
[0.4123, 1.023],[0.5873, 0.9214],[0.6915, 0.7423],[0.624, 0.5903],[0.4937, 0.5198],[0.6176, 0.5235],[0.6303, 0.3087],[0.614, 0.1758],[0.6004, 0.0589],[0.4956, 0.5136],[0.5111, 0.2609],[0.5227, 0.0965],[0.5333, -0.0342],[0.3791, 0.5553],[0.376, 0.402],[0.4054, 0.5524],[0.4203, 0.6807],[0.2676, 0.6321],[0.2832, 0.5188],[0.3224, 0.6155],[0.3396, 0.7108]
[0.4129, 1.0247],[0.5877, 0.921],[0.6906, 0.7442],[0.6251, 0.5918],[0.4967, 0.5188],[0.6156, 0.5264],[0.6295, 0.31],[0.6137, 0.1757],[0.6009, 0.0588],[0.4949, 0.5181],[0.5099, 0.2641],[0.521, 0.0981],[0.5312, -0.0326],[0.3796, 0.5601],[0.3749, 0.4043],[0.4057, 0.5497],[0.4221, 0.675],[0.2687, 0.6359],[0.2842, 0.5209],[0.3235, 0.6147],[0.3406, 0.7079]
[0.4108, 1.0282],[0.5861, 0.9265],[0.6903, 0.7467],[0.6237, 0.5913],[0.4952, 0.5168],[0.6172, 0.5303],[0.63, 0.311],[0.6138, 0.1755],[0.601, 0.0577],[0.4963, 0.521],[0.5101, 0.266],[0.5211, 0.0981],[0.5315, -0.0338],[0.3809, 0.5617],[0.3764, 0.4034],[0.4054, 0.5472],[0.4195, 0.673],[0.2699, 0.6364],[0.2842, 0.5195],[0.3223, 0.611],[0.3374, 0.7043]
[0.4065, 1.0368],[0.5828, 0.9362],[0.6868, 0.7524],[0.6216, 0.5897],[0.4931, 0.5131],[0.617, 0.536],[0.6299, 0.3159],[0.6135, 0.1796],[0.6001, 0.0606],[0.496, 0.525],[0.5127, 0.2709],[0.5239, 0.1037],[0.5345, -0.0283],[0.3804, 0.5639],[0.3758, 0.4014],[0.4049, 0.5452],[0.4202, 0.6722],[0.2691, 0.6373],[0.2836, 0.52],[0.3237, 0.6119],[0.3419, 0.7063]
[0.4033, 1.0347],[0.5827, 0.9317],[0.6888, 0.7501],[0.6248, 0.5927],[0.4983, 0.5209],[0.6166, 0.529],[0.6321, 0.3145],[0.6175, 0.1786],[0.6047, 0.0605],[0.4959, 0.5194],[0.5136, 0.2744],[0.5247, 0.1077],[0.5347, -0.0251],[0.3803, 0.5586],[0.3769, 0.4047],[0.4061, 0.5446],[0.4212, 0.6681],[0.2686, 0.6316],[0.2834, 0.5198],[0.3253, 0.6092],[0.3449, 0.7006]
[0.4056, 1.0299],[0.5879, 0.9256],[0.6906, 0.7454],[0.6254, 0.5882],[0.4979, 0.5179],[0.6145, 0.5283],[0.6309, 0.3134],[0.6181, 0.1781],[0.6063, 0.0601],[0.4949, 0.5186],[0.5118, 0.2733],[0.5231, 0.1088],[0.5318, -0.0222],[0.3793, 0.5577],[0.3751, 0.3993],[0.4058, 0.5433],[0.4212, 0.6682],[0.2667, 0.6303],[0.2825, 0.5172],[0.324, 0.6101],[0.3419, 0.7028]
[0.4054, 1.0253],[0.5867, 0.9208],[0.6895, 0.7422],[0.6262, 0.5873],[0.4982, 0.5208],[0.6122, 0.5275],[0.6276, 0.311],[0.6151, 0.1761],[0.6037, 0.0585],[0.4937, 0.5194],[0.5102, 0.2762],[0.5215, 0.1145],[0.5302, -0.0136],[0.3796, 0.5588],[0.3732, 0.3998],[0.4036, 0.5413],[0.4193, 0.6649],[0.268, 0.6304],[0.2817, 0.5158],[0.3217, 0.6075],[0.3398, 0.7003]
[0.4107, 1.0251],[0.5888, 0.9208],[0.6916, 0.7428],[0.6283, 0.5879],[0.5004, 0.521],[0.6171, 0.5263],[0.6312, 0.3115],[0.6189, 0.1766],[0.6079, 0.0597],[0.4997, 0.5172],[0.5171, 0.2763],[0.5303, 0.1135],[0.5413, -0.0153],[0.385, 0.5564],[0.3766, 0.4014],[0.4045, 0.5394],[0.4196, 0.6622],[0.2722, 0.6281],[0.2834, 0.5167],[0.3234, 0.6061],[0.3425, 0.6978]
[0.4074, 1.0266],[0.5894, 0.9217],[0.6934, 0.7451],[0.6289, 0.5882],[0.5011, 0.5159],[0.6187, 0.5279],[0.6321, 0.3127],[0.6197, 0.1768],[0.6091, 0.0588],[0.5008, 0.518],[0.5199, 0.2742],[0.5341, 0.1092],[0.5465, -0.021],[0.3857, 0.5572],[0.3796, 0.3997],[0.4064, 0.5398],[0.4207, 0.6643],[0.272, 0.6297],[0.285, 0.5143],[0.3253, 0.6051],[0.3442, 0.6988]
[0.4053, 1.0218],[0.5862, 0.9233],[0.6909, 0.7444],[0.6306, 0.5873],[0.5024, 0.5175],[0.6166, 0.5256],[0.6321, 0.3102],[0.6193, 0.1752],[0.6079, 0.0584],[0.4979, 0.5166],[0.5153, 0.2683],[0.5277, 0.1026],[0.5374, -0.0284],[0.3824, 0.5566],[0.376, 0.397],[0.4081, 0.5412],[0.4255, 0.6671],[0.2692, 0.63],[0.2842, 0.5144],[0.327, 0.6073],[0.3465, 0.7003]
[0.4002, 1.0264],[0.5796, 0.9294],[0.6897, 0.7491],[0.6288, 0.5914],[0.5008, 0.5206],[0.6169, 0.5258],[0.6316, 0.3109],[0.6178, 0.1765],[0.605, 0.0601],[0.4977, 0.5162],[0.5167, 0.269],[0.5294, 0.1043],[0.5387, -0.026],[0.382, 0.5561],[0.3784, 0.3976],[0.4092, 0.542],[0.4247, 0.667],[0.2692, 0.63],[0.2864, 0.5142],[0.3281, 0.6075],[0.3462, 0.7008]
[0.4063, 1.0286],[0.5896, 0.9263],[0.6944, 0.7439],[0.6324, 0.5847],[0.5063, 0.5151],[0.619, 0.5256],[0.6343, 0.3092],[0.6209, 0.1745],[0.608, 0.0585],[0.4985, 0.5162],[0.5127, 0.2677],[0.5242, 0.1016],[0.534, -0.0306],[0.3826, 0.5564],[0.376, 0.3972],[0.4083, 0.537],[0.426, 0.6589],[0.2696, 0.6299],[0.2811, 0.5189],[0.3248, 0.6059],[0.3461, 0.6939]
[0.4055, 1.029],[0.5883, 0.9262],[0.6951, 0.7438],[0.6304, 0.5843],[0.5035, 0.5155],[0.6194, 0.5269],[0.6336, 0.3103],[0.6202, 0.175],[0.6075, 0.059],[0.4992, 0.5181],[0.5149, 0.273],[0.5277, 0.1084],[0.5386, -0.0214],[0.384, 0.5581],[0.3784, 0.3977],[0.4081, 0.5341],[0.4238, 0.6562],[0.2716, 0.6307],[0.2816, 0.5185],[0.3246, 0.6035],[0.3451, 0.6925]
[0.4069, 1.0332],[0.5906, 0.9288],[0.6975, 0.7433],[0.6352, 0.5845],[0.5092, 0.5162],[0.6219, 0.5267],[0.6358, 0.3108],[0.623, 0.1751],[0.6116, 0.0595],[0.5026, 0.5181],[0.5163, 0.2752],[0.529, 0.1107],[0.5405, -0.0191],[0.3879, 0.5574],[0.3843, 0.4001],[0.413, 0.5355],[0.4266, 0.6571],[0.275, 0.6291],[0.2865, 0.5146],[0.3291, 0.6019],[0.3485, 0.6937]
[0.4151, 1.0277],[0.5991, 0.9181],[0.7009, 0.7371],[0.6312, 0.5842],[0.5046, 0.519],[0.6233, 0.5224],[0.6377, 0.3108],[0.6252, 0.1758],[0.6132, 0.0605],[0.504, 0.5144],[0.5185, 0.2726],[0.5312, 0.1097],[0.5424, -0.0191],[0.3887, 0.5543],[0.3845, 0.3992],[0.4144, 0.5369],[0.4299, 0.6588],[0.2754, 0.6263],[0.2862, 0.5157],[0.3289, 0.6031],[0.3492, 0.693]
[0.4094, 1.0314],[0.595, 0.9228],[0.6984, 0.7406],[0.6308, 0.5832],[0.5013, 0.5173],[0.6214, 0.5292],[0.6354, 0.3129],[0.623, 0.1767],[0.6129, 0.06],[0.5022, 0.521],[0.5164, 0.2783],[0.5304, 0.1147],[0.544, -0.0136],[0.3872, 0.561],[0.3817, 0.4025],[0.4111, 0.538],[0.4263, 0.6608],[0.2742, 0.632],[0.2858, 0.5163],[0.3277, 0.6026],[0.3467, 0.6937]
[0.4068, 1.0265],[0.5905, 0.9273],[0.6977, 0.7443],[0.6298, 0.5837],[0.4992, 0.5139],[0.621, 0.525],[0.6344, 0.3099],[0.6226, 0.1753],[0.6126, 0.0588],[0.501, 0.5167],[0.5149, 0.2704],[0.5307, 0.1076],[0.5448, -0.0224],[0.3849, 0.5579],[0.3784, 0.396],[0.4109, 0.5394],[0.4273, 0.6645],[0.2706, 0.6319],[0.2843, 0.517],[0.3269, 0.6084],[0.3448, 0.7005]
[0.4132, 1.0245],[0.5945, 0.9201],[0.6943, 0.7378],[0.6241, 0.5815],[0.4952, 0.5139],[0.6194, 0.5248],[0.6329, 0.3104],[0.6191, 0.1758],[0.6072, 0.0603],[0.4989, 0.5172],[0.5101, 0.266],[0.521, 0.1029],[0.5307, -0.0271],[0.3824, 0.5597],[0.3761, 0.3986],[0.4099, 0.5387],[0.4264, 0.6605],[0.2685, 0.6354],[0.2848, 0.5195],[0.3273, 0.6084],[0.3441, 0.6981]
[0.41, 1.0252],[0.5955, 0.917],[0.6939, 0.7383],[0.622, 0.5803],[0.4915, 0.5141],[0.621, 0.5296],[0.6325, 0.3116],[0.6175, 0.1757],[0.605, 0.058],[0.5014, 0.5208],[0.5141, 0.2717],[0.5248, 0.1069],[0.5347, -0.0237],[0.3848, 0.5624],[0.3753, 0.3979],[0.4066, 0.5355],[0.4234, 0.6579],[0.2704, 0.6367],[0.285, 0.5191],[0.3261, 0.6067],[0.3439, 0.6973]
[0.4081, 1.0245],[0.5968, 0.918],[0.6959, 0.738],[0.6274, 0.5812],[0.5, 0.514],[0.6203, 0.5255],[0.6342, 0.3109],[0.6217, 0.175],[0.6116, 0.0575],[0.5021, 0.5167],[0.5144, 0.2714],[0.5254, 0.1054],[0.5359, -0.0266],[0.3866, 0.5576],[0.3771, 0.3978],[0.4077, 0.5358],[0.4243, 0.6578],[0.2724, 0.6309],[0.2852, 0.5159],[0.3268, 0.6042],[0.3455, 0.6941]
[0.4083, 1.0245],[0.5894, 0.9267],[0.6916, 0.7453],[0.6254, 0.5863],[0.4991, 0.5126],[0.6207, 0.5279],[0.6354, 0.3129],[0.6208, 0.1769],[0.6087, 0.0592],[0.5005, 0.5174],[0.5142, 0.2692],[0.5235, 0.1028],[0.5332, -0.0298],[0.3837, 0.557],[0.3783, 0.3957],[0.407, 0.536],[0.4222, 0.6587],[0.2705, 0.6295],[0.2869, 0.5155],[0.3271, 0.6047],[0.3439, 0.6946]
[0.4106, 1.0251],[0.5956, 0.9212],[0.6923, 0.7403],[0.6222, 0.5808],[0.4969, 0.509],[0.618, 0.5294],[0.6324, 0.3133],[0.6187, 0.1779],[0.6067, 0.0601],[0.4985, 0.5194],[0.513, 0.2651],[0.5238, 0.0956],[0.5347, -0.0394],[0.3819, 0.5598],[0.3752, 0.3938],[0.4032, 0.5347],[0.4185, 0.6594],[0.2677, 0.6344],[0.2839, 0.5169],[0.3241, 0.6062],[0.3418, 0.6975]
[0.4096, 1.024],[0.5959, 0.9177],[0.6931, 0.7422],[0.6214, 0.5841],[0.4956, 0.5129],[0.6181, 0.5293],[0.632, 0.3125],[0.6172, 0.1758],[0.6043, 0.0569],[0.4991, 0.5196],[0.5142, 0.2691],[0.5229, 0.0999],[0.5327, -0.0338],[0.3846, 0.5603],[0.3751, 0.3959],[0.4006, 0.5326],[0.4169, 0.6557],[0.2717, 0.6341],[0.2835, 0.5189],[0.3222, 0.6058],[0.3421, 0.6967]
[0.4071, 1.0211],[0.5935, 0.9161],[0.6899, 0.7415],[0.626, 0.5879],[0.4986, 0.5251],[0.6136, 0.527],[0.63, 0.3122],[0.6182, 0.1763],[0.6071, 0.0593],[0.4956, 0.5166],[0.5103, 0.2682],[0.5183, 0.1015],[0.5267, -0.0289],[0.3819, 0.5561],[0.3741, 0.3979],[0.4034, 0.5349],[0.4222, 0.6574],[0.2696, 0.6287],[0.2845, 0.52],[0.3267, 0.6073],[0.3494, 0.6972]
[0.4063, 1.0236],[0.5855, 0.9238],[0.6879, 0.7445],[0.6224, 0.5905],[0.4952, 0.5266],[0.6138, 0.527],[0.6284, 0.3123],[0.6154, 0.1777],[0.6044, 0.0619],[0.4942, 0.5173],[0.5091, 0.2686],[0.5195, 0.1035],[0.5299, -0.0258],[0.3798, 0.5573],[0.374, 0.3981],[0.4036, 0.5352],[0.4208, 0.6589],[0.2695, 0.6307],[0.2837, 0.5193],[0.3253, 0.607],[0.3457, 0.6983]
[0.4074, 1.0222],[0.5848, 0.9217],[0.6868, 0.7429],[0.6216, 0.5898],[0.4959, 0.5237],[0.6151, 0.5268],[0.6298, 0.3125],[0.6171, 0.1765],[0.6056, 0.0596],[0.496, 0.5162],[0.5126, 0.2657],[0.5235, 0.0982],[0.5347, -0.0334],[0.3816, 0.5554],[0.3747, 0.3992],[0.4022, 0.5351],[0.4184, 0.6571],[0.2707, 0.6282],[0.2832, 0.5186],[0.3231, 0.6059],[0.3425, 0.6959]
[0.4072, 1.0285],[0.5893, 0.9202],[0.69, 0.7404],[0.6221, 0.5862],[0.4916, 0.5233],[0.6162, 0.5297],[0.6315, 0.313],[0.6177, 0.1769],[0.6056, 0.0588],[0.4973, 0.5191],[0.5135, 0.272],[0.5245, 0.106],[0.535, -0.0255],[0.3824, 0.558],[0.375, 0.3997],[0.4033, 0.5356],[0.4198, 0.6587],[0.2708, 0.6292],[0.2835, 0.5194],[0.3241, 0.6062],[0.3448, 0.6972]
[0.4049, 1.0327],[0.5875, 0.9252],[0.6897, 0.7423],[0.6257, 0.5864],[0.4955, 0.524],[0.6156, 0.5304],[0.6315, 0.3129],[0.6187, 0.1768],[0.6071, 0.0592],[0.497, 0.5202],[0.5122, 0.2749],[0.5231, 0.1106],[0.533, -0.0184],[0.3829, 0.5581],[0.376, 0.4013],[0.404, 0.5383],[0.4196, 0.6628],[0.2718, 0.6276],[0.283, 0.5179],[0.3236, 0.6056],[0.3444, 0.6973]
[0.4072, 1.0289],[0.5965, 0.9136],[0.6911, 0.7355],[0.6244, 0.5809],[0.4914, 0.5227],[0.6166, 0.528],[0.6318, 0.313],[0.6193, 0.1767],[0.6082, 0.0586],[0.4983, 0.5197],[0.5116, 0.2782],[0.5225, 0.1148],[0.5325, -0.0137],[0.3827, 0.5587],[0.3758, 0.4034],[0.4048, 0.5398],[0.4202, 0.6633],[0.2676, 0.6275],[0.2806, 0.516],[0.3213, 0.604],[0.3414, 0.6962]
[0.4078, 1.0268],[0.5936, 0.9145],[0.6868, 0.7341],[0.6203, 0.5781],[0.4879, 0.5171],[0.6137, 0.5274],[0.6288, 0.3115],[0.6167, 0.1756],[0.6054, 0.0572],[0.4946, 0.5184],[0.5085, 0.2713],[0.5177, 0.1055],[0.5259, -0.0259],[0.3786, 0.5579],[0.3711, 0.4023],[0.4004, 0.5427],[0.4168, 0.6676],[0.2632, 0.6289],[0.2771, 0.5168],[0.3172, 0.606],[0.3376, 0.6983]
[0.4047, 1.0296],[0.5824, 0.9214],[0.6869, 0.7405],[0.6169, 0.5841],[0.4856, 0.5185],[0.6116, 0.5287],[0.6254, 0.3121],[0.6107, 0.1771],[0.5983, 0.0592],[0.4918, 0.5181],[0.5093, 0.2729],[0.5192, 0.107],[0.5301, -0.0257],[0.3768, 0.5567],[0.3671, 0.4007],[0.3929, 0.5388],[0.4103, 0.6642],[0.2648, 0.6285],[0.2737, 0.5206],[0.3135, 0.6078],[0.3358, 0.6998]
[0.4067, 1.0253],[0.5898, 0.9142],[0.6891, 0.7349],[0.6137, 0.5817],[0.4824, 0.5173],[0.6139, 0.5231],[0.6262, 0.3099],[0.6107, 0.1746],[0.5975, 0.0574],[0.4941, 0.5139],[0.5096, 0.2729],[0.5176, 0.1064],[0.5263, -0.0256],[0.3791, 0.5534],[0.368, 0.4033],[0.3952, 0.5418],[0.4133, 0.6656],[0.266, 0.6248],[0.2736, 0.5188],[0.315, 0.6086],[0.3391, 0.7006]
[0.4022, 1.0364],[0.5819, 0.9301],[0.6869, 0.7451],[0.6181, 0.5867],[0.4868, 0.5213],[0.6111, 0.5286],[0.6248, 0.3121],[0.6102, 0.1758],[0.5978, 0.0573],[0.4917, 0.5183],[0.5078, 0.275],[0.5163, 0.1083],[0.5249, -0.0248],[0.3771, 0.5576],[0.3679, 0.4032],[0.3962, 0.5432],[0.4143, 0.6691],[0.2652, 0.6299],[0.2748, 0.5208],[0.3177, 0.6096],[0.3419, 0.7023]
[0.4076, 1.0349],[0.587, 0.9267],[0.6868, 0.7411],[0.6163, 0.5847],[0.4871, 0.5165],[0.6124, 0.5234],[0.6256, 0.3094],[0.612, 0.1732],[0.5994, 0.0556],[0.492, 0.5148],[0.5071, 0.2717],[0.5148, 0.1058],[0.5215, -0.0255],[0.3766, 0.555],[0.3691, 0.4037],[0.3986, 0.5426],[0.4157, 0.6662],[0.2648, 0.6273],[0.2752, 0.5201],[0.3177, 0.6099],[0.3401, 0.7017]
[0.4057, 1.0405],[0.5869, 0.9306],[0.6887, 0.7442],[0.6183, 0.5875],[0.4891, 0.5195],[0.614, 0.5263],[0.6253, 0.3098],[0.6101, 0.1725],[0.5966, 0.0539],[0.4939, 0.5181],[0.5087, 0.2793],[0.5172, 0.1133],[0.5253, -0.0181],[0.3786, 0.5582],[0.3732, 0.4048],[0.3998, 0.5428],[0.4142, 0.6665],[0.2666, 0.6303],[0.2764, 0.5204],[0.3178, 0.6096],[0.3393, 0.7026]
[0.4041, 1.0361],[0.5825, 0.9329],[0.6844, 0.7437],[0.6152, 0.5823],[0.4782, 0.5235],[0.6089, 0.5322],[0.6257, 0.3126],[0.6145, 0.1764],[0.6029, 0.0567],[0.4886, 0.5235],[0.5028, 0.2733],[0.5164, 0.1059],[0.5247, -0.0284],[0.3718, 0.5634],[0.3675, 0.4045],[0.4051, 0.5471],[0.4219, 0.6698],[0.2589, 0.6352],[0.2773, 0.5209],[0.3217, 0.6123],[0.3384, 0.7033]
[0.4003, 1.0396],[0.5768, 0.9362],[0.682, 0.747],[0.6147, 0.5861],[0.4806, 0.529],[0.6071, 0.5317],[0.6207, 0.3127],[0.6087, 0.1779],[0.599, 0.0601],[0.4889, 0.5219],[0.506, 0.2747],[0.5223, 0.1071],[0.5362, -0.0263],[0.3742, 0.5607],[0.3679, 0.402],[0.3973, 0.5418],[0.412, 0.6666],[0.2636, 0.6313],[0.2741, 0.5205],[0.314, 0.6084],[0.332, 0.6989]
