"[0.9126, 0.5737]","[0.8782, 0.4318]","[0.7459, 0.3546]","[0.613, 0.3867]","[0.5245, 0.4762]","[0.5394, 0.371]","[0.3426, 0.3556]","[0.2142, 0.3596]","[0.1026, 0.3656]","[0.5144, 0.4752]","[0.2841, 0.4681]","[0.1227, 0.4655]","[-0.0067, 0.4631]","[0.5375, 0.5788]","[0.3976, 0.5894]","[0.5206, 0.5773]","[0.6182, 0.5727]","[0.592, 0.6838]","[0.4812, 0.6783]","[0.5649, 0.6518]","[0.6406, 0.6422]"
"[0.9448, 0.638]","[0.8831, 0.4809]","[0.7355, 0.3939]","[0.5822, 0.4282]","[0.4661, 0.5093]","[0.5062, 0.415]","[0.3062, 0.4046]","[0.181, 0.4161]","[0.066, 0.4297]","[0.4718, 0.521]","[0.1967, 0.5112]","[0.0126, 0.5064]","[-0.1412, 0.4983]","[0.4929, 0.6258]","[0.3415, 0.6436]","[0.4593, 0.6317]","[0.5633, 0.6211]","[0.5472, 0.7245]","[0.4342, 0.7302]","[0.5125, 0.7046]","[0.5898, 0.6893]"
"[0.9576, 0.638]","[0.8894, 0.4817]","[0.7371, 0.3929]","[0.5773, 0.4311]","[0.4648, 0.5196]","[0.5117, 0.4161]","[0.3085, 0.4046]","[0.1855, 0.4158]","[0.0732, 0.4306]","[0.4771, 0.5244]","[0.1988, 0.5127]","[0.0177, 0.5044]","[-0.1305, 0.4953]","[0.4983, 0.6298]","[0.3477, 0.6464]","[0.4627, 0.6278]","[0.5684, 0.615]","[0.5524, 0.7296]","[0.4343, 0.7336]","[0.5066, 0.7041]","[0.5865, 0.6859]"
"[0.9553, 0.6336]","[0.8876, 0.4825]","[0.7343, 0.3954]","[0.5753, 0.4324]","[0.4596, 0.521]","[0.5049, 0.4166]","[0.3025, 0.404]","[0.181, 0.4158]","[0.0689, 0.4309]","[0.4707, 0.5245]","[0.1878, 0.5148]","[0.0048, 0.5075]","[-0.1463, 0.4991]","[0.4929, 0.6297]","[0.3416, 0.6425]","[0.4608, 0.6268]","[0.5671, 0.618]","[0.5482, 0.7291]","[0.4283, 0.7322]","[0.5031, 0.7039]","[0.5829, 0.6894]"
"[0.9573, 0.632]","[0.8841, 0.4798]","[0.7283, 0.3927]","[0.5692, 0.4344]","[0.4587, 0.5292]","[0.5031, 0.4184]","[0.2982, 0.4057]","[0.1769, 0.4176]","[0.0661, 0.4322]","[0.4716, 0.5281]","[0.188, 0.5196]","[0.0074, 0.5116]","[-0.1398, 0.5009]","[0.4957, 0.6344]","[0.3487, 0.6477]","[0.4641, 0.6282]","[0.5699, 0.6153]","[0.552, 0.7344]","[0.4379, 0.7379]","[0.5072, 0.708]","[0.5836, 0.6906]"
"[0.9596, 0.6357]","[0.8833, 0.4799]","[0.7304, 0.3916]","[0.5723, 0.4292]","[0.4563, 0.5166]","[0.5039, 0.4174]","[0.3014, 0.4039]","[0.181, 0.4159]","[0.072, 0.4275]","[0.4772, 0.5257]","[0.2222, 0.5147]","[0.0664, 0.5059]","[-0.0569, 0.4946]","[0.5013, 0.6324]","[0.3521, 0.638]","[0.4665, 0.6207]","[0.5694, 0.6107]","[0.5523, 0.7328]","[0.4372, 0.7312]","[0.5086, 0.7044]","[0.5849, 0.689]"
"[0.9463, 0.6352]","[0.881, 0.4828]","[0.7277, 0.3951]","[0.5706, 0.4367]","[0.4563, 0.5252]","[0.5007, 0.4177]","[0.2992, 0.4046]","[0.1761, 0.4162]","[0.0629, 0.4298]","[0.4696, 0.5255]","[0.2011, 0.5158]","[0.0226, 0.5096]","[-0.1248, 0.5026]","[0.4934, 0.6299]","[0.3436, 0.6463]","[0.4594, 0.6341]","[0.5612, 0.6266]","[0.5485, 0.7285]","[0.4337, 0.732]","[0.509, 0.7068]","[0.5841, 0.6945]"
"[0.9452, 0.6372]","[0.8718, 0.4775]","[0.7183, 0.3943]","[0.5626, 0.4406]","[0.4474, 0.5315]","[0.4997, 0.4168]","[0.3016, 0.4043]","[0.1795, 0.4172]","[0.0693, 0.4294]","[0.4725, 0.5251]","[0.2205, 0.5145]","[0.0613, 0.5082]","[-0.0658, 0.4991]","[0.497, 0.6316]","[0.3462, 0.6466]","[0.4619, 0.6321]","[0.5649, 0.6218]","[0.5491, 0.7321]","[0.4365, 0.7336]","[0.5143, 0.7094]","[0.5925, 0.697]"
"[0.9414, 0.6413]","[0.8761, 0.4842]","[0.7228, 0.397]","[0.5687, 0.4384]","[0.4517, 0.5227]","[0.5001, 0.4191]","[0.2999, 0.4065]","[0.1749, 0.4201]","[0.0614, 0.4336]","[0.4721, 0.5263]","[0.2187, 0.5142]","[0.0508, 0.5075]","[-0.0882, 0.4974]","[0.4968, 0.6326]","[0.3391, 0.6464]","[0.4561, 0.6386]","[0.5591, 0.633]","[0.5511, 0.7319]","[0.4385, 0.7336]","[0.5145, 0.7125]","[0.5887, 0.7034]"
"[0.9389, 0.6413]","[0.8745, 0.488]","[0.7179, 0.4005]","[0.5595, 0.4483]","[0.4459, 0.5407]","[0.4975, 0.4197]","[0.2953, 0.4082]","[0.1699, 0.4217]","[0.0559, 0.4375]","[0.4664, 0.5282]","[0.2017, 0.5137]","[0.0256, 0.5074]","[-0.1215, 0.4992]","[0.4904, 0.6342]","[0.3345, 0.6531]","[0.4528, 0.6437]","[0.5562, 0.6359]","[0.547, 0.7336]","[0.4357, 0.7371]","[0.5134, 0.7139]","[0.5885, 0.7017]"
"[0.9418, 0.6461]","[0.8711, 0.4903]","[0.7184, 0.4028]","[0.5587, 0.45]","[0.4457, 0.5443]","[0.4968, 0.4227]","[0.2975, 0.4095]","[0.1751, 0.4226]","[0.0645, 0.4348]","[0.4667, 0.5313]","[0.2114, 0.5203]","[0.0522, 0.5154]","[-0.0762, 0.5051]","[0.491, 0.6363]","[0.3371, 0.6532]","[0.4517, 0.6431]","[0.5569, 0.633]","[0.5468, 0.7347]","[0.4353, 0.7429]","[0.5077, 0.7191]","[0.5846, 0.7033]"
"[0.9539, 0.6475]","[0.883, 0.4943]","[0.7297, 0.405]","[0.5767, 0.4332]","[0.4538, 0.5046]","[0.4957, 0.4247]","[0.2931, 0.4123]","[0.168, 0.4253]","[0.0564, 0.4365]","[0.4712, 0.5321]","[0.233, 0.5218]","[0.0813, 0.5193]","[-0.0416, 0.5133]","[0.4962, 0.6385]","[0.3419, 0.6531]","[0.4559, 0.6465]","[0.5558, 0.6397]","[0.5472, 0.7385]","[0.4369, 0.743]","[0.5085, 0.7242]","[0.5792, 0.7117]"
"[0.956, 0.6443]","[0.8823, 0.4906]","[0.7292, 0.4005]","[0.5763, 0.4327]","[0.4561, 0.5147]","[0.4923, 0.4251]","[0.291, 0.4133]","[0.1671, 0.4272]","[0.055, 0.4392]","[0.473, 0.5325]","[0.2376, 0.5245]","[0.0828, 0.5162]","[-0.0433, 0.5075]","[0.5011, 0.6394]","[0.3422, 0.6474]","[0.453, 0.6344]","[0.5525, 0.6305]","[0.5528, 0.7402]","[0.4278, 0.7386]","[0.4993, 0.7159]","[0.5751, 0.7074]"
"[0.9538, 0.6429]","[0.8788, 0.487]","[0.7209, 0.3999]","[0.5666, 0.4372]","[0.4455, 0.5227]","[0.4889, 0.4247]","[0.2877, 0.4138]","[0.1617, 0.4284]","[0.0483, 0.4412]","[0.4712, 0.5325]","[0.2319, 0.5239]","[0.0686, 0.5163]","[-0.0678, 0.5078]","[0.5007, 0.6401]","[0.3373, 0.6523]","[0.4514, 0.6362]","[0.5545, 0.6279]","[0.5522, 0.741]","[0.431, 0.7426]","[0.504, 0.7178]","[0.5803, 0.7055]"
"[0.9516, 0.6451]","[0.8769, 0.4922]","[0.7183, 0.4052]","[0.562, 0.4472]","[0.442, 0.538]","[0.4888, 0.4279]","[0.2863, 0.4155]","[0.1614, 0.4307]","[0.0482, 0.4446]","[0.4692, 0.5356]","[0.2313, 0.5262]","[0.0742, 0.5204]","[-0.0574, 0.5131]","[0.4977, 0.6415]","[0.3393, 0.6583]","[0.4548, 0.643]","[0.5582, 0.634]","[0.551, 0.7413]","[0.4309, 0.745]","[0.506, 0.7207]","[0.5845, 0.7083]"
"[0.9491, 0.6448]","[0.8738, 0.4903]","[0.7129, 0.4048]","[0.5597, 0.4498]","[0.4396, 0.5452]","[0.4858, 0.4291]","[0.2871, 0.4174]","[0.1618, 0.4325]","[0.0495, 0.4459]","[0.4678, 0.5368]","[0.2287, 0.5276]","[0.0683, 0.5203]","[-0.064, 0.5117]","[0.4968, 0.6426]","[0.3402, 0.6596]","[0.4548, 0.6459]","[0.5572, 0.6384]","[0.5459, 0.7419]","[0.4269, 0.746]","[0.5028, 0.7232]","[0.5798, 0.7114]"
"[0.9477, 0.6491]","[0.8721, 0.4919]","[0.7172, 0.407]","[0.5664, 0.4471]","[0.4426, 0.5381]","[0.4847, 0.4284]","[0.2854, 0.4175]","[0.1598, 0.4327]","[0.0479, 0.445]","[0.4674, 0.5356]","[0.231, 0.5277]","[0.0713, 0.5201]","[-0.0597, 0.5101]","[0.4953, 0.6415]","[0.3387, 0.6547]","[0.4504, 0.641]","[0.5522, 0.6338]","[0.5419, 0.7406]","[0.4236, 0.743]","[0.4993, 0.7194]","[0.5778, 0.7061]"
"[0.9451, 0.6486]","[0.8697, 0.4908]","[0.7174, 0.4104]","[0.5699, 0.4483]","[0.443, 0.5333]","[0.4848, 0.4288]","[0.2863, 0.4176]","[0.1596, 0.4314]","[0.0475, 0.4429]","[0.4693, 0.536]","[0.2318, 0.5275]","[0.0709, 0.5199]","[-0.0653, 0.5099]","[0.498, 0.6432]","[0.3388, 0.6564]","[0.452, 0.6442]","[0.5537, 0.6384]","[0.5448, 0.7421]","[0.4283, 0.7443]","[0.5028, 0.7229]","[0.5789, 0.7116]"
"[0.9475, 0.6519]","[0.8752, 0.4972]","[0.7196, 0.4135]","[0.5687, 0.4503]","[0.4467, 0.5406]","[0.4887, 0.4298]","[0.2879, 0.419]","[0.1611, 0.4336]","[0.0482, 0.4454]","[0.4708, 0.5377]","[0.2348, 0.5287]","[0.0765, 0.5218]","[-0.0566, 0.5115]","[0.499, 0.6453]","[0.3403, 0.6605]","[0.4545, 0.6493]","[0.5573, 0.6424]","[0.548, 0.7444]","[0.4315, 0.7473]","[0.506, 0.7265]","[0.5828, 0.7146]"
"[0.9479, 0.6518]","[0.8748, 0.4951]","[0.7175, 0.4114]","[0.5655, 0.4504]","[0.4431, 0.541]","[0.4871, 0.432]","[0.287, 0.4208]","[0.16, 0.4336]","[0.0471, 0.4442]","[0.4698, 0.5388]","[0.2326, 0.5291]","[0.0727, 0.5193]","[-0.0598, 0.5087]","[0.4978, 0.6458]","[0.3409, 0.657]","[0.4567, 0.6415]","[0.5595, 0.6349]","[0.546, 0.7462]","[0.4251, 0.7451]","[0.5033, 0.72]","[0.5837, 0.7079]"
"[0.9482, 0.6494]","[0.8768, 0.4964]","[0.7192, 0.4087]","[0.5637, 0.4485]","[0.4485, 0.5417]","[0.4891, 0.4325]","[0.2875, 0.4207]","[0.162, 0.434]","[0.0472, 0.445]","[0.4669, 0.5389]","[0.2235, 0.5291]","[0.0589, 0.5199]","[-0.0787, 0.5088]","[0.4941, 0.6445]","[0.3364, 0.6574]","[0.4544, 0.6432]","[0.5601, 0.6365]","[0.5481, 0.7446]","[0.4258, 0.7447]","[0.5028, 0.719]","[0.5837, 0.7072]"
"[0.9465, 0.6491]","[0.8768, 0.4967]","[0.7162, 0.4112]","[0.5596, 0.4518]","[0.4405, 0.5443]","[0.4911, 0.4347]","[0.2895, 0.4217]","[0.1631, 0.4349]","[0.0468, 0.4474]","[0.4663, 0.5419]","[0.2212, 0.5306]","[0.0571, 0.5236]","[-0.0824, 0.5155]","[0.4917, 0.6473]","[0.3319, 0.6636]","[0.4499, 0.6487]","[0.5556, 0.6402]","[0.5427, 0.7452]","[0.4266, 0.748]","[0.5037, 0.7227]","[0.5828, 0.7101]"
"[0.9447, 0.6529]","[0.8723, 0.4994]","[0.7186, 0.4114]","[0.5659, 0.4462]","[0.4516, 0.532]","[0.4859, 0.4379]","[0.2867, 0.4242]","[0.1641, 0.4381]","[0.0508, 0.4508]","[0.4624, 0.5431]","[0.2295, 0.5345]","[0.0787, 0.5267]","[-0.0472, 0.5181]","[0.4887, 0.6464]","[0.3309, 0.659]","[0.4442, 0.6422]","[0.5472, 0.6339]","[0.5427, 0.7446]","[0.4222, 0.7445]","[0.4965, 0.7172]","[0.5767, 0.7038]"
"[0.9455, 0.6555]","[0.8707, 0.5002]","[0.7051, 0.4178]","[0.551, 0.458]","[0.4289, 0.548]","[0.485, 0.4384]","[0.2845, 0.4265]","[0.1585, 0.4393]","[0.0471, 0.4527]","[0.4682, 0.5467]","[0.2381, 0.5344]","[0.0903, 0.5287]","[-0.0329, 0.5258]","[0.4967, 0.6551]","[0.332, 0.6682]","[0.4472, 0.6524]","[0.5486, 0.6451]","[0.5453, 0.7545]","[0.4273, 0.756]","[0.5017, 0.7335]","[0.5769, 0.7218]"
"[0.9377, 0.6561]","[0.869, 0.4993]","[0.7029, 0.4172]","[0.5554, 0.455]","[0.4297, 0.5458]","[0.4756, 0.4413]","[0.2779, 0.4297]","[0.1493, 0.442]","[0.0369, 0.4564]","[0.4636, 0.5491]","[0.2246, 0.5345]","[0.0583, 0.5271]","[-0.0829, 0.5227]","[0.4946, 0.6566]","[0.3293, 0.6675]","[0.4448, 0.6505]","[0.5487, 0.6417]","[0.5426, 0.7559]","[0.4249, 0.7582]","[0.4994, 0.7338]","[0.5754, 0.72]"
"[0.9389, 0.6632]","[0.8661, 0.5031]","[0.7053, 0.4202]","[0.5569, 0.451]","[0.4262, 0.5385]","[0.4706, 0.4445]","[0.2745, 0.4326]","[0.1434, 0.444]","[0.0327, 0.4562]","[0.4627, 0.5533]","[0.2401, 0.5423]","[0.0889, 0.5355]","[-0.0397, 0.5316]","[0.4929, 0.6615]","[0.3317, 0.6663]","[0.4425, 0.65]","[0.541, 0.6444]","[0.5329, 0.7604]","[0.4212, 0.7571]","[0.4974, 0.7339]","[0.5739, 0.7205]"
"[0.9466, 0.6616]","[0.8753, 0.5069]","[0.7102, 0.4202]","[0.5573, 0.4521]","[0.4407, 0.5378]","[0.4819, 0.4463]","[0.2784, 0.436]","[0.1483, 0.4483]","[0.0346, 0.4608]","[0.466, 0.5527]","[0.2446, 0.5421]","[0.0928, 0.5379]","[-0.0335, 0.5357]","[0.4929, 0.6587]","[0.3324, 0.6706]","[0.4423, 0.6576]","[0.544, 0.6511]","[0.5383, 0.7584]","[0.4241, 0.7619]","[0.4922, 0.7398]","[0.5651, 0.7258]"
"[0.9415, 0.665]","[0.8736, 0.508]","[0.7087, 0.4194]","[0.557, 0.4512]","[0.4398, 0.5409]","[0.4795, 0.4457]","[0.2796, 0.4353]","[0.1501, 0.4487]","[0.0358, 0.4624]","[0.4633, 0.5528]","[0.2315, 0.5414]","[0.0672, 0.5361]","[-0.0699, 0.5314]","[0.4912, 0.6592]","[0.333, 0.6679]","[0.4457, 0.6558]","[0.5493, 0.6498]","[0.5379, 0.7584]","[0.4237, 0.7605]","[0.4953, 0.7377]","[0.5696, 0.7239]"
"[0.9339, 0.6655]","[0.863, 0.5063]","[0.701, 0.4226]","[0.5541, 0.4523]","[0.4281, 0.5421]","[0.4739, 0.4451]","[0.2763, 0.436]","[0.144, 0.4489]","[0.0312, 0.4624]","[0.463, 0.5524]","[0.2368, 0.5398]","[0.079, 0.536]","[-0.0554, 0.5335]","[0.4913, 0.6588]","[0.332, 0.6707]","[0.4433, 0.6588]","[0.5443, 0.651]","[0.5316, 0.7568]","[0.4236, 0.7634]","[0.4963, 0.7428]","[0.5699, 0.7269]"
"[0.9333, 0.6679]","[0.8645, 0.5085]","[0.7023, 0.4223]","[0.5515, 0.4583]","[0.431, 0.5534]","[0.4753, 0.446]","[0.277, 0.4383]","[0.1451, 0.4539]","[0.0302, 0.4695]","[0.4606, 0.5535]","[0.231, 0.5426]","[0.0687, 0.5407]","[-0.0691, 0.5398]","[0.4895, 0.6604]","[0.3296, 0.675]","[0.4428, 0.6609]","[0.5457, 0.6517]","[0.5349, 0.7605]","[0.4251, 0.7656]","[0.4978, 0.7414]","[0.5722, 0.7241]"
"[0.9319, 0.6698]","[0.8668, 0.5108]","[0.7052, 0.4224]","[0.5524, 0.4519]","[0.4322, 0.5465]","[0.475, 0.4481]","[0.2767, 0.4397]","[0.1445, 0.4557]","[0.0271, 0.4718]","[0.4567, 0.555]","[0.2147, 0.5414]","[0.0395, 0.537]","[-0.1113, 0.532]","[0.4841, 0.6621]","[0.3236, 0.6738]","[0.4401, 0.6613]","[0.5457, 0.6537]","[0.5315, 0.7621]","[0.4183, 0.7632]","[0.4942, 0.739]","[0.5717, 0.7237]"
"[0.9281, 0.669]","[0.8626, 0.5118]","[0.7038, 0.4253]","[0.5521, 0.4569]","[0.428, 0.5509]","[0.4725, 0.4477]","[0.2722, 0.4379]","[0.1416, 0.4536]","[0.0254, 0.4689]","[0.4544, 0.5556]","[0.2131, 0.5411]","[0.0437, 0.5365]","[-0.1015, 0.5304]","[0.4822, 0.664]","[0.3252, 0.6775]","[0.4426, 0.6675]","[0.5461, 0.6605]","[0.5295, 0.7638]","[0.4169, 0.7644]","[0.4943, 0.7433]","[0.5708, 0.7316]"
"[0.9282, 0.6714]","[0.8633, 0.5136]","[0.7026, 0.4276]","[0.5504, 0.4602]","[0.4258, 0.553]","[0.471, 0.4457]","[0.2732, 0.4375]","[0.1443, 0.4531]","[0.03, 0.4673]","[0.4532, 0.5551]","[0.2188, 0.5426]","[0.0553, 0.5373]","[-0.0832, 0.53]","[0.4813, 0.6648]","[0.3276, 0.6764]","[0.4474, 0.6655]","[0.55, 0.6574]","[0.5279, 0.7647]","[0.4189, 0.763]","[0.4983, 0.7416]","[0.5738, 0.7289]"
"[0.9332, 0.6709]","[0.8645, 0.5151]","[0.7066, 0.4282]","[0.5547, 0.4548]","[0.433, 0.5407]","[0.4731, 0.4515]","[0.2731, 0.4413]","[0.1438, 0.4553]","[0.0285, 0.4685]","[0.4547, 0.5577]","[0.2216, 0.5446]","[0.0593, 0.5389]","[-0.0789, 0.5314]","[0.483, 0.6653]","[0.3231, 0.677]","[0.4389, 0.6682]","[0.543, 0.6618]","[0.5323, 0.7645]","[0.4201, 0.7672]","[0.4934, 0.7463]","[0.5684, 0.7329]"
"[0.9275, 0.6715]","[0.8619, 0.5167]","[0.7063, 0.43]","[0.5554, 0.4567]","[0.4303, 0.5453]","[0.4703, 0.4537]","[0.2735, 0.4437]","[0.1418, 0.4588]","[0.0248, 0.4763]","[0.4528, 0.5598]","[0.2149, 0.5455]","[0.0479, 0.5417]","[-0.096, 0.5387]","[0.4808, 0.6668]","[0.3246, 0.6783]","[0.4425, 0.6658]","[0.545, 0.6578]","[0.5281, 0.7664]","[0.4172, 0.7662]","[0.4936, 0.742]","[0.5684, 0.7277]"
"[0.9316, 0.6702]","[0.8637, 0.5196]","[0.7075, 0.4382]","[0.559, 0.4644]","[0.4304, 0.5443]","[0.4686, 0.4524]","[0.2661, 0.4421]","[0.132, 0.4554]","[0.0158, 0.4683]","[0.453, 0.5591]","[0.222, 0.5499]","[0.0613, 0.5507]","[-0.0789, 0.5498]","[0.4812, 0.6665]","[0.3197, 0.6826]","[0.4355, 0.6707]","[0.5364, 0.6619]","[0.5275, 0.7644]","[0.4157, 0.7675]","[0.491, 0.748]","[0.5661, 0.7358]"
"[0.9357, 0.6716]","[0.863, 0.5166]","[0.7071, 0.4366]","[0.559, 0.4642]","[0.4311, 0.5462]","[0.4672, 0.4546]","[0.269, 0.4446]","[0.1366, 0.4562]","[0.0225, 0.4686]","[0.4536, 0.5604]","[0.227, 0.551]","[0.0699, 0.5482]","[-0.0644, 0.5459]","[0.483, 0.6665]","[0.322, 0.6784]","[0.4357, 0.6625]","[0.5347, 0.6531]","[0.5288, 0.7653]","[0.4149, 0.7657]","[0.4913, 0.7419]","[0.567, 0.7268]"
"[0.9376, 0.6677]","[0.8641, 0.5167]","[0.702, 0.4357]","[0.5491, 0.469]","[0.4264, 0.5564]","[0.4685, 0.454]","[0.2692, 0.4463]","[0.1372, 0.4585]","[0.022, 0.471]","[0.4538, 0.5599]","[0.23, 0.5496]","[0.075, 0.5464]","[-0.0582, 0.545]","[0.4832, 0.6669]","[0.3214, 0.6798]","[0.4365, 0.6644]","[0.5384, 0.6569]","[0.5317, 0.7675]","[0.4174, 0.7691]","[0.4921, 0.7446]","[0.5685, 0.7309]"
"[0.9452, 0.6692]","[0.8724, 0.518]","[0.71, 0.4326]","[0.5546, 0.4668]","[0.4397, 0.5546]","[0.4759, 0.4538]","[0.2714, 0.4454]","[0.1397, 0.4586]","[0.0238, 0.4705]","[0.4588, 0.5597]","[0.2344, 0.551]","[0.0801, 0.5496]","[-0.0497, 0.5468]","[0.4872, 0.6653]","[0.3245, 0.6742]","[0.4332, 0.6636]","[0.5357, 0.6597]","[0.5381, 0.7652]","[0.4193, 0.7661]","[0.4883, 0.7429]","[0.5655, 0.7306]"
"[0.9374, 0.6724]","[0.8637, 0.5157]","[0.7025, 0.4328]","[0.5499, 0.4672]","[0.4245, 0.5575]","[0.4712, 0.4541]","[0.2704, 0.4463]","[0.1373, 0.46]","[0.0228, 0.4734]","[0.4607, 0.5611]","[0.2371, 0.5497]","[0.0811, 0.5461]","[-0.0527, 0.5447]","[0.4903, 0.6678]","[0.3288, 0.6748]","[0.4399, 0.6598]","[0.5418, 0.6546]","[0.5337, 0.7678]","[0.4181, 0.766]","[0.4894, 0.7418]","[0.5663, 0.7297]"
"[0.9332, 0.6746]","[0.8595, 0.5164]","[0.699, 0.4355]","[0.5486, 0.4718]","[0.4225, 0.5617]","[0.4733, 0.4537]","[0.2735, 0.4463]","[0.1391, 0.4592]","[0.0236, 0.4724]","[0.4624, 0.5613]","[0.2412, 0.5478]","[0.0847, 0.5453]","[-0.0502, 0.545]","[0.4905, 0.6691]","[0.3252, 0.6758]","[0.4357, 0.6648]","[0.538, 0.661]","[0.5325, 0.7694]","[0.4174, 0.7685]","[0.4893, 0.7482]","[0.5664, 0.738]"
"[0.93, 0.6731]","[0.8641, 0.5196]","[0.7024, 0.4372]","[0.5494, 0.4723]","[0.4283, 0.5621]","[0.4738, 0.4557]","[0.2736, 0.4482]","[0.1397, 0.4628]","[0.0224, 0.4777]","[0.4575, 0.5633]","[0.2322, 0.5503]","[0.0739, 0.552]","[-0.0632, 0.5541]","[0.4852, 0.6713]","[0.3212, 0.6809]","[0.4363, 0.6699]","[0.5411, 0.6636]","[0.5338, 0.7718]","[0.4215, 0.7737]","[0.4941, 0.7502]","[0.5706, 0.7363]"
"[0.9355, 0.6703]","[0.8638, 0.5223]","[0.7009, 0.4368]","[0.5408, 0.4741]","[0.4295, 0.5684]","[0.4748, 0.4582]","[0.2701, 0.4497]","[0.1382, 0.4643]","[0.0198, 0.4783]","[0.4541, 0.5648]","[0.2276, 0.5535]","[0.0717, 0.5547]","[-0.0622, 0.5548]","[0.4816, 0.6711]","[0.3171, 0.6844]","[0.4305, 0.6727]","[0.5361, 0.6656]","[0.5369, 0.7726]","[0.4211, 0.7757]","[0.4898, 0.7502]","[0.5658, 0.7356]"
"[0.9368, 0.676]","[0.8627, 0.5227]","[0.699, 0.4402]","[0.5421, 0.475]","[0.4245, 0.566]","[0.4686, 0.4618]","[0.2645, 0.4548]","[0.1313, 0.4697]","[0.0125, 0.4844]","[0.4521, 0.5687]","[0.2262, 0.5582]","[0.0687, 0.5575]","[-0.067, 0.5567]","[0.4816, 0.6761]","[0.318, 0.6899]","[0.4307, 0.6751]","[0.5348, 0.6654]","[0.5341, 0.777]","[0.4199, 0.7808]","[0.4893, 0.7542]","[0.5645, 0.7374]"
"[0.9382, 0.6795]","[0.8636, 0.5244]","[0.6986, 0.4403]","[0.5387, 0.4749]","[0.4244, 0.5662]","[0.4722, 0.4613]","[0.264, 0.4542]","[0.1285, 0.4694]","[0.0076, 0.4845]","[0.4542, 0.5678]","[0.2267, 0.5573]","[0.0679, 0.5587]","[-0.0678, 0.5591]","[0.4831, 0.6744]","[0.3203, 0.6901]","[0.4292, 0.6787]","[0.5316, 0.6702]","[0.5366, 0.7754]","[0.421, 0.7807]","[0.4869, 0.7566]","[0.5602, 0.7412]"
"[0.9395, 0.6778]","[0.8682, 0.5229]","[0.7041, 0.4411]","[0.5466, 0.4737]","[0.4271, 0.562]","[0.4718, 0.4602]","[0.2661, 0.4541]","[0.1316, 0.4685]","[0.0118, 0.4823]","[0.4544, 0.5678]","[0.2252, 0.5572]","[0.0644, 0.5569]","[-0.0745, 0.5564]","[0.4841, 0.6753]","[0.3156, 0.6927]","[0.4261, 0.6801]","[0.5305, 0.6704]","[0.5374, 0.776]","[0.4193, 0.7831]","[0.4877, 0.7585]","[0.5635, 0.7414]"
"[0.9349, 0.6778]","[0.8593, 0.5204]","[0.6957, 0.4403]","[0.5428, 0.4763]","[0.4212, 0.5682]","[0.4662, 0.4604]","[0.2633, 0.455]","[0.1267, 0.4678]","[0.0089, 0.4798]","[0.4529, 0.569]","[0.2248, 0.5586]","[0.0644, 0.5578]","[-0.0725, 0.5556]","[0.4832, 0.6767]","[0.3179, 0.6902]","[0.4278, 0.6804]","[0.5308, 0.6724]","[0.5319, 0.7767]","[0.4175, 0.7832]","[0.4878, 0.7611]","[0.5639, 0.7451]"
"[0.9391, 0.6761]","[0.8641, 0.5292]","[0.7015, 0.4453]","[0.5411, 0.4793]","[0.4265, 0.572]","[0.4719, 0.4646]","[0.2683, 0.4546]","[0.1382, 0.4675]","[0.0212, 0.4808]","[0.4512, 0.5718]","[0.2199, 0.5598]","[0.0636, 0.556]","[-0.0708, 0.5517]","[0.4807, 0.6804]","[0.3159, 0.6925]","[0.4319, 0.6755]","[0.5367, 0.6653]","[0.5402, 0.7844]","[0.4222, 0.7855]","[0.4916, 0.7581]","[0.5656, 0.7442]"
"[0.942, 0.6769]","[0.8658, 0.5285]","[0.7037, 0.4438]","[0.5454, 0.4749]","[0.4322, 0.5627]","[0.4716, 0.4632]","[0.2669, 0.4561]","[0.1357, 0.4694]","[0.0195, 0.4826]","[0.4505, 0.5704]","[0.2196, 0.5612]","[0.0682, 0.5575]","[-0.0604, 0.5507]","[0.4798, 0.679]","[0.3144, 0.6892]","[0.4295, 0.6764]","[0.5338, 0.6678]","[0.5394, 0.7824]","[0.4245, 0.7847]","[0.4929, 0.7602]","[0.5652, 0.7475]"
"[0.9396, 0.6769]","[0.8615, 0.5272]","[0.7002, 0.443]","[0.5437, 0.4778]","[0.4282, 0.5669]","[0.4699, 0.4634]","[0.2656, 0.4561]","[0.1348, 0.4691]","[0.0185, 0.4816]","[0.45, 0.5706]","[0.2185, 0.5591]","[0.0661, 0.5534]","[-0.064, 0.5459]","[0.4799, 0.68]","[0.3163, 0.6913]","[0.4343, 0.6746]","[0.5392, 0.6636]","[0.5388, 0.7847]","[0.4233, 0.7862]","[0.4943, 0.7596]","[0.5672, 0.7458]"
"[0.9338, 0.6758]","[0.8584, 0.5252]","[0.6996, 0.4424]","[0.5441, 0.4757]","[0.4267, 0.5605]","[0.4648, 0.4637]","[0.2573, 0.456]","[0.1231, 0.4678]","[0.0042, 0.4804]","[0.4455, 0.5706]","[0.2093, 0.5576]","[0.0491, 0.5533]","[-0.0877, 0.5483]","[0.4763, 0.6802]","[0.3138, 0.6929]","[0.4336, 0.6774]","[0.5392, 0.6669]","[0.5364, 0.7847]","[0.4204, 0.7857]","[0.4937, 0.759]","[0.5682, 0.7456]"
