"[0.9185, 0.5855]","[0.9038, 0.451]","[0.7649, 0.3577]","[0.6223, 0.3825]","[0.5369, 0.4779]","[0.551, 0.3819]","[0.3547, 0.363]","[0.2261, 0.3633]","[0.1131, 0.3666]","[0.5248, 0.4865]","[0.2944, 0.4671]","[0.1314, 0.4565]","[-0.0013, 0.4467]","[0.5437, 0.5885]","[0.4092, 0.5882]","[0.5366, 0.5791]","[0.6401, 0.5787]","[0.5922, 0.6927]","[0.4811, 0.6765]","[0.5677, 0.6513]","[0.6469, 0.6442]"
"[0.989, 0.6253]","[0.9147, 0.474]","[0.7675, 0.3816]","[0.6201, 0.4103]","[0.5144, 0.4826]","[0.5393, 0.4101]","[0.3405, 0.3902]","[0.2195, 0.3996]","[0.1108, 0.4126]","[0.514, 0.5129]","[0.2731, 0.495]","[0.115, 0.4818]","[-0.0128, 0.4722]","[0.5355, 0.6154]","[0.3963, 0.6188]","[0.5194, 0.5992]","[0.6255, 0.5915]","[0.5837, 0.7129]","[0.4691, 0.7077]","[0.542, 0.6779]","[0.6176, 0.6649]"
"[0.9899, 0.6198]","[0.9198, 0.4724]","[0.7709, 0.3792]","[0.622, 0.4108]","[0.5155, 0.4819]","[0.5433, 0.4092]","[0.3445, 0.3911]","[0.2234, 0.3992]","[0.1137, 0.4121]","[0.5178, 0.5124]","[0.2683, 0.4926]","[0.1006, 0.4792]","[-0.0358, 0.4692]","[0.5395, 0.6153]","[0.3972, 0.6171]","[0.5232, 0.5999]","[0.6313, 0.5937]","[0.5895, 0.7132]","[0.4751, 0.7074]","[0.5511, 0.6778]","[0.6277, 0.6662]"
"[0.9884, 0.6207]","[0.9157, 0.4697]","[0.7691, 0.3796]","[0.6228, 0.4092]","[0.5162, 0.4771]","[0.5417, 0.41]","[0.3439, 0.394]","[0.2234, 0.4026]","[0.1143, 0.4163]","[0.515, 0.513]","[0.2625, 0.4955]","[0.0949, 0.4828]","[-0.0418, 0.4732]","[0.5366, 0.616]","[0.3948, 0.6188]","[0.5213, 0.6024]","[0.6285, 0.5963]","[0.5874, 0.7137]","[0.4734, 0.7091]","[0.5504, 0.6803]","[0.6269, 0.6686]"
"[0.9893, 0.6233]","[0.9157, 0.4717]","[0.7698, 0.3804]","[0.6238, 0.4113]","[0.5198, 0.4808]","[0.5409, 0.4117]","[0.3431, 0.3935]","[0.2236, 0.402]","[0.1153, 0.415]","[0.5149, 0.5147]","[0.2705, 0.4957]","[0.1105, 0.4834]","[-0.0193, 0.474]","[0.5363, 0.618]","[0.3973, 0.6201]","[0.5221, 0.6041]","[0.6283, 0.5983]","[0.5859, 0.7155]","[0.472, 0.709]","[0.5488, 0.6805]","[0.6265, 0.6685]"
"[0.9825, 0.6217]","[0.9081, 0.4685]","[0.7639, 0.3782]","[0.6194, 0.4155]","[0.5173, 0.4878]","[0.5394, 0.4094]","[0.3423, 0.3918]","[0.2226, 0.402]","[0.1136, 0.4158]","[0.5137, 0.5125]","[0.2695, 0.4946]","[0.1074, 0.4838]","[-0.0241, 0.4749]","[0.535, 0.6148]","[0.3974, 0.6175]","[0.5224, 0.6037]","[0.6291, 0.5991]","[0.5847, 0.7119]","[0.4722, 0.707]","[0.5501, 0.6787]","[0.6285, 0.6666]"
"[0.9814, 0.6235]","[0.9107, 0.4722]","[0.7688, 0.3823]","[0.6224, 0.4128]","[0.5148, 0.4795]","[0.5397, 0.4092]","[0.3424, 0.3919]","[0.2221, 0.4021]","[0.1124, 0.4159]","[0.5124, 0.5116]","[0.2659, 0.4938]","[0.0991, 0.4832]","[-0.0378, 0.4736]","[0.5331, 0.614]","[0.3971, 0.6225]","[0.5211, 0.6097]","[0.627, 0.6034]","[0.5825, 0.7107]","[0.4724, 0.7108]","[0.5506, 0.6841]","[0.6283, 0.6703]"
"[0.9791, 0.6262]","[0.9106, 0.4744]","[0.7696, 0.3816]","[0.6248, 0.4124]","[0.5206, 0.4825]","[0.5397, 0.4103]","[0.343, 0.3935]","[0.2221, 0.4025]","[0.1122, 0.4162]","[0.5109, 0.5135]","[0.2561, 0.4967]","[0.0817, 0.4856]","[-0.0633, 0.4763]","[0.5316, 0.6161]","[0.3978, 0.6229]","[0.5227, 0.6082]","[0.6275, 0.6021]","[0.5823, 0.7132]","[0.4736, 0.7107]","[0.5523, 0.6822]","[0.6294, 0.6692]"
"[0.9822, 0.6256]","[0.912, 0.4727]","[0.7681, 0.3812]","[0.6199, 0.4149]","[0.5162, 0.4823]","[0.5432, 0.4086]","[0.3439, 0.3935]","[0.2229, 0.4004]","[0.1123, 0.4145]","[0.5116, 0.5131]","[0.2413, 0.4968]","[0.0577, 0.4876]","[-0.0964, 0.4809]","[0.5321, 0.6175]","[0.3956, 0.6256]","[0.5216, 0.6098]","[0.6261, 0.6026]","[0.5857, 0.716]","[0.4772, 0.7154]","[0.5557, 0.6863]","[0.631, 0.6734]"
"[0.993, 0.6273]","[0.914, 0.4682]","[0.7667, 0.3777]","[0.6171, 0.4155]","[0.5124, 0.4803]","[0.5477, 0.4086]","[0.3469, 0.3927]","[0.2268, 0.3996]","[0.1183, 0.4116]","[0.5191, 0.514]","[0.2601, 0.4949]","[0.0923, 0.4842]","[-0.0444, 0.4746]","[0.5392, 0.6182]","[0.4024, 0.6253]","[0.5229, 0.6099]","[0.628, 0.6006]","[0.5893, 0.7175]","[0.4805, 0.7166]","[0.5532, 0.6868]","[0.6282, 0.6692]"
"[0.9894, 0.6251]","[0.9096, 0.4689]","[0.7664, 0.3802]","[0.6239, 0.4196]","[0.5226, 0.4882]","[0.5423, 0.4115]","[0.3432, 0.3942]","[0.2225, 0.4019]","[0.1128, 0.4153]","[0.515, 0.515]","[0.2573, 0.4968]","[0.0841, 0.4845]","[-0.0583, 0.4761]","[0.5359, 0.6184]","[0.3973, 0.6233]","[0.5191, 0.6073]","[0.6235, 0.6022]","[0.5865, 0.7178]","[0.4733, 0.7137]","[0.5464, 0.6854]","[0.6211, 0.6748]"
"[0.9861, 0.626]","[0.9093, 0.4674]","[0.7582, 0.3818]","[0.6116, 0.4283]","[0.5115, 0.5086]","[0.5411, 0.4113]","[0.3458, 0.3963]","[0.2257, 0.4049]","[0.1169, 0.4168]","[0.5138, 0.5168]","[0.2643, 0.4969]","[0.1019, 0.4852]","[-0.0314, 0.4769]","[0.5357, 0.621]","[0.398, 0.6274]","[0.5226, 0.6069]","[0.6287, 0.5964]","[0.5876, 0.7213]","[0.4777, 0.7167]","[0.555, 0.6859]","[0.6314, 0.6715]"
"[0.9873, 0.6289]","[0.9056, 0.4714]","[0.7551, 0.3864]","[0.6109, 0.4298]","[0.5112, 0.5068]","[0.543, 0.4161]","[0.3473, 0.3972]","[0.2268, 0.4052]","[0.1183, 0.4151]","[0.5181, 0.5196]","[0.2872, 0.4965]","[0.1361, 0.4823]","[0.0134, 0.472]","[0.5384, 0.6233]","[0.4022, 0.6253]","[0.5241, 0.6052]","[0.6291, 0.5966]","[0.5849, 0.7232]","[0.4744, 0.716]","[0.5493, 0.6859]","[0.6254, 0.6721]"
"[0.9769, 0.629]","[0.9139, 0.4786]","[0.7649, 0.3894]","[0.616, 0.4205]","[0.5085, 0.4895]","[0.5391, 0.4175]","[0.3424, 0.3972]","[0.2191, 0.4037]","[0.1058, 0.4142]","[0.5096, 0.5213]","[0.2556, 0.5005]","[0.0755, 0.4889]","[-0.0765, 0.4798]","[0.5306, 0.6258]","[0.3936, 0.6312]","[0.5205, 0.6133]","[0.6274, 0.6055]","[0.5815, 0.7239]","[0.4733, 0.7186]","[0.5534, 0.69]","[0.6305, 0.6791]"
"[0.9841, 0.6356]","[0.9065, 0.4774]","[0.7571, 0.3929]","[0.6068, 0.4279]","[0.497, 0.4931]","[0.5446, 0.42]","[0.3512, 0.4021]","[0.2295, 0.4085]","[0.1197, 0.4169]","[0.5195, 0.5228]","[0.294, 0.4985]","[0.1458, 0.4846]","[0.0264, 0.4743]","[0.5373, 0.6273]","[0.4037, 0.6371]","[0.5219, 0.6176]","[0.6241, 0.6056]","[0.5753, 0.7264]","[0.4653, 0.725]","[0.5437, 0.6986]","[0.6228, 0.6831]"
"[0.9751, 0.6319]","[0.9142, 0.4807]","[0.7674, 0.3959]","[0.6234, 0.4198]","[0.5115, 0.4841]","[0.5375, 0.4191]","[0.3434, 0.3999]","[0.2197, 0.4074]","[0.106, 0.4189]","[0.5106, 0.5235]","[0.2613, 0.504]","[0.0789, 0.4927]","[-0.0744, 0.4834]","[0.5316, 0.6301]","[0.3999, 0.636]","[0.5238, 0.6165]","[0.6273, 0.6059]","[0.5771, 0.7297]","[0.4654, 0.7245]","[0.5464, 0.6962]","[0.6227, 0.6843]"
"[0.9834, 0.636]","[0.911, 0.4841]","[0.7665, 0.3945]","[0.619, 0.4221]","[0.5081, 0.4888]","[0.5437, 0.4216]","[0.3514, 0.4048]","[0.2312, 0.4123]","[0.1221, 0.4221]","[0.5165, 0.5247]","[0.2796, 0.4994]","[0.1186, 0.4834]","[-0.0127, 0.4693]","[0.535, 0.6289]","[0.4049, 0.634]","[0.5242, 0.6188]","[0.6278, 0.6103]","[0.5779, 0.7281]","[0.4613, 0.7245]","[0.5365, 0.6973]","[0.6149, 0.6827]"
"[0.9756, 0.6378]","[0.9096, 0.4866]","[0.7651, 0.398]","[0.6167, 0.4272]","[0.5071, 0.4957]","[0.5443, 0.4208]","[0.3481, 0.4029]","[0.2256, 0.4103]","[0.1136, 0.4225]","[0.5129, 0.5238]","[0.2546, 0.5028]","[0.0729, 0.4923]","[-0.0797, 0.4839]","[0.5314, 0.6271]","[0.4005, 0.6365]","[0.5212, 0.6204]","[0.6244, 0.6116]","[0.5786, 0.7265]","[0.4622, 0.7255]","[0.538, 0.6977]","[0.6148, 0.6847]"
"[0.9803, 0.6394]","[0.9044, 0.4849]","[0.7583, 0.3987]","[0.609, 0.429]","[0.5011, 0.497]","[0.5436, 0.4213]","[0.3506, 0.4038]","[0.23, 0.4107]","[0.1214, 0.4205]","[0.514, 0.5243]","[0.2727, 0.5001]","[0.1112, 0.4851]","[-0.0188, 0.4724]","[0.5319, 0.628]","[0.4056, 0.6371]","[0.5252, 0.6215]","[0.6278, 0.612]","[0.5751, 0.727]","[0.466, 0.7252]","[0.5396, 0.6988]","[0.6133, 0.6834]"
"[0.9776, 0.6371]","[0.9023, 0.4839]","[0.7581, 0.3979]","[0.6131, 0.426]","[0.5069, 0.4937]","[0.5413, 0.4226]","[0.3476, 0.4049]","[0.2269, 0.414]","[0.1173, 0.4275]","[0.5121, 0.526]","[0.2603, 0.504]","[0.0847, 0.4911]","[-0.0614, 0.4815]","[0.5325, 0.6306]","[0.4021, 0.6392]","[0.5227, 0.6226]","[0.6261, 0.6144]","[0.5818, 0.7309]","[0.4703, 0.7286]","[0.543, 0.701]","[0.6156, 0.6891]"
"[0.9804, 0.6379]","[0.9058, 0.4848]","[0.7592, 0.3968]","[0.6119, 0.4289]","[0.5108, 0.5057]","[0.5418, 0.4222]","[0.3477, 0.4052]","[0.2269, 0.4119]","[0.1168, 0.425]","[0.5105, 0.5265]","[0.2482, 0.5052]","[0.0644, 0.4942]","[-0.0886, 0.4856]","[0.532, 0.632]","[0.4028, 0.6391]","[0.5259, 0.6245]","[0.6299, 0.6166]","[0.5848, 0.7321]","[0.4789, 0.7304]","[0.554, 0.7014]","[0.6272, 0.6868]"
"[0.9835, 0.6359]","[0.9065, 0.4812]","[0.757, 0.3945]","[0.6053, 0.4317]","[0.5018, 0.5054]","[0.5403, 0.4213]","[0.344, 0.4051]","[0.2235, 0.41]","[0.1132, 0.4237]","[0.5075, 0.5286]","[0.2352, 0.5061]","[0.0526, 0.496]","[-0.0998, 0.4891]","[0.5301, 0.636]","[0.3996, 0.6461]","[0.5242, 0.6272]","[0.6297, 0.6144]","[0.5876, 0.7379]","[0.4891, 0.7367]","[0.5659, 0.7028]","[0.6401, 0.6821]"
"[0.9953, 0.6342]","[0.9134, 0.4773]","[0.7588, 0.3894]","[0.604, 0.4285]","[0.4956, 0.5022]","[0.5424, 0.4189]","[0.346, 0.4031]","[0.2266, 0.4097]","[0.1164, 0.4209]","[0.5139, 0.5281]","[0.2462, 0.5076]","[0.0671, 0.4969]","[-0.0821, 0.4867]","[0.5374, 0.6372]","[0.4034, 0.6418]","[0.5322, 0.6205]","[0.641, 0.6075]","[0.5918, 0.7402]","[0.4874, 0.7345]","[0.5645, 0.7018]","[0.638, 0.6842]"
"[1.0044, 0.6369]","[0.9246, 0.4849]","[0.775, 0.3937]","[0.6302, 0.419]","[0.528, 0.485]","[0.5463, 0.4221]","[0.3542, 0.4055]","[0.2345, 0.4115]","[0.1246, 0.4207]","[0.5182, 0.5258]","[0.2764, 0.5011]","[0.1194, 0.4857]","[-0.0119, 0.4721]","[0.5389, 0.6306]","[0.4037, 0.6302]","[0.5266, 0.6124]","[0.6306, 0.6022]","[0.5877, 0.7311]","[0.4793, 0.7271]","[0.5491, 0.6996]","[0.6195, 0.6842]"
"[1.0006, 0.6358]","[0.9228, 0.4861]","[0.7779, 0.3985]","[0.6394, 0.4197]","[0.5252, 0.474]","[0.5481, 0.4208]","[0.359, 0.4042]","[0.2403, 0.4122]","[0.1304, 0.4213]","[0.5208, 0.5221]","[0.2899, 0.4997]","[0.1344, 0.4825]","[0.0077, 0.4678]","[0.5409, 0.6275]","[0.401, 0.6305]","[0.5247, 0.6158]","[0.6296, 0.6087]","[0.5837, 0.727]","[0.471, 0.7252]","[0.5456, 0.7003]","[0.6181, 0.6874]"
"[0.996, 0.6343]","[0.923, 0.4837]","[0.7773, 0.3966]","[0.637, 0.4174]","[0.5245, 0.4874]","[0.548, 0.4197]","[0.3554, 0.4011]","[0.2323, 0.4095]","[0.1186, 0.419]","[0.5204, 0.5209]","[0.2792, 0.5026]","[0.1093, 0.49]","[-0.031, 0.4793]","[0.5413, 0.6258]","[0.3986, 0.6343]","[0.5215, 0.6164]","[0.6283, 0.6073]","[0.5849, 0.7251]","[0.4679, 0.7234]","[0.5442, 0.6967]","[0.6208, 0.6835]"
"[0.9931, 0.6375]","[0.9211, 0.485]","[0.7772, 0.3994]","[0.6356, 0.4216]","[0.5219, 0.477]","[0.5487, 0.4221]","[0.359, 0.4062]","[0.2362, 0.4132]","[0.1227, 0.424]","[0.5174, 0.523]","[0.2665, 0.5049]","[0.0916, 0.491]","[-0.0518, 0.4801]","[0.5356, 0.6269]","[0.3944, 0.6327]","[0.5205, 0.6164]","[0.628, 0.6102]","[0.5789, 0.7261]","[0.461, 0.7235]","[0.5399, 0.6959]","[0.6186, 0.683]"
"[0.9957, 0.6414]","[0.9187, 0.4896]","[0.774, 0.4012]","[0.6325, 0.4251]","[0.5228, 0.4815]","[0.5486, 0.4226]","[0.3578, 0.4066]","[0.2359, 0.415]","[0.1257, 0.4238]","[0.5215, 0.5236]","[0.2969, 0.4993]","[0.151, 0.4822]","[0.0313, 0.4668]","[0.5388, 0.6272]","[0.4031, 0.6299]","[0.5256, 0.6154]","[0.6301, 0.6082]","[0.5785, 0.7263]","[0.4647, 0.7232]","[0.5367, 0.7007]","[0.6087, 0.6899]"
"[0.9913, 0.6344]","[0.9184, 0.4848]","[0.7702, 0.3966]","[0.6248, 0.4197]","[0.514, 0.4894]","[0.5438, 0.4215]","[0.3497, 0.4035]","[0.2252, 0.4123]","[0.1122, 0.4223]","[0.5173, 0.5225]","[0.2766, 0.5055]","[0.1034, 0.4933]","[-0.0382, 0.4827]","[0.5378, 0.6271]","[0.3997, 0.6348]","[0.5228, 0.6172]","[0.6281, 0.6092]","[0.5812, 0.7279]","[0.4631, 0.7268]","[0.5384, 0.7005]","[0.6136, 0.6891]"
"[0.9899, 0.6391]","[0.9193, 0.4904]","[0.7722, 0.4042]","[0.6309, 0.4266]","[0.5167, 0.4795]","[0.5477, 0.4231]","[0.354, 0.4077]","[0.2305, 0.4152]","[0.1169, 0.4263]","[0.5166, 0.5242]","[0.2645, 0.5067]","[0.0885, 0.4949]","[-0.0576, 0.4847]","[0.5351, 0.6282]","[0.3969, 0.6389]","[0.5257, 0.6222]","[0.6317, 0.6126]","[0.5783, 0.7268]","[0.4639, 0.7291]","[0.5416, 0.7033]","[0.6141, 0.6898]"
"[0.9922, 0.6416]","[0.9125, 0.4899]","[0.7663, 0.4017]","[0.6245, 0.425]","[0.5163, 0.4815]","[0.5411, 0.4244]","[0.3497, 0.4073]","[0.2303, 0.4156]","[0.1223, 0.4255]","[0.5159, 0.5266]","[0.2887, 0.5013]","[0.1391, 0.4837]","[0.0178, 0.4678]","[0.5362, 0.6307]","[0.4049, 0.6355]","[0.5266, 0.6196]","[0.6307, 0.6099]","[0.5792, 0.7298]","[0.4679, 0.7288]","[0.5383, 0.7039]","[0.6088, 0.689]"
"[0.9802, 0.6363]","[0.9064, 0.4818]","[0.7603, 0.4007]","[0.6197, 0.422]","[0.5057, 0.4868]","[0.5381, 0.422]","[0.3444, 0.4038]","[0.2208, 0.4129]","[0.1059, 0.4241]","[0.5125, 0.5245]","[0.2593, 0.5076]","[0.0756, 0.4957]","[-0.0764, 0.4858]","[0.5345, 0.6308]","[0.3969, 0.6368]","[0.5238, 0.6181]","[0.6317, 0.6091]","[0.5765, 0.7303]","[0.4656, 0.725]","[0.5464, 0.6965]","[0.623, 0.6829]"
"[0.9819, 0.6379]","[0.9095, 0.4865]","[0.7671, 0.4001]","[0.6214, 0.4271]","[0.5113, 0.4914]","[0.5408, 0.4238]","[0.3488, 0.4074]","[0.2288, 0.4154]","[0.1188, 0.4267]","[0.5125, 0.5268]","[0.2654, 0.5037]","[0.0983, 0.4891]","[-0.0389, 0.4751]","[0.5342, 0.6326]","[0.401, 0.6358]","[0.5264, 0.6208]","[0.6319, 0.612]","[0.5838, 0.7319]","[0.4775, 0.7288]","[0.5538, 0.7001]","[0.6274, 0.6846]"
"[0.9792, 0.6367]","[0.9087, 0.4839]","[0.7676, 0.3994]","[0.6233, 0.4266]","[0.5134, 0.4916]","[0.5433, 0.4229]","[0.3504, 0.4073]","[0.2285, 0.4157]","[0.1161, 0.4282]","[0.5123, 0.526]","[0.253, 0.5056]","[0.0716, 0.494]","[-0.0794, 0.4832]","[0.5331, 0.6322]","[0.4004, 0.6366]","[0.5275, 0.6203]","[0.6324, 0.6111]","[0.5824, 0.7312]","[0.4779, 0.7274]","[0.5562, 0.6974]","[0.6285, 0.683]"
"[0.9827, 0.6363]","[0.9122, 0.4822]","[0.7699, 0.3937]","[0.6238, 0.4223]","[0.5156, 0.4894]","[0.5444, 0.4215]","[0.3526, 0.4068]","[0.2308, 0.4144]","[0.1178, 0.4279]","[0.5127, 0.527]","[0.2511, 0.5073]","[0.072, 0.4962]","[-0.0779, 0.4865]","[0.5336, 0.6346]","[0.404, 0.642]","[0.5315, 0.6229]","[0.6368, 0.6103]","[0.5845, 0.7352]","[0.485, 0.7332]","[0.5637, 0.701]","[0.6365, 0.6822]"
"[1.0009, 0.6378]","[0.9181, 0.4809]","[0.7628, 0.39]","[0.6125, 0.4279]","[0.5196, 0.5107]","[0.5484, 0.4194]","[0.3519, 0.4027]","[0.2302, 0.4106]","[0.1212, 0.4204]","[0.524, 0.527]","[0.2918, 0.5054]","[0.1406, 0.4939]","[0.0178, 0.4834]","[0.5472, 0.6345]","[0.4136, 0.6388]","[0.5374, 0.6195]","[0.6415, 0.6077]","[0.598, 0.7359]","[0.4958, 0.7323]","[0.5719, 0.7024]","[0.6467, 0.6844]"
"[0.9988, 0.6333]","[0.922, 0.4802]","[0.7678, 0.3868]","[0.6215, 0.4189]","[0.5226, 0.4986]","[0.5416, 0.4202]","[0.3426, 0.4038]","[0.2205, 0.4127]","[0.1087, 0.4242]","[0.5175, 0.5264]","[0.2713, 0.5071]","[0.0981, 0.4971]","[-0.0459, 0.489]","[0.5434, 0.6333]","[0.4003, 0.6385]","[0.527, 0.619]","[0.6351, 0.6085]","[0.5999, 0.7338]","[0.4962, 0.7302]","[0.5716, 0.6977]","[0.6447, 0.6817]"
"[0.9942, 0.6357]","[0.9141, 0.4762]","[0.7574, 0.3881]","[0.6154, 0.4318]","[0.5231, 0.5127]","[0.5463, 0.4208]","[0.3501, 0.4067]","[0.2309, 0.4155]","[0.1242, 0.4292]","[0.5228, 0.5296]","[0.2807, 0.5082]","[0.1272, 0.4953]","[0.0025, 0.4876]","[0.5497, 0.6366]","[0.419, 0.6431]","[0.5398, 0.6173]","[0.6391, 0.6021]","[0.6064, 0.7385]","[0.5146, 0.7299]","[0.5909, 0.6996]","[0.6598, 0.6855]"
"[0.9871, 0.6372]","[0.9133, 0.481]","[0.7566, 0.3918]","[0.6116, 0.4319]","[0.5168, 0.514]","[0.5409, 0.4214]","[0.3445, 0.4053]","[0.2234, 0.4155]","[0.1121, 0.431]","[0.5134, 0.5288]","[0.2627, 0.5053]","[0.0894, 0.495]","[-0.0567, 0.4886]","[0.5386, 0.6348]","[0.4014, 0.6481]","[0.5274, 0.6267]","[0.6335, 0.6119]","[0.5961, 0.734]","[0.4992, 0.7316]","[0.5757, 0.7023]","[0.6462, 0.6868]"
"[0.9909, 0.6391]","[0.9114, 0.4847]","[0.7618, 0.3959]","[0.6159, 0.4312]","[0.5181, 0.5082]","[0.5465, 0.4217]","[0.3532, 0.4076]","[0.234, 0.4171]","[0.1257, 0.4291]","[0.5189, 0.5266]","[0.2818, 0.5022]","[0.1282, 0.4886]","[0.003, 0.4768]","[0.5407, 0.6326]","[0.404, 0.639]","[0.5266, 0.6252]","[0.6316, 0.6165]","[0.5927, 0.7325]","[0.4896, 0.7298]","[0.5655, 0.7058]","[0.6393, 0.6947]"
"[0.9876, 0.639]","[0.9108, 0.4847]","[0.7612, 0.3973]","[0.6135, 0.4247]","[0.5049, 0.4938]","[0.5426, 0.4227]","[0.3473, 0.406]","[0.2263, 0.417]","[0.1153, 0.4302]","[0.5175, 0.526]","[0.2831, 0.506]","[0.1218, 0.4938]","[-0.0094, 0.4834]","[0.5395, 0.6314]","[0.3983, 0.6359]","[0.5212, 0.6195]","[0.6281, 0.6107]","[0.585, 0.7311]","[0.4736, 0.7286]","[0.551, 0.701]","[0.6286, 0.686]"
"[0.9847, 0.6404]","[0.9122, 0.4877]","[0.7623, 0.3986]","[0.6136, 0.4253]","[0.504, 0.4933]","[0.5412, 0.4236]","[0.3466, 0.4068]","[0.2253, 0.4171]","[0.1141, 0.4306]","[0.5148, 0.5264]","[0.2724, 0.5063]","[0.101, 0.495]","[-0.0395, 0.4854]","[0.5363, 0.6313]","[0.3963, 0.6368]","[0.5204, 0.6228]","[0.6273, 0.6163]","[0.5831, 0.7307]","[0.4705, 0.7288]","[0.5491, 0.7019]","[0.6272, 0.689]"
"[0.9856, 0.6408]","[0.9075, 0.4853]","[0.7612, 0.398]","[0.617, 0.4305]","[0.5126, 0.5002]","[0.5439, 0.4243]","[0.3503, 0.4072]","[0.2299, 0.4178]","[0.12, 0.4311]","[0.5176, 0.527]","[0.2858, 0.5056]","[0.1284, 0.4944]","[0.0013, 0.4859]","[0.5376, 0.6313]","[0.4025, 0.6418]","[0.5215, 0.6269]","[0.6252, 0.6185]","[0.5821, 0.7305]","[0.4722, 0.7303]","[0.5473, 0.7047]","[0.6229, 0.6909]"
"[0.9841, 0.6403]","[0.9109, 0.4893]","[0.7635, 0.3998]","[0.615, 0.4305]","[0.5128, 0.5096]","[0.5435, 0.4273]","[0.3482, 0.4084]","[0.226, 0.419]","[0.1144, 0.4327]","[0.5174, 0.5289]","[0.2818, 0.5078]","[0.1149, 0.498]","[-0.0224, 0.4903]","[0.5381, 0.6318]","[0.4036, 0.6463]","[0.5211, 0.632]","[0.6264, 0.6238]","[0.584, 0.7299]","[0.4709, 0.7329]","[0.5444, 0.7071]","[0.6228, 0.6928]"
"[0.982, 0.6421]","[0.9121, 0.493]","[0.767, 0.4031]","[0.6183, 0.4282]","[0.5077, 0.4981]","[0.5435, 0.4256]","[0.3485, 0.4088]","[0.225, 0.4192]","[0.1123, 0.4323]","[0.5144, 0.5271]","[0.2678, 0.5078]","[0.091, 0.4983]","[-0.0558, 0.4894]","[0.534, 0.6309]","[0.4017, 0.6428]","[0.5239, 0.6301]","[0.6294, 0.6228]","[0.5799, 0.7296]","[0.4682, 0.7312]","[0.545, 0.7063]","[0.6228, 0.6934]"
"[0.9886, 0.6424]","[0.9103, 0.4885]","[0.7642, 0.3988]","[0.6149, 0.4312]","[0.5094, 0.5082]","[0.5469, 0.4225]","[0.3543, 0.4039]","[0.2344, 0.414]","[0.126, 0.4255]","[0.5195, 0.5245]","[0.2882, 0.502]","[0.132, 0.4913]","[0.0062, 0.4816]","[0.5379, 0.6279]","[0.4092, 0.6349]","[0.5266, 0.6227]","[0.6311, 0.6161]","[0.5797, 0.7266]","[0.4685, 0.727]","[0.5358, 0.7027]","[0.6093, 0.6888]"
"[0.995, 0.6357]","[0.9191, 0.4871]","[0.7689, 0.3962]","[0.618, 0.4254]","[0.5163, 0.507]","[0.5509, 0.4205]","[0.3545, 0.4001]","[0.2322, 0.411]","[0.1206, 0.4238]","[0.5258, 0.523]","[0.2984, 0.4999]","[0.1431, 0.4901]","[0.0162, 0.4828]","[0.5461, 0.6262]","[0.4101, 0.6337]","[0.5297, 0.6218]","[0.635, 0.6162]","[0.591, 0.7249]","[0.4743, 0.723]","[0.5448, 0.6983]","[0.6213, 0.6854]"
"[0.9966, 0.6296]","[0.9124, 0.4792]","[0.7586, 0.3903]","[0.6114, 0.4228]","[0.5142, 0.506]","[0.5481, 0.4194]","[0.352, 0.4003]","[0.228, 0.4082]","[0.1162, 0.4173]","[0.524, 0.5204]","[0.3028, 0.5025]","[0.1467, 0.4932]","[0.0168, 0.4855]","[0.5447, 0.6226]","[0.4121, 0.6304]","[0.5333, 0.6159]","[0.6379, 0.6091]","[0.5898, 0.7189]","[0.4813, 0.7204]","[0.5487, 0.6933]","[0.6203, 0.6789]"
"[0.9957, 0.6262]","[0.9149, 0.4741]","[0.7611, 0.3828]","[0.6132, 0.4222]","[0.5172, 0.5101]","[0.5497, 0.4167]","[0.3522, 0.3994]","[0.2269, 0.4093]","[0.1147, 0.4199]","[0.5262, 0.5189]","[0.3009, 0.5024]","[0.142, 0.4948]","[0.0118, 0.4877]","[0.5474, 0.6203]","[0.4139, 0.6291]","[0.5333, 0.615]","[0.6378, 0.6085]","[0.5936, 0.7168]","[0.4812, 0.7176]","[0.5535, 0.6893]","[0.6302, 0.6746]"
"[0.9884, 0.6215]","[0.9094, 0.47]","[0.7555, 0.3816]","[0.6062, 0.4189]","[0.5059, 0.504]","[0.5426, 0.4167]","[0.3455, 0.401]","[0.2227, 0.4114]","[0.1115, 0.4232]","[0.5217, 0.5188]","[0.2924, 0.5028]","[0.1297, 0.496]","[-0.0042, 0.4901]","[0.5454, 0.6214]","[0.4087, 0.6284]","[0.5292, 0.6112]","[0.634, 0.603]","[0.5935, 0.7188]","[0.4811, 0.716]","[0.556, 0.6869]","[0.6333, 0.6735]"
"[0.9878, 0.6238]","[0.9068, 0.471]","[0.7574, 0.3841]","[0.6082, 0.4199]","[0.5035, 0.4994]","[0.5456, 0.4151]","[0.3502, 0.3976]","[0.229, 0.4086]","[0.1186, 0.4199]","[0.5251, 0.5168]","[0.3059, 0.5012]","[0.1523, 0.4938]","[0.027, 0.487]","[0.5468, 0.6196]","[0.4124, 0.624]","[0.5297, 0.6094]","[0.6335, 0.6035]","[0.5884, 0.7168]","[0.4771, 0.7121]","[0.5491, 0.6856]","[0.6257, 0.6731]"
