"[0.9041, 0.5966]","[0.8909, 0.4342]","[0.7628, 0.3554]","[0.6174, 0.3945]","[0.4863, 0.4669]","[0.5624, 0.3303]","[0.3398, 0.3075]","[0.1839, 0.3099]","[0.0517, 0.3088]","[0.5277, 0.4604]","[0.2945, 0.4343]","[0.1271, 0.4257]","[-0.0011, 0.4165]","[0.5379, 0.5936]","[0.3792, 0.5945]","[0.51, 0.592]","[0.6207, 0.5858]","[0.5775, 0.7217]","[0.463, 0.729]","[0.5522, 0.7031]","[0.6364, 0.6847]"
"[1.0588, 0.6323]","[0.978, 0.4679]","[0.8172, 0.3644]","[0.6387, 0.4004]","[0.4983, 0.4813]","[0.5578, 0.366]","[0.3313, 0.3407]","[0.1881, 0.3468]","[0.0594, 0.352]","[0.5261, 0.4877]","[0.2762, 0.4618]","[0.1126, 0.4462]","[-0.0215, 0.431]","[0.5475, 0.6135]","[0.3568, 0.611]","[0.4831, 0.6114]","[0.6011, 0.6185]","[0.6026, 0.7372]","[0.4559, 0.7368]","[0.532, 0.7146]","[0.6183, 0.7074]"
"[1.0603, 0.6299]","[0.9793, 0.4655]","[0.8128, 0.3637]","[0.6317, 0.4047]","[0.4888, 0.4864]","[0.5583, 0.3654]","[0.3289, 0.3412]","[0.1839, 0.3487]","[0.0554, 0.355]","[0.5271, 0.4874]","[0.2658, 0.4617]","[0.0904, 0.4453]","[-0.0532, 0.428]","[0.5492, 0.6129]","[0.3551, 0.6115]","[0.48, 0.6106]","[0.5985, 0.6158]","[0.6052, 0.7365]","[0.4564, 0.7386]","[0.5284, 0.7151]","[0.6117, 0.7055]"
"[1.0616, 0.6328]","[0.9759, 0.4652]","[0.8128, 0.3626]","[0.6342, 0.4012]","[0.4908, 0.4804]","[0.5591, 0.3654]","[0.3314, 0.3382]","[0.1867, 0.3452]","[0.0574, 0.3506]","[0.5257, 0.4871]","[0.2724, 0.4567]","[0.1036, 0.4387]","[-0.034, 0.4197]","[0.5456, 0.6135]","[0.3556, 0.6122]","[0.48, 0.6134]","[0.5985, 0.6185]","[0.5993, 0.7366]","[0.4528, 0.7397]","[0.5253, 0.717]","[0.6092, 0.7061]"
"[1.0667, 0.6273]","[0.9792, 0.4611]","[0.816, 0.3612]","[0.6407, 0.3964]","[0.4984, 0.4762]","[0.5608, 0.3637]","[0.3322, 0.3387]","[0.1873, 0.3468]","[0.0581, 0.3532]","[0.5283, 0.4847]","[0.2738, 0.4576]","[0.1047, 0.4413]","[-0.0346, 0.4238]","[0.5491, 0.6113]","[0.3569, 0.6122]","[0.4847, 0.611]","[0.6035, 0.6145]","[0.6038, 0.7342]","[0.4559, 0.7389]","[0.5309, 0.7141]","[0.6151, 0.7019]"
"[1.0632, 0.6254]","[0.9728, 0.4592]","[0.8129, 0.363]","[0.6411, 0.3952]","[0.5005, 0.4732]","[0.5576, 0.3625]","[0.3322, 0.3368]","[0.1891, 0.345]","[0.0611, 0.3517]","[0.5277, 0.4828]","[0.2814, 0.456]","[0.1189, 0.4397]","[-0.0161, 0.4217]","[0.5492, 0.6101]","[0.3569, 0.6122]","[0.4823, 0.6129]","[0.6007, 0.6171]","[0.6013, 0.7325]","[0.4577, 0.7361]","[0.5333, 0.7147]","[0.6173, 0.7043]"
"[1.0598, 0.6276]","[0.9698, 0.4582]","[0.8056, 0.3591]","[0.6309, 0.4012]","[0.4967, 0.4879]","[0.5612, 0.3612]","[0.3321, 0.3374]","[0.1874, 0.3459]","[0.0597, 0.3541]","[0.5293, 0.4833]","[0.2757, 0.4551]","[0.1093, 0.437]","[-0.0264, 0.4183]","[0.5492, 0.6104]","[0.3547, 0.6115]","[0.4804, 0.6113]","[0.5996, 0.6154]","[0.602, 0.7344]","[0.4577, 0.738]","[0.5309, 0.715]","[0.614, 0.7039]"
"[1.0649, 0.6269]","[0.975, 0.4584]","[0.8095, 0.3586]","[0.636, 0.3994]","[0.5021, 0.482]","[0.5609, 0.365]","[0.3319, 0.3394]","[0.1872, 0.3466]","[0.0587, 0.3536]","[0.5285, 0.4864]","[0.2741, 0.46]","[0.1032, 0.4446]","[-0.036, 0.4291]","[0.5489, 0.612]","[0.3554, 0.6133]","[0.4789, 0.6106]","[0.5969, 0.613]","[0.6037, 0.7346]","[0.4595, 0.7393]","[0.5293, 0.7148]","[0.6108, 0.7019]"
"[1.0659, 0.627]","[0.9748, 0.459]","[0.8082, 0.3595]","[0.6321, 0.4025]","[0.497, 0.4858]","[0.563, 0.3651]","[0.3335, 0.3391]","[0.1894, 0.3458]","[0.0614, 0.352]","[0.53, 0.4874]","[0.2811, 0.4617]","[0.1212, 0.4471]","[-0.0088, 0.4327]","[0.5492, 0.6129]","[0.3544, 0.6142]","[0.4797, 0.6127]","[0.597, 0.6166]","[0.6016, 0.7346]","[0.455, 0.7391]","[0.5277, 0.7165]","[0.61, 0.7057]"
"[1.0658, 0.6319]","[0.9773, 0.4641]","[0.8092, 0.3626]","[0.6325, 0.3999]","[0.4996, 0.4867]","[0.5637, 0.3646]","[0.3314, 0.3404]","[0.1863, 0.3487]","[0.0592, 0.3563]","[0.5313, 0.4861]","[0.2822, 0.4612]","[0.1217, 0.4452]","[-0.0086, 0.4272]","[0.55, 0.6132]","[0.3554, 0.6151]","[0.4853, 0.617]","[0.6033, 0.6214]","[0.5995, 0.7372]","[0.4541, 0.742]","[0.531, 0.7217]","[0.6132, 0.7113]"
"[1.0658, 0.6349]","[0.9821, 0.4657]","[0.8139, 0.3591]","[0.635, 0.3974]","[0.5025, 0.4854]","[0.565, 0.3666]","[0.3315, 0.3416]","[0.1855, 0.3497]","[0.0582, 0.3576]","[0.5312, 0.4887]","[0.2719, 0.4607]","[0.1025, 0.4427]","[-0.0357, 0.4239]","[0.5493, 0.6152]","[0.3516, 0.6164]","[0.4802, 0.6165]","[0.6012, 0.6205]","[0.6008, 0.7391]","[0.4529, 0.7423]","[0.5271, 0.7197]","[0.6111, 0.7087]"
"[1.0628, 0.6371]","[0.9725, 0.4592]","[0.8005, 0.3561]","[0.6177, 0.4046]","[0.4852, 0.4979]","[0.5644, 0.3647]","[0.3368, 0.3403]","[0.1919, 0.3475]","[0.0611, 0.3516]","[0.5308, 0.4868]","[0.2658, 0.4637]","[0.0854, 0.4506]","[-0.0646, 0.4356]","[0.5508, 0.6126]","[0.3538, 0.616]","[0.4798, 0.612]","[0.5999, 0.6149]","[0.6046, 0.738]","[0.4513, 0.7428]","[0.5238, 0.7171]","[0.6083, 0.7057]"
"[1.0657, 0.6362]","[0.9679, 0.4558]","[0.7935, 0.3537]","[0.6096, 0.4024]","[0.4792, 0.4988]","[0.5669, 0.3662]","[0.3336, 0.3407]","[0.1858, 0.3486]","[0.054, 0.3532]","[0.5345, 0.4885]","[0.2731, 0.466]","[0.0953, 0.4541]","[-0.0504, 0.4412]","[0.5538, 0.6147]","[0.3554, 0.6189]","[0.4788, 0.6134]","[0.5988, 0.6157]","[0.6057, 0.7397]","[0.4512, 0.7448]","[0.5218, 0.718]","[0.6072, 0.7044]"
"[1.0618, 0.6334]","[0.9705, 0.4539]","[0.7975, 0.3528]","[0.6181, 0.4006]","[0.4868, 0.4944]","[0.5649, 0.3678]","[0.3344, 0.341]","[0.1883, 0.3475]","[0.0557, 0.3526]","[0.5301, 0.4889]","[0.254, 0.4639]","[0.0602, 0.4506]","[-0.105, 0.4359]","[0.5495, 0.6144]","[0.3517, 0.6202]","[0.4787, 0.6145]","[0.5984, 0.6156]","[0.6044, 0.7383]","[0.4513, 0.7444]","[0.5245, 0.7178]","[0.6075, 0.7051]"
"[1.0603, 0.632]","[0.9683, 0.4588]","[0.796, 0.3627]","[0.616, 0.4083]","[0.4782, 0.5045]","[0.5635, 0.3692]","[0.3386, 0.3394]","[0.1945, 0.3469]","[0.0648, 0.3512]","[0.5313, 0.4891]","[0.2701, 0.4639]","[0.0952, 0.4508]","[-0.0512, 0.4358]","[0.5509, 0.6153]","[0.3525, 0.6185]","[0.4759, 0.611]","[0.5957, 0.6114]","[0.5994, 0.7399]","[0.4487, 0.7442]","[0.5213, 0.7181]","[0.6069, 0.7048]"
"[1.0608, 0.6301]","[0.9659, 0.4558]","[0.7956, 0.3578]","[0.6176, 0.4054]","[0.4834, 0.4996]","[0.5612, 0.3648]","[0.3358, 0.3402]","[0.1907, 0.3481]","[0.0597, 0.3543]","[0.5287, 0.4866]","[0.2749, 0.459]","[0.1044, 0.4449]","[-0.0406, 0.4289]","[0.5479, 0.6136]","[0.353, 0.6213]","[0.4792, 0.6203]","[0.5984, 0.6208]","[0.5982, 0.7379]","[0.4548, 0.7463]","[0.5285, 0.7226]","[0.6089, 0.7074]"
"[1.0593, 0.6276]","[0.9653, 0.4542]","[0.7966, 0.3584]","[0.6208, 0.4052]","[0.4874, 0.4983]","[0.5602, 0.3618]","[0.3349, 0.3387]","[0.1903, 0.3469]","[0.0617, 0.3534]","[0.5289, 0.4844]","[0.2751, 0.4583]","[0.1085, 0.4428]","[-0.0322, 0.4246]","[0.5491, 0.6123]","[0.352, 0.6161]","[0.4811, 0.6178]","[0.6007, 0.6216]","[0.6011, 0.7372]","[0.4555, 0.7435]","[0.5306, 0.7224]","[0.6109, 0.7115]"
"[1.0593, 0.6309]","[0.9703, 0.4581]","[0.7998, 0.3598]","[0.6223, 0.4057]","[0.4874, 0.4997]","[0.5607, 0.3636]","[0.3354, 0.3389]","[0.1916, 0.3457]","[0.0622, 0.3514]","[0.5284, 0.4856]","[0.2691, 0.459]","[0.0964, 0.4436]","[-0.0498, 0.4268]","[0.5489, 0.6126]","[0.3511, 0.6167]","[0.4797, 0.6151]","[0.5996, 0.6175]","[0.6024, 0.7369]","[0.4554, 0.7414]","[0.5308, 0.7176]","[0.6131, 0.706]"
"[1.0564, 0.6316]","[0.9667, 0.4575]","[0.8, 0.3604]","[0.6215, 0.4015]","[0.4836, 0.4948]","[0.5601, 0.3633]","[0.335, 0.3383]","[0.1901, 0.3469]","[0.0586, 0.3518]","[0.5276, 0.4856]","[0.2664, 0.4615]","[0.0854, 0.4492]","[-0.0672, 0.4321]","[0.5471, 0.6134]","[0.3506, 0.6162]","[0.4766, 0.6164]","[0.5977, 0.619]","[0.5981, 0.738]","[0.4497, 0.7415]","[0.524, 0.7185]","[0.6079, 0.7063]"
"[1.0534, 0.6288]","[0.9668, 0.4548]","[0.7969, 0.3567]","[0.6177, 0.4017]","[0.4821, 0.5005]","[0.5628, 0.3644]","[0.3365, 0.338]","[0.1915, 0.3452]","[0.0587, 0.3484]","[0.5286, 0.486]","[0.2585, 0.4621]","[0.0691, 0.4507]","[-0.0935, 0.4349]","[0.5469, 0.6129]","[0.345, 0.6159]","[0.4714, 0.6165]","[0.5951, 0.6214]","[0.5988, 0.7369]","[0.4475, 0.7396]","[0.5217, 0.7165]","[0.6085, 0.707]"
"[1.0484, 0.6348]","[0.9692, 0.4629]","[0.8066, 0.3585]","[0.6296, 0.398]","[0.4909, 0.4892]","[0.5613, 0.3674]","[0.3355, 0.3384]","[0.1923, 0.3447]","[0.0614, 0.3474]","[0.5265, 0.4879]","[0.2628, 0.4632]","[0.0812, 0.4512]","[-0.0734, 0.4353]","[0.5458, 0.614]","[0.3491, 0.6139]","[0.4736, 0.6113]","[0.594, 0.615]","[0.5991, 0.7375]","[0.4462, 0.7383]","[0.5185, 0.7141]","[0.6046, 0.7056]"
"[1.0526, 0.6391]","[0.969, 0.464]","[0.8065, 0.3584]","[0.6293, 0.3958]","[0.4906, 0.4829]","[0.5612, 0.3659]","[0.3328, 0.3398]","[0.1872, 0.3465]","[0.0567, 0.3493]","[0.5279, 0.4867]","[0.273, 0.4659]","[0.0966, 0.4546]","[-0.0506, 0.4388]","[0.5469, 0.6121]","[0.3494, 0.6155]","[0.4716, 0.6175]","[0.5916, 0.6221]","[0.5986, 0.7351]","[0.4486, 0.7407]","[0.518, 0.7199]","[0.6028, 0.7093]"
"[1.054, 0.6344]","[0.9638, 0.4562]","[0.7979, 0.3549]","[0.6227, 0.3987]","[0.4898, 0.4926]","[0.5607, 0.3644]","[0.3341, 0.3391]","[0.1874, 0.3459]","[0.0566, 0.3496]","[0.5291, 0.4856]","[0.2743, 0.4643]","[0.0972, 0.4529]","[-0.0505, 0.4388]","[0.5484, 0.6114]","[0.3515, 0.6142]","[0.4759, 0.6136]","[0.5959, 0.6171]","[0.5999, 0.7355]","[0.4503, 0.7417]","[0.5219, 0.7176]","[0.606, 0.7038]"
"[1.0553, 0.6196]","[0.96, 0.4477]","[0.7887, 0.3601]","[0.6149, 0.408]","[0.4806, 0.5031]","[0.5611, 0.3638]","[0.3292, 0.3384]","[0.1823, 0.3456]","[0.0511, 0.3508]","[0.5317, 0.4849]","[0.2697, 0.4577]","[0.0898, 0.4421]","[-0.0618, 0.4254]","[0.5515, 0.6119]","[0.3453, 0.615]","[0.4736, 0.6124]","[0.5972, 0.6151]","[0.6014, 0.7356]","[0.447, 0.7397]","[0.5251, 0.716]","[0.614, 0.7046]"
"[1.0598, 0.6133]","[0.9482, 0.4395]","[0.7802, 0.3578]","[0.6107, 0.407]","[0.4794, 0.5]","[0.5606, 0.3562]","[0.3301, 0.3317]","[0.1836, 0.3384]","[0.0545, 0.3425]","[0.5355, 0.479]","[0.2916, 0.4561]","[0.1343, 0.4439]","[0.0036, 0.4304]","[0.5569, 0.6076]","[0.3544, 0.6151]","[0.4782, 0.6133]","[0.5964, 0.6159]","[0.6033, 0.7313]","[0.4527, 0.7391]","[0.5305, 0.7173]","[0.6164, 0.7041]"
"[1.0557, 0.6245]","[0.9666, 0.4565]","[0.7964, 0.3633]","[0.6199, 0.4049]","[0.4836, 0.4935]","[0.5653, 0.3565]","[0.3311, 0.3328]","[0.1844, 0.3401]","[0.0549, 0.3463]","[0.5344, 0.4791]","[0.2659, 0.451]","[0.0867, 0.4391]","[-0.0651, 0.4244]","[0.5539, 0.6072]","[0.3471, 0.6172]","[0.4751, 0.6193]","[0.5967, 0.6208]","[0.6051, 0.7327]","[0.4532, 0.7398]","[0.5315, 0.7199]","[0.6175, 0.7095]"
"[1.0645, 0.6256]","[0.9755, 0.4575]","[0.81, 0.3629]","[0.6364, 0.3975]","[0.4895, 0.4841]","[0.5627, 0.356]","[0.3303, 0.3316]","[0.1828, 0.3406]","[0.0536, 0.3464]","[0.5341, 0.4799]","[0.2796, 0.4601]","[0.1104, 0.4498]","[-0.0306, 0.4358]","[0.5544, 0.6084]","[0.354, 0.6109]","[0.4792, 0.6083]","[0.5985, 0.6101]","[0.5995, 0.7322]","[0.4514, 0.7376]","[0.5274, 0.7161]","[0.6126, 0.7035]"
"[1.0635, 0.6226]","[0.9735, 0.4522]","[0.8074, 0.3559]","[0.6338, 0.3943]","[0.4903, 0.4818]","[0.5591, 0.3579]","[0.3296, 0.3344]","[0.1837, 0.3428]","[0.0561, 0.3487]","[0.533, 0.4801]","[0.2829, 0.4614]","[0.1151, 0.4473]","[-0.0254, 0.431]","[0.5557, 0.6083]","[0.3567, 0.6105]","[0.4835, 0.6081]","[0.6024, 0.6113]","[0.6037, 0.7329]","[0.4573, 0.737]","[0.5344, 0.7167]","[0.6179, 0.7085]"
"[1.0595, 0.6244]","[0.9697, 0.4506]","[0.8024, 0.3541]","[0.6272, 0.3993]","[0.4862, 0.49]","[0.5612, 0.3567]","[0.3295, 0.3347]","[0.1828, 0.3437]","[0.0539, 0.3502]","[0.5325, 0.4796]","[0.276, 0.4579]","[0.104, 0.4462]","[-0.0402, 0.4309]","[0.5527, 0.6073]","[0.351, 0.6122]","[0.4808, 0.6149]","[0.6017, 0.6185]","[0.6006, 0.7312]","[0.4563, 0.7359]","[0.5364, 0.7178]","[0.6208, 0.7092]"
"[1.0561, 0.6211]","[0.9701, 0.4503]","[0.8014, 0.3576]","[0.6251, 0.4037]","[0.4834, 0.4941]","[0.562, 0.3623]","[0.3308, 0.3365]","[0.1845, 0.3442]","[0.0527, 0.349]","[0.5313, 0.4843]","[0.2658, 0.4613]","[0.0825, 0.45]","[-0.0727, 0.4345]","[0.5515, 0.6114]","[0.3477, 0.6115]","[0.4747, 0.6106]","[0.5962, 0.6139]","[0.6024, 0.7345]","[0.4525, 0.7348]","[0.5302, 0.7139]","[0.6174, 0.7052]"
"[1.0574, 0.6266]","[0.9701, 0.4585]","[0.8049, 0.3612]","[0.6268, 0.4056]","[0.486, 0.4967]","[0.5632, 0.3647]","[0.3312, 0.337]","[0.1865, 0.3445]","[0.0568, 0.3485]","[0.5341, 0.4864]","[0.2872, 0.459]","[0.1278, 0.4452]","[-0.0065, 0.4277]","[0.554, 0.6133]","[0.3512, 0.6125]","[0.4728, 0.6155]","[0.5913, 0.6216]","[0.6021, 0.7354]","[0.4506, 0.736]","[0.5262, 0.7179]","[0.6134, 0.7114]"
"[1.052, 0.6287]","[0.9621, 0.4554]","[0.7999, 0.3572]","[0.627, 0.403]","[0.4916, 0.4924]","[0.5595, 0.3657]","[0.3298, 0.3408]","[0.1845, 0.3479]","[0.0567, 0.3539]","[0.5303, 0.4878]","[0.2765, 0.4571]","[0.1088, 0.44]","[-0.0298, 0.4214]","[0.5504, 0.6155]","[0.3471, 0.6171]","[0.4699, 0.6177]","[0.5902, 0.6205]","[0.6018, 0.7425]","[0.4492, 0.741]","[0.5239, 0.7202]","[0.6103, 0.7117]"
"[1.052, 0.6319]","[0.967, 0.4611]","[0.8096, 0.3616]","[0.6352, 0.3991]","[0.4945, 0.4838]","[0.5603, 0.3676]","[0.33, 0.3416]","[0.1843, 0.3496]","[0.0543, 0.3558]","[0.5276, 0.4895]","[0.2723, 0.4588]","[0.0983, 0.4423]","[-0.0477, 0.4231]","[0.5467, 0.617]","[0.3464, 0.6149]","[0.4705, 0.6153]","[0.5915, 0.6193]","[0.6001, 0.7416]","[0.4475, 0.7387]","[0.5237, 0.7161]","[0.6126, 0.7077]"
"[1.0521, 0.6383]","[0.9698, 0.4666]","[0.8112, 0.366]","[0.6352, 0.4006]","[0.4938, 0.4826]","[0.563, 0.3706]","[0.3317, 0.3432]","[0.1852, 0.3514]","[0.0537, 0.3576]","[0.5287, 0.4932]","[0.2668, 0.4622]","[0.0871, 0.446]","[-0.0645, 0.4249]","[0.5472, 0.6198]","[0.3445, 0.6177]","[0.4696, 0.6204]","[0.5921, 0.6239]","[0.6008, 0.7427]","[0.4483, 0.7438]","[0.5205, 0.7216]","[0.607, 0.71]"
"[1.0579, 0.6355]","[0.9734, 0.4665]","[0.8129, 0.3663]","[0.6377, 0.4002]","[0.4968, 0.4815]","[0.5572, 0.3718]","[0.3278, 0.3435]","[0.1827, 0.3506]","[0.0539, 0.3578]","[0.5264, 0.495]","[0.2761, 0.4658]","[0.1097, 0.4491]","[-0.0287, 0.4334]","[0.5478, 0.622]","[0.3479, 0.6204]","[0.4713, 0.6143]","[0.5908, 0.6153]","[0.6021, 0.7459]","[0.4502, 0.744]","[0.5241, 0.7172]","[0.6117, 0.7049]"
"[1.0499, 0.6236]","[0.9576, 0.4564]","[0.7944, 0.3684]","[0.6219, 0.4059]","[0.4819, 0.4836]","[0.5519, 0.3701]","[0.3226, 0.3443]","[0.1766, 0.3499]","[0.0475, 0.3557]","[0.5211, 0.4915]","[0.2473, 0.4657]","[0.0593, 0.4512]","[-0.1001, 0.4344]","[0.5424, 0.6195]","[0.3452, 0.6243]","[0.4741, 0.6199]","[0.5953, 0.6197]","[0.5966, 0.7445]","[0.45, 0.7462]","[0.527, 0.7199]","[0.6115, 0.7068]"
"[1.0463, 0.6465]","[0.9681, 0.4795]","[0.81, 0.3703]","[0.6353, 0.3978]","[0.4952, 0.4774]","[0.549, 0.3759]","[0.3197, 0.3465]","[0.1732, 0.3531]","[0.0432, 0.3587]","[0.5166, 0.4993]","[0.2588, 0.4757]","[0.0884, 0.465]","[-0.0517, 0.4532]","[0.5379, 0.6239]","[0.3549, 0.6298]","[0.4795, 0.6194]","[0.598, 0.6146]","[0.5922, 0.7449]","[0.4489, 0.7515]","[0.5235, 0.7213]","[0.6116, 0.7024]"
"[1.0506, 0.6408]","[0.9697, 0.4757]","[0.8115, 0.3731]","[0.632, 0.408]","[0.487, 0.4869]","[0.5522, 0.3776]","[0.3218, 0.3479]","[0.1752, 0.3546]","[0.0462, 0.3602]","[0.5199, 0.5009]","[0.2659, 0.4779]","[0.0961, 0.4687]","[-0.0439, 0.4577]","[0.5399, 0.6255]","[0.3543, 0.6287]","[0.4766, 0.623]","[0.5935, 0.6217]","[0.5923, 0.7464]","[0.4515, 0.7518]","[0.5214, 0.7245]","[0.6048, 0.7078]"
"[1.0483, 0.6366]","[0.9639, 0.4708]","[0.7991, 0.3721]","[0.6204, 0.4159]","[0.4828, 0.5035]","[0.552, 0.3778]","[0.3205, 0.35]","[0.1746, 0.357]","[0.0449, 0.3647]","[0.521, 0.5009]","[0.2574, 0.4742]","[0.0804, 0.4655]","[-0.0687, 0.4557]","[0.5429, 0.6253]","[0.3495, 0.6293]","[0.476, 0.627]","[0.5942, 0.6291]","[0.5992, 0.7459]","[0.4511, 0.752]","[0.524, 0.7257]","[0.6079, 0.7119]"
"[1.0465, 0.6463]","[0.9661, 0.4755]","[0.8022, 0.3747]","[0.6228, 0.4134]","[0.4855, 0.4981]","[0.5503, 0.381]","[0.3192, 0.3533]","[0.1725, 0.3599]","[0.0406, 0.3666]","[0.5152, 0.5034]","[0.2467, 0.4755]","[0.0604, 0.464]","[-0.0981, 0.451]","[0.536, 0.6289]","[0.3441, 0.6325]","[0.4703, 0.6293]","[0.5905, 0.6303]","[0.5935, 0.7502]","[0.4505, 0.7547]","[0.5226, 0.7278]","[0.6061, 0.7138]"
"[1.0467, 0.6482]","[0.9648, 0.4759]","[0.8043, 0.3755]","[0.6268, 0.4098]","[0.4858, 0.4931]","[0.5484, 0.3799]","[0.3199, 0.3508]","[0.1732, 0.3567]","[0.0399, 0.3621]","[0.5105, 0.5015]","[0.2367, 0.4729]","[0.0433, 0.4592]","[-0.1206, 0.4439]","[0.5301, 0.6273]","[0.347, 0.6314]","[0.4748, 0.6272]","[0.5938, 0.6273]","[0.5866, 0.7497]","[0.4431, 0.7542]","[0.5182, 0.7258]","[0.6035, 0.7107]"
"[1.0535, 0.6478]","[0.9709, 0.4792]","[0.8051, 0.3819]","[0.6276, 0.4124]","[0.4868, 0.4928]","[0.5516, 0.3832]","[0.3261, 0.3515]","[0.1818, 0.3567]","[0.0487, 0.3625]","[0.5125, 0.5042]","[0.2469, 0.4754]","[0.0653, 0.46]","[-0.0912, 0.4444]","[0.5324, 0.6309]","[0.346, 0.6379]","[0.4765, 0.6297]","[0.5968, 0.6267]","[0.5886, 0.7523]","[0.446, 0.7563]","[0.5202, 0.7285]","[0.604, 0.713]"
"[1.0514, 0.6524]","[0.9723, 0.4793]","[0.8061, 0.3762]","[0.624, 0.4136]","[0.4863, 0.5035]","[0.5477, 0.3843]","[0.3176, 0.3548]","[0.1687, 0.3596]","[0.0337, 0.3657]","[0.5109, 0.5064]","[0.2378, 0.4738]","[0.0442, 0.4592]","[-0.1216, 0.445]","[0.531, 0.6339]","[0.3441, 0.6348]","[0.4711, 0.6261]","[0.5903, 0.624]","[0.5872, 0.7596]","[0.4428, 0.7591]","[0.5184, 0.7277]","[0.6053, 0.7127]"
"[1.0569, 0.6555]","[0.9764, 0.4827]","[0.8042, 0.3802]","[0.6175, 0.4183]","[0.4792, 0.5079]","[0.5517, 0.3846]","[0.3232, 0.3545]","[0.1767, 0.3594]","[0.0423, 0.3647]","[0.5124, 0.5078]","[0.2402, 0.4778]","[0.0535, 0.4617]","[-0.1071, 0.4448]","[0.532, 0.6356]","[0.3391, 0.6368]","[0.4654, 0.6258]","[0.5864, 0.6225]","[0.5893, 0.7609]","[0.4433, 0.7605]","[0.5153, 0.728]","[0.6014, 0.7105]"
"[1.0511, 0.6601]","[0.9657, 0.4866]","[0.7983, 0.3885]","[0.6154, 0.428]","[0.4711, 0.5159]","[0.5471, 0.3835]","[0.3169, 0.3552]","[0.1664, 0.3623]","[0.0321, 0.369]","[0.5108, 0.5066]","[0.2447, 0.4749]","[0.0663, 0.4625]","[-0.0855, 0.4478]","[0.5317, 0.6357]","[0.334, 0.6372]","[0.465, 0.6322]","[0.5866, 0.6304]","[0.5889, 0.7627]","[0.4429, 0.7645]","[0.5193, 0.7355]","[0.6057, 0.7188]"
"[1.0491, 0.6502]","[0.9632, 0.4782]","[0.7962, 0.3812]","[0.6143, 0.4203]","[0.4672, 0.509]","[0.5454, 0.3811]","[0.3144, 0.3543]","[0.1642, 0.3609]","[0.0299, 0.367]","[0.5112, 0.5051]","[0.2421, 0.4728]","[0.0631, 0.4579]","[-0.0894, 0.443]","[0.5325, 0.6349]","[0.3304, 0.6357]","[0.4625, 0.6271]","[0.586, 0.6245]","[0.5894, 0.7629]","[0.4383, 0.7634]","[0.5169, 0.7304]","[0.606, 0.7131]"
"[1.0497, 0.655]","[0.9727, 0.486]","[0.8087, 0.3835]","[0.6264, 0.4169]","[0.4805, 0.5066]","[0.5488, 0.3828]","[0.3173, 0.3542]","[0.1664, 0.3601]","[0.03, 0.3658]","[0.5116, 0.505]","[0.2387, 0.4719]","[0.0498, 0.4592]","[-0.1143, 0.4448]","[0.531, 0.6338]","[0.3312, 0.6352]","[0.4636, 0.6291]","[0.5886, 0.6266]","[0.5867, 0.7608]","[0.4381, 0.7636]","[0.5154, 0.7319]","[0.6039, 0.7145]"
"[1.0506, 0.661]","[0.9766, 0.4868]","[0.8168, 0.379]","[0.6414, 0.4076]","[0.4959, 0.485]","[0.5501, 0.3836]","[0.3273, 0.3575]","[0.1833, 0.3627]","[0.0503, 0.3658]","[0.513, 0.506]","[0.2499, 0.4786]","[0.0702, 0.4639]","[-0.0889, 0.4471]","[0.5328, 0.6337]","[0.3358, 0.6337]","[0.4656, 0.6261]","[0.5873, 0.6257]","[0.5902, 0.7593]","[0.4403, 0.7594]","[0.5164, 0.7285]","[0.605, 0.7146]"
"[1.044, 0.6551]","[0.9672, 0.4861]","[0.8037, 0.3819]","[0.623, 0.4237]","[0.4785, 0.5064]","[0.5425, 0.3815]","[0.3196, 0.3558]","[0.1742, 0.3608]","[0.0422, 0.3641]","[0.5091, 0.5053]","[0.2505, 0.4761]","[0.0731, 0.463]","[-0.0828, 0.4473]","[0.5317, 0.6333]","[0.3331, 0.6337]","[0.4644, 0.6282]","[0.5862, 0.6275]","[0.5922, 0.7583]","[0.4448, 0.7594]","[0.5196, 0.7307]","[0.6046, 0.7168]"
"[1.0446, 0.6473]","[0.964, 0.4751]","[0.8003, 0.3721]","[0.6228, 0.4154]","[0.4848, 0.507]","[0.5453, 0.3817]","[0.3179, 0.3554]","[0.1687, 0.3596]","[0.034, 0.3631]","[0.5138, 0.5043]","[0.2584, 0.4775]","[0.0817, 0.4651]","[-0.0737, 0.4504]","[0.5355, 0.6321]","[0.3363, 0.6328]","[0.461, 0.631]","[0.5814, 0.6339]","[0.5915, 0.757]","[0.4436, 0.7598]","[0.5149, 0.7337]","[0.5991, 0.7218]"
"[1.0429, 0.6457]","[0.9612, 0.4753]","[0.7938, 0.3759]","[0.6132, 0.4257]","[0.4774, 0.52]","[0.5463, 0.3823]","[0.3157, 0.3557]","[0.1675, 0.3622]","[0.035, 0.3685]","[0.5162, 0.5059]","[0.2545, 0.4786]","[0.0738, 0.4691]","[-0.0823, 0.4569]","[0.5386, 0.6325]","[0.3396, 0.6339]","[0.4634, 0.634]","[0.5833, 0.6378]","[0.5952, 0.757]","[0.446, 0.7587]","[0.5165, 0.7342]","[0.6001, 0.7234]"
