"[0.6177, 0.9556]","[0.4083, 0.9019]","[0.225, 0.7824]","[0.0644, 0.7169]","[-0.0696, 0.6784]","[0.3875, 0.4563]","[0.369, 0.2149]","[0.3653, 0.0791]","[0.3647, -0.0278]","[0.5196, 0.4598]","[0.5415, 0.3113]","[0.5515, 0.477]","[0.5548, 0.6051]","[0.6472, 0.4919]","[0.663, 0.3646]","[0.6655, 0.5179]","[0.6571, 0.628]","[0.7672, 0.5425]","[0.7917, 0.4119]","[0.7767, 0.5034]","[0.7537, 0.5932]"
"[0.6006, 0.9703]","[0.3987, 0.8797]","[0.2196, 0.7674]","[0.0299, 0.684]","[-0.1206, 0.6552]","[0.3622, 0.4378]","[0.3398, 0.1901]","[0.3364, 0.0497]","[0.3413, -0.0785]","[0.4958, 0.4396]","[0.522, 0.3233]","[0.534, 0.5084]","[0.5363, 0.6382]","[0.6281, 0.4805]","[0.6596, 0.3676]","[0.6441, 0.5327]","[0.6172, 0.6513]","[0.7392, 0.5456]","[0.7805, 0.425]","[0.7441, 0.5243]","[0.713, 0.6066]"
"[0.6003, 0.9741]","[0.3948, 0.8769]","[0.2128, 0.7621]","[0.0197, 0.6797]","[-0.1343, 0.654]","[0.3626, 0.4414]","[0.3399, 0.1968]","[0.3369, 0.0588]","[0.3426, -0.0686]","[0.4959, 0.4425]","[0.5215, 0.3248]","[0.534, 0.5088]","[0.5389, 0.6394]","[0.6283, 0.4843]","[0.6575, 0.3692]","[0.6435, 0.532]","[0.6198, 0.6507]","[0.7388, 0.5508]","[0.7786, 0.4279]","[0.7431, 0.5227]","[0.715, 0.6036]"
"[0.5955, 0.9625]","[0.3934, 0.8783]","[0.2106, 0.7655]","[0.0254, 0.6838]","[-0.1239, 0.6528]","[0.3585, 0.4368]","[0.3377, 0.1893]","[0.335, 0.0503]","[0.3393, -0.0746]","[0.4922, 0.4392]","[0.5185, 0.3247]","[0.5332, 0.5078]","[0.5385, 0.6351]","[0.6234, 0.4788]","[0.6516, 0.3731]","[0.6401, 0.5322]","[0.6177, 0.6419]","[0.7371, 0.5397]","[0.7729, 0.4243]","[0.7387, 0.5216]","[0.7104, 0.5983]"
"[0.5924, 0.9697]","[0.3908, 0.8741]","[0.2096, 0.7666]","[0.0191, 0.6825]","[-0.1367, 0.6486]","[0.3579, 0.4439]","[0.3346, 0.192]","[0.3266, 0.0497]","[0.3283, -0.0795]","[0.4912, 0.4454]","[0.5194, 0.3271]","[0.5308, 0.5124]","[0.5366, 0.6441]","[0.6213, 0.4859]","[0.6532, 0.3723]","[0.6397, 0.5352]","[0.6179, 0.6525]","[0.7295, 0.5487]","[0.7719, 0.4284]","[0.7373, 0.5281]","[0.7103, 0.6101]"
"[0.5907, 0.9648]","[0.3878, 0.8756]","[0.2058, 0.767]","[0.0158, 0.685]","[-0.1376, 0.652]","[0.3541, 0.4413]","[0.3317, 0.1891]","[0.3276, 0.0461]","[0.3331, -0.083]","[0.4872, 0.4436]","[0.514, 0.327]","[0.5248, 0.5121]","[0.529, 0.6436]","[0.6176, 0.4834]","[0.65, 0.3699]","[0.6336, 0.5323]","[0.6093, 0.6497]","[0.7278, 0.545]","[0.7677, 0.426]","[0.7319, 0.5252]","[0.704, 0.6069]"
"[0.594, 0.9683]","[0.3902, 0.8778]","[0.2083, 0.7667]","[0.0155, 0.6855]","[-0.1384, 0.6554]","[0.353, 0.4428]","[0.3292, 0.1941]","[0.3218, 0.0548]","[0.3229, -0.0713]","[0.4857, 0.4427]","[0.5167, 0.3275]","[0.5302, 0.511]","[0.5326, 0.639]","[0.6167, 0.4807]","[0.6481, 0.371]","[0.6355, 0.5353]","[0.6105, 0.6495]","[0.7267, 0.542]","[0.7676, 0.4258]","[0.733, 0.5279]","[0.7032, 0.6084]"
"[0.5894, 0.9666]","[0.3897, 0.8793]","[0.2057, 0.7656]","[0.0165, 0.6861]","[-0.1352, 0.6575]","[0.3507, 0.4445]","[0.3293, 0.1972]","[0.3217, 0.0563]","[0.3224, -0.0714]","[0.4854, 0.4438]","[0.5172, 0.3264]","[0.5312, 0.5087]","[0.5343, 0.6352]","[0.6164, 0.4803]","[0.6505, 0.3704]","[0.6384, 0.5319]","[0.6146, 0.6469]","[0.7283, 0.5402]","[0.7689, 0.4258]","[0.737, 0.5263]","[0.7083, 0.6078]"
"[0.5877, 0.9643]","[0.39, 0.8789]","[0.2055, 0.7646]","[0.0164, 0.6844]","[-0.1362, 0.6559]","[0.3508, 0.442]","[0.3299, 0.1938]","[0.3243, 0.0549]","[0.3268, -0.0698]","[0.4854, 0.4422]","[0.5166, 0.3253]","[0.5305, 0.507]","[0.5335, 0.6352]","[0.6157, 0.4787]","[0.6497, 0.3706]","[0.6379, 0.5313]","[0.6151, 0.647]","[0.7279, 0.5366]","[0.7702, 0.4228]","[0.7389, 0.5215]","[0.7102, 0.6032]"
"[0.5857, 0.9657]","[0.3859, 0.8795]","[0.1995, 0.762]","[0.0094, 0.679]","[-0.1459, 0.6513]","[0.3495, 0.4401]","[0.3297, 0.1931]","[0.3262, 0.0538]","[0.33, -0.0723]","[0.4853, 0.4413]","[0.515, 0.3223]","[0.5265, 0.5036]","[0.5281, 0.6322]","[0.6161, 0.4789]","[0.6489, 0.3695]","[0.6358, 0.5292]","[0.6118, 0.6443]","[0.7294, 0.537]","[0.7683, 0.422]","[0.7366, 0.5229]","[0.7078, 0.6056]"
"[0.5919, 0.9658]","[0.3861, 0.8725]","[0.2016, 0.7635]","[0.0092, 0.6818]","[-0.1444, 0.6538]","[0.3511, 0.4422]","[0.3301, 0.1929]","[0.3272, 0.0555]","[0.3319, -0.0691]","[0.4837, 0.4424]","[0.5143, 0.3242]","[0.5273, 0.5028]","[0.53, 0.6301]","[0.6146, 0.4805]","[0.6457, 0.3691]","[0.6346, 0.53]","[0.6108, 0.6443]","[0.7261, 0.5409]","[0.7676, 0.4221]","[0.7349, 0.5205]","[0.7061, 0.6008]"
"[0.5924, 0.9671]","[0.391, 0.8824]","[0.2063, 0.7697]","[0.0213, 0.6897]","[-0.1303, 0.6594]","[0.3493, 0.4413]","[0.3316, 0.1984]","[0.3286, 0.0608]","[0.3296, -0.0633]","[0.4858, 0.4442]","[0.5146, 0.3307]","[0.5266, 0.5115]","[0.5248, 0.637]","[0.6168, 0.4819]","[0.6453, 0.3759]","[0.6342, 0.5402]","[0.6083, 0.6532]","[0.7309, 0.5402]","[0.7673, 0.4243]","[0.7373, 0.5278]","[0.7081, 0.6092]"
"[0.589, 0.9598]","[0.3925, 0.8849]","[0.2028, 0.7644]","[0.0178, 0.6869]","[-0.1339, 0.6585]","[0.349, 0.4381]","[0.3349, 0.1989]","[0.3323, 0.0611]","[0.333, -0.0617]","[0.4873, 0.4413]","[0.5114, 0.3324]","[0.5233, 0.5123]","[0.5238, 0.6363]","[0.6186, 0.4771]","[0.645, 0.3808]","[0.6332, 0.5403]","[0.6096, 0.6486]","[0.7365, 0.5309]","[0.7664, 0.4243]","[0.7379, 0.5261]","[0.7111, 0.6041]"
"[0.5919, 0.9644]","[0.3932, 0.8877]","[0.2048, 0.7688]","[0.0184, 0.6891]","[-0.1351, 0.6556]","[0.3517, 0.4403]","[0.3355, 0.2008]","[0.3308, 0.0632]","[0.3301, -0.0586]","[0.4874, 0.4436]","[0.5166, 0.331]","[0.5296, 0.5117]","[0.5283, 0.6369]","[0.6175, 0.4799]","[0.6486, 0.3804]","[0.6373, 0.5413]","[0.611, 0.651]","[0.7332, 0.5343]","[0.7696, 0.4282]","[0.7395, 0.5306]","[0.7087, 0.6087]"
"[0.5924, 0.9684]","[0.3932, 0.8821]","[0.202, 0.7639]","[0.0087, 0.6853]","[-0.1471, 0.6548]","[0.3512, 0.4411]","[0.3335, 0.2003]","[0.3281, 0.062]","[0.328, -0.0605]","[0.4872, 0.4455]","[0.5131, 0.3346]","[0.5248, 0.5136]","[0.5251, 0.6371]","[0.6177, 0.4822]","[0.6439, 0.3834]","[0.6328, 0.5443]","[0.6085, 0.6526]","[0.7319, 0.5363]","[0.7663, 0.4305]","[0.7362, 0.5331]","[0.7088, 0.6097]"
"[0.5951, 0.9691]","[0.3932, 0.883]","[0.2062, 0.7678]","[0.0132, 0.6902]","[-0.1401, 0.6614]","[0.3498, 0.444]","[0.3302, 0.1996]","[0.3256, 0.0596]","[0.3258, -0.0642]","[0.4839, 0.4457]","[0.5128, 0.3331]","[0.5307, 0.5096]","[0.5326, 0.6308]","[0.6154, 0.4819]","[0.6437, 0.3768]","[0.6363, 0.5338]","[0.6109, 0.6418]","[0.7297, 0.5388]","[0.7692, 0.4271]","[0.7383, 0.5222]","[0.7072, 0.5964]"
"[0.5924, 0.9674]","[0.3943, 0.8854]","[0.2054, 0.7665]","[0.0152, 0.6893]","[-0.1357, 0.6622]","[0.3498, 0.4465]","[0.3326, 0.2012]","[0.3262, 0.0612]","[0.3244, -0.064]","[0.4856, 0.4472]","[0.5158, 0.3356]","[0.5291, 0.5148]","[0.5294, 0.6358]","[0.6165, 0.4827]","[0.647, 0.3798]","[0.6365, 0.5388]","[0.6121, 0.6466]","[0.7313, 0.5385]","[0.7697, 0.425]","[0.7398, 0.5244]","[0.7107, 0.6014]"
"[0.5932, 0.9639]","[0.3929, 0.8818]","[0.2042, 0.7647]","[0.0155, 0.6875]","[-0.1361, 0.6624]","[0.3514, 0.4463]","[0.3338, 0.2037]","[0.3288, 0.0665]","[0.3292, -0.0558]","[0.4862, 0.4475]","[0.5126, 0.3345]","[0.5272, 0.513]","[0.5306, 0.635]","[0.6167, 0.4835]","[0.6427, 0.3783]","[0.6338, 0.535]","[0.6134, 0.643]","[0.7325, 0.5394]","[0.7675, 0.4233]","[0.7371, 0.5189]","[0.7098, 0.5951]"
"[0.5932, 0.9642]","[0.3937, 0.8822]","[0.2048, 0.7642]","[0.0144, 0.689]","[-0.138, 0.6667]","[0.3507, 0.4428]","[0.333, 0.1995]","[0.3262, 0.0603]","[0.3241, -0.062]","[0.4857, 0.445]","[0.5147, 0.3341]","[0.5292, 0.5129]","[0.5309, 0.6363]","[0.6159, 0.4812]","[0.6445, 0.3766]","[0.6352, 0.5328]","[0.6123, 0.6423]","[0.731, 0.5372]","[0.7665, 0.4252]","[0.7362, 0.5204]","[0.7079, 0.5959]"
"[0.5911, 0.9638]","[0.3915, 0.8824]","[0.202, 0.7637]","[0.0133, 0.689]","[-0.1391, 0.6671]","[0.3495, 0.4438]","[0.3307, 0.2047]","[0.3235, 0.0687]","[0.321, -0.0519]","[0.4844, 0.4459]","[0.5118, 0.3346]","[0.5285, 0.5123]","[0.5325, 0.6367]","[0.6142, 0.4822]","[0.6426, 0.3763]","[0.6341, 0.5319]","[0.6123, 0.6423]","[0.7296, 0.5382]","[0.7643, 0.4239]","[0.7346, 0.5192]","[0.7065, 0.5969]"
"[0.5898, 0.9602]","[0.3898, 0.8802]","[0.2024, 0.7636]","[0.0144, 0.6882]","[-0.1375, 0.6644]","[0.3501, 0.4417]","[0.3283, 0.1997]","[0.3221, 0.061]","[0.3222, -0.0618]","[0.4835, 0.4431]","[0.5095, 0.3312]","[0.5294, 0.508]","[0.5364, 0.6334]","[0.6144, 0.4792]","[0.6417, 0.3744]","[0.6351, 0.5276]","[0.6128, 0.6371]","[0.7301, 0.5358]","[0.7661, 0.4238]","[0.7345, 0.5154]","[0.7031, 0.5902]"
"[0.5856, 0.9627]","[0.3883, 0.8827]","[0.1986, 0.7603]","[0.006, 0.6825]","[-0.1521, 0.6576]","[0.3475, 0.4401]","[0.3312, 0.1979]","[0.3264, 0.0577]","[0.3278, -0.066]","[0.4827, 0.444]","[0.5122, 0.3304]","[0.5288, 0.5093]","[0.533, 0.639]","[0.6119, 0.4805]","[0.6455, 0.3777]","[0.6353, 0.5325]","[0.6118, 0.6465]","[0.7275, 0.5349]","[0.7641, 0.4271]","[0.7344, 0.5222]","[0.7045, 0.6011]"
"[0.5879, 0.9615]","[0.3883, 0.8823]","[0.1983, 0.7617]","[0.0076, 0.6858]","[-0.1474, 0.6627]","[0.3481, 0.4433]","[0.3312, 0.1964]","[0.326, 0.055]","[0.3272, -0.0691]","[0.4824, 0.4461]","[0.5126, 0.3303]","[0.5312, 0.509]","[0.5375, 0.6386]","[0.612, 0.4818]","[0.6462, 0.3761]","[0.6378, 0.5334]","[0.6148, 0.6479]","[0.7271, 0.5365]","[0.767, 0.4274]","[0.7368, 0.5226]","[0.7058, 0.6014]"
"[0.5841, 0.9665]","[0.3841, 0.8787]","[0.1981, 0.764]","[0.0099, 0.6876]","[-0.144, 0.6573]","[0.3434, 0.4454]","[0.3287, 0.2037]","[0.3239, 0.0658]","[0.3261, -0.0591]","[0.4806, 0.4493]","[0.5117, 0.3312]","[0.5235, 0.5102]","[0.5259, 0.6442]","[0.6105, 0.4876]","[0.6434, 0.3812]","[0.6316, 0.5435]","[0.6086, 0.6645]","[0.7242, 0.5451]","[0.7635, 0.4294]","[0.7356, 0.5304]","[0.7089, 0.6176]"
"[0.5863, 0.9649]","[0.3875, 0.8795]","[0.2047, 0.7673]","[0.0175, 0.6906]","[-0.1321, 0.6605]","[0.3465, 0.4429]","[0.3265, 0.199]","[0.3199, 0.0626]","[0.3191, -0.0592]","[0.4816, 0.4471]","[0.512, 0.3313]","[0.526, 0.5103]","[0.525, 0.6398]","[0.6125, 0.4869]","[0.6451, 0.3775]","[0.6337, 0.5387]","[0.605, 0.6558]","[0.7249, 0.5482]","[0.7668, 0.432]","[0.7363, 0.5316]","[0.7036, 0.6148]"
"[0.5845, 0.9728]","[0.3804, 0.8753]","[0.1946, 0.7582]","[-0.0006, 0.6805]","[-0.1574, 0.6562]","[0.3493, 0.4448]","[0.3277, 0.1992]","[0.3224, 0.0611]","[0.3248, -0.0646]","[0.4838, 0.4488]","[0.5094, 0.3363]","[0.5195, 0.5155]","[0.522, 0.6455]","[0.6138, 0.4892]","[0.641, 0.3823]","[0.6268, 0.5472]","[0.6024, 0.666]","[0.7237, 0.5502]","[0.7623, 0.4327]","[0.7299, 0.5353]","[0.7024, 0.6195]"
"[0.5839, 0.9633]","[0.3826, 0.8793]","[0.1941, 0.7635]","[0.0009, 0.6876]","[-0.1564, 0.6651]","[0.343, 0.441]","[0.3229, 0.1943]","[0.3189, 0.0564]","[0.3203, -0.0674]","[0.4782, 0.4439]","[0.5043, 0.3326]","[0.517, 0.5119]","[0.5175, 0.6416]","[0.6093, 0.4821]","[0.6365, 0.3819]","[0.625, 0.5447]","[0.5993, 0.6587]","[0.7225, 0.5402]","[0.7596, 0.4288]","[0.7288, 0.5322]","[0.6996, 0.6135]"
"[0.5829, 0.9682]","[0.3794, 0.8778]","[0.1897, 0.7619]","[-0.0074, 0.6874]","[-0.168, 0.6663]","[0.3423, 0.4422]","[0.3222, 0.1971]","[0.3157, 0.0605]","[0.3164, -0.0632]","[0.4778, 0.4447]","[0.5057, 0.3335]","[0.5186, 0.5144]","[0.5234, 0.6457]","[0.6079, 0.4831]","[0.6364, 0.3836]","[0.625, 0.5501]","[0.6029, 0.667]","[0.7185, 0.5417]","[0.7576, 0.4331]","[0.7262, 0.5397]","[0.6996, 0.6229]"
"[0.5851, 0.9634]","[0.3821, 0.8791]","[0.1907, 0.7635]","[-0.0019, 0.6904]","[-0.1597, 0.6689]","[0.3402, 0.4417]","[0.3224, 0.199]","[0.3187, 0.0659]","[0.3202, -0.0532]","[0.478, 0.4434]","[0.5092, 0.3354]","[0.5225, 0.5143]","[0.5247, 0.6473]","[0.6095, 0.4799]","[0.6401, 0.3834]","[0.6295, 0.5464]","[0.6054, 0.6638]","[0.723, 0.537]","[0.7641, 0.4304]","[0.733, 0.5329]","[0.7023, 0.6159]"
"[0.5908, 0.9636]","[0.3883, 0.8877]","[0.198, 0.768]","[0.0131, 0.6895]","[-0.1377, 0.663]","[0.3419, 0.4455]","[0.3215, 0.1985]","[0.317, 0.0611]","[0.3189, -0.0593]","[0.4785, 0.4477]","[0.512, 0.3311]","[0.5296, 0.5085]","[0.5329, 0.6432]","[0.6089, 0.4824]","[0.6433, 0.3805]","[0.6355, 0.5436]","[0.6111, 0.663]","[0.7242, 0.537]","[0.7656, 0.4268]","[0.739, 0.53]","[0.7091, 0.6156]"
"[0.5869, 0.9691]","[0.3857, 0.8764]","[0.1979, 0.7638]","[0.0063, 0.6858]","[-0.1479, 0.663]","[0.3442, 0.4476]","[0.323, 0.2038]","[0.3165, 0.0686]","[0.3165, -0.0524]","[0.4796, 0.449]","[0.509, 0.3332]","[0.5226, 0.5092]","[0.5257, 0.6437]","[0.6095, 0.4848]","[0.6418, 0.3807]","[0.6301, 0.5391]","[0.6058, 0.6601]","[0.721, 0.5396]","[0.7608, 0.4273]","[0.7316, 0.5244]","[0.704, 0.6086]"
"[0.587, 0.9623]","[0.3895, 0.8808]","[0.1973, 0.7621]","[0.0061, 0.6878]","[-0.1481, 0.6642]","[0.3412, 0.4458]","[0.3226, 0.2024]","[0.3175, 0.067]","[0.3177, -0.0525]","[0.4788, 0.4474]","[0.5092, 0.3336]","[0.5239, 0.5114]","[0.5266, 0.6439]","[0.6095, 0.4814]","[0.6429, 0.3825]","[0.6317, 0.5431]","[0.6068, 0.6609]","[0.7247, 0.5331]","[0.7617, 0.4251]","[0.7342, 0.5261]","[0.7059, 0.6097]"
"[0.5877, 0.9624]","[0.3908, 0.8771]","[0.201, 0.7642]","[0.0086, 0.6888]","[-0.1471, 0.6613]","[0.3417, 0.445]","[0.3234, 0.2022]","[0.3169, 0.0643]","[0.3176, -0.0592]","[0.4791, 0.446]","[0.5108, 0.3322]","[0.5264, 0.5095]","[0.5299, 0.6418]","[0.6095, 0.4798]","[0.6432, 0.3821]","[0.6334, 0.5433]","[0.6086, 0.6609]","[0.7217, 0.5311]","[0.7633, 0.4272]","[0.7356, 0.5305]","[0.7067, 0.6134]"
"[0.5862, 0.9634]","[0.3858, 0.8778]","[0.1982, 0.7638]","[0.0035, 0.687]","[-0.1531, 0.6622]","[0.343, 0.443]","[0.3227, 0.198]","[0.316, 0.0578]","[0.3168, -0.0687]","[0.4775, 0.4439]","[0.5066, 0.3347]","[0.5226, 0.5123]","[0.5268, 0.6421]","[0.608, 0.4793]","[0.6381, 0.3802]","[0.6285, 0.5433]","[0.6042, 0.6603]","[0.721, 0.535]","[0.7585, 0.4279]","[0.729, 0.5322]","[0.7009, 0.6149]"
"[0.5827, 0.9574]","[0.3858, 0.8786]","[0.1996, 0.7648]","[0.0115, 0.689]","[-0.1424, 0.662]","[0.3407, 0.4442]","[0.3237, 0.1981]","[0.3187, 0.0575]","[0.3211, -0.0693]","[0.4773, 0.4448]","[0.5103, 0.3354]","[0.5254, 0.5151]","[0.5285, 0.6481]","[0.6074, 0.4781]","[0.6422, 0.3831]","[0.6303, 0.5451]","[0.605, 0.6623]","[0.7214, 0.5292]","[0.7621, 0.4248]","[0.733, 0.5287]","[0.7028, 0.6117]"
"[0.5905, 0.9669]","[0.3857, 0.8767]","[0.1969, 0.761]","[0.002, 0.6822]","[-0.1577, 0.6607]","[0.3443, 0.4481]","[0.3272, 0.2035]","[0.3229, 0.0663]","[0.323, -0.0584]","[0.4759, 0.448]","[0.5014, 0.3335]","[0.5197, 0.5182]","[0.5285, 0.6536]","[0.6048, 0.4833]","[0.635, 0.3793]","[0.6259, 0.5478]","[0.604, 0.6691]","[0.7167, 0.5396]","[0.7552, 0.4278]","[0.7248, 0.5326]","[0.6958, 0.6186]"
"[0.5907, 0.9671]","[0.3869, 0.8806]","[0.1962, 0.765]","[-0.0, 0.6885]","[-0.1578, 0.6667]","[0.3409, 0.4475]","[0.3257, 0.2052]","[0.3224, 0.0682]","[0.3225, -0.056]","[0.475, 0.4474]","[0.5017, 0.3356]","[0.5198, 0.5195]","[0.5265, 0.6533]","[0.6058, 0.4828]","[0.6354, 0.3838]","[0.6273, 0.5486]","[0.6032, 0.6663]","[0.7197, 0.5394]","[0.7547, 0.4288]","[0.7252, 0.5329]","[0.6956, 0.6168]"
"[0.5888, 0.9678]","[0.3883, 0.8847]","[0.2001, 0.7688]","[0.0058, 0.6919]","[-0.1505, 0.6665]","[0.3385, 0.449]","[0.3246, 0.2034]","[0.3225, 0.0643]","[0.3239, -0.0609]","[0.473, 0.4501]","[0.5015, 0.3349]","[0.519, 0.5192]","[0.5233, 0.653]","[0.6037, 0.4858]","[0.6352, 0.3822]","[0.6258, 0.5461]","[0.6001, 0.6646]","[0.7176, 0.5418]","[0.755, 0.4285]","[0.7252, 0.5314]","[0.6933, 0.6171]"
"[0.5868, 0.9667]","[0.3868, 0.8856]","[0.2005, 0.7682]","[0.0102, 0.6913]","[-0.1448, 0.666]","[0.3411, 0.4471]","[0.3248, 0.2055]","[0.3222, 0.0674]","[0.3234, -0.0568]","[0.4752, 0.4491]","[0.503, 0.3367]","[0.5184, 0.5214]","[0.5219, 0.6552]","[0.6049, 0.4851]","[0.6359, 0.3813]","[0.6247, 0.5468]","[0.5998, 0.6661]","[0.7199, 0.5415]","[0.7556, 0.4272]","[0.7261, 0.5298]","[0.6959, 0.6154]"
"[0.5882, 0.9669]","[0.388, 0.8834]","[0.2035, 0.768]","[0.0105, 0.69]","[-0.1458, 0.6643]","[0.3443, 0.4469]","[0.3288, 0.2036]","[0.3258, 0.0634]","[0.327, -0.0623]","[0.4773, 0.4477]","[0.503, 0.3398]","[0.5193, 0.5227]","[0.5234, 0.6536]","[0.6071, 0.4825]","[0.6361, 0.3819]","[0.6255, 0.5472]","[0.6007, 0.6651]","[0.7199, 0.5382]","[0.7551, 0.4277]","[0.7255, 0.5306]","[0.6971, 0.6138]"
"[0.5921, 0.9708]","[0.3921, 0.8838]","[0.2052, 0.768]","[0.0149, 0.6894]","[-0.1403, 0.6685]","[0.3447, 0.4569]","[0.3238, 0.2116]","[0.3196, 0.0728]","[0.3212, -0.053]","[0.4769, 0.4534]","[0.5029, 0.3427]","[0.52, 0.5258]","[0.5269, 0.6594]","[0.607, 0.486]","[0.6354, 0.3833]","[0.6252, 0.5485]","[0.6032, 0.6676]","[0.7197, 0.5414]","[0.7585, 0.4308]","[0.7273, 0.5321]","[0.6985, 0.6147]"
"[0.5916, 0.9699]","[0.3948, 0.8853]","[0.2059, 0.7683]","[0.0159, 0.691]","[-0.1378, 0.665]","[0.3463, 0.4555]","[0.328, 0.2149]","[0.3225, 0.078]","[0.3219, -0.0453]","[0.4812, 0.4542]","[0.5032, 0.3441]","[0.5184, 0.5263]","[0.5247, 0.6605]","[0.6106, 0.4872]","[0.6368, 0.387]","[0.6265, 0.5503]","[0.6053, 0.6691]","[0.7243, 0.5395]","[0.7583, 0.4283]","[0.7309, 0.5292]","[0.7061, 0.6121]"
"[0.5937, 0.9715]","[0.3972, 0.8901]","[0.2081, 0.771]","[0.0203, 0.6927]","[-0.1331, 0.6643]","[0.3456, 0.4561]","[0.3281, 0.2148]","[0.3215, 0.0781]","[0.3195, -0.044]","[0.4799, 0.456]","[0.5042, 0.341]","[0.5206, 0.5227]","[0.5269, 0.6561]","[0.6089, 0.4895]","[0.6371, 0.3847]","[0.6291, 0.5467]","[0.6096, 0.6647]","[0.7235, 0.5424]","[0.7583, 0.4305]","[0.7323, 0.5311]","[0.7086, 0.6136]"
"[0.5975, 0.9715]","[0.4009, 0.8912]","[0.2094, 0.7715]","[0.0194, 0.6929]","[-0.133, 0.6644]","[0.3481, 0.456]","[0.3306, 0.2146]","[0.3239, 0.0772]","[0.3219, -0.0456]","[0.4828, 0.4544]","[0.5082, 0.3433]","[0.5267, 0.5256]","[0.5323, 0.6559]","[0.6123, 0.4866]","[0.6416, 0.3844]","[0.6336, 0.5468]","[0.6116, 0.6631]","[0.7269, 0.5392]","[0.7612, 0.4293]","[0.734, 0.5306]","[0.7075, 0.6117]"
"[0.5999, 0.9715]","[0.4021, 0.888]","[0.2125, 0.7733]","[0.0241, 0.6936]","[-0.1277, 0.6632]","[0.3492, 0.4594]","[0.3322, 0.2171]","[0.3268, 0.0796]","[0.3256, -0.0436]","[0.484, 0.4569]","[0.5078, 0.3468]","[0.5257, 0.5282]","[0.5321, 0.6595]","[0.6135, 0.4883]","[0.6414, 0.387]","[0.6333, 0.5479]","[0.6125, 0.6642]","[0.7272, 0.5393]","[0.7606, 0.4295]","[0.7332, 0.5298]","[0.7085, 0.611]"
"[0.5958, 0.9711]","[0.3989, 0.8845]","[0.2111, 0.7728]","[0.0235, 0.6949]","[-0.1291, 0.6629]","[0.3494, 0.4567]","[0.3326, 0.2169]","[0.3271, 0.0808]","[0.3271, -0.0425]","[0.4851, 0.4562]","[0.5111, 0.3453]","[0.5271, 0.526]","[0.5326, 0.6573]","[0.6148, 0.489]","[0.6425, 0.3889]","[0.6346, 0.5509]","[0.6144, 0.6675]","[0.728, 0.5405]","[0.7615, 0.4309]","[0.7348, 0.5331]","[0.7112, 0.6149]"
"[0.5964, 0.9691]","[0.4004, 0.888]","[0.2071, 0.7701]","[0.016, 0.6938]","[-0.1384, 0.6674]","[0.3483, 0.4525]","[0.3307, 0.2089]","[0.3257, 0.0705]","[0.3264, -0.0525]","[0.4833, 0.4539]","[0.5123, 0.3436]","[0.5298, 0.5248]","[0.5345, 0.6573]","[0.6126, 0.4878]","[0.6445, 0.387]","[0.638, 0.5488]","[0.6166, 0.6671]","[0.7267, 0.5404]","[0.7638, 0.4324]","[0.7382, 0.5335]","[0.7123, 0.6159]"
"[0.5928, 0.9718]","[0.3922, 0.8785]","[0.206, 0.7714]","[0.0159, 0.6934]","[-0.1333, 0.6632]","[0.3493, 0.456]","[0.3313, 0.2083]","[0.3266, 0.0696]","[0.3298, -0.0575]","[0.4834, 0.4572]","[0.5131, 0.3442]","[0.5243, 0.5312]","[0.5276, 0.6688]","[0.6134, 0.4945]","[0.6474, 0.3906]","[0.631, 0.5594]","[0.603, 0.6834]","[0.7236, 0.5521]","[0.7685, 0.4344]","[0.7348, 0.5363]","[0.702, 0.6223]"
"[0.5967, 0.9738]","[0.3965, 0.8849]","[0.2088, 0.7715]","[0.0213, 0.6915]","[-0.1283, 0.665]","[0.351, 0.456]","[0.3333, 0.2027]","[0.3289, 0.0607]","[0.3319, -0.0675]","[0.4851, 0.4579]","[0.5176, 0.3442]","[0.5284, 0.5318]","[0.5293, 0.6711]","[0.6143, 0.4941]","[0.6497, 0.392]","[0.6345, 0.561]","[0.6066, 0.6857]","[0.7254, 0.5502]","[0.7706, 0.4333]","[0.7389, 0.5359]","[0.7065, 0.6232]"
"[0.5923, 0.9723]","[0.3903, 0.881]","[0.2029, 0.7689]","[0.0161, 0.6897]","[-0.1335, 0.6617]","[0.3515, 0.4551]","[0.3342, 0.2045]","[0.3298, 0.0648]","[0.332, -0.0616]","[0.4872, 0.458]","[0.5142, 0.3455]","[0.5272, 0.5287]","[0.5309, 0.665]","[0.617, 0.496]","[0.6481, 0.3882]","[0.6344, 0.5534]","[0.6088, 0.6774]","[0.7285, 0.5546]","[0.7696, 0.4342]","[0.7397, 0.5354]","[0.7103, 0.6234]"
"[0.5926, 0.9691]","[0.3921, 0.8814]","[0.2054, 0.7683]","[0.0214, 0.6891]","[-0.1277, 0.6641]","[0.3506, 0.4513]","[0.3338, 0.2013]","[0.3307, 0.0604]","[0.3344, -0.0683]","[0.486, 0.4539]","[0.5129, 0.346]","[0.5262, 0.5327]","[0.5306, 0.6693]","[0.6164, 0.4904]","[0.6456, 0.3875]","[0.6337, 0.5573]","[0.6103, 0.6799]","[0.7292, 0.547]","[0.7677, 0.431]","[0.7384, 0.5375]","[0.7116, 0.624]"
