"[0.6341, 0.8859]","[0.441, 0.8582]","[0.2632, 0.7503]","[0.1147, 0.6849]","[-0.0107, 0.6619]","[0.3916, 0.4449]","[0.378, 0.229]","[0.3823, 0.0913]","[0.3907, -0.0199]","[0.5092, 0.4464]","[0.5129, 0.2962]","[0.521, 0.4383]","[0.5273, 0.561]","[0.6289, 0.481]","[0.6286, 0.3958]","[0.6237, 0.5389]","[0.6134, 0.6354]","[0.744, 0.5381]","[0.7326, 0.4568]","[0.7111, 0.5579]","[0.6966, 0.6317]"
"[0.6243, 0.9285]","[0.4355, 0.8627]","[0.2492, 0.7503]","[0.071, 0.6797]","[-0.0725, 0.6569]","[0.3772, 0.45]","[0.3571, 0.2244]","[0.3477, 0.0915]","[0.3416, -0.0196]","[0.4998, 0.4588]","[0.5022, 0.3146]","[0.5111, 0.4731]","[0.5179, 0.6021]","[0.6176, 0.4991]","[0.6285, 0.4294]","[0.6204, 0.5856]","[0.605, 0.6925]","[0.7281, 0.5537]","[0.7324, 0.4742]","[0.7113, 0.5753]","[0.6917, 0.6514]"
"[0.6238, 0.9276]","[0.4345, 0.862]","[0.2489, 0.7508]","[0.0699, 0.6815]","[-0.074, 0.6625]","[0.3786, 0.4508]","[0.3576, 0.227]","[0.3481, 0.0939]","[0.3431, -0.0181]","[0.5006, 0.4579]","[0.5025, 0.3135]","[0.5087, 0.4678]","[0.5145, 0.5955]","[0.6179, 0.4967]","[0.6284, 0.4316]","[0.6185, 0.5865]","[0.6022, 0.6939]","[0.7285, 0.5494]","[0.73, 0.4766]","[0.7095, 0.5772]","[0.6903, 0.6525]"
"[0.629, 0.929]","[0.4373, 0.8635]","[0.2514, 0.7509]","[0.0737, 0.6798]","[-0.0692, 0.6585]","[0.3819, 0.4517]","[0.3639, 0.2257]","[0.3581, 0.0905]","[0.3559, -0.0233]","[0.5045, 0.4581]","[0.5072, 0.3127]","[0.5139, 0.4663]","[0.5192, 0.5948]","[0.6224, 0.4952]","[0.631, 0.4286]","[0.6207, 0.5845]","[0.6034, 0.6932]","[0.7335, 0.5475]","[0.7326, 0.4785]","[0.7092, 0.5832]","[0.6874, 0.6611]"
"[0.6324, 0.9269]","[0.4421, 0.8613]","[0.2587, 0.7523]","[0.0815, 0.6807]","[-0.0611, 0.6584]","[0.3834, 0.4538]","[0.365, 0.2265]","[0.3579, 0.0913]","[0.3547, -0.0233]","[0.5056, 0.4591]","[0.5084, 0.3145]","[0.5146, 0.463]","[0.52, 0.585]","[0.6231, 0.4959]","[0.6348, 0.4292]","[0.6248, 0.5833]","[0.6082, 0.6885]","[0.7342, 0.5485]","[0.7354, 0.4828]","[0.7127, 0.5885]","[0.6925, 0.6646]"
"[0.6331, 0.9306]","[0.4437, 0.8651]","[0.2578, 0.752]","[0.0804, 0.6808]","[-0.0622, 0.6606]","[0.3841, 0.4561]","[0.3655, 0.2272]","[0.3575, 0.0906]","[0.3536, -0.0241]","[0.5055, 0.4615]","[0.5103, 0.315]","[0.5169, 0.4647]","[0.521, 0.5872]","[0.623, 0.4979]","[0.6356, 0.4272]","[0.6244, 0.5806]","[0.605, 0.6861]","[0.7342, 0.55]","[0.7373, 0.4798]","[0.7138, 0.5826]","[0.6904, 0.6585]"
"[0.6291, 0.9299]","[0.4427, 0.8663]","[0.2591, 0.7532]","[0.0832, 0.68]","[-0.0607, 0.6593]","[0.3838, 0.4542]","[0.363, 0.2254]","[0.3516, 0.0883]","[0.3446, -0.0271]","[0.5063, 0.4585]","[0.5108, 0.3117]","[0.516, 0.466]","[0.5194, 0.5917]","[0.6246, 0.4957]","[0.6377, 0.4275]","[0.6247, 0.5836]","[0.6039, 0.6906]","[0.7358, 0.5491]","[0.7394, 0.4798]","[0.7163, 0.5847]","[0.6922, 0.6617]"
"[0.6315, 0.9297]","[0.4446, 0.8668]","[0.2615, 0.7549]","[0.0848, 0.6803]","[-0.0592, 0.6585]","[0.3825, 0.4556]","[0.3636, 0.2219]","[0.3539, 0.0825]","[0.3492, -0.0368]","[0.5044, 0.4613]","[0.5095, 0.3146]","[0.5182, 0.4717]","[0.5253, 0.6]","[0.6217, 0.4985]","[0.6361, 0.4302]","[0.6264, 0.5857]","[0.6083, 0.693]","[0.7319, 0.5505]","[0.7399, 0.4759]","[0.7193, 0.5779]","[0.6963, 0.655]"
"[0.6309, 0.9267]","[0.4435, 0.863]","[0.2596, 0.7559]","[0.0828, 0.6802]","[-0.0589, 0.6582]","[0.382, 0.4564]","[0.3616, 0.223]","[0.3507, 0.0833]","[0.3441, -0.0356]","[0.5044, 0.4621]","[0.5085, 0.3131]","[0.5159, 0.47]","[0.5221, 0.5989]","[0.6208, 0.4987]","[0.6348, 0.4284]","[0.6229, 0.5839]","[0.604, 0.6909]","[0.7304, 0.5488]","[0.737, 0.4772]","[0.7151, 0.5813]","[0.6923, 0.6579]"
"[0.6296, 0.9257]","[0.4418, 0.8638]","[0.2574, 0.7555]","[0.0806, 0.6822]","[-0.0626, 0.6621]","[0.3814, 0.4571]","[0.3622, 0.2257]","[0.3531, 0.0866]","[0.3479, -0.0314]","[0.5033, 0.4619]","[0.5058, 0.3146]","[0.5164, 0.4728]","[0.5241, 0.6038]","[0.6204, 0.4986]","[0.6323, 0.4321]","[0.6247, 0.5875]","[0.6079, 0.6959]","[0.7305, 0.5493]","[0.7365, 0.4764]","[0.7166, 0.5772]","[0.6931, 0.6535]"
"[0.6268, 0.9282]","[0.4388, 0.8645]","[0.2545, 0.755]","[0.0763, 0.6831]","[-0.0668, 0.6638]","[0.3792, 0.4571]","[0.3636, 0.2247]","[0.3573, 0.0857]","[0.3555, -0.0336]","[0.502, 0.4632]","[0.5054, 0.3129]","[0.512, 0.4711]","[0.5188, 0.6005]","[0.62, 0.5013]","[0.6319, 0.4309]","[0.6211, 0.5897]","[0.6037, 0.6993]","[0.7307, 0.5538]","[0.7358, 0.4762]","[0.7139, 0.5806]","[0.6909, 0.6591]"
"[0.6247, 0.9436]","[0.4382, 0.8682]","[0.2554, 0.758]","[0.0763, 0.6849]","[-0.0626, 0.6662]","[0.3765, 0.4615]","[0.3582, 0.2327]","[0.3489, 0.0961]","[0.3449, -0.0232]","[0.5007, 0.4651]","[0.5046, 0.3166]","[0.507, 0.4768]","[0.5127, 0.6031]","[0.6195, 0.5024]","[0.6319, 0.4294]","[0.6158, 0.5901]","[0.5971, 0.6976]","[0.728, 0.5564]","[0.7343, 0.4842]","[0.7072, 0.5916]","[0.6868, 0.6651]"
"[0.6207, 0.938]","[0.4353, 0.87]","[0.2535, 0.7584]","[0.0807, 0.6842]","[-0.0597, 0.6644]","[0.3794, 0.4599]","[0.3624, 0.2339]","[0.3548, 0.0953]","[0.354, -0.025]","[0.5026, 0.4649]","[0.5038, 0.3167]","[0.5027, 0.4727]","[0.5085, 0.5991]","[0.6209, 0.5022]","[0.6303, 0.432]","[0.6103, 0.5882]","[0.5917, 0.6949]","[0.7329, 0.5548]","[0.731, 0.4815]","[0.7038, 0.5877]","[0.6843, 0.6645]"
"[0.6258, 0.9412]","[0.4386, 0.8741]","[0.2515, 0.7572]","[0.071, 0.6849]","[-0.0742, 0.6682]","[0.3784, 0.4611]","[0.363, 0.2355]","[0.3548, 0.0975]","[0.3521, -0.021]","[0.501, 0.4636]","[0.5021, 0.3171]","[0.506, 0.475]","[0.5136, 0.6034]","[0.6192, 0.4976]","[0.6266, 0.4336]","[0.6121, 0.5915]","[0.5954, 0.6988]","[0.731, 0.5474]","[0.7263, 0.4846]","[0.7017, 0.5923]","[0.6837, 0.6681]"
"[0.6239, 0.939]","[0.4358, 0.8721]","[0.2521, 0.7584]","[0.0785, 0.6853]","[-0.063, 0.666]","[0.3797, 0.4558]","[0.3642, 0.2299]","[0.357, 0.0894]","[0.3545, -0.0301]","[0.5013, 0.4602]","[0.501, 0.3178]","[0.5006, 0.4707]","[0.505, 0.5979]","[0.6195, 0.4951]","[0.6238, 0.4305]","[0.6052, 0.584]","[0.5878, 0.6912]","[0.7333, 0.5454]","[0.7241, 0.4806]","[0.697, 0.5853]","[0.679, 0.6618]"
"[0.6274, 0.9382]","[0.4401, 0.8717]","[0.2533, 0.7569]","[0.0776, 0.6843]","[-0.0638, 0.6647]","[0.3774, 0.4578]","[0.3596, 0.233]","[0.3496, 0.0972]","[0.3447, -0.0184]","[0.4995, 0.4598]","[0.5037, 0.3171]","[0.5069, 0.4705]","[0.5112, 0.5971]","[0.6171, 0.4935]","[0.6279, 0.4315]","[0.6125, 0.5828]","[0.5935, 0.6874]","[0.7286, 0.5438]","[0.7282, 0.4838]","[0.7033, 0.5864]","[0.6822, 0.66]"
"[0.6271, 0.9351]","[0.4382, 0.8654]","[0.2523, 0.7552]","[0.0735, 0.6865]","[-0.0686, 0.667]","[0.3759, 0.4578]","[0.3591, 0.2305]","[0.3509, 0.0927]","[0.3477, -0.026]","[0.4997, 0.4606]","[0.5021, 0.3175]","[0.507, 0.4751]","[0.5127, 0.6036]","[0.6183, 0.4947]","[0.6285, 0.433]","[0.6155, 0.5891]","[0.5972, 0.6962]","[0.7287, 0.5438]","[0.7295, 0.4817]","[0.7063, 0.5885]","[0.6855, 0.6643]"
"[0.6238, 0.9331]","[0.4378, 0.8676]","[0.2507, 0.7558]","[0.0699, 0.6865]","[-0.0732, 0.6682]","[0.3724, 0.4552]","[0.3531, 0.2272]","[0.3435, 0.091]","[0.3398, -0.0251]","[0.4951, 0.4589]","[0.4991, 0.3145]","[0.5065, 0.4714]","[0.5129, 0.5982]","[0.6131, 0.4936]","[0.6249, 0.4307]","[0.6148, 0.5853]","[0.5971, 0.6896]","[0.7242, 0.5444]","[0.7267, 0.4824]","[0.7048, 0.5871]","[0.684, 0.6606]"
"[0.6204, 0.9323]","[0.4334, 0.8669]","[0.2464, 0.7559]","[0.0674, 0.686]","[-0.0737, 0.6659]","[0.3728, 0.4543]","[0.3551, 0.2256]","[0.3477, 0.0871]","[0.3465, -0.0318]","[0.4961, 0.4598]","[0.4993, 0.3117]","[0.5048, 0.472]","[0.5106, 0.5999]","[0.6146, 0.497]","[0.6256, 0.4285]","[0.612, 0.5851]","[0.592, 0.6906]","[0.7264, 0.5496]","[0.7293, 0.4787]","[0.7046, 0.5828]","[0.6801, 0.6572]"
"[0.6177, 0.9335]","[0.43, 0.8677]","[0.2441, 0.7568]","[0.0661, 0.685]","[-0.0756, 0.6649]","[0.3695, 0.4607]","[0.3528, 0.2298]","[0.3436, 0.0908]","[0.3408, -0.0289]","[0.4911, 0.465]","[0.4939, 0.3148]","[0.502, 0.4728]","[0.5107, 0.6018]","[0.609, 0.5005]","[0.6195, 0.4278]","[0.6097, 0.5822]","[0.5931, 0.6878]","[0.7213, 0.5509]","[0.7271, 0.4764]","[0.7042, 0.5771]","[0.681, 0.651]"
"[0.6198, 0.9335]","[0.4337, 0.868]","[0.2479, 0.7566]","[0.072, 0.6845]","[-0.0675, 0.6646]","[0.3712, 0.4588]","[0.3529, 0.2346]","[0.3424, 0.0984]","[0.3387, -0.0188]","[0.4934, 0.4628]","[0.4979, 0.3149]","[0.5044, 0.4741]","[0.5116, 0.6023]","[0.6113, 0.4979]","[0.6232, 0.4283]","[0.6114, 0.5841]","[0.5942, 0.6896]","[0.7236, 0.5486]","[0.7267, 0.4768]","[0.7035, 0.5789]","[0.6815, 0.6529]"
"[0.6193, 0.9311]","[0.4327, 0.8665]","[0.2476, 0.7579]","[0.0709, 0.6862]","[-0.0699, 0.6662]","[0.3701, 0.4551]","[0.3518, 0.2303]","[0.3416, 0.0959]","[0.3378, -0.0205]","[0.4925, 0.4589]","[0.4926, 0.3128]","[0.5003, 0.4746]","[0.5102, 0.6033]","[0.611, 0.4943]","[0.6195, 0.4252]","[0.6081, 0.5811]","[0.5924, 0.6867]","[0.724, 0.5449]","[0.7233, 0.4767]","[0.6997, 0.5811]","[0.6789, 0.6558]"
"[0.6195, 0.9314]","[0.4316, 0.8665]","[0.2452, 0.7554]","[0.0676, 0.685]","[-0.0735, 0.6645]","[0.369, 0.4534]","[0.3525, 0.2302]","[0.3441, 0.0944]","[0.3418, -0.0223]","[0.4928, 0.4581]","[0.4967, 0.3133]","[0.5025, 0.4757]","[0.5095, 0.6064]","[0.6121, 0.4948]","[0.6221, 0.4279]","[0.6101, 0.5855]","[0.5934, 0.692]","[0.7249, 0.5472]","[0.7262, 0.4764]","[0.7018, 0.5814]","[0.6798, 0.6568]"
"[0.6203, 0.9316]","[0.4319, 0.8644]","[0.2497, 0.7585]","[0.0705, 0.6882]","[-0.0709, 0.6686]","[0.3678, 0.4522]","[0.3513, 0.2176]","[0.3476, 0.0753]","[0.3493, -0.048]","[0.4913, 0.4581]","[0.4969, 0.3171]","[0.5038, 0.4783]","[0.5097, 0.6077]","[0.6099, 0.4947]","[0.6234, 0.4338]","[0.6102, 0.593]","[0.5887, 0.7002]","[0.7183, 0.546]","[0.7231, 0.4805]","[0.6989, 0.5885]","[0.6751, 0.6648]"
"[0.6213, 0.9404]","[0.4326, 0.8693]","[0.245, 0.7552]","[0.0613, 0.6864]","[-0.0839, 0.6696]","[0.37, 0.4572]","[0.3531, 0.2255]","[0.347, 0.0862]","[0.3446, -0.0328]","[0.493, 0.4632]","[0.4966, 0.3164]","[0.5054, 0.4737]","[0.5124, 0.6029]","[0.6113, 0.4999]","[0.6252, 0.4322]","[0.6139, 0.5899]","[0.5942, 0.699]","[0.7211, 0.5517]","[0.7286, 0.4775]","[0.706, 0.5811]","[0.6822, 0.6582]"
"[0.6223, 0.9383]","[0.4341, 0.8645]","[0.2478, 0.7565]","[0.0646, 0.6869]","[-0.0825, 0.669]","[0.3679, 0.4586]","[0.3516, 0.2274]","[0.3463, 0.0888]","[0.3447, -0.031]","[0.4913, 0.4652]","[0.499, 0.3172]","[0.5086, 0.4734]","[0.5142, 0.6029]","[0.6098, 0.503]","[0.6275, 0.4322]","[0.6162, 0.5882]","[0.5944, 0.6986]","[0.7179, 0.5555]","[0.7309, 0.4753]","[0.7098, 0.5783]","[0.6853, 0.6576]"
"[0.6248, 0.9379]","[0.4369, 0.8683]","[0.2523, 0.7605]","[0.07, 0.6876]","[-0.076, 0.6695]","[0.3671, 0.4595]","[0.3515, 0.2281]","[0.3482, 0.0881]","[0.3493, -0.0325]","[0.491, 0.4643]","[0.4981, 0.3161]","[0.5069, 0.4716]","[0.5117, 0.6004]","[0.6092, 0.4999]","[0.627, 0.4316]","[0.6147, 0.587]","[0.5918, 0.6963]","[0.7171, 0.5499]","[0.7296, 0.4763]","[0.7078, 0.5796]","[0.6818, 0.6577]"
"[0.6208, 0.9387]","[0.4324, 0.8695]","[0.2475, 0.7583]","[0.067, 0.6871]","[-0.0778, 0.6707]","[0.3693, 0.4591]","[0.3545, 0.2287]","[0.3502, 0.0886]","[0.3508, -0.0318]","[0.4935, 0.4658]","[0.496, 0.3175]","[0.5037, 0.4753]","[0.5108, 0.6045]","[0.6127, 0.5028]","[0.6235, 0.4318]","[0.6106, 0.5884]","[0.59, 0.6973]","[0.7233, 0.5542]","[0.7297, 0.4741]","[0.7065, 0.5762]","[0.6811, 0.654]"
"[0.6228, 0.9375]","[0.4337, 0.8676]","[0.2494, 0.7595]","[0.0693, 0.6874]","[-0.0746, 0.6681]","[0.3693, 0.4605]","[0.3542, 0.2288]","[0.3494, 0.0887]","[0.3495, -0.0338]","[0.4927, 0.4658]","[0.4973, 0.3158]","[0.5046, 0.4737]","[0.511, 0.6025]","[0.6109, 0.5026]","[0.6251, 0.4323]","[0.6122, 0.5891]","[0.5913, 0.6977]","[0.7193, 0.5538]","[0.7283, 0.477]","[0.7054, 0.5801]","[0.6807, 0.6568]"
"[0.6199, 0.9354]","[0.4355, 0.8697]","[0.2506, 0.7601]","[0.0727, 0.6887]","[-0.069, 0.6697]","[0.367, 0.4566]","[0.3521, 0.2258]","[0.3461, 0.087]","[0.347, -0.0336]","[0.4913, 0.4615]","[0.4965, 0.3158]","[0.5014, 0.4747]","[0.508, 0.5991]","[0.6101, 0.4981]","[0.6237, 0.4276]","[0.6095, 0.5811]","[0.5902, 0.6827]","[0.7207, 0.5499]","[0.7281, 0.477]","[0.7036, 0.5787]","[0.6804, 0.6498]"
"[0.6195, 0.935]","[0.4347, 0.8689]","[0.2508, 0.7595]","[0.0751, 0.6873]","[-0.0655, 0.6679]","[0.3659, 0.4576]","[0.3512, 0.2229]","[0.3456, 0.0817]","[0.3458, -0.0421]","[0.4907, 0.4631]","[0.4952, 0.3156]","[0.5006, 0.4751]","[0.5078, 0.602]","[0.6101, 0.5003]","[0.6223, 0.4293]","[0.6088, 0.5866]","[0.5901, 0.6915]","[0.7206, 0.5527]","[0.728, 0.475]","[0.7038, 0.5798]","[0.6804, 0.6545]"
"[0.625, 0.9377]","[0.4393, 0.8687]","[0.2539, 0.758]","[0.0744, 0.6861]","[-0.066, 0.668]","[0.3697, 0.4632]","[0.3526, 0.2288]","[0.3436, 0.0889]","[0.3399, -0.0317]","[0.4927, 0.4674]","[0.4967, 0.3159]","[0.5063, 0.4755]","[0.5148, 0.6032]","[0.6112, 0.5033]","[0.6263, 0.4296]","[0.6157, 0.5869]","[0.5963, 0.6914]","[0.7205, 0.5543]","[0.7322, 0.4755]","[0.7094, 0.5782]","[0.6848, 0.6515]"
"[0.6276, 0.9391]","[0.4379, 0.8698]","[0.2519, 0.7576]","[0.0704, 0.6877]","[-0.0724, 0.6729]","[0.3683, 0.4603]","[0.3503, 0.2251]","[0.3423, 0.0855]","[0.3382, -0.0355]","[0.492, 0.4657]","[0.4978, 0.3187]","[0.5076, 0.4787]","[0.5148, 0.606]","[0.611, 0.5014]","[0.6235, 0.4293]","[0.6122, 0.5867]","[0.5927, 0.6926]","[0.72, 0.5526]","[0.7283, 0.4733]","[0.7053, 0.5757]","[0.683, 0.651]"
"[0.6274, 0.9436]","[0.4413, 0.8784]","[0.2517, 0.7604]","[0.0709, 0.6856]","[-0.0719, 0.6649]","[0.3674, 0.4645]","[0.3498, 0.2341]","[0.342, 0.0955]","[0.338, -0.0234]","[0.4906, 0.4698]","[0.4941, 0.3185]","[0.5046, 0.4769]","[0.5127, 0.6036]","[0.6099, 0.5052]","[0.6226, 0.4293]","[0.6131, 0.5867]","[0.5958, 0.6911]","[0.7223, 0.5559]","[0.7284, 0.4738]","[0.7076, 0.577]","[0.6867, 0.6514]"
"[0.6246, 0.9423]","[0.4395, 0.8759]","[0.2521, 0.76]","[0.0736, 0.6862]","[-0.0684, 0.6693]","[0.3641, 0.4611]","[0.3475, 0.2342]","[0.3404, 0.0987]","[0.339, -0.019]","[0.4877, 0.4659]","[0.4914, 0.3157]","[0.5002, 0.4722]","[0.509, 0.5972]","[0.6081, 0.5013]","[0.6193, 0.4251]","[0.6068, 0.5794]","[0.589, 0.6835]","[0.7227, 0.5528]","[0.7242, 0.4749]","[0.701, 0.5767]","[0.6803, 0.6507]"
"[0.6235, 0.9335]","[0.4336, 0.8661]","[0.2428, 0.7548]","[0.0634, 0.6855]","[-0.0757, 0.6705]","[0.3695, 0.4575]","[0.3539, 0.2276]","[0.3466, 0.0906]","[0.3438, -0.0272]","[0.4938, 0.4629]","[0.4995, 0.3191]","[0.5059, 0.4773]","[0.5112, 0.6014]","[0.6125, 0.4992]","[0.6283, 0.433]","[0.6142, 0.5886]","[0.5935, 0.6905]","[0.7228, 0.5513]","[0.7294, 0.4793]","[0.7056, 0.5824]","[0.6831, 0.6542]"
"[0.6201, 0.934]","[0.4348, 0.8665]","[0.2451, 0.7554]","[0.0669, 0.6858]","[-0.0715, 0.6719]","[0.371, 0.4633]","[0.3531, 0.2357]","[0.344, 0.1002]","[0.3399, -0.0148]","[0.4952, 0.465]","[0.5015, 0.3197]","[0.5045, 0.4765]","[0.5059, 0.6033]","[0.6127, 0.4994]","[0.6286, 0.4322]","[0.613, 0.587]","[0.5905, 0.6917]","[0.7208, 0.5498]","[0.7301, 0.4833]","[0.7052, 0.5852]","[0.6797, 0.6567]"
"[0.6282, 0.9354]","[0.4406, 0.8682]","[0.2514, 0.7575]","[0.0733, 0.6876]","[-0.0643, 0.6722]","[0.3806, 0.467]","[0.365, 0.2445]","[0.3587, 0.11]","[0.3572, -0.0032]","[0.5027, 0.4703]","[0.5063, 0.323]","[0.5083, 0.4743]","[0.5099, 0.5991]","[0.6194, 0.505]","[0.6324, 0.4355]","[0.6159, 0.5868]","[0.5935, 0.6921]","[0.7288, 0.5555]","[0.7336, 0.4874]","[0.7083, 0.5861]","[0.6833, 0.6584]"
"[0.6362, 0.9288]","[0.4462, 0.8693]","[0.2601, 0.7633]","[0.0889, 0.6908]","[-0.0448, 0.6723]","[0.3852, 0.4631]","[0.3694, 0.2385]","[0.3647, 0.1035]","[0.3641, -0.0093]","[0.509, 0.4659]","[0.5123, 0.3276]","[0.5183, 0.4815]","[0.5213, 0.6062]","[0.6265, 0.4991]","[0.6369, 0.4374]","[0.6236, 0.5902]","[0.6023, 0.6939]","[0.7362, 0.5481]","[0.7361, 0.4937]","[0.7102, 0.5975]","[0.6853, 0.6698]"
"[0.6308, 0.9309]","[0.4452, 0.8741]","[0.2569, 0.7629]","[0.0833, 0.6905]","[-0.0524, 0.676]","[0.377, 0.4617]","[0.3606, 0.2276]","[0.3553, 0.0869]","[0.355, -0.0319]","[0.5011, 0.466]","[0.5072, 0.3239]","[0.5184, 0.4837]","[0.5255, 0.6141]","[0.6201, 0.5019]","[0.6346, 0.4389]","[0.6268, 0.5954]","[0.6079, 0.7026]","[0.7317, 0.554]","[0.7364, 0.4879]","[0.7154, 0.5928]","[0.6908, 0.6694]"
"[0.6254, 0.9338]","[0.4389, 0.8744]","[0.2493, 0.7611]","[0.073, 0.6887]","[-0.0627, 0.6719]","[0.3698, 0.4603]","[0.3502, 0.2253]","[0.3423, 0.0837]","[0.3377, -0.0362]","[0.4925, 0.4656]","[0.4997, 0.3211]","[0.5114, 0.4781]","[0.5184, 0.6081]","[0.6105, 0.5015]","[0.627, 0.4357]","[0.6177, 0.5917]","[0.5982, 0.701]","[0.7223, 0.5525]","[0.7285, 0.483]","[0.7095, 0.5862]","[0.6874, 0.664]"
"[0.6256, 0.9364]","[0.4376, 0.875]","[0.25, 0.7609]","[0.0742, 0.6902]","[-0.0657, 0.6729]","[0.3708, 0.4616]","[0.3514, 0.2285]","[0.3452, 0.0863]","[0.3434, -0.0348]","[0.4948, 0.4667]","[0.4999, 0.3205]","[0.5062, 0.4776]","[0.5108, 0.6089]","[0.6138, 0.5029]","[0.6263, 0.4365]","[0.6165, 0.5926]","[0.598, 0.7019]","[0.7264, 0.5541]","[0.73, 0.4807]","[0.7109, 0.5815]","[0.6892, 0.6578]"
"[0.6233, 0.9336]","[0.4341, 0.8702]","[0.2459, 0.759]","[0.0688, 0.6878]","[-0.0697, 0.671]","[0.3696, 0.4582]","[0.351, 0.2225]","[0.3447, 0.0802]","[0.3429, -0.04]","[0.493, 0.4646]","[0.5003, 0.3178]","[0.5078, 0.4753]","[0.5126, 0.6066]","[0.6111, 0.5013]","[0.6271, 0.4351]","[0.6148, 0.5918]","[0.5935, 0.701]","[0.7225, 0.5529]","[0.7306, 0.4796]","[0.7084, 0.5815]","[0.6825, 0.6584]"
"[0.6215, 0.9317]","[0.4312, 0.8694]","[0.2429, 0.7564]","[0.0653, 0.6869]","[-0.0754, 0.6718]","[0.3681, 0.4577]","[0.3489, 0.2192]","[0.3424, 0.0761]","[0.34, -0.0449]","[0.4916, 0.4647]","[0.5004, 0.3196]","[0.5074, 0.4774]","[0.5114, 0.6079]","[0.61, 0.5016]","[0.6264, 0.4336]","[0.6144, 0.5906]","[0.5929, 0.7003]","[0.7216, 0.5536]","[0.73, 0.4785]","[0.7084, 0.5804]","[0.6836, 0.6588]"
"[0.6182, 0.9327]","[0.4296, 0.8708]","[0.2399, 0.7572]","[0.0583, 0.6878]","[-0.0829, 0.6714]","[0.3639, 0.4587]","[0.3417, 0.2241]","[0.3332, 0.0846]","[0.3284, -0.0327]","[0.4873, 0.4637]","[0.4932, 0.321]","[0.503, 0.4819]","[0.5091, 0.6133]","[0.6055, 0.4997]","[0.6194, 0.4335]","[0.6103, 0.5905]","[0.5917, 0.698]","[0.7165, 0.5504]","[0.7231, 0.4781]","[0.7034, 0.5792]","[0.6822, 0.6539]"
"[0.6204, 0.9374]","[0.4318, 0.8744]","[0.2434, 0.7581]","[0.0639, 0.6891]","[-0.0786, 0.6725]","[0.3656, 0.4604]","[0.3469, 0.2267]","[0.3403, 0.0855]","[0.3381, -0.0337]","[0.4884, 0.4663]","[0.4971, 0.3209]","[0.5068, 0.4768]","[0.5116, 0.6052]","[0.6063, 0.503]","[0.6234, 0.4324]","[0.6141, 0.5874]","[0.5932, 0.6952]","[0.7166, 0.5566]","[0.7277, 0.4798]","[0.7082, 0.5798]","[0.6835, 0.6563]"
"[0.6207, 0.9359]","[0.4334, 0.8736]","[0.2477, 0.7602]","[0.0684, 0.6909]","[-0.0753, 0.6754]","[0.3668, 0.4602]","[0.3476, 0.224]","[0.3398, 0.0847]","[0.3355, -0.0329]","[0.4889, 0.465]","[0.4951, 0.3212]","[0.5049, 0.4787]","[0.5109, 0.6086]","[0.6066, 0.5005]","[0.6238, 0.4346]","[0.6144, 0.5917]","[0.5934, 0.7009]","[0.7164, 0.5517]","[0.7278, 0.4787]","[0.708, 0.5808]","[0.6826, 0.6588]"
"[0.6218, 0.9339]","[0.4322, 0.8656]","[0.2489, 0.7612]","[0.0708, 0.6898]","[-0.0659, 0.6713]","[0.371, 0.4689]","[0.3501, 0.2328]","[0.3395, 0.0991]","[0.3312, -0.0177]","[0.4926, 0.4721]","[0.4889, 0.3318]","[0.4984, 0.4921]","[0.5091, 0.6204]","[0.6092, 0.5079]","[0.6146, 0.4358]","[0.6069, 0.5949]","[0.5942, 0.7038]","[0.716, 0.5578]","[0.7203, 0.4771]","[0.6987, 0.5822]","[0.6819, 0.6598]"
"[0.6222, 0.9349]","[0.4342, 0.8692]","[0.247, 0.7635]","[0.0688, 0.6932]","[-0.0704, 0.6782]","[0.3684, 0.469]","[0.35, 0.2398]","[0.3404, 0.1065]","[0.3343, -0.0094]","[0.4908, 0.4723]","[0.4896, 0.3259]","[0.4995, 0.4821]","[0.5093, 0.6106]","[0.6084, 0.5092]","[0.6188, 0.4358]","[0.61, 0.5928]","[0.5935, 0.7037]","[0.7165, 0.5608]","[0.725, 0.4767]","[0.7041, 0.5785]","[0.6823, 0.658]"
"[0.6225, 0.9328]","[0.4352, 0.8672]","[0.2483, 0.7631]","[0.072, 0.6945]","[-0.0654, 0.6794]","[0.3682, 0.471]","[0.346, 0.2469]","[0.3332, 0.1166]","[0.3249, 0.0038]","[0.4916, 0.4715]","[0.4933, 0.3238]","[0.5006, 0.4798]","[0.5061, 0.609]","[0.6093, 0.5064]","[0.6214, 0.4353]","[0.6101, 0.5934]","[0.5909, 0.7054]","[0.7169, 0.5568]","[0.7232, 0.482]","[0.7022, 0.5868]","[0.6799, 0.6667]"
"[0.618, 0.9232]","[0.4325, 0.8647]","[0.2471, 0.7612]","[0.0719, 0.6923]","[-0.067, 0.6757]","[0.368, 0.4611]","[0.3528, 0.2313]","[0.3453, 0.096]","[0.3415, -0.0201]","[0.4905, 0.4655]","[0.491, 0.3231]","[0.4962, 0.4779]","[0.5012, 0.6056]","[0.6084, 0.5013]","[0.6194, 0.4337]","[0.6062, 0.5924]","[0.5852, 0.7034]","[0.7186, 0.5515]","[0.7205, 0.4816]","[0.6988, 0.5908]","[0.6764, 0.6721]"
