[0.6175, 0.9388],[0.4069, 0.8905],[0.2235, 0.7858],[0.0662, 0.732],[-0.0659, 0.713],[0.3803, 0.4436],[0.346, 0.1842],[0.3309, 0.0224],[0.3256, -0.0993],[0.5141, 0.4453],[0.5519, 0.2881],[0.567, 0.4457],[0.5687, 0.5817],[0.6409, 0.4851],[0.6754, 0.3586],[0.68, 0.5094],[0.6658, 0.6222],[0.7558, 0.5438],[0.7897, 0.4245],[0.7783, 0.5248],[0.7548, 0.6207]
[0.5789, 0.968],[0.3821, 0.8973],[0.1918, 0.7754],[-0.0043, 0.7007],[-0.1696, 0.6844],[0.3444, 0.4424],[0.3297, 0.1907],[0.3217, 0.0437],[0.3247, -0.0852],[0.4861, 0.4533],[0.5212, 0.2953],[0.5239, 0.4747],[0.5223, 0.613],[0.6175, 0.4989],[0.6541, 0.3868],[0.6367, 0.5514],[0.6095, 0.672],[0.7358, 0.561],[0.7686, 0.4547],[0.7402, 0.5569],[0.7056, 0.6437]
[0.5812, 0.9676],[0.3843, 0.898],[0.1945, 0.7764],[0.0019, 0.6998],[-0.1588, 0.6792],[0.3448, 0.4418],[0.3308, 0.192],[0.3241, 0.0483],[0.3279, -0.0781],[0.4863, 0.4523],[0.5188, 0.2935],[0.5213, 0.4719],[0.5197, 0.6098],[0.6174, 0.4979],[0.6528, 0.3866],[0.6357, 0.5507],[0.6087, 0.6706],[0.7355, 0.5602],[0.7676, 0.454],[0.739, 0.5553],[0.7046, 0.6411]
[0.5801, 0.9686],[0.3828, 0.8974],[0.1928, 0.7753],[-0.0002, 0.6987],[-0.161, 0.6774],[0.3445, 0.4436],[0.3344, 0.1938],[0.3312, 0.0478],[0.3382, -0.081],[0.486, 0.4547],[0.5194, 0.294],[0.5206, 0.4727],[0.5179, 0.612],[0.6175, 0.4995],[0.6526, 0.3874],[0.6342, 0.5507],[0.6061, 0.6707],[0.7364, 0.5603],[0.7671, 0.4532],[0.7386, 0.5545],[0.7035, 0.6408]
[0.5777, 0.9681],[0.38, 0.8957],[0.1912, 0.7756],[-0.0009, 0.6982],[-0.1633, 0.6763],[0.3444, 0.4446],[0.336, 0.1967],[0.3315, 0.0527],[0.3362, -0.075],[0.4861, 0.4545],[0.5173, 0.293],[0.5211, 0.4713],[0.5206, 0.6106],[0.6184, 0.4992],[0.6495, 0.3843],[0.633, 0.5453],[0.6072, 0.6656],[0.7382, 0.5596],[0.7662, 0.4504],[0.7369, 0.5512],[0.7021, 0.6388]
[0.579, 0.9675],[0.3819, 0.8965],[0.1921, 0.7761],[-0.0007, 0.6995],[-0.1645, 0.6802],[0.3443, 0.4459],[0.335, 0.1992],[0.3304, 0.0565],[0.3347, -0.0686],[0.4875, 0.455],[0.518, 0.2922],[0.5231, 0.4681],[0.5218, 0.6084],[0.6209, 0.4987],[0.6516, 0.385],[0.6365, 0.5466],[0.6091, 0.6687],[0.7409, 0.5576],[0.7681, 0.4506],[0.7388, 0.5503],[0.7017, 0.6376]
[0.5803, 0.965],[0.3805, 0.8936],[0.1883, 0.77],[-0.0086, 0.6968],[-0.1744, 0.678],[0.3434, 0.4473],[0.3359, 0.2002],[0.3337, 0.0545],[0.3398, -0.0745],[0.4852, 0.4541],[0.515, 0.2954],[0.5251, 0.4703],[0.5275, 0.6074],[0.6185, 0.4964],[0.6471, 0.3825],[0.6404, 0.5414],[0.618, 0.6602],[0.7386, 0.5557],[0.7656, 0.454],[0.7434, 0.5494],[0.7129, 0.6296]
[0.5779, 0.9552],[0.3782, 0.8917],[0.1907, 0.777],[0.0027, 0.7021],[-0.1574, 0.6767],[0.3434, 0.4401],[0.3342, 0.194],[0.3307, 0.0489],[0.3363, -0.0802],[0.4861, 0.4482],[0.5136, 0.2934],[0.5214, 0.469],[0.5239, 0.6073],[0.6193, 0.492],[0.6463, 0.3823],[0.636, 0.5432],[0.6131, 0.6629],[0.7402, 0.5525],[0.7651, 0.4531],[0.7399, 0.553],[0.7084, 0.6363]
[0.5853, 0.9655],[0.3806, 0.8921],[0.1885, 0.7733],[-0.0089, 0.7041],[-0.1764, 0.691],[0.3461, 0.4477],[0.3349, 0.2002],[0.3314, 0.0545],[0.3368, -0.0748],[0.4891, 0.4541],[0.5158, 0.2977],[0.5257, 0.4748],[0.5304, 0.6131],[0.622, 0.4965],[0.6493, 0.385],[0.6412, 0.546],[0.6187, 0.667],[0.74, 0.5549],[0.7661, 0.4549],[0.7417, 0.5512],[0.7101, 0.632]
[0.5758, 0.9629],[0.3763, 0.895],[0.1865, 0.7778],[-0.001, 0.7032],[-0.1594, 0.6811],[0.3414, 0.4448],[0.3343, 0.1983],[0.3311, 0.0545],[0.337, -0.0736],[0.4851, 0.452],[0.5149, 0.2962],[0.5244, 0.4738],[0.5283, 0.6134],[0.6186, 0.4948],[0.6496, 0.3845],[0.6388, 0.5469],[0.6153, 0.6681],[0.739, 0.5545],[0.7673, 0.4536],[0.7405, 0.554],[0.7075, 0.6382]
[0.5809, 0.9673],[0.3793, 0.8954],[0.1885, 0.7758],[-0.0056, 0.7051],[-0.1691, 0.6896],[0.3438, 0.4467],[0.3331, 0.196],[0.3307, 0.0503],[0.3384, -0.0776],[0.486, 0.456],[0.5175, 0.2962],[0.5264, 0.4759],[0.529, 0.6155],[0.6179, 0.4999],[0.6498, 0.3887],[0.6398, 0.5503],[0.616, 0.6699],[0.7351, 0.5591],[0.764, 0.457],[0.7394, 0.5572],[0.7072, 0.6405]
[0.5731, 0.9651],[0.3758, 0.8961],[0.1874, 0.7751],[-0.0017, 0.7034],[-0.1601, 0.6803],[0.3422, 0.4431],[0.3307, 0.1947],[0.3245, 0.0492],[0.3272, -0.0778],[0.4826, 0.4533],[0.511, 0.2987],[0.5198, 0.4759],[0.5225, 0.6137],[0.6142, 0.4982],[0.6451, 0.3887],[0.6338, 0.5504],[0.6093, 0.6688],[0.7339, 0.56],[0.7611, 0.4568],[0.7355, 0.5574],[0.7024, 0.6416]
[0.5754, 0.9668],[0.3799, 0.8976],[0.192, 0.7759],[0.002, 0.7045],[-0.1568, 0.6881],[0.3424, 0.4424],[0.3299, 0.1899],[0.3236, 0.0444],[0.326, -0.0816],[0.483, 0.4528],[0.5133, 0.2973],[0.5221, 0.4749],[0.5235, 0.6135],[0.614, 0.4976],[0.6462, 0.3885],[0.6357, 0.5494],[0.6105, 0.667],[0.7325, 0.5584],[0.7617, 0.4577],[0.7356, 0.5572],[0.7012, 0.6393]
[0.5702, 0.97],[0.3769, 0.8979],[0.1921, 0.776],[0.0001, 0.7039],[-0.1622, 0.6896],[0.3428, 0.4434],[0.329, 0.1874],[0.3244, 0.0396],[0.3294, -0.088],[0.4827, 0.4561],[0.5145, 0.2981],[0.5217, 0.4755],[0.5224, 0.6143],[0.6127, 0.503],[0.6465, 0.3911],[0.6343, 0.5506],[0.6089, 0.669],[0.7297, 0.565],[0.7606, 0.4595],[0.735, 0.5575],[0.7014, 0.6414]
[0.5681, 0.9681],[0.377, 0.897],[0.1927, 0.7768],[0.0004, 0.707],[-0.1607, 0.6947],[0.3431, 0.4449],[0.3284, 0.1871],[0.3238, 0.0378],[0.3284, -0.0918],[0.4822, 0.4565],[0.516, 0.2993],[0.5237, 0.4781],[0.5239, 0.6164],[0.6112, 0.5021],[0.6477, 0.3906],[0.6348, 0.5508],[0.6084, 0.6687],[0.7282, 0.5631],[0.7615, 0.4587],[0.7347, 0.558],[0.6993, 0.6419]
[0.5669, 0.97],[0.3754, 0.898],[0.1905, 0.7748],[-0.0054, 0.7045],[-0.1691, 0.6918],[0.344, 0.4421],[0.3286, 0.1845],[0.3244, 0.0352],[0.3306, -0.0946],[0.4832, 0.4545],[0.5162, 0.2981],[0.5232, 0.4798],[0.5244, 0.6193],[0.6121, 0.501],[0.6482, 0.3893],[0.6345, 0.5523],[0.6085, 0.6719],[0.7289, 0.5629],[0.7627, 0.458],[0.7361, 0.5582],[0.7007, 0.6427]
[0.5706, 0.9693],[0.3748, 0.8943],[0.1852, 0.7722],[-0.0162, 0.7061],[-0.1845, 0.6955],[0.3441, 0.4417],[0.331, 0.1857],[0.3278, 0.0377],[0.3345, -0.092],[0.4829, 0.4537],[0.5155, 0.2996],[0.5242, 0.4777],[0.528, 0.6153],[0.6118, 0.4998],[0.6471, 0.3881],[0.6342, 0.5495],[0.6099, 0.6686],[0.7287, 0.5609],[0.7611, 0.4583],[0.7336, 0.5585],[0.6991, 0.6425]
[0.5699, 0.9678],[0.3766, 0.8946],[0.1889, 0.7748],[-0.0081, 0.7082],[-0.1726, 0.6997],[0.3415, 0.4422],[0.3281, 0.1883],[0.3234, 0.0403],[0.3275, -0.0876],[0.4819, 0.453],[0.5105, 0.302],[0.5184, 0.4749],[0.5204, 0.6101],[0.6127, 0.4976],[0.6451, 0.3874],[0.6316, 0.5481],[0.6058, 0.6677],[0.7321, 0.5585],[0.7634, 0.4574],[0.7339, 0.557],[0.6969, 0.6419]
[0.5717, 0.9722],[0.3768, 0.9003],[0.1876, 0.7755],[-0.0016, 0.7033],[-0.1621, 0.6905],[0.3413, 0.4468],[0.3269, 0.2005],[0.3237, 0.0602],[0.3295, -0.0627],[0.4824, 0.456],[0.5147, 0.3026],[0.5216, 0.4857],[0.5234, 0.6255],[0.6136, 0.5003],[0.6473, 0.3911],[0.6328, 0.5569],[0.6093, 0.6766],[0.7346, 0.5617],[0.7635, 0.4566],[0.734, 0.5554],[0.6992, 0.6376]
[0.5738, 0.9733],[0.378, 0.9003],[0.1865, 0.7751],[-0.0057, 0.7026],[-0.1679, 0.691],[0.3413, 0.4467],[0.3277, 0.2012],[0.3232, 0.0603],[0.328, -0.063],[0.4808, 0.4568],[0.5114, 0.2981],[0.5184, 0.4807],[0.5203, 0.6197],[0.6121, 0.5025],[0.6433, 0.3903],[0.631, 0.5524],[0.6083, 0.6705],[0.7327, 0.5649],[0.7623, 0.4557],[0.7347, 0.5528],[0.7006, 0.6354]
[0.5745, 0.9727],[0.378, 0.9011],[0.1888, 0.7798],[-0.0003, 0.7052],[-0.1602, 0.6853],[0.3392, 0.4443],[0.3272, 0.1945],[0.3211, 0.0497],[0.3242, -0.0768],[0.4807, 0.4548],[0.5105, 0.2988],[0.5168, 0.4815],[0.5182, 0.6219],[0.6127, 0.5005],[0.6447, 0.3899],[0.6314, 0.5528],[0.6072, 0.6733],[0.7326, 0.5627],[0.7639, 0.4564],[0.7355, 0.5549],[0.7002, 0.6397]
[0.5766, 0.9735],[0.3822, 0.8981],[0.191, 0.778],[-0.0078, 0.7085],[-0.1752, 0.6938],[0.3396, 0.4473],[0.3262, 0.1975],[0.3195, 0.0539],[0.3212, -0.0706],[0.4807, 0.4583],[0.5121, 0.3023],[0.5199, 0.4821],[0.5212, 0.6214],[0.612, 0.5037],[0.6463, 0.3935],[0.6333, 0.5548],[0.6083, 0.6752],[0.73, 0.5639],[0.7617, 0.4573],[0.7347, 0.5539],[0.7007, 0.638]
[0.573, 0.9661],[0.379, 0.8983],[0.1917, 0.783],[0.0014, 0.7106],[-0.1587, 0.6872],[0.3389, 0.4451],[0.3233, 0.1935],[0.3159, 0.0471],[0.3189, -0.0805],[0.4801, 0.4556],[0.509, 0.3018],[0.5146, 0.484],[0.5158, 0.6241],[0.6119, 0.5006],[0.6447, 0.3933],[0.6287, 0.5558],[0.6021, 0.6744],[0.7318, 0.561],[0.7608, 0.4581],[0.7306, 0.5575],[0.6944, 0.6407]
[0.5787, 0.9709],[0.3832, 0.9001],[0.1952, 0.7821],[0.0064, 0.7098],[-0.154, 0.6952],[0.3426, 0.4522],[0.3262, 0.204],[0.32, 0.0602],[0.323, -0.0651],[0.4821, 0.4612],[0.5128, 0.3068],[0.5195, 0.4877],[0.5204, 0.6274],[0.6124, 0.5036],[0.6465, 0.3944],[0.6314, 0.557],[0.6058, 0.6774],[0.7318, 0.5612],[0.7619, 0.4558],[0.7327, 0.5535],[0.6965, 0.6376]
[0.5731, 0.9672],[0.3778, 0.8975],[0.1888, 0.7778],[-0.0019, 0.7062],[-0.1618, 0.6842],[0.3421, 0.4472],[0.3267, 0.2001],[0.3176, 0.0542],[0.3193, -0.0737],[0.4824, 0.4573],[0.5107, 0.3017],[0.5158, 0.4822],[0.5169, 0.6232],[0.6142, 0.5029],[0.6447, 0.3948],[0.6296, 0.5569],[0.6041, 0.6768],[0.7347, 0.5643],[0.7635, 0.4597],[0.7339, 0.556],[0.6976, 0.6389]
[0.5765, 0.9678],[0.3814, 0.9009],[0.1945, 0.7811],[0.0076, 0.7112],[-0.1502, 0.6982],[0.3438, 0.4483],[0.3279, 0.2005],[0.3212, 0.0542],[0.3261, -0.0747],[0.4826, 0.4579],[0.5115, 0.3025],[0.5165, 0.4806],[0.5192, 0.6192],[0.6133, 0.5026],[0.6431, 0.3923],[0.6289, 0.5518],[0.6064, 0.6696],[0.7343, 0.5642],[0.7617, 0.46],[0.7324, 0.5565],[0.6983, 0.6389]
[0.5738, 0.9676],[0.3786, 0.8978],[0.1902, 0.7783],[-0.002, 0.7072],[-0.1637, 0.6893],[0.3443, 0.4497],[0.3283, 0.2047],[0.3204, 0.0599],[0.3236, -0.068],[0.4828, 0.4589],[0.5117, 0.3006],[0.516, 0.4792],[0.5173, 0.6178],[0.6131, 0.5044],[0.6449, 0.3928],[0.6309, 0.5529],[0.6075, 0.6712],[0.732, 0.5668],[0.7615, 0.4607],[0.7341, 0.5558],[0.7011, 0.6373]
[0.5739, 0.9681],[0.3789, 0.9007],[0.1915, 0.7802],[0.0008, 0.7086],[-0.1614, 0.6897],[0.3423, 0.448],[0.3262, 0.1995],[0.3181, 0.0523],[0.3217, -0.0777],[0.481, 0.4587],[0.5087, 0.3009],[0.5146, 0.4775],[0.5171, 0.6148],[0.6124, 0.5057],[0.6447, 0.3921],[0.6317, 0.5511],[0.6068, 0.6694],[0.7323, 0.5701],[0.7666, 0.4634],[0.7385, 0.5564],[0.7018, 0.6378]
[0.5748, 0.9708],[0.3812, 0.8998],[0.1953, 0.7813],[0.0015, 0.7093],[-0.1616, 0.6888],[0.3451, 0.4473],[0.3273, 0.1985],[0.3193, 0.0513],[0.3234, -0.0785],[0.4827, 0.4584],[0.5121, 0.3014],[0.5178, 0.4806],[0.5201, 0.619],[0.6121, 0.5048],[0.6471, 0.3917],[0.632, 0.5518],[0.6074, 0.6712],[0.7299, 0.5668],[0.7634, 0.4603],[0.7343, 0.5583],[0.6992, 0.6433]
[0.5746, 0.9699],[0.3812, 0.9017],[0.1953, 0.7814],[0.0076, 0.7068],[-0.1502, 0.6869],[0.3432, 0.447],[0.3279, 0.2003],[0.3225, 0.0557],[0.3283, -0.0719],[0.4822, 0.4577],[0.5106, 0.3021],[0.5175, 0.4814],[0.5206, 0.6206],[0.6125, 0.5038],[0.6468, 0.3934],[0.6338, 0.5526],[0.6104, 0.6709],[0.7312, 0.5662],[0.7643, 0.4608],[0.7367, 0.556],[0.7023, 0.6383]
[0.5667, 0.9766],[0.3737, 0.9035],[0.1902, 0.779],[0.0042, 0.7033],[-0.1543, 0.6831],[0.3445, 0.4524],[0.3274, 0.2003],[0.3211, 0.0516],[0.3246, -0.0794],[0.4828, 0.4637],[0.514, 0.3022],[0.5145, 0.4775],[0.513, 0.6137],[0.6132, 0.51],[0.6463, 0.395],[0.6279, 0.5517],[0.603, 0.6687],[0.7341, 0.5725],[0.7654, 0.4594],[0.734, 0.5539],[0.6985, 0.6378]
[0.564, 0.9756],[0.3713, 0.9018],[0.1868, 0.776],[-0.0011, 0.7008],[-0.1622, 0.6849],[0.3451, 0.4509],[0.3292, 0.2015],[0.3264, 0.057],[0.3335, -0.0707],[0.483, 0.4622],[0.5165, 0.3016],[0.5145, 0.4786],[0.5123, 0.6155],[0.6133, 0.509],[0.6464, 0.3955],[0.6255, 0.5524],[0.6007, 0.6691],[0.7348, 0.5718],[0.7652, 0.4597],[0.7319, 0.5537],[0.6962, 0.6367]
[0.5641, 0.9721],[0.3721, 0.8994],[0.1864, 0.7749],[-0.0032, 0.7015],[-0.1657, 0.6862],[0.346, 0.4497],[0.3309, 0.1993],[0.327, 0.0523],[0.3327, -0.0769],[0.4846, 0.4609],[0.5159, 0.301],[0.5155, 0.4769],[0.5143, 0.613],[0.6154, 0.509],[0.6475, 0.3954],[0.6289, 0.552],[0.6044, 0.6681],[0.7371, 0.5731],[0.7705, 0.462],[0.7371, 0.5535],[0.6994, 0.6339]
[0.5671, 0.9721],[0.3759, 0.8991],[0.1926, 0.7772],[0.0033, 0.7024],[-0.1597, 0.6886],[0.3478, 0.4487],[0.3328, 0.2025],[0.3308, 0.0574],[0.3381, -0.0698],[0.4859, 0.4588],[0.5147, 0.3009],[0.5156, 0.4779],[0.5157, 0.6149],[0.6158, 0.5056],[0.6463, 0.3953],[0.6284, 0.5522],[0.6047, 0.6699],[0.7367, 0.568],[0.7683, 0.4586],[0.7359, 0.5494],[0.6987, 0.6305]
[0.5645, 0.9701],[0.3728, 0.8979],[0.1904, 0.7738],[-0.001, 0.7008],[-0.1655, 0.6881],[0.348, 0.4464],[0.3332, 0.2008],[0.3301, 0.0557],[0.3369, -0.0718],[0.485, 0.4573],[0.5147, 0.2984],[0.5159, 0.4745],[0.5164, 0.6122],[0.6151, 0.5051],[0.6457, 0.3937],[0.6269, 0.5494],[0.6024, 0.6662],[0.7367, 0.5686],[0.7678, 0.4592],[0.7332, 0.5512],[0.6939, 0.634]
[0.5665, 0.9725],[0.3754, 0.9],[0.1893, 0.7744],[-0.0002, 0.7028],[-0.1617, 0.693],[0.3457, 0.45],[0.3318, 0.2053],[0.3291, 0.0625],[0.3349, -0.0627],[0.4832, 0.4596],[0.5121, 0.2997],[0.5131, 0.4762],[0.513, 0.6144],[0.6136, 0.5066],[0.6452, 0.3922],[0.6267, 0.5486],[0.6017, 0.6668],[0.7356, 0.5699],[0.7685, 0.459],[0.7329, 0.5508],[0.6914, 0.6345]
[0.5658, 0.9663],[0.3732, 0.8928],[0.186, 0.767],[-0.0098, 0.6973],[-0.1764, 0.6877],[0.3448, 0.4417],[0.3322, 0.1976],[0.3278, 0.055],[0.3321, -0.0701],[0.4818, 0.4542],[0.513, 0.2986],[0.5157, 0.4778],[0.5163, 0.6161],[0.6115, 0.5027],[0.6453, 0.3921],[0.6274, 0.5494],[0.6018, 0.6662],[0.7317, 0.5662],[0.765, 0.4587],[0.7308, 0.5536],[0.6916, 0.637]
[0.5702, 0.9641],[0.3796, 0.8966],[0.1927, 0.7763],[0.0003, 0.7058],[-0.162, 0.6927],[0.3449, 0.4435],[0.3292, 0.1899],[0.3215, 0.0421],[0.3229, -0.086],[0.4834, 0.4548],[0.5123, 0.3022],[0.5196, 0.4803],[0.5233, 0.6179],[0.6135, 0.5012],[0.6449, 0.3913],[0.6322, 0.5514],[0.6096, 0.6688],[0.7336, 0.5639],[0.7647, 0.4593],[0.7343, 0.557],[0.6981, 0.6404]
[0.5707, 0.9691],[0.3808, 0.8987],[0.1976, 0.779],[0.0127, 0.7066],[-0.1433, 0.6941],[0.3475, 0.4478],[0.3315, 0.1983],[0.3222, 0.051],[0.3228, -0.0782],[0.4855, 0.4582],[0.5152, 0.3037],[0.5196, 0.4827],[0.5221, 0.6215],[0.6145, 0.5037],[0.6473, 0.3925],[0.6318, 0.5515],[0.6094, 0.6692],[0.7338, 0.5652],[0.7634, 0.4566],[0.7324, 0.5526],[0.6979, 0.6358]
[0.5696, 0.9737],[0.3784, 0.8978],[0.1907, 0.7712],[-0.0028, 0.6986],[-0.1671, 0.6893],[0.347, 0.4491],[0.3314, 0.2008],[0.3277, 0.0556],[0.3343, -0.0717],[0.4846, 0.4605],[0.5174, 0.2981],[0.5189, 0.4766],[0.5185, 0.6138],[0.6142, 0.5077],[0.6481, 0.3921],[0.6301, 0.5498],[0.6051, 0.6666],[0.7344, 0.5702],[0.7636, 0.4597],[0.732, 0.5554],[0.6963, 0.6384]
[0.5681, 0.9693],[0.3743, 0.8973],[0.1877, 0.7715],[-0.0033, 0.7012],[-0.1665, 0.6962],[0.3471, 0.4447],[0.332, 0.1913],[0.3269, 0.0437],[0.3309, -0.0853],[0.4854, 0.4557],[0.5153, 0.2983],[0.5238, 0.4771],[0.5269, 0.6147],[0.6155, 0.5027],[0.6486, 0.3901],[0.636, 0.549],[0.6114, 0.666],[0.7346, 0.5663],[0.7675, 0.4595],[0.7372, 0.5544],[0.6988, 0.6363]
[0.5712, 0.9691],[0.3794, 0.8968],[0.1949, 0.7751],[0.0051, 0.7029],[-0.1568, 0.696],[0.3469, 0.447],[0.33, 0.1936],[0.3256, 0.0478],[0.3305, -0.0788],[0.485, 0.4589],[0.5142, 0.2979],[0.5206, 0.4781],[0.5236, 0.6172],[0.6133, 0.5058],[0.6453, 0.3894],[0.6317, 0.5507],[0.6093, 0.6696],[0.7315, 0.5677],[0.7613, 0.4579],[0.7317, 0.554],[0.697, 0.6369]
[0.5708, 0.9665],[0.3778, 0.8964],[0.1931, 0.7747],[0.0043, 0.7033],[-0.1555, 0.6926],[0.3453, 0.4492],[0.3296, 0.1947],[0.3263, 0.0477],[0.3332, -0.0815],[0.4828, 0.4606],[0.5191, 0.304],[0.5224, 0.4809],[0.5206, 0.6149],[0.6108, 0.5051],[0.6495, 0.3964],[0.6314, 0.5586],[0.6037, 0.6756],[0.7285, 0.5653],[0.7642, 0.4582],[0.7336, 0.5581],[0.6955, 0.6433]
[0.5726, 0.963],[0.379, 0.8933],[0.1934, 0.7736],[0.0041, 0.7023],[-0.1548, 0.6931],[0.3436, 0.4476],[0.3293, 0.1973],[0.3261, 0.0522],[0.3318, -0.0746],[0.4809, 0.4588],[0.5148, 0.3022],[0.5188, 0.4775],[0.5173, 0.6123],[0.6095, 0.5035],[0.6467, 0.3945],[0.6301, 0.5543],[0.6031, 0.6716],[0.7282, 0.5632],[0.7616, 0.4574],[0.7325, 0.5556],[0.6962, 0.6405]
[0.5761, 0.9657],[0.3784, 0.8925],[0.1916, 0.7739],[0.0026, 0.7042],[-0.1562, 0.6928],[0.3429, 0.4466],[0.3298, 0.1987],[0.3242, 0.0549],[0.3279, -0.071],[0.4815, 0.4581],[0.5134, 0.3009],[0.52, 0.4774],[0.5212, 0.6119],[0.611, 0.5037],[0.647, 0.3917],[0.633, 0.5512],[0.6076, 0.6685],[0.7283, 0.5648],[0.7633, 0.4569],[0.7341, 0.5553],[0.6979, 0.6402]
[0.5732, 0.9637],[0.3767, 0.8919],[0.1914, 0.7757],[0.0037, 0.7013],[-0.1544, 0.6811],[0.3427, 0.446],[0.3281, 0.1964],[0.3223, 0.0527],[0.3259, -0.0722],[0.4817, 0.4578],[0.5107, 0.2992],[0.5167, 0.4763],[0.5178, 0.6137],[0.6113, 0.5036],[0.6443, 0.3907],[0.6285, 0.5505],[0.6022, 0.6701],[0.7293, 0.5636],[0.7622, 0.4543],[0.7311, 0.5531],[0.6929, 0.6403]
[0.5694, 0.9625],[0.3742, 0.8921],[0.1937, 0.7798],[0.0137, 0.7059],[-0.1373, 0.6901],[0.3424, 0.4483],[0.3272, 0.197],[0.3216, 0.0525],[0.3257, -0.0749],[0.4827, 0.4597],[0.5125, 0.2987],[0.5182, 0.4771],[0.5195, 0.6162],[0.6129, 0.506],[0.646, 0.3907],[0.6303, 0.5518],[0.6047, 0.6726],[0.7304, 0.567],[0.7636, 0.4556],[0.7334, 0.5523],[0.6966, 0.6381]
[0.5702, 0.9712],[0.3737, 0.8932],[0.1925, 0.7744],[0.0056, 0.7021],[-0.155, 0.6915],[0.3455, 0.4475],[0.3303, 0.2076],[0.3264, 0.0681],[0.3315, -0.0546],[0.4833, 0.4601],[0.5153, 0.2991],[0.5159, 0.4748],[0.5138, 0.6108],[0.6117, 0.5077],[0.6489, 0.3924],[0.6261, 0.553],[0.5968, 0.6738],[0.7292, 0.5701],[0.7628, 0.459],[0.7297, 0.5542],[0.6908, 0.64]
[0.5674, 0.9609],[0.3731, 0.8938],[0.1944, 0.7788],[0.0146, 0.7034],[-0.1401, 0.6887],[0.3441, 0.4468],[0.3277, 0.2036],[0.3252, 0.0648],[0.332, -0.0575],[0.4829, 0.4563],[0.5135, 0.2956],[0.519, 0.4737],[0.5184, 0.6123],[0.613, 0.5019],[0.6479, 0.3877],[0.6307, 0.5473],[0.6033, 0.667],[0.7312, 0.5632],[0.7642, 0.4556],[0.7334, 0.5549],[0.695, 0.642]
[0.5723, 0.9685],[0.3754, 0.896],[0.1949, 0.7754],[0.0107, 0.7015],[-0.146, 0.6879],[0.3488, 0.4522],[0.3322, 0.2098],[0.3312, 0.0677],[0.3407, -0.0586],[0.4864, 0.4621],[0.5193, 0.2986],[0.521, 0.4736],[0.5197, 0.6096],[0.6154, 0.5076],[0.6507, 0.3924],[0.6317, 0.5495],[0.6053, 0.6676],[0.7328, 0.5686],[0.7656, 0.4581],[0.7333, 0.5539],[0.6957, 0.6392]
[0.5717, 0.9647],[0.3761, 0.8932],[0.1955, 0.7753],[0.0112, 0.7011],[-0.1444, 0.6856],[0.3477, 0.4454],[0.3315, 0.2006],[0.3307, 0.0572],[0.3415, -0.0716],[0.4861, 0.4561],[0.5177, 0.2971],[0.5199, 0.4745],[0.5188, 0.6106],[0.6164, 0.503],[0.6504, 0.3911],[0.6318, 0.5489],[0.6053, 0.6666],[0.7348, 0.5648],[0.7676, 0.4584],[0.7361, 0.555],[0.6997, 0.6384]
[0.5716, 0.9672],[0.3785, 0.8949],[0.1988, 0.7778],[0.0166, 0.7024],[-0.1371, 0.6865],[0.3481, 0.4502],[0.3317, 0.2085],[0.33, 0.067],[0.3389, -0.0587],[0.4854, 0.4612],[0.5189, 0.2976],[0.5203, 0.4725],[0.5189, 0.6097],[0.6143, 0.5081],[0.65, 0.3925],[0.6304, 0.5493],[0.604, 0.6684],[0.7328, 0.5704],[0.7661, 0.4579],[0.7353, 0.5514],[0.6988, 0.6365]
[0.5698, 0.9655],[0.3789, 0.8983],[0.199, 0.7769],[0.0152, 0.6994],[-0.141, 0.6796],[0.3467, 0.4447],[0.3304, 0.2008],[0.3294, 0.0574],[0.3402, -0.0692],[0.4841, 0.4565],[0.5183, 0.2959],[0.5171, 0.4723],[0.5136, 0.6097],[0.6136, 0.504],[0.6501, 0.3911],[0.628, 0.5488],[0.5992, 0.6658],[0.7326, 0.5671],[0.7668, 0.46],[0.7345, 0.5554],[0.6969, 0.6384]
[0.5707, 0.9694],[0.3812, 0.9018],[0.204, 0.7795],[0.0229, 0.7031],[-0.132, 0.6861],[0.3465, 0.4446],[0.3293, 0.2012],[0.3278, 0.0594],[0.3371, -0.0644],[0.483, 0.457],[0.5175, 0.2957],[0.5182, 0.4699],[0.5155, 0.6085],[0.6118, 0.5043],[0.6488, 0.3914],[0.628, 0.5474],[0.6, 0.6653],[0.7312, 0.5675],[0.7644, 0.4566],[0.7332, 0.5507],[0.6954, 0.6364]
[0.5721, 0.9751],[0.3766, 0.8967],[0.1879, 0.7665],[-0.0018, 0.6966],[-0.1601, 0.6893],[0.3467, 0.4468],[0.3285, 0.2045],[0.325, 0.0616],[0.3303, -0.064],[0.4835, 0.4584],[0.5183, 0.2999],[0.5203, 0.4753],[0.517, 0.6122],[0.6126, 0.5062],[0.6485, 0.3914],[0.6314, 0.5488],[0.6045, 0.6666],[0.7308, 0.5704],[0.7629, 0.4603],[0.7354, 0.5542],[0.7019, 0.6369]
