[0.6158, 0.8964],[0.4262, 0.8549],[0.2429, 0.7434],[0.0798, 0.6898],[-0.0535, 0.668],[0.4063, 0.4385],[0.3933, 0.2397],[0.3823, 0.1026],[0.3766, 0.0006],[0.5304, 0.4445],[0.5305, 0.3063],[0.5135, 0.4781],[0.5104, 0.5976],[0.6512, 0.4896],[0.6459, 0.3868],[0.6178, 0.5333],[0.6, 0.622],[0.7622, 0.5609],[0.7582, 0.4592],[0.7142, 0.5546],[0.6859, 0.6191]
[0.5677, 0.9242],[0.3676, 0.8559],[0.1698, 0.7408],[-0.0117, 0.6834],[-0.1537, 0.6625],[0.3317, 0.4288],[0.3219, 0.1885],[0.3135, 0.0481],[0.309, -0.0693],[0.461, 0.439],[0.443, 0.3032],[0.4287, 0.4821],[0.4355, 0.6201],[0.584, 0.4856],[0.5675, 0.4161],[0.5376, 0.5857],[0.527, 0.6923],[0.7026, 0.5484],[0.6825, 0.4843],[0.6317, 0.5966],[0.6049, 0.6706]
[0.5697, 0.9243],[0.3659, 0.8539],[0.1689, 0.7413],[-0.0145, 0.6835],[-0.158, 0.6643],[0.3323, 0.4292],[0.3201, 0.1923],[0.3119, 0.0544],[0.3077, -0.0601],[0.4607, 0.44],[0.4429, 0.3066],[0.4288, 0.4824],[0.4331, 0.6184],[0.5832, 0.4866],[0.5684, 0.4189],[0.5379, 0.5868],[0.5233, 0.6943],[0.7012, 0.5491],[0.6828, 0.4855],[0.6332, 0.597],[0.6043, 0.6728]
[0.5652, 0.9259],[0.362, 0.8561],[0.1664, 0.7402],[-0.0121, 0.6834],[-0.1497, 0.6635],[0.3309, 0.4228],[0.3222, 0.1872],[0.3183, 0.0467],[0.3171, -0.0714],[0.4595, 0.4359],[0.4465, 0.3067],[0.431, 0.4821],[0.4343, 0.6177],[0.5817, 0.4838],[0.5717, 0.4197],[0.5386, 0.5861],[0.5231, 0.6922],[0.6993, 0.549],[0.6867, 0.4852],[0.6356, 0.5929],[0.6051, 0.6666]
[0.5689, 0.9287],[0.3665, 0.8579],[0.1709, 0.7411],[-0.011, 0.6862],[-0.1512, 0.6681],[0.3332, 0.4253],[0.3197, 0.1895],[0.3125, 0.0522],[0.3092, -0.0616],[0.4617, 0.4376],[0.4458, 0.3076],[0.4349, 0.4843],[0.4424, 0.6196],[0.5836, 0.4852],[0.5713, 0.4202],[0.5425, 0.5862],[0.5307, 0.6898],[0.7012, 0.5501],[0.6868, 0.4867],[0.6366, 0.5938],[0.6083, 0.6651]
[0.5673, 0.9288],[0.3657, 0.8573],[0.1725, 0.7411],[-0.0051, 0.686],[-0.143, 0.6672],[0.3319, 0.4228],[0.3214, 0.1843],[0.3174, 0.0427],[0.3157, -0.0759],[0.4613, 0.4356],[0.4465, 0.3084],[0.4333, 0.4829],[0.4375, 0.617],[0.5839, 0.4841],[0.5723, 0.4197],[0.5403, 0.584],[0.5246, 0.689],[0.702, 0.55],[0.6872, 0.4875],[0.6361, 0.5949],[0.6056, 0.6685]
[0.5691, 0.9241],[0.3644, 0.8528],[0.167, 0.7374],[-0.0157, 0.6872],[-0.1571, 0.6718],[0.3322, 0.4196],[0.3222, 0.1771],[0.3184, 0.0326],[0.3179, -0.0903],[0.4619, 0.4323],[0.4424, 0.3085],[0.4311, 0.4861],[0.439, 0.6161],[0.5846, 0.4814],[0.5671, 0.4161],[0.5371, 0.5836],[0.5244, 0.6868],[0.701, 0.549],[0.6803, 0.4859],[0.6305, 0.5964],[0.6035, 0.6691]
[0.5691, 0.9205],[0.3662, 0.8542],[0.1699, 0.745],[-0.0099, 0.692],[-0.149, 0.6746],[0.3306, 0.425],[0.3173, 0.1839],[0.3098, 0.0449],[0.3062, -0.0702],[0.4605, 0.4368],[0.4428, 0.3108],[0.4297, 0.4845],[0.4355, 0.6116],[0.5825, 0.4837],[0.5684, 0.4182],[0.539, 0.5831],[0.5269, 0.682],[0.6996, 0.5477],[0.6818, 0.4852],[0.6329, 0.5954],[0.6063, 0.6654]
[0.5665, 0.9218],[0.362, 0.8533],[0.1642, 0.7404],[-0.0208, 0.6874],[-0.1633, 0.6717],[0.3263, 0.4266],[0.3146, 0.1841],[0.3094, 0.0384],[0.3086, -0.0841],[0.4571, 0.437],[0.4381, 0.3101],[0.4259, 0.486],[0.4326, 0.6151],[0.5806, 0.4835],[0.5635, 0.4188],[0.5345, 0.5845],[0.5226, 0.6857],[0.6983, 0.5483],[0.6785, 0.4864],[0.6304, 0.5969],[0.6053, 0.6678]
[0.5569, 0.9214],[0.3518, 0.8549],[0.1566, 0.7423],[-0.0206, 0.6879],[-0.1584, 0.6674],[0.3175, 0.4223],[0.3078, 0.1793],[0.3074, 0.0326],[0.3112, -0.0898],[0.449, 0.4343],[0.4326, 0.3075],[0.4196, 0.4844],[0.424, 0.6161],[0.573, 0.482],[0.5547, 0.4152],[0.5261, 0.5811],[0.5137, 0.6839],[0.6922, 0.5488],[0.6718, 0.4835],[0.6245, 0.5907],[0.5979, 0.6608]
[0.5541, 0.9212],[0.3497, 0.8568],[0.156, 0.747],[-0.0225, 0.6907],[-0.1617, 0.6691],[0.3139, 0.4244],[0.2991, 0.181],[0.2974, 0.0349],[0.2991, -0.0876],[0.4448, 0.4361],[0.4246, 0.3077],[0.415, 0.4847],[0.4209, 0.6144],[0.5696, 0.4832],[0.5493, 0.4134],[0.5233, 0.5812],[0.5113, 0.6839],[0.6897, 0.5487],[0.6671, 0.482],[0.6199, 0.5928],[0.5926, 0.665]
[0.5553, 0.9201],[0.352, 0.8553],[0.1596, 0.7476],[-0.0171, 0.692],[-0.1551, 0.6714],[0.3184, 0.4268],[0.3021, 0.1881],[0.2961, 0.0476],[0.2935, -0.0697],[0.4492, 0.4384],[0.4288, 0.3112],[0.4183, 0.4854],[0.4245, 0.6165],[0.5721, 0.4839],[0.5536, 0.4172],[0.5268, 0.5843],[0.5156, 0.6872],[0.6895, 0.5456],[0.6676, 0.4827],[0.6217, 0.5942],[0.598, 0.6653]
[0.56, 0.9178],[0.3597, 0.8558],[0.1683, 0.7506],[-0.0074, 0.695],[-0.1464, 0.6742],[0.3186, 0.4288],[0.3029, 0.1898],[0.2992, 0.0491],[0.3005, -0.0696],[0.4488, 0.4403],[0.4301, 0.3094],[0.4188, 0.4871],[0.4246, 0.6203],[0.572, 0.4872],[0.556, 0.4167],[0.5274, 0.5862],[0.5147, 0.6925],[0.6897, 0.5508],[0.6695, 0.4839],[0.6218, 0.5985],[0.5945, 0.6749]
[0.5601, 0.9244],[0.3575, 0.8566],[0.1651, 0.7477],[-0.0149, 0.6922],[-0.1574, 0.6698],[0.3213, 0.4304],[0.3091, 0.1932],[0.3051, 0.0495],[0.3047, -0.072],[0.4518, 0.4422],[0.4295, 0.3075],[0.4185, 0.4851],[0.4259, 0.6202],[0.5755, 0.4893],[0.5565, 0.419],[0.5269, 0.5909],[0.5135, 0.7001],[0.6929, 0.5531],[0.6725, 0.4831],[0.624, 0.5974],[0.5956, 0.6757]
[0.5616, 0.9162],[0.3567, 0.8509],[0.1632, 0.748],[-0.0189, 0.6924],[-0.161, 0.669],[0.3206, 0.4261],[0.311, 0.1838],[0.3092, 0.0377],[0.312, -0.0854],[0.4509, 0.4397],[0.4335, 0.3081],[0.4241, 0.4845],[0.431, 0.6187],[0.5744, 0.4867],[0.5616, 0.4201],[0.5343, 0.5884],[0.5192, 0.6952],[0.6913, 0.5489],[0.6748, 0.482],[0.629, 0.5938],[0.6003, 0.669]
[0.561, 0.9267],[0.3598, 0.8593],[0.1661, 0.7476],[-0.0181, 0.6948],[-0.1626, 0.6783],[0.3226, 0.4343],[0.3114, 0.1941],[0.3064, 0.0489],[0.3053, -0.0721],[0.4512, 0.4452],[0.4315, 0.3122],[0.4198, 0.4892],[0.4262, 0.622],[0.5737, 0.4904],[0.5576, 0.4193],[0.5293, 0.5877],[0.5163, 0.6925],[0.6907, 0.5519],[0.6748, 0.4805],[0.6267, 0.5907],[0.5984, 0.6647]
[0.5603, 0.9264],[0.3586, 0.8592],[0.1608, 0.7486],[-0.0235, 0.6948],[-0.1656, 0.6789],[0.3222, 0.4346],[0.3118, 0.1938],[0.3076, 0.0516],[0.3065, -0.0681],[0.4515, 0.4444],[0.4324, 0.3084],[0.4197, 0.4876],[0.4259, 0.6212],[0.5744, 0.4905],[0.5602, 0.4208],[0.5308, 0.59],[0.5179, 0.6951],[0.6907, 0.5538],[0.6752, 0.483],[0.6259, 0.5938],[0.5974, 0.6674]
[0.5591, 0.9215],[0.3588, 0.8569],[0.1636, 0.7493],[-0.0187, 0.6953],[-0.1623, 0.6769],[0.3215, 0.4332],[0.3114, 0.1905],[0.3086, 0.045],[0.3093, -0.0777],[0.4505, 0.4436],[0.434, 0.3095],[0.4209, 0.4873],[0.4258, 0.6214],[0.5733, 0.4897],[0.5622, 0.4222],[0.5304, 0.5903],[0.5137, 0.6964],[0.6906, 0.5525],[0.6775, 0.4832],[0.6265, 0.5928],[0.5932, 0.668]
[0.5615, 0.9269],[0.3569, 0.8582],[0.1597, 0.7433],[-0.0252, 0.6929],[-0.1691, 0.6793],[0.3248, 0.4323],[0.314, 0.1906],[0.3105, 0.045],[0.3124, -0.0778],[0.4543, 0.4412],[0.4315, 0.3157],[0.4154, 0.4954],[0.422, 0.6283],[0.5768, 0.4867],[0.557, 0.4242],[0.5264, 0.5963],[0.515, 0.7014],[0.6931, 0.5497],[0.6723, 0.4874],[0.6221, 0.5997],[0.5964, 0.6708]
[0.5615, 0.9264],[0.3589, 0.8579],[0.1669, 0.7486],[-0.0152, 0.6994],[-0.157, 0.6842],[0.3298, 0.4349],[0.3199, 0.1938],[0.3168, 0.0482],[0.3188, -0.0749],[0.4588, 0.4455],[0.437, 0.311],[0.4217, 0.4909],[0.4302, 0.6265],[0.5807, 0.4925],[0.566, 0.4244],[0.5329, 0.5972],[0.52, 0.7041],[0.6973, 0.5561],[0.6835, 0.4881],[0.6303, 0.6013],[0.5996, 0.676]
[0.5658, 0.918],[0.3596, 0.8527],[0.1684, 0.7467],[-0.0087, 0.6975],[-0.1496, 0.6833],[0.3344, 0.4296],[0.3258, 0.1913],[0.3213, 0.0495],[0.3194, -0.0691],[0.4647, 0.4433],[0.4482, 0.3173],[0.4321, 0.4933],[0.4364, 0.6279],[0.5871, 0.4904],[0.5739, 0.4257],[0.5388, 0.5945],[0.5221, 0.701],[0.7031, 0.5535],[0.6909, 0.4849],[0.6382, 0.5956],[0.6057, 0.6718]
[0.5632, 0.9292],[0.364, 0.8619],[0.1729, 0.7473],[-0.0051, 0.6935],[-0.1449, 0.6763],[0.3332, 0.4318],[0.321, 0.1943],[0.3161, 0.0508],[0.3158, -0.0707],[0.4637, 0.4435],[0.4437, 0.3136],[0.4284, 0.4965],[0.4352, 0.6299],[0.5873, 0.4914],[0.5684, 0.4195],[0.535, 0.5921],[0.5238, 0.6978],[0.704, 0.5582],[0.6852, 0.4862],[0.6319, 0.6009],[0.6043, 0.6765]
[0.5651, 0.9216],[0.3626, 0.8572],[0.1698, 0.7467],[-0.0091, 0.6927],[-0.1508, 0.6751],[0.3338, 0.4255],[0.3252, 0.1842],[0.3241, 0.0402],[0.327, -0.0825],[0.4659, 0.4378],[0.4488, 0.3132],[0.4336, 0.4953],[0.4381, 0.6286],[0.59, 0.4858],[0.5735, 0.4229],[0.5403, 0.5946],[0.5248, 0.7006],[0.7061, 0.551],[0.6863, 0.4849],[0.6348, 0.5998],[0.6061, 0.6747]
[0.5675, 0.9239],[0.3673, 0.8573],[0.1771, 0.7489],[-0.002, 0.6965],[-0.1446, 0.6835],[0.3362, 0.4311],[0.3252, 0.1963],[0.3185, 0.0586],[0.315, -0.0566],[0.4671, 0.4422],[0.4476, 0.3164],[0.4352, 0.4965],[0.442, 0.6299],[0.5902, 0.4886],[0.5724, 0.4234],[0.5413, 0.5922],[0.528, 0.6964],[0.7065, 0.5521],[0.6884, 0.4858],[0.6372, 0.5982],[0.6081, 0.6716]
[0.5702, 0.9213],[0.3689, 0.8585],[0.1739, 0.7484],[-0.0023, 0.6937],[-0.142, 0.6794],[0.3329, 0.4284],[0.3241, 0.1887],[0.3213, 0.0465],[0.3228, -0.0737],[0.465, 0.4398],[0.4511, 0.3139],[0.4366, 0.4934],[0.4409, 0.6275],[0.589, 0.4866],[0.5755, 0.4243],[0.5443, 0.5939],[0.5294, 0.7008],[0.7057, 0.5508],[0.6902, 0.483],[0.64, 0.5954],[0.6098, 0.6711]
[0.57, 0.926],[0.3674, 0.8602],[0.1716, 0.7463],[-0.0101, 0.6954],[-0.1539, 0.6873],[0.3348, 0.4305],[0.3217, 0.1945],[0.3128, 0.0556],[0.307, -0.0599],[0.4662, 0.4407],[0.4479, 0.3151],[0.4336, 0.4922],[0.4393, 0.6244],[0.5899, 0.4871],[0.5707, 0.4256],[0.5403, 0.5931],[0.5288, 0.6964],[0.7074, 0.5512],[0.6858, 0.4869],[0.6363, 0.5988],[0.6102, 0.6722]
[0.5691, 0.9249],[0.3662, 0.8581],[0.1701, 0.7475],[-0.0128, 0.6933],[-0.1564, 0.6795],[0.3318, 0.4285],[0.3206, 0.189],[0.3144, 0.0473],[0.3121, -0.0723],[0.4625, 0.439],[0.4476, 0.3141],[0.4346, 0.4913],[0.4393, 0.6239],[0.5856, 0.4856],[0.5725, 0.4269],[0.5416, 0.5944],[0.5256, 0.6989],[0.7018, 0.5494],[0.6855, 0.4885],[0.6358, 0.6003],[0.6062, 0.6741]
[0.5652, 0.927],[0.3636, 0.8589],[0.168, 0.7483],[-0.0152, 0.6952],[-0.1571, 0.6783],[0.3314, 0.4294],[0.3216, 0.1891],[0.315, 0.0467],[0.312, -0.0726],[0.462, 0.4408],[0.4469, 0.315],[0.4318, 0.4902],[0.4365, 0.6204],[0.5849, 0.4876],[0.5718, 0.4239],[0.5393, 0.5901],[0.5245, 0.6916],[0.7008, 0.5514],[0.6865, 0.4863],[0.6353, 0.5977],[0.6065, 0.6698]
[0.5631, 0.926],[0.3612, 0.8589],[0.1691, 0.749],[-0.0077, 0.6943],[-0.1468, 0.6755],[0.3311, 0.4294],[0.3196, 0.1862],[0.3133, 0.043],[0.3106, -0.0773],[0.4618, 0.4414],[0.4461, 0.3166],[0.4298, 0.4912],[0.4332, 0.6217],[0.5848, 0.4877],[0.5705, 0.425],[0.5374, 0.591],[0.5219, 0.6935],[0.7014, 0.551],[0.6843, 0.4876],[0.6329, 0.5989],[0.6036, 0.6718]
[0.561, 0.9227],[0.3587, 0.8546],[0.1676, 0.745],[-0.011, 0.6936],[-0.1524, 0.6816],[0.3311, 0.4247],[0.3194, 0.183],[0.3127, 0.0415],[0.3085, -0.0765],[0.4621, 0.4383],[0.4427, 0.3142],[0.4277, 0.4853],[0.4323, 0.6163],[0.5855, 0.4861],[0.5678, 0.4238],[0.5346, 0.59],[0.5181, 0.6949],[0.7019, 0.5509],[0.6821, 0.4862],[0.6305, 0.5975],[0.6005, 0.6726]
[0.5606, 0.9259],[0.361, 0.8581],[0.1713, 0.7475],[-0.0064, 0.6955],[-0.1432, 0.6779],[0.3322, 0.4292],[0.3167, 0.1893],[0.3105, 0.0474],[0.3063, -0.0702],[0.4623, 0.4397],[0.4377, 0.3152],[0.4257, 0.4935],[0.4315, 0.628],[0.5851, 0.4874],[0.5646, 0.4197],[0.5345, 0.5866],[0.5215, 0.6911],[0.7007, 0.5539],[0.6828, 0.4871],[0.6308, 0.5983],[0.6013, 0.672]
[0.5611, 0.925],[0.3639, 0.8598],[0.172, 0.7473],[-0.0102, 0.6976],[-0.1521, 0.6844],[0.331, 0.4296],[0.3166, 0.1884],[0.3107, 0.0457],[0.309, -0.074],[0.4612, 0.4394],[0.4396, 0.3149],[0.4293, 0.4966],[0.4379, 0.6312],[0.584, 0.4868],[0.5656, 0.4209],[0.5367, 0.5908],[0.5255, 0.6955],[0.7006, 0.5529],[0.6814, 0.489],[0.6304, 0.6025],[0.6023, 0.6761]
[0.5592, 0.9254],[0.3618, 0.8602],[0.1682, 0.7464],[-0.0155, 0.6958],[-0.1579, 0.6836],[0.3271, 0.4316],[0.3143, 0.1887],[0.3097, 0.0421],[0.3093, -0.0806],[0.4578, 0.4396],[0.4379, 0.3177],[0.4262, 0.4984],[0.4337, 0.6303],[0.5813, 0.4851],[0.5632, 0.4217],[0.5339, 0.5892],[0.5226, 0.692],[0.6988, 0.5499],[0.6792, 0.4893],[0.6291, 0.5998],[0.6022, 0.6699]
[0.5597, 0.9178],[0.3608, 0.8573],[0.1662, 0.7473],[-0.0164, 0.695],[-0.1592, 0.6807],[0.3244, 0.4258],[0.3123, 0.1848],[0.3092, 0.0405],[0.31, -0.0805],[0.456, 0.4355],[0.4378, 0.3152],[0.4255, 0.4938],[0.43, 0.6242],[0.5795, 0.4822],[0.5629, 0.4214],[0.5337, 0.5892],[0.5187, 0.6916],[0.6963, 0.5471],[0.6763, 0.4872],[0.6284, 0.5998],[0.6006, 0.6714]
[0.56, 0.9243],[0.3585, 0.8591],[0.1641, 0.7472],[-0.0218, 0.6941],[-0.1639, 0.6795],[0.327, 0.4302],[0.3135, 0.1909],[0.3074, 0.0488],[0.3048, -0.07],[0.4573, 0.4392],[0.4343, 0.3171],[0.4251, 0.4965],[0.4347, 0.6254],[0.5798, 0.4852],[0.5604, 0.4209],[0.533, 0.5884],[0.5224, 0.6896],[0.6949, 0.55],[0.6763, 0.4883],[0.6265, 0.5995],[0.5998, 0.6697]
[0.5601, 0.9235],[0.3576, 0.8577],[0.1623, 0.7469],[-0.0222, 0.693],[-0.1648, 0.6742],[0.3238, 0.4281],[0.311, 0.1897],[0.3056, 0.0471],[0.3047, -0.0727],[0.4548, 0.4379],[0.4341, 0.3164],[0.4235, 0.4997],[0.4316, 0.6313],[0.5783, 0.4855],[0.5609, 0.4251],[0.5317, 0.5942],[0.5185, 0.6964],[0.695, 0.5516],[0.6789, 0.4901],[0.6271, 0.6005],[0.5959, 0.6709]
[0.5537, 0.9215],[0.3505, 0.857],[0.1548, 0.7434],[-0.028, 0.6924],[-0.1695, 0.6763],[0.3204, 0.4254],[0.3077, 0.1872],[0.3032, 0.0462],[0.3021, -0.0714],[0.452, 0.437],[0.4344, 0.3162],[0.4233, 0.4973],[0.4295, 0.6295],[0.5751, 0.4853],[0.5586, 0.4249],[0.5293, 0.5939],[0.5155, 0.696],[0.6911, 0.5513],[0.674, 0.4889],[0.6229, 0.5995],[0.5922, 0.6695]
[0.5575, 0.9192],[0.3565, 0.8555],[0.162, 0.7443],[-0.0226, 0.6949],[-0.166, 0.6816],[0.3228, 0.426],[0.31, 0.1845],[0.3072, 0.0416],[0.3085, -0.078],[0.4528, 0.438],[0.434, 0.3184],[0.4264, 0.4986],[0.4362, 0.629],[0.5751, 0.4848],[0.5593, 0.4237],[0.5319, 0.5903],[0.5198, 0.6904],[0.6914, 0.5486],[0.6754, 0.487],[0.6257, 0.5964],[0.5962, 0.6649]
[0.555, 0.924],[0.3539, 0.8569],[0.1618, 0.7444],[-0.0227, 0.6926],[-0.1659, 0.6752],[0.3239, 0.4292],[0.3136, 0.1892],[0.3087, 0.0481],[0.307, -0.0697],[0.4547, 0.4416],[0.4356, 0.3175],[0.4264, 0.5007],[0.4354, 0.632],[0.5773, 0.489],[0.5618, 0.4231],[0.5333, 0.5926],[0.5211, 0.6942],[0.6933, 0.5531],[0.679, 0.4864],[0.6286, 0.5988],[0.5995, 0.6696]
[0.5575, 0.9212],[0.3569, 0.8569],[0.1642, 0.7444],[-0.0165, 0.692],[-0.159, 0.677],[0.3242, 0.4273],[0.3126, 0.1871],[0.3084, 0.0444],[0.3079, -0.075],[0.4551, 0.4388],[0.4352, 0.3162],[0.4256, 0.4951],[0.4335, 0.6285],[0.5777, 0.4854],[0.5612, 0.4252],[0.5331, 0.5951],[0.52, 0.701],[0.6943, 0.5488],[0.6757, 0.4875],[0.6268, 0.6022],[0.5979, 0.6777]
[0.561, 0.9299],[0.3629, 0.8612],[0.1705, 0.7476],[-0.0102, 0.6965],[-0.1512, 0.6838],[0.3256, 0.4347],[0.3126, 0.1969],[0.3053, 0.0542],[0.3015, -0.0654],[0.4555, 0.4448],[0.4356, 0.3158],[0.4265, 0.4976],[0.4346, 0.6331],[0.578, 0.4911],[0.5625, 0.4237],[0.5338, 0.596],[0.5207, 0.7026],[0.6936, 0.5545],[0.677, 0.4911],[0.6268, 0.6066],[0.5978, 0.6807]
[0.563, 0.9258],[0.3589, 0.859],[0.1649, 0.7467],[-0.0148, 0.6914],[-0.1572, 0.6704],[0.3246, 0.4321],[0.3159, 0.1899],[0.3114, 0.0437],[0.3101, -0.0801],[0.4543, 0.4428],[0.4374, 0.3178],[0.4273, 0.4975],[0.4341, 0.6319],[0.5765, 0.4887],[0.5644, 0.4266],[0.5344, 0.597],[0.5187, 0.7047],[0.6925, 0.5514],[0.6764, 0.4908],[0.6276, 0.6046],[0.5976, 0.6805]
[0.5609, 0.9246],[0.3614, 0.8592],[0.1614, 0.7436],[-0.0282, 0.6933],[-0.178, 0.6789],[0.3232, 0.4269],[0.314, 0.1852],[0.3083, 0.0394],[0.3054, -0.0803],[0.4535, 0.4374],[0.4338, 0.3144],[0.4245, 0.491],[0.4336, 0.6223],[0.5774, 0.4831],[0.5596, 0.4229],[0.5333, 0.5882],[0.5228, 0.6899],[0.6961, 0.5467],[0.6785, 0.4882],[0.6301, 0.5968],[0.6026, 0.6672]
[0.5596, 0.925],[0.3605, 0.8588],[0.1634, 0.7441],[-0.0244, 0.6934],[-0.1706, 0.6781],[0.3245, 0.4278],[0.3164, 0.1875],[0.3124, 0.0428],[0.3113, -0.0783],[0.4547, 0.4381],[0.4361, 0.3161],[0.4273, 0.4937],[0.4364, 0.6236],[0.5774, 0.4841],[0.5621, 0.4237],[0.5353, 0.5903],[0.5234, 0.6909],[0.6946, 0.5474],[0.6788, 0.4884],[0.6303, 0.5991],[0.6019, 0.6685]
[0.5571, 0.9254],[0.3559, 0.8592],[0.1553, 0.7418],[-0.03, 0.6872],[-0.1728, 0.67],[0.3201, 0.4266],[0.3087, 0.1883],[0.3016, 0.0473],[0.2979, -0.07],[0.4505, 0.4375],[0.4342, 0.3141],[0.4255, 0.4965],[0.4351, 0.6288],[0.5737, 0.4841],[0.5575, 0.4238],[0.531, 0.5911],[0.5213, 0.6905],[0.6913, 0.5484],[0.6755, 0.4872],[0.626, 0.5969],[0.5986, 0.6647]
[0.5547, 0.9299],[0.3571, 0.8623],[0.1571, 0.7424],[-0.028, 0.6891],[-0.17, 0.6733],[0.3201, 0.4292],[0.3115, 0.1907],[0.3056, 0.05],[0.3015, -0.0669],[0.4511, 0.4393],[0.4327, 0.3166],[0.4235, 0.4968],[0.4324, 0.6278],[0.5749, 0.4845],[0.5574, 0.4244],[0.5316, 0.5908],[0.5222, 0.6896],[0.6937, 0.5476],[0.6773, 0.4861],[0.6284, 0.5953],[0.6013, 0.6628]
[0.5583, 0.9296],[0.3595, 0.8614],[0.1612, 0.7437],[-0.0262, 0.6925],[-0.1706, 0.6783],[0.3209, 0.4288],[0.3108, 0.1872],[0.3088, 0.0426],[0.3112, -0.0795],[0.4511, 0.4394],[0.4335, 0.3149],[0.4251, 0.4979],[0.4351, 0.6303],[0.5746, 0.4854],[0.5594, 0.4251],[0.5323, 0.594],[0.5215, 0.6945],[0.6923, 0.5493],[0.6771, 0.4862],[0.6278, 0.5982],[0.5996, 0.6678]
[0.5563, 0.928],[0.3568, 0.8619],[0.1589, 0.7463],[-0.0258, 0.6913],[-0.1694, 0.6703],[0.3205, 0.4291],[0.3105, 0.1906],[0.3057, 0.048],[0.304, -0.0714],[0.4516, 0.4387],[0.4332, 0.3146],[0.4223, 0.498],[0.4294, 0.632],[0.5758, 0.4846],[0.5579, 0.4241],[0.5293, 0.5934],[0.5178, 0.6942],[0.6942, 0.5486],[0.6767, 0.4872],[0.6257, 0.6001],[0.5975, 0.67]
[0.5569, 0.9281],[0.3558, 0.8608],[0.1579, 0.7461],[-0.0255, 0.6903],[-0.1674, 0.6709],[0.3197, 0.4314],[0.3086, 0.1935],[0.3026, 0.0529],[0.2999, -0.0651],[0.4498, 0.4407],[0.4299, 0.3133],[0.4211, 0.4951],[0.4304, 0.6281],[0.5739, 0.4865],[0.5554, 0.4241],[0.5287, 0.5928],[0.5185, 0.6933],[0.6925, 0.5507],[0.6743, 0.488],[0.6238, 0.5995],[0.5959, 0.6689]
[0.5575, 0.9277],[0.3551, 0.8604],[0.1575, 0.7466],[-0.0261, 0.6913],[-0.1692, 0.6706],[0.3201, 0.4303],[0.3094, 0.1934],[0.3046, 0.0516],[0.3029, -0.0674],[0.4511, 0.4389],[0.4314, 0.314],[0.4194, 0.4963],[0.4261, 0.6302],[0.5748, 0.484],[0.5558, 0.4258],[0.5277, 0.5951],[0.5169, 0.6971],[0.6924, 0.5472],[0.6722, 0.4893],[0.6219, 0.602],[0.595, 0.6725]
[0.5573, 0.9255],[0.3544, 0.8589],[0.1575, 0.7477],[-0.0229, 0.6916],[-0.162, 0.6693],[0.3201, 0.4292],[0.3081, 0.1916],[0.3052, 0.0507],[0.3061, -0.0684],[0.4508, 0.4376],[0.4277, 0.3157],[0.4178, 0.498],[0.4286, 0.6312],[0.574, 0.4828],[0.5527, 0.4237],[0.5249, 0.5913],[0.5167, 0.6917],[0.6913, 0.5465],[0.6713, 0.489],[0.6194, 0.5997],[0.5927, 0.6682]
[0.5586, 0.9247],[0.3538, 0.8575],[0.1547, 0.7453],[-0.0323, 0.6912],[-0.1768, 0.6748],[0.3206, 0.4274],[0.3084, 0.19],[0.3036, 0.049],[0.3028, -0.0691],[0.4512, 0.4364],[0.4295, 0.3141],[0.4196, 0.4957],[0.4301, 0.6284],[0.5741, 0.4828],[0.5534, 0.4257],[0.5265, 0.5934],[0.5185, 0.6947],[0.6913, 0.5471],[0.6692, 0.4889],[0.6193, 0.6005],[0.5944, 0.6704]
[0.5571, 0.9218],[0.353, 0.8554],[0.1559, 0.747],[-0.0295, 0.6933],[-0.1713, 0.6733],[0.3224, 0.4276],[0.3129, 0.1899],[0.3095, 0.0476],[0.3099, -0.0725],[0.4525, 0.4379],[0.4298, 0.3152],[0.4191, 0.4943],[0.4304, 0.6251],[0.575, 0.4845],[0.5545, 0.4243],[0.5272, 0.5907],[0.5198, 0.6901],[0.6919, 0.5483],[0.6721, 0.4883],[0.6212, 0.5981],[0.5957, 0.6663]
[0.5583, 0.9192],[0.3521, 0.8553],[0.1536, 0.746],[-0.0311, 0.6932],[-0.1724, 0.6748],[0.3226, 0.4288],[0.3108, 0.1893],[0.306, 0.0468],[0.3055, -0.0729],[0.4525, 0.4388],[0.4314, 0.3161],[0.4211, 0.4951],[0.4317, 0.6258],[0.5747, 0.4845],[0.5554, 0.4244],[0.5297, 0.5907],[0.5221, 0.6893],[0.6913, 0.5478],[0.6729, 0.487],[0.6244, 0.5961],[0.5998, 0.6633]
[0.551, 0.9289],[0.3524, 0.8588],[0.1552, 0.7409],[-0.0355, 0.6948],[-0.1818, 0.689],[0.3199, 0.4288],[0.3141, 0.1936],[0.3075, 0.0549],[0.3029, -0.0625],[0.4508, 0.4386],[0.4279, 0.3137],[0.4203, 0.4961],[0.4342, 0.6231],[0.5746, 0.4861],[0.5559, 0.4195],[0.5282, 0.5877],[0.5201, 0.6854],[0.6913, 0.5525],[0.6746, 0.4877],[0.6211, 0.6011],[0.5922, 0.6705]
