[0.6032, 0.9311],[0.4057, 0.8804],[0.2317, 0.7773],[0.0759, 0.7244],[-0.0542, 0.7016],[0.3832, 0.4476],[0.3522, 0.2071],[0.3368, 0.0649],[0.3322, -0.049],[0.5113, 0.4496],[0.5474, 0.2954],[0.5616, 0.4478],[0.5653, 0.5757],[0.6323, 0.4871],[0.6655, 0.3651],[0.6674, 0.5095],[0.6549, 0.6174],[0.7427, 0.544],[0.7784, 0.4284],[0.7639, 0.5238],[0.7382, 0.6157]
[0.5683, 0.9549],[0.3814, 0.8842],[0.1998, 0.7612],[0.0117, 0.6871],[-0.1451, 0.6743],[0.3508, 0.4399],[0.3365, 0.1942],[0.3329, 0.0516],[0.3412, -0.0734],[0.4856, 0.4532],[0.5216, 0.3016],[0.5239, 0.4725],[0.5221, 0.6046],[0.6104, 0.5002],[0.6477, 0.3936],[0.6306, 0.5501],[0.6042, 0.6649],[0.7233, 0.5636],[0.7572, 0.4588],[0.7298, 0.5535],[0.6968, 0.635]
[0.5669, 0.9516],[0.3814, 0.8813],[0.2021, 0.7607],[0.0161, 0.6872],[-0.141, 0.6714],[0.3506, 0.4399],[0.3371, 0.197],[0.331, 0.0558],[0.3359, -0.0684],[0.4849, 0.4524],[0.5208, 0.2991],[0.5206, 0.468],[0.5168, 0.5991],[0.6095, 0.4984],[0.6465, 0.3916],[0.6264, 0.5467],[0.5985, 0.6608],[0.7234, 0.5604],[0.7543, 0.4568],[0.7244, 0.5529],[0.69, 0.636]
[0.5685, 0.9578],[0.3803, 0.8871],[0.2014, 0.7624],[0.0188, 0.688],[-0.1352, 0.6742],[0.3512, 0.4418],[0.3378, 0.1961],[0.3348, 0.0535],[0.3426, -0.0711],[0.4852, 0.4539],[0.5184, 0.2988],[0.5203, 0.4692],[0.5181, 0.6015],[0.6104, 0.4994],[0.6453, 0.3893],[0.6279, 0.5445],[0.6018, 0.6592],[0.7248, 0.5614],[0.7555, 0.4559],[0.7264, 0.5495],[0.6925, 0.6311]
[0.5665, 0.9557],[0.3786, 0.8846],[0.2017, 0.7607],[0.0222, 0.6859],[-0.1284, 0.6694],[0.3531, 0.4424],[0.3415, 0.2008],[0.3391, 0.0596],[0.3474, -0.0651],[0.4856, 0.4547],[0.5201, 0.3002],[0.5181, 0.4688],[0.5135, 0.6003],[0.6102, 0.5002],[0.6439, 0.3921],[0.6226, 0.5434],[0.5962, 0.6549],[0.7259, 0.5627],[0.753, 0.4573],[0.7231, 0.5502],[0.6904, 0.631]
[0.5681, 0.9561],[0.3784, 0.8831],[0.1984, 0.7578],[0.0147, 0.6829],[-0.1382, 0.6713],[0.3512, 0.4383],[0.3416, 0.1976],[0.3421, 0.0555],[0.3533, -0.0705],[0.4837, 0.4502],[0.5187, 0.2984],[0.5178, 0.4705],[0.5141, 0.602],[0.6089, 0.496],[0.6404, 0.3886],[0.6209, 0.5399],[0.5961, 0.6512],[0.7246, 0.5589],[0.7505, 0.4533],[0.7212, 0.5463],[0.6901, 0.6267]
[0.5704, 0.9556],[0.3812, 0.8857],[0.2001, 0.7617],[0.016, 0.6869],[-0.1401, 0.6702],[0.3506, 0.4433],[0.3413, 0.2014],[0.3386, 0.0609],[0.3444, -0.0631],[0.4838, 0.4537],[0.5152, 0.3006],[0.5211, 0.4686],[0.5212, 0.6004],[0.6096, 0.4971],[0.6409, 0.3897],[0.6269, 0.5427],[0.6032, 0.6566],[0.7256, 0.5567],[0.7506, 0.4499],[0.7239, 0.5446],[0.6921, 0.6285]
[0.5743, 0.9488],[0.386, 0.8792],[0.2029, 0.7595],[0.0165, 0.6869],[-0.1423, 0.6706],[0.3497, 0.4452],[0.3417, 0.2098],[0.3374, 0.0718],[0.3394, -0.051],[0.4847, 0.4512],[0.5128, 0.301],[0.5205, 0.4695],[0.521, 0.602],[0.6115, 0.4918],[0.6391, 0.3852],[0.6294, 0.5391],[0.6076, 0.6537],[0.7277, 0.5494],[0.7498, 0.4526],[0.7257, 0.5456],[0.6964, 0.624]
[0.5733, 0.9418],[0.385, 0.8797],[0.2037, 0.7635],[0.0232, 0.69],[-0.1311, 0.6687],[0.3472, 0.4419],[0.3386, 0.2012],[0.3349, 0.0583],[0.3402, -0.0671],[0.4832, 0.4493],[0.5078, 0.3007],[0.516, 0.4703],[0.5196, 0.603],[0.6116, 0.4914],[0.6382, 0.3825],[0.6291, 0.5364],[0.6069, 0.6506],[0.7289, 0.55],[0.7547, 0.452],[0.7293, 0.5435],[0.6972, 0.6198]
[0.576, 0.946],[0.3888, 0.8789],[0.2068, 0.7599],[0.0188, 0.6898],[-0.1392, 0.6787],[0.35, 0.4432],[0.3391, 0.2045],[0.3353, 0.0635],[0.3407, -0.0602],[0.4846, 0.4517],[0.5144, 0.3016],[0.5201, 0.4731],[0.521, 0.6058],[0.6109, 0.4944],[0.641, 0.3869],[0.6292, 0.5408],[0.6067, 0.6548],[0.7264, 0.5528],[0.7516, 0.4515],[0.7264, 0.5451],[0.6963, 0.6245]
[0.5706, 0.953],[0.3855, 0.887],[0.2075, 0.7666],[0.0261, 0.6916],[-0.1284, 0.6682],[0.3497, 0.4459],[0.3415, 0.2063],[0.3352, 0.0638],[0.3389, -0.0618],[0.4838, 0.4549],[0.5117, 0.3035],[0.5174, 0.4734],[0.5195, 0.6048],[0.6097, 0.4976],[0.6407, 0.3882],[0.6291, 0.5414],[0.6073, 0.6549],[0.7242, 0.5574],[0.7527, 0.4546],[0.7289, 0.5494],[0.6997, 0.6305]
[0.5683, 0.9557],[0.3815, 0.8859],[0.2029, 0.7631],[0.0196, 0.6896],[-0.1358, 0.669],[0.3503, 0.4449],[0.3395, 0.2045],[0.3346, 0.0631],[0.3395, -0.0616],[0.4828, 0.4567],[0.5136, 0.302],[0.5168, 0.4738],[0.5167, 0.6054],[0.6084, 0.5015],[0.6407, 0.3922],[0.6249, 0.5436],[0.6006, 0.6551],[0.7241, 0.5619],[0.7506, 0.4562],[0.7245, 0.5485],[0.6937, 0.6283]
[0.5699, 0.9549],[0.3813, 0.8865],[0.1994, 0.7629],[0.0162, 0.6882],[-0.1374, 0.6683],[0.3482, 0.4427],[0.337, 0.2028],[0.3345, 0.0618],[0.3412, -0.0627],[0.4817, 0.4532],[0.5121, 0.3018],[0.5163, 0.4732],[0.5162, 0.6053],[0.6075, 0.4976],[0.6395, 0.3913],[0.6242, 0.5425],[0.6002, 0.6539],[0.7238, 0.559],[0.7492, 0.4566],[0.7221, 0.5488],[0.6901, 0.6274]
[0.5697, 0.9545],[0.383, 0.8846],[0.2004, 0.7629],[0.0145, 0.6885],[-0.141, 0.6682],[0.3457, 0.4431],[0.3365, 0.2009],[0.3314, 0.0583],[0.3349, -0.0678],[0.4798, 0.4536],[0.5079, 0.3028],[0.5145, 0.4732],[0.5162, 0.6048],[0.6062, 0.4983],[0.6377, 0.3915],[0.6242, 0.5442],[0.5998, 0.6564],[0.7214, 0.5597],[0.749, 0.4568],[0.7222, 0.5497],[0.6896, 0.6287]
[0.5666, 0.9536],[0.3798, 0.8845],[0.1997, 0.7624],[0.0166, 0.6884],[-0.1364, 0.6667],[0.3461, 0.4404],[0.336, 0.1971],[0.3304, 0.0553],[0.3334, -0.0695],[0.4791, 0.4523],[0.5089, 0.3061],[0.5155, 0.4765],[0.5172, 0.6068],[0.6043, 0.4978],[0.6376, 0.3917],[0.6232, 0.5441],[0.5985, 0.6555],[0.7191, 0.5598],[0.7496, 0.4556],[0.7212, 0.5498],[0.6874, 0.6309]
[0.5694, 0.9559],[0.3831, 0.8868],[0.2018, 0.7631],[0.0174, 0.6907],[-0.1355, 0.6746],[0.3466, 0.4436],[0.3355, 0.2013],[0.3322, 0.0589],[0.3382, -0.0672],[0.479, 0.454],[0.5119, 0.3046],[0.5163, 0.4769],[0.5166, 0.6089],[0.604, 0.4979],[0.6384, 0.3899],[0.6222, 0.5438],[0.598, 0.6558],[0.7202, 0.559],[0.7492, 0.4547],[0.7208, 0.5496],[0.688, 0.6299]
[0.5664, 0.9511],[0.3787, 0.8824],[0.1999, 0.7628],[0.0173, 0.6894],[-0.1371, 0.6682],[0.3469, 0.4416],[0.3332, 0.1998],[0.3292, 0.0587],[0.3344, -0.0667],[0.4794, 0.4524],[0.5116, 0.305],[0.5161, 0.4775],[0.5159, 0.6098],[0.6038, 0.4967],[0.639, 0.3925],[0.6213, 0.5466],[0.5947, 0.6591],[0.7181, 0.5574],[0.7491, 0.4564],[0.7194, 0.5526],[0.6842, 0.6341]
[0.5676, 0.9613],[0.3795, 0.8873],[0.1987, 0.7626],[0.0113, 0.6909],[-0.1449, 0.6779],[0.3489, 0.4446],[0.3329, 0.2048],[0.3274, 0.0676],[0.3308, -0.0548],[0.4804, 0.4552],[0.5126, 0.3052],[0.5182, 0.4792],[0.5196, 0.6098],[0.6046, 0.5],[0.6388, 0.3909],[0.6224, 0.546],[0.5976, 0.6581],[0.7175, 0.5616],[0.7495, 0.4553],[0.7192, 0.5496],[0.6849, 0.6295]
[0.5678, 0.954],[0.3787, 0.8806],[0.1965, 0.7601],[0.009, 0.6887],[-0.1457, 0.674],[0.3467, 0.4435],[0.334, 0.2024],[0.3316, 0.0644],[0.3372, -0.0601],[0.4798, 0.4534],[0.511, 0.3027],[0.5164, 0.4754],[0.5162, 0.6071],[0.6049, 0.4971],[0.6376, 0.389],[0.6208, 0.5429],[0.5943, 0.6552],[0.718, 0.557],[0.7481, 0.4544],[0.7178, 0.55],[0.6831, 0.6301]
[0.5659, 0.9508],[0.3804, 0.8823],[0.2012, 0.7652],[0.0204, 0.6913],[-0.1282, 0.6733],[0.3443, 0.4452],[0.3297, 0.2027],[0.3216, 0.0627],[0.3229, -0.0608],[0.4777, 0.4545],[0.5083, 0.3106],[0.5134, 0.4852],[0.5135, 0.6169],[0.6034, 0.4978],[0.6372, 0.3901],[0.6216, 0.5464],[0.5962, 0.6605],[0.7175, 0.5584],[0.7495, 0.456],[0.7193, 0.5497],[0.6845, 0.629]
[0.5701, 0.9531],[0.3814, 0.8848],[0.2023, 0.7662],[0.0226, 0.6914],[-0.1244, 0.6727],[0.3463, 0.4461],[0.3325, 0.208],[0.3257, 0.0706],[0.3285, -0.051],[0.4791, 0.4569],[0.5117, 0.3109],[0.5167, 0.4828],[0.5165, 0.615],[0.6044, 0.5008],[0.6381, 0.3926],[0.6232, 0.5459],[0.5986, 0.659],[0.7186, 0.5617],[0.7517, 0.455],[0.7223, 0.5467],[0.688, 0.627]
[0.568, 0.9505],[0.3805, 0.883],[0.2026, 0.7671],[0.0266, 0.6923],[-0.1231, 0.6704],[0.3472, 0.4463],[0.333, 0.208],[0.3247, 0.068],[0.3267, -0.0553],[0.4807, 0.4576],[0.5124, 0.3083],[0.5133, 0.4758],[0.5106, 0.6075],[0.6059, 0.5023],[0.6405, 0.3954],[0.622, 0.5464],[0.5952, 0.6616],[0.7214, 0.5633],[0.753, 0.4569],[0.7227, 0.5467],[0.6859, 0.6294]
[0.5707, 0.9552],[0.383, 0.8858],[0.2046, 0.7657],[0.0227, 0.6908],[-0.1325, 0.6707],[0.3494, 0.4476],[0.3358, 0.2074],[0.3291, 0.0656],[0.3324, -0.0587],[0.4806, 0.4598],[0.511, 0.3112],[0.5115, 0.4802],[0.5092, 0.6114],[0.6051, 0.5048],[0.6378, 0.3955],[0.6189, 0.5479],[0.5932, 0.6639],[0.7207, 0.5656],[0.7505, 0.4576],[0.7206, 0.5485],[0.6856, 0.6326]
[0.5658, 0.9495],[0.3784, 0.8819],[0.2021, 0.7681],[0.0233, 0.6929],[-0.1311, 0.6715],[0.3479, 0.4458],[0.3323, 0.2053],[0.3248, 0.0641],[0.3289, -0.0604],[0.4796, 0.4574],[0.5107, 0.3088],[0.5099, 0.4793],[0.5078, 0.6115],[0.6042, 0.5025],[0.638, 0.395],[0.6164, 0.5491],[0.5894, 0.6651],[0.7202, 0.5635],[0.7508, 0.4593],[0.7183, 0.5512],[0.6812, 0.6339]
[0.5689, 0.9483],[0.3806, 0.8811],[0.2019, 0.7646],[0.0199, 0.6915],[-0.1352, 0.6755],[0.3481, 0.445],[0.3344, 0.2051],[0.3295, 0.063],[0.3349, -0.0627],[0.4806, 0.4567],[0.5112, 0.3084],[0.5112, 0.4816],[0.5086, 0.6144],[0.6051, 0.5019],[0.6391, 0.3957],[0.6182, 0.5535],[0.5902, 0.6695],[0.7197, 0.5626],[0.7509, 0.4599],[0.7189, 0.5547],[0.6815, 0.6367]
[0.5704, 0.9472],[0.3823, 0.8817],[0.2008, 0.7645],[0.0148, 0.6917],[-0.1425, 0.6736],[0.3484, 0.4482],[0.3341, 0.2108],[0.3275, 0.0698],[0.3312, -0.0552],[0.4802, 0.457],[0.5095, 0.3109],[0.5133, 0.4841],[0.5132, 0.6171],[0.6047, 0.4991],[0.6368, 0.396],[0.6199, 0.5534],[0.5946, 0.6683],[0.7198, 0.5572],[0.7484, 0.4588],[0.7187, 0.554],[0.6834, 0.6344]
[0.5688, 0.9443],[0.38, 0.88],[0.1997, 0.7663],[0.0177, 0.6958],[-0.1378, 0.6765],[0.3464, 0.4483],[0.3324, 0.2075],[0.3236, 0.0659],[0.3258, -0.0598],[0.48, 0.4563],[0.5057, 0.3069],[0.5124, 0.4795],[0.5165, 0.612],[0.6056, 0.4991],[0.6343, 0.3904],[0.6216, 0.5451],[0.6001, 0.6592],[0.7199, 0.5582],[0.749, 0.4585],[0.7211, 0.5522],[0.6889, 0.6314]
[0.5691, 0.9505],[0.3824, 0.8857],[0.2033, 0.7687],[0.0231, 0.695],[-0.1286, 0.6762],[0.3467, 0.4519],[0.3325, 0.2114],[0.3256, 0.0703],[0.3294, -0.0552],[0.4792, 0.46],[0.507, 0.3081],[0.5135, 0.4822],[0.5167, 0.6157],[0.6047, 0.5024],[0.6365, 0.3911],[0.6233, 0.5472],[0.6012, 0.6625],[0.7191, 0.5613],[0.7507, 0.4574],[0.7227, 0.5522],[0.6898, 0.6336]
[0.5646, 0.9475],[0.3792, 0.8843],[0.2033, 0.7695],[0.0255, 0.694],[-0.1262, 0.6726],[0.3477, 0.4514],[0.3333, 0.2137],[0.3265, 0.0725],[0.331, -0.0535],[0.4801, 0.4609],[0.5084, 0.3072],[0.5107, 0.4781],[0.5112, 0.6101],[0.6052, 0.5048],[0.6361, 0.394],[0.6191, 0.5476],[0.5952, 0.6618],[0.7203, 0.5647],[0.7488, 0.459],[0.7192, 0.5523],[0.6858, 0.6341]
[0.5666, 0.9501],[0.3823, 0.8861],[0.2061, 0.7682],[0.0273, 0.6952],[-0.1264, 0.6769],[0.3491, 0.4495],[0.3337, 0.2102],[0.328, 0.0689],[0.3332, -0.0556],[0.4808, 0.4601],[0.5091, 0.3077],[0.5134, 0.4822],[0.5146, 0.6157],[0.6056, 0.5046],[0.6351, 0.3931],[0.6194, 0.5477],[0.5959, 0.6621],[0.721, 0.5647],[0.7508, 0.4597],[0.7205, 0.5527],[0.6853, 0.6337]
[0.5675, 0.9552],[0.3828, 0.8882],[0.2043, 0.7644],[0.0221, 0.6921],[-0.1336, 0.6752],[0.3493, 0.4464],[0.3344, 0.204],[0.3286, 0.0598],[0.3331, -0.0651],[0.4801, 0.4588],[0.5089, 0.3077],[0.5108, 0.4806],[0.5107, 0.6132],[0.6053, 0.5049],[0.6343, 0.3936],[0.6167, 0.546],[0.5926, 0.6586],[0.7225, 0.5676],[0.7494, 0.4601],[0.7183, 0.5515],[0.6834, 0.6324]
[0.5678, 0.9606],[0.3814, 0.8871],[0.2021, 0.7658],[0.0213, 0.6916],[-0.1297, 0.6726],[0.3487, 0.4497],[0.3353, 0.2101],[0.3292, 0.0689],[0.333, -0.0575],[0.4793, 0.4612],[0.5096, 0.3069],[0.5106, 0.477],[0.5104, 0.608],[0.6034, 0.5064],[0.6376, 0.3953],[0.6179, 0.5481],[0.5936, 0.6612],[0.7201, 0.5681],[0.7515, 0.4603],[0.7194, 0.5533],[0.6852, 0.6346]
[0.5674, 0.9561],[0.3828, 0.8877],[0.2048, 0.7686],[0.0251, 0.6923],[-0.1251, 0.6693],[0.349, 0.4509],[0.3349, 0.2099],[0.3306, 0.0673],[0.3379, -0.0603],[0.4803, 0.4615],[0.5112, 0.3049],[0.5115, 0.4764],[0.5115, 0.61],[0.6049, 0.5062],[0.6392, 0.3948],[0.619, 0.5477],[0.5951, 0.6617],[0.7212, 0.5672],[0.7533, 0.4583],[0.7219, 0.5507],[0.6883, 0.6327]
[0.5679, 0.9582],[0.3817, 0.8866],[0.2026, 0.7678],[0.0212, 0.6914],[-0.1314, 0.6652],[0.3507, 0.4504],[0.3372, 0.2125],[0.3339, 0.0724],[0.3415, -0.0526],[0.4817, 0.4611],[0.5114, 0.3053],[0.5102, 0.4753],[0.5088, 0.6066],[0.6061, 0.5067],[0.6401, 0.3948],[0.6183, 0.546],[0.5929, 0.6597],[0.7227, 0.5682],[0.7554, 0.4592],[0.7223, 0.55],[0.6868, 0.6314]
[0.5659, 0.9531],[0.3824, 0.8856],[0.206, 0.7697],[0.027, 0.6923],[-0.1248, 0.6656],[0.3523, 0.4492],[0.3378, 0.2117],[0.3346, 0.0711],[0.3421, -0.0531],[0.4832, 0.46],[0.5117, 0.3077],[0.5131, 0.4762],[0.5125, 0.6089],[0.6074, 0.5053],[0.6392, 0.3976],[0.6205, 0.5458],[0.5961, 0.6583],[0.7235, 0.5656],[0.7548, 0.4594],[0.7232, 0.5482],[0.6879, 0.6284]
[0.5672, 0.9561],[0.3806, 0.8826],[0.2002, 0.7601],[0.0108, 0.689],[-0.149, 0.673],[0.352, 0.4468],[0.3382, 0.2102],[0.3366, 0.0697],[0.3459, -0.0551],[0.4822, 0.458],[0.5122, 0.3081],[0.5125, 0.4741],[0.5113, 0.604],[0.6066, 0.5039],[0.6391, 0.3972],[0.6186, 0.5431],[0.5921, 0.6547],[0.7224, 0.5649],[0.7549, 0.4592],[0.7221, 0.5466],[0.6844, 0.6267]
[0.5646, 0.9555],[0.3802, 0.8832],[0.2022, 0.7643],[0.0203, 0.6899],[-0.1315, 0.6696],[0.3502, 0.4492],[0.3367, 0.2117],[0.3326, 0.0714],[0.3391, -0.0546],[0.4813, 0.4583],[0.5069, 0.3076],[0.511, 0.4783],[0.5139, 0.6087],[0.6065, 0.5036],[0.6356, 0.3917],[0.6194, 0.5406],[0.597, 0.6526],[0.7217, 0.5666],[0.7527, 0.4595],[0.7202, 0.5465],[0.6848, 0.6248]
[0.5657, 0.9533],[0.3809, 0.8859],[0.2019, 0.7647],[0.0202, 0.6907],[-0.1334, 0.6726],[0.3507, 0.4445],[0.3366, 0.2062],[0.3337, 0.0654],[0.3417, -0.0597],[0.4809, 0.455],[0.5077, 0.306],[0.5109, 0.4787],[0.5136, 0.6108],[0.6057, 0.5014],[0.635, 0.3936],[0.6178, 0.5437],[0.5956, 0.6546],[0.7225, 0.5644],[0.7519, 0.4591],[0.7196, 0.5487],[0.685, 0.6268]
[0.5685, 0.9583],[0.3826, 0.8848],[0.2017, 0.7634],[0.0157, 0.6899],[-0.1399, 0.674],[0.3495, 0.4494],[0.3368, 0.2088],[0.3334, 0.0684],[0.34, -0.0562],[0.4804, 0.4593],[0.5089, 0.3081],[0.5157, 0.4821],[0.5198, 0.6147],[0.6055, 0.504],[0.6365, 0.3927],[0.6217, 0.5452],[0.5994, 0.6583],[0.7206, 0.5655],[0.7517, 0.4596],[0.7213, 0.5524],[0.6881, 0.6329]
[0.5678, 0.9535],[0.3843, 0.882],[0.203, 0.7621],[0.0208, 0.6898],[-0.1301, 0.6731],[0.3482, 0.4498],[0.3359, 0.2087],[0.3299, 0.0689],[0.3326, -0.0554],[0.4805, 0.4587],[0.5092, 0.3089],[0.5156, 0.4804],[0.5169, 0.6127],[0.6059, 0.5021],[0.638, 0.3924],[0.6235, 0.5441],[0.5991, 0.6569],[0.7212, 0.5625],[0.7524, 0.4584],[0.7228, 0.5513],[0.6881, 0.632]
[0.5658, 0.9534],[0.3833, 0.8817],[0.2029, 0.7611],[0.0192, 0.6892],[-0.1356, 0.6728],[0.3507, 0.45],[0.3356, 0.212],[0.3293, 0.0734],[0.333, -0.0501],[0.4824, 0.4581],[0.5105, 0.3079],[0.5169, 0.4804],[0.5198, 0.6116],[0.6072, 0.5016],[0.6377, 0.3904],[0.6229, 0.5419],[0.6002, 0.6536],[0.7219, 0.5626],[0.7506, 0.4576],[0.7211, 0.5489],[0.6876, 0.6274]
[0.5657, 0.9482],[0.3818, 0.8813],[0.2022, 0.7619],[0.0225, 0.6892],[-0.1305, 0.6746],[0.3508, 0.4473],[0.336, 0.2082],[0.3296, 0.0694],[0.3333, -0.0548],[0.4827, 0.4552],[0.5089, 0.3042],[0.5152, 0.4772],[0.5187, 0.6094],[0.6077, 0.4995],[0.6369, 0.3906],[0.6237, 0.5441],[0.6026, 0.6564],[0.7226, 0.5604],[0.7497, 0.4575],[0.7213, 0.5519],[0.6895, 0.6317]
[0.5683, 0.9499],[0.3833, 0.8817],[0.2028, 0.7611],[0.0199, 0.6889],[-0.1358, 0.6744],[0.351, 0.4469],[0.3359, 0.2068],[0.3307, 0.0662],[0.3365, -0.0584],[0.4824, 0.4575],[0.5101, 0.3052],[0.5156, 0.4766],[0.5186, 0.6085],[0.6064, 0.5016],[0.636, 0.3905],[0.6221, 0.5415],[0.6007, 0.654],[0.7214, 0.561],[0.7491, 0.4563],[0.7203, 0.5489],[0.688, 0.6297]
[0.5678, 0.951],[0.3826, 0.884],[0.2072, 0.7675],[0.0322, 0.6933],[-0.1152, 0.6726],[0.351, 0.4476],[0.3364, 0.2075],[0.333, 0.0691],[0.339, -0.0545],[0.4822, 0.4574],[0.5112, 0.3069],[0.5158, 0.4784],[0.517, 0.6086],[0.6056, 0.501],[0.6364, 0.3925],[0.6209, 0.5466],[0.5986, 0.6596],[0.7191, 0.5619],[0.7492, 0.4549],[0.7197, 0.5483],[0.687, 0.6302]
[0.5698, 0.9576],[0.3836, 0.8847],[0.2044, 0.7642],[0.0236, 0.6885],[-0.1272, 0.6677],[0.35, 0.4468],[0.3388, 0.2101],[0.3374, 0.0713],[0.3452, -0.0529],[0.4796, 0.4578],[0.5102, 0.3059],[0.5115, 0.4765],[0.511, 0.6053],[0.6034, 0.5036],[0.6368, 0.3917],[0.6178, 0.5433],[0.5938, 0.6552],[0.7183, 0.5668],[0.7493, 0.4565],[0.7185, 0.5473],[0.6861, 0.6282]
[0.5698, 0.9567],[0.3835, 0.8885],[0.2018, 0.765],[0.0242, 0.6897],[-0.1263, 0.6686],[0.3484, 0.4499],[0.3356, 0.2125],[0.3328, 0.073],[0.3403, -0.052],[0.48, 0.4582],[0.5097, 0.3042],[0.5124, 0.4761],[0.5136, 0.6083],[0.6051, 0.501],[0.6358, 0.3938],[0.6194, 0.5462],[0.598, 0.6576],[0.7221, 0.561],[0.7479, 0.4556],[0.7202, 0.5482],[0.6905, 0.6277]
[0.5713, 0.9523],[0.3844, 0.8834],[0.2021, 0.7633],[0.0237, 0.6884],[-0.1267, 0.6676],[0.3482, 0.4502],[0.3353, 0.2139],[0.3322, 0.0751],[0.3402, -0.05],[0.4803, 0.4579],[0.5124, 0.3038],[0.5135, 0.4742],[0.513, 0.6057],[0.605, 0.5004],[0.638, 0.394],[0.619, 0.5439],[0.5948, 0.6547],[0.7203, 0.5599],[0.7493, 0.4566],[0.7197, 0.5486],[0.6879, 0.6274]
[0.5698, 0.95],[0.3825, 0.8806],[0.201, 0.7628],[0.02, 0.6893],[-0.1323, 0.6666],[0.3469, 0.4493],[0.333, 0.2098],[0.3275, 0.0689],[0.3327, -0.0576],[0.48, 0.4582],[0.5117, 0.3054],[0.5152, 0.4774],[0.5156, 0.6083],[0.6041, 0.501],[0.6387, 0.395],[0.6222, 0.5475],[0.5979, 0.6591],[0.717, 0.5597],[0.749, 0.4572],[0.7213, 0.5521],[0.6895, 0.6323]
[0.5689, 0.9473],[0.3806, 0.8785],[0.2014, 0.765],[0.0206, 0.6898],[-0.1303, 0.6637],[0.347, 0.4479],[0.3316, 0.2084],[0.3275, 0.0686],[0.3342, -0.0566],[0.4797, 0.4575],[0.5089, 0.3056],[0.5142, 0.4758],[0.5159, 0.6067],[0.6038, 0.5017],[0.6379, 0.3921],[0.6222, 0.5442],[0.5975, 0.6577],[0.7158, 0.5625],[0.75, 0.459],[0.7209, 0.5501],[0.6865, 0.63]
[0.5705, 0.9467],[0.3818, 0.8772],[0.1997, 0.761],[0.0146, 0.687],[-0.1393, 0.6654],[0.3462, 0.4465],[0.3311, 0.2084],[0.3276, 0.0704],[0.3341, -0.0522],[0.4791, 0.4568],[0.509, 0.3055],[0.5147, 0.4758],[0.5153, 0.6056],[0.6034, 0.5016],[0.6378, 0.3928],[0.6229, 0.5454],[0.5977, 0.6582],[0.7158, 0.5625],[0.75, 0.4591],[0.7217, 0.5501],[0.6864, 0.6293]
[0.5708, 0.9473],[0.3818, 0.8782],[0.2001, 0.7628],[0.0171, 0.6875],[-0.1344, 0.6664],[0.3477, 0.4481],[0.3348, 0.2101],[0.3297, 0.0724],[0.334, -0.0509],[0.4809, 0.4575],[0.5079, 0.3084],[0.5152, 0.4788],[0.5192, 0.6084],[0.6052, 0.5005],[0.637, 0.3933],[0.6239, 0.5489],[0.6018, 0.6632],[0.718, 0.5597],[0.7509, 0.4563],[0.7218, 0.5496],[0.6884, 0.6303]
[0.5706, 0.9478],[0.3837, 0.8793],[0.2036, 0.7647],[0.0215, 0.6884],[-0.1291, 0.6642],[0.3485, 0.4481],[0.3361, 0.2102],[0.3318, 0.0708],[0.3372, -0.0537],[0.4819, 0.4576],[0.5094, 0.3083],[0.5175, 0.4785],[0.5205, 0.6092],[0.6066, 0.5009],[0.6389, 0.3946],[0.6269, 0.5494],[0.604, 0.6638],[0.7189, 0.5603],[0.7534, 0.4588],[0.7256, 0.5518],[0.6916, 0.6322]
[0.5697, 0.949],[0.3833, 0.8779],[0.2059, 0.7632],[0.0246, 0.687],[-0.1254, 0.6618],[0.3501, 0.4477],[0.335, 0.212],[0.3303, 0.0741],[0.3359, -0.049],[0.4819, 0.4577],[0.5126, 0.3078],[0.5173, 0.4793],[0.5175, 0.6107],[0.6056, 0.5013],[0.6394, 0.3938],[0.6235, 0.5477],[0.5987, 0.6617],[0.7181, 0.5605],[0.7523, 0.4581],[0.722, 0.5498],[0.6865, 0.6298]
[0.5684, 0.95],[0.3825, 0.8787],[0.203, 0.761],[0.0179, 0.6849],[-0.1359, 0.6605],[0.3483, 0.4475],[0.3336, 0.2133],[0.3284, 0.0762],[0.3336, -0.0454],[0.4803, 0.4584],[0.5126, 0.3053],[0.5142, 0.4763],[0.5127, 0.6073],[0.6044, 0.5033],[0.639, 0.3945],[0.6208, 0.5462],[0.5955, 0.6594],[0.718, 0.5633],[0.7511, 0.4582],[0.7209, 0.5494],[0.6862, 0.6304]
[0.5707, 0.9456],[0.3859, 0.8806],[0.2084, 0.768],[0.0284, 0.6909],[-0.1221, 0.6652],[0.3483, 0.4489],[0.336, 0.2123],[0.3309, 0.0733],[0.3357, -0.0507],[0.4812, 0.4579],[0.5066, 0.3057],[0.512, 0.4747],[0.5137, 0.6062],[0.6064, 0.5013],[0.636, 0.3913],[0.6229, 0.5417],[0.5998, 0.6556],[0.7209, 0.5598],[0.7515, 0.4571],[0.7237, 0.5465],[0.6894, 0.6261]
