"[0.637, 0.8581]","[0.4471, 0.8363]","[0.2615, 0.7312]","[0.1156, 0.6662]","[-0.0038, 0.6367]","[0.3975, 0.4486]","[0.3716, 0.2333]","[0.3696, 0.1014]","[0.3723, -0.0064]","[0.5128, 0.4456]","[0.5194, 0.3294]","[0.5239, 0.4801]","[0.5261, 0.5998]","[0.6246, 0.472]","[0.6231, 0.382]","[0.6173, 0.5255]","[0.6069, 0.623]","[0.7307, 0.5205]","[0.7359, 0.4191]","[0.7164, 0.517]","[0.699, 0.595]"
"[0.6309, 0.8961]","[0.4441, 0.8409]","[0.2629, 0.7419]","[0.0981, 0.6749]","[-0.0324, 0.648]","[0.3805, 0.4549]","[0.3607, 0.2264]","[0.3541, 0.0937]","[0.3495, -0.0223]","[0.5038, 0.4577]","[0.5076, 0.35]","[0.5274, 0.5096]","[0.5399, 0.6303]","[0.6212, 0.4865]","[0.6281, 0.4099]","[0.6232, 0.5627]","[0.6099, 0.6705]","[0.7305, 0.5294]","[0.7411, 0.4323]","[0.7159, 0.5309]","[0.6917, 0.6118]"
"[0.6344, 0.8964]","[0.4446, 0.8425]","[0.2618, 0.7407]","[0.0967, 0.6724]","[-0.033, 0.6478]","[0.3821, 0.4547]","[0.3613, 0.2273]","[0.3535, 0.0973]","[0.3475, -0.0158]","[0.5046, 0.4568]","[0.5086, 0.3498]","[0.5277, 0.5051]","[0.5398, 0.6236]","[0.621, 0.4846]","[0.6267, 0.4118]","[0.6233, 0.5612]","[0.6125, 0.6656]","[0.7302, 0.5258]","[0.7399, 0.4294]","[0.7146, 0.524]","[0.6917, 0.602]"
"[0.6321, 0.8966]","[0.445, 0.8431]","[0.2661, 0.7427]","[0.099, 0.6743]","[-0.0336, 0.6469]","[0.3818, 0.4502]","[0.36, 0.2175]","[0.3522, 0.082]","[0.3471, -0.0355]","[0.5046, 0.4539]","[0.5083, 0.3519]","[0.5269, 0.5102]","[0.5378, 0.6281]","[0.6214, 0.4826]","[0.6264, 0.4103]","[0.6215, 0.5613]","[0.6087, 0.6666]","[0.7302, 0.5245]","[0.7406, 0.4276]","[0.7146, 0.5241]","[0.69, 0.6041]"
"[0.6324, 0.8967]","[0.4467, 0.8448]","[0.2616, 0.7414]","[0.0929, 0.6708]","[-0.0389, 0.6449]","[0.3821, 0.4534]","[0.3591, 0.2214]","[0.3518, 0.0894]","[0.3471, -0.0249]","[0.5033, 0.4554]","[0.5073, 0.3538]","[0.5262, 0.5132]","[0.5365, 0.6308]","[0.6189, 0.4832]","[0.6221, 0.4128]","[0.6212, 0.5642]","[0.6128, 0.6678]","[0.7278, 0.524]","[0.7333, 0.4298]","[0.7122, 0.5262]","[0.6935, 0.6039]"
"[0.6319, 0.8988]","[0.4439, 0.843]","[0.2621, 0.7425]","[0.0965, 0.673]","[-0.0324, 0.6473]","[0.3822, 0.4542]","[0.3601, 0.2273]","[0.3523, 0.0976]","[0.3461, -0.0152]","[0.5039, 0.4561]","[0.5045, 0.3521]","[0.5246, 0.5083]","[0.5382, 0.6274]","[0.6199, 0.4843]","[0.6243, 0.4106]","[0.6215, 0.5604]","[0.612, 0.6668]","[0.7287, 0.5266]","[0.7374, 0.4308]","[0.7136, 0.5257]","[0.6928, 0.6046]"
"[0.6298, 0.8993]","[0.4417, 0.8442]","[0.2605, 0.7418]","[0.0917, 0.6726]","[-0.0394, 0.6471]","[0.3827, 0.4529]","[0.3616, 0.2227]","[0.3528, 0.0899]","[0.348, -0.0261]","[0.5037, 0.4557]","[0.5068, 0.3512]","[0.5251, 0.5088]","[0.5385, 0.6264]","[0.6191, 0.4845]","[0.6238, 0.4096]","[0.619, 0.5603]","[0.6099, 0.6654]","[0.7277, 0.5277]","[0.7366, 0.4298]","[0.71, 0.5264]","[0.6885, 0.6063]"
"[0.6316, 0.9015]","[0.4448, 0.8463]","[0.2601, 0.7413]","[0.0896, 0.6711]","[-0.045, 0.6459]","[0.3814, 0.4581]","[0.3599, 0.2293]","[0.3506, 0.0987]","[0.3444, -0.0136]","[0.5026, 0.4602]","[0.5075, 0.3524]","[0.5264, 0.508]","[0.5394, 0.6279]","[0.6185, 0.4885]","[0.6267, 0.4116]","[0.6223, 0.5613]","[0.6115, 0.6694]","[0.7285, 0.5311]","[0.741, 0.4313]","[0.715, 0.5269]","[0.6901, 0.6101]"
"[0.6315, 0.8968]","[0.4453, 0.846]","[0.2634, 0.743]","[0.097, 0.6753]","[-0.0342, 0.6479]","[0.3818, 0.4504]","[0.3595, 0.2227]","[0.349, 0.0915]","[0.3434, -0.0215]","[0.5032, 0.4535]","[0.5061, 0.3503]","[0.5251, 0.5063]","[0.5381, 0.6234]","[0.6192, 0.4819]","[0.6233, 0.4109]","[0.6189, 0.5593]","[0.609, 0.6619]","[0.7303, 0.5242]","[0.7374, 0.4295]","[0.7118, 0.5273]","[0.6889, 0.6073]"
"[0.6313, 0.9023]","[0.4437, 0.8466]","[0.2619, 0.7427]","[0.0945, 0.6732]","[-0.038, 0.6467]","[0.3831, 0.4524]","[0.362, 0.2258]","[0.3519, 0.0961]","[0.3444, -0.0158]","[0.5043, 0.4554]","[0.5054, 0.3529]","[0.5235, 0.5105]","[0.5359, 0.6281]","[0.6205, 0.4843]","[0.6243, 0.4108]","[0.6184, 0.5608]","[0.6071, 0.6653]","[0.7304, 0.5274]","[0.7388, 0.4314]","[0.7099, 0.5285]","[0.6839, 0.6088]"
"[0.6317, 0.9013]","[0.4451, 0.8483]","[0.263, 0.7438]","[0.0961, 0.6744]","[-0.0349, 0.6478]","[0.3815, 0.4503]","[0.3607, 0.2254]","[0.3509, 0.0957]","[0.3449, -0.017]","[0.5022, 0.4538]","[0.5037, 0.3527]","[0.5228, 0.511]","[0.5358, 0.6277]","[0.6183, 0.4823]","[0.6202, 0.4106]","[0.6143, 0.5601]","[0.6036, 0.6624]","[0.7294, 0.5251]","[0.7344, 0.4303]","[0.7056, 0.5287]","[0.6802, 0.6087]"
"[0.6337, 0.8989]","[0.448, 0.8448]","[0.2668, 0.7428]","[0.0959, 0.6712]","[-0.0331, 0.6403]","[0.379, 0.4528]","[0.3584, 0.2244]","[0.3521, 0.0923]","[0.3492, -0.023]","[0.4983, 0.4545]","[0.5029, 0.3549]","[0.5221, 0.516]","[0.5311, 0.6289]","[0.6144, 0.4806]","[0.6198, 0.4088]","[0.6151, 0.5616]","[0.6017, 0.6612]","[0.7236, 0.5216]","[0.7338, 0.4291]","[0.7078, 0.5285]","[0.6838, 0.6041]"
"[0.6323, 0.8929]","[0.4479, 0.8422]","[0.266, 0.7447]","[0.0978, 0.6752]","[-0.0295, 0.6398]","[0.3779, 0.4525]","[0.3577, 0.2263]","[0.3508, 0.0961]","[0.3459, -0.017]","[0.4986, 0.4529]","[0.4999, 0.3553]","[0.517, 0.5148]","[0.5249, 0.6282]","[0.6148, 0.4785]","[0.6167, 0.4096]","[0.6115, 0.5604]","[0.599, 0.6594]","[0.7249, 0.5181]","[0.7309, 0.4289]","[0.7053, 0.527]","[0.6825, 0.6018]"
"[0.6335, 0.8956]","[0.4462, 0.8425]","[0.264, 0.7426]","[0.0981, 0.6731]","[-0.0336, 0.641]","[0.3797, 0.4561]","[0.3604, 0.2354]","[0.3519, 0.1081]","[0.3441, -0.001]","[0.5015, 0.4557]","[0.5059, 0.3558]","[0.5227, 0.5112]","[0.5307, 0.6303]","[0.618, 0.4809]","[0.6239, 0.4107]","[0.6183, 0.5577]","[0.605, 0.6619]","[0.7282, 0.5201]","[0.7381, 0.43]","[0.7125, 0.5233]","[0.6875, 0.5997]"
"[0.6334, 0.8943]","[0.4467, 0.8413]","[0.2651, 0.7423]","[0.0998, 0.6729]","[-0.0317, 0.6444]","[0.3771, 0.4537]","[0.3593, 0.233]","[0.3531, 0.1041]","[0.3491, -0.0082]","[0.5004, 0.4526]","[0.5064, 0.3552]","[0.5252, 0.5107]","[0.5345, 0.6298]","[0.618, 0.4773]","[0.6235, 0.4116]","[0.6187, 0.5579]","[0.6049, 0.6623]","[0.7286, 0.516]","[0.7392, 0.4302]","[0.7147, 0.5232]","[0.6897, 0.5993]"
"[0.6308, 0.8935]","[0.4446, 0.8413]","[0.2629, 0.743]","[0.0973, 0.6728]","[-0.0323, 0.6427]","[0.3775, 0.4529]","[0.3588, 0.2294]","[0.3508, 0.1008]","[0.3458, -0.0104]","[0.5005, 0.4532]","[0.5048, 0.3533]","[0.5212, 0.5095]","[0.5303, 0.6275]","[0.6174, 0.4793]","[0.6224, 0.4078]","[0.6152, 0.5553]","[0.601, 0.6598]","[0.7272, 0.5192]","[0.7375, 0.428]","[0.7104, 0.5232]","[0.6842, 0.6018]"
"[0.6295, 0.8954]","[0.4407, 0.8366]","[0.2628, 0.7428]","[0.0973, 0.6707]","[-0.0299, 0.6399]","[0.3773, 0.4538]","[0.3569, 0.2316]","[0.3479, 0.1055]","[0.3415, -0.0055]","[0.4986, 0.4543]","[0.5013, 0.3549]","[0.519, 0.512]","[0.5304, 0.6288]","[0.6152, 0.4811]","[0.6193, 0.4059]","[0.6126, 0.5538]","[0.6005, 0.6582]","[0.7227, 0.5224]","[0.7344, 0.4284]","[0.7053, 0.524]","[0.6808, 0.6024]"
"[0.6303, 0.8954]","[0.4422, 0.8395]","[0.2619, 0.7435]","[0.0931, 0.6711]","[-0.0331, 0.6419]","[0.3758, 0.4528]","[0.3539, 0.2337]","[0.3447, 0.1086]","[0.3395, -0.0026]","[0.4955, 0.4537]","[0.4994, 0.3537]","[0.5161, 0.5124]","[0.5257, 0.6256]","[0.6114, 0.4794]","[0.6151, 0.4023]","[0.6074, 0.5516]","[0.5945, 0.6511]","[0.7196, 0.5201]","[0.7293, 0.4265]","[0.7002, 0.5252]","[0.6777, 0.6004]"
"[0.6304, 0.8977]","[0.4423, 0.8396]","[0.2596, 0.7414]","[0.0901, 0.6725]","[-0.0381, 0.6449]","[0.3759, 0.4535]","[0.3543, 0.2388]","[0.3445, 0.1156]","[0.3382, 0.0071]","[0.4965, 0.4519]","[0.4999, 0.354]","[0.5179, 0.512]","[0.5297, 0.6258]","[0.6126, 0.4774]","[0.6182, 0.4033]","[0.6106, 0.5501]","[0.5986, 0.6504]","[0.7219, 0.5188]","[0.7318, 0.4284]","[0.703, 0.5242]","[0.6794, 0.5996]"
"[0.6301, 0.8968]","[0.4425, 0.8421]","[0.2591, 0.7401]","[0.0896, 0.672]","[-0.0412, 0.6468]","[0.3759, 0.4515]","[0.3542, 0.2341]","[0.3439, 0.1087]","[0.3384, -0.0021]","[0.4968, 0.4512]","[0.5036, 0.3542]","[0.5215, 0.5157]","[0.5325, 0.6295]","[0.6131, 0.4773]","[0.6222, 0.4045]","[0.613, 0.5549]","[0.598, 0.6551]","[0.7232, 0.5189]","[0.7349, 0.4283]","[0.7053, 0.5282]","[0.6781, 0.6048]"
"[0.6319, 0.8967]","[0.4421, 0.8361]","[0.2628, 0.7428]","[0.0937, 0.6733]","[-0.0342, 0.6437]","[0.3764, 0.4513]","[0.3539, 0.2319]","[0.345, 0.1067]","[0.3407, -0.0052]","[0.4972, 0.4519]","[0.5001, 0.354]","[0.5199, 0.5147]","[0.5335, 0.6268]","[0.6149, 0.4791]","[0.6195, 0.405]","[0.6121, 0.5538]","[0.5992, 0.6513]","[0.7235, 0.5219]","[0.7363, 0.4292]","[0.7051, 0.5276]","[0.6796, 0.6012]"
"[0.634, 0.8911]","[0.4435, 0.833]","[0.2649, 0.7419]","[0.0952, 0.6728]","[-0.0327, 0.6442]","[0.3804, 0.4492]","[0.3574, 0.2314]","[0.3484, 0.1099]","[0.342, 0.0019]","[0.5007, 0.4496]","[0.5032, 0.3546]","[0.5241, 0.5098]","[0.5374, 0.6204]","[0.6168, 0.4757]","[0.6226, 0.4066]","[0.6164, 0.5524]","[0.6032, 0.6499]","[0.7238, 0.5176]","[0.7362, 0.4321]","[0.7057, 0.5301]","[0.6813, 0.604]"
"[0.6328, 0.8886]","[0.444, 0.8323]","[0.2665, 0.7401]","[0.1028, 0.6722]","[-0.0233, 0.6424]","[0.3794, 0.4497]","[0.358, 0.2353]","[0.3498, 0.1131]","[0.3446, 0.0042]","[0.5004, 0.4504]","[0.5052, 0.3532]","[0.5243, 0.5097]","[0.537, 0.624]","[0.6158, 0.4766]","[0.6225, 0.4056]","[0.6154, 0.5532]","[0.6036, 0.6541]","[0.724, 0.5171]","[0.7343, 0.4272]","[0.7044, 0.524]","[0.6798, 0.6002]"
"[0.6313, 0.8954]","[0.4361, 0.8375]","[0.2539, 0.7376]","[0.0788, 0.6648]","[-0.0548, 0.6387]","[0.3749, 0.4506]","[0.3536, 0.2257]","[0.3464, 0.0956]","[0.3442, -0.0192]","[0.4951, 0.451]","[0.4941, 0.3484]","[0.5136, 0.5069]","[0.5293, 0.6217]","[0.6123, 0.4776]","[0.611, 0.399]","[0.6061, 0.5503]","[0.5964, 0.6552]","[0.7197, 0.5205]","[0.7244, 0.4244]","[0.6951, 0.5251]","[0.6737, 0.6062]"
"[0.6292, 0.8957]","[0.4362, 0.8379]","[0.2568, 0.7375]","[0.0881, 0.6669]","[-0.0452, 0.6396]","[0.3778, 0.4507]","[0.3586, 0.231]","[0.3533, 0.1023]","[0.3505, -0.0107]","[0.4998, 0.4517]","[0.5031, 0.3493]","[0.5151, 0.5045]","[0.5232, 0.6195]","[0.616, 0.4778]","[0.6178, 0.4007]","[0.6087, 0.5511]","[0.5973, 0.656]","[0.7253, 0.5194]","[0.7283, 0.4287]","[0.7014, 0.5288]","[0.6809, 0.6091]"
"[0.6323, 0.8999]","[0.4375, 0.8326]","[0.2638, 0.7389]","[0.092, 0.6671]","[-0.0415, 0.6377]","[0.3783, 0.4491]","[0.3563, 0.2323]","[0.3487, 0.1079]","[0.3444, -0.0053]","[0.4986, 0.4503]","[0.5007, 0.3527]","[0.5133, 0.5107]","[0.5239, 0.6204]","[0.6159, 0.4795]","[0.6178, 0.4015]","[0.6072, 0.5519]","[0.5953, 0.6532]","[0.7219, 0.5248]","[0.7319, 0.4278]","[0.6988, 0.5275]","[0.6766, 0.6063]"
"[0.6301, 0.8972]","[0.4396, 0.8366]","[0.2624, 0.7371]","[0.0904, 0.6666]","[-0.0433, 0.6422]","[0.3742, 0.4467]","[0.3564, 0.2149]","[0.3518, 0.0791]","[0.3508, -0.0417]","[0.4952, 0.4497]","[0.4988, 0.3486]","[0.5129, 0.5057]","[0.5201, 0.6146]","[0.6128, 0.4788]","[0.6172, 0.401]","[0.6058, 0.5501]","[0.5888, 0.65]","[0.719, 0.5232]","[0.7308, 0.4261]","[0.698, 0.5263]","[0.6709, 0.6057]"
"[0.6298, 0.9]","[0.4366, 0.8374]","[0.2586, 0.7385]","[0.0895, 0.666]","[-0.0403, 0.6381]","[0.3763, 0.4502]","[0.3554, 0.2254]","[0.348, 0.0969]","[0.3425, -0.0165]","[0.4964, 0.4539]","[0.4996, 0.3506]","[0.514, 0.506]","[0.5221, 0.6169]","[0.6118, 0.4827]","[0.6141, 0.4023]","[0.604, 0.5507]","[0.5919, 0.6525]","[0.7177, 0.5262]","[0.7262, 0.4266]","[0.6948, 0.524]","[0.6728, 0.6038]"
"[0.6296, 0.8979]","[0.4376, 0.8382]","[0.2573, 0.7376]","[0.0886, 0.6652]","[-0.0454, 0.6405]","[0.3757, 0.453]","[0.3541, 0.2278]","[0.3446, 0.0994]","[0.3379, -0.0132]","[0.4967, 0.4551]","[0.5033, 0.351]","[0.5177, 0.5054]","[0.5255, 0.6189]","[0.612, 0.4826]","[0.618, 0.4062]","[0.6089, 0.5532]","[0.5961, 0.6559]","[0.7179, 0.5249]","[0.7286, 0.4277]","[0.7003, 0.5236]","[0.6776, 0.6038]"
"[0.6296, 0.8967]","[0.4402, 0.8401]","[0.2561, 0.7384]","[0.0856, 0.6672]","[-0.0496, 0.6407]","[0.3729, 0.4528]","[0.3505, 0.2253]","[0.3416, 0.0941]","[0.337, -0.0206]","[0.4947, 0.4545]","[0.5025, 0.3498]","[0.5197, 0.5077]","[0.5294, 0.6207]","[0.611, 0.4817]","[0.6191, 0.4052]","[0.6111, 0.5545]","[0.597, 0.656]","[0.718, 0.5242]","[0.7301, 0.4279]","[0.7032, 0.5272]","[0.6785, 0.6074]"
"[0.6315, 0.9009]","[0.4421, 0.8404]","[0.2625, 0.7423]","[0.0928, 0.6691]","[-0.0428, 0.638]","[0.3751, 0.4542]","[0.3531, 0.2301]","[0.3444, 0.1009]","[0.3382, -0.0126]","[0.4969, 0.4546]","[0.5018, 0.3511]","[0.5198, 0.5096]","[0.5296, 0.6236]","[0.6128, 0.4819]","[0.619, 0.4033]","[0.6113, 0.5539]","[0.5978, 0.6573]","[0.7185, 0.5246]","[0.7299, 0.4293]","[0.7034, 0.5302]","[0.6806, 0.6109]"
"[0.6274, 0.9002]","[0.437, 0.8387]","[0.2577, 0.741]","[0.083, 0.6701]","[-0.0501, 0.645]","[0.3701, 0.4518]","[0.3457, 0.2246]","[0.3364, 0.0955]","[0.3315, -0.019]","[0.4898, 0.4534]","[0.4955, 0.3526]","[0.5153, 0.5114]","[0.5263, 0.6221]","[0.6059, 0.4819]","[0.6109, 0.4007]","[0.6055, 0.5499]","[0.5931, 0.6505]","[0.7106, 0.5271]","[0.7249, 0.4268]","[0.6972, 0.526]","[0.6755, 0.6054]"
"[0.629, 0.9004]","[0.4386, 0.8418]","[0.2576, 0.7412]","[0.0845, 0.6703]","[-0.0495, 0.6414]","[0.3707, 0.4529]","[0.3485, 0.2253]","[0.3399, 0.0941]","[0.3343, -0.0204]","[0.4923, 0.4545]","[0.4936, 0.3511]","[0.5127, 0.506]","[0.5249, 0.6195]","[0.6092, 0.4823]","[0.6097, 0.4056]","[0.6057, 0.5522]","[0.5974, 0.6545]","[0.7177, 0.5249]","[0.7235, 0.4286]","[0.6975, 0.5252]","[0.6789, 0.6047]"
"[0.6287, 0.9028]","[0.4346, 0.8416]","[0.2534, 0.7421]","[0.0831, 0.6712]","[-0.0505, 0.6431]","[0.3688, 0.457]","[0.3441, 0.2364]","[0.3342, 0.1098]","[0.327, -0.0003]","[0.4891, 0.4593]","[0.4913, 0.3547]","[0.5102, 0.504]","[0.522, 0.6179]","[0.605, 0.4872]","[0.6077, 0.4091]","[0.604, 0.5532]","[0.5953, 0.6578]","[0.7138, 0.5291]","[0.7216, 0.4286]","[0.6956, 0.521]","[0.6755, 0.6025]"
"[0.6285, 0.8999]","[0.4371, 0.8438]","[0.254, 0.7431]","[0.0831, 0.6712]","[-0.0505, 0.6417]","[0.3679, 0.4567]","[0.3451, 0.2346]","[0.3364, 0.1079]","[0.3311, -0.0051]","[0.4897, 0.457]","[0.4923, 0.3524]","[0.5118, 0.5077]","[0.5245, 0.62]","[0.6066, 0.4843]","[0.6098, 0.4069]","[0.6052, 0.5544]","[0.5948, 0.6556]","[0.7151, 0.5267]","[0.7228, 0.4281]","[0.6947, 0.5264]","[0.6713, 0.6077]"
"[0.625, 0.9018]","[0.431, 0.8389]","[0.258, 0.7453]","[0.0867, 0.6758]","[-0.0436, 0.6502]","[0.374, 0.4501]","[0.3532, 0.2318]","[0.3467, 0.103]","[0.3442, -0.0141]","[0.4936, 0.4512]","[0.4948, 0.3588]","[0.5062, 0.5232]","[0.5157, 0.6315]","[0.6108, 0.4798]","[0.6103, 0.4049]","[0.5958, 0.5559]","[0.5828, 0.65]","[0.7182, 0.5252]","[0.7269, 0.4306]","[0.6867, 0.5303]","[0.6598, 0.6024]"
"[0.6229, 0.9067]","[0.4318, 0.8419]","[0.2592, 0.7483]","[0.0897, 0.6783]","[-0.035, 0.6512]","[0.3701, 0.4567]","[0.3475, 0.2364]","[0.3391, 0.1078]","[0.3362, -0.01]","[0.4881, 0.4564]","[0.4894, 0.3614]","[0.5036, 0.5249]","[0.5142, 0.6347]","[0.6058, 0.483]","[0.6037, 0.4055]","[0.5938, 0.5571]","[0.5834, 0.6534]","[0.7132, 0.5271]","[0.7201, 0.432]","[0.684, 0.5323]","[0.6614, 0.6049]"
"[0.6193, 0.9033]","[0.429, 0.8439]","[0.2508, 0.7454]","[0.0774, 0.675]","[-0.0534, 0.6523]","[0.3678, 0.4574]","[0.347, 0.2355]","[0.3383, 0.1058]","[0.3337, -0.0101]","[0.488, 0.4579]","[0.4876, 0.3596]","[0.5017, 0.5188]","[0.5096, 0.6282]","[0.6061, 0.4844]","[0.6041, 0.4074]","[0.5942, 0.5574]","[0.5805, 0.6552]","[0.7153, 0.527]","[0.7218, 0.4316]","[0.6874, 0.531]","[0.6615, 0.6062]"
"[0.6192, 0.8992]","[0.4298, 0.844]","[0.2514, 0.7446]","[0.0848, 0.6733]","[-0.0471, 0.6483]","[0.3665, 0.4549]","[0.3478, 0.2325]","[0.3407, 0.1007]","[0.3362, -0.0156]","[0.489, 0.4555]","[0.4923, 0.3588]","[0.5073, 0.5165]","[0.5128, 0.6311]","[0.6075, 0.4813]","[0.6097, 0.4083]","[0.6012, 0.5571]","[0.5845, 0.6589]","[0.7178, 0.5215]","[0.7248, 0.432]","[0.6964, 0.5309]","[0.6707, 0.6074]"
"[0.6231, 0.9003]","[0.4346, 0.8447]","[0.2559, 0.7459]","[0.0879, 0.6755]","[-0.0412, 0.6495]","[0.3691, 0.4577]","[0.3476, 0.2363]","[0.3376, 0.1065]","[0.3304, -0.0087]","[0.4903, 0.4577]","[0.4912, 0.3567]","[0.5089, 0.5174]","[0.5174, 0.634]","[0.6086, 0.4841]","[0.6089, 0.4105]","[0.6033, 0.5611]","[0.5896, 0.6628]","[0.7183, 0.5255]","[0.725, 0.4327]","[0.6958, 0.5321]","[0.6703, 0.6084]"
"[0.6236, 0.9043]","[0.4329, 0.8439]","[0.2581, 0.7477]","[0.0883, 0.6764]","[-0.0405, 0.6475]","[0.3705, 0.4556]","[0.3476, 0.2376]","[0.3373, 0.1099]","[0.3303, -0.0061]","[0.4905, 0.4562]","[0.491, 0.3576]","[0.5072, 0.5213]","[0.5164, 0.6334]","[0.6084, 0.4834]","[0.608, 0.408]","[0.5989, 0.5625]","[0.5846, 0.6618]","[0.7157, 0.5271]","[0.723, 0.4335]","[0.6884, 0.5369]","[0.6615, 0.6127]"
"[0.6277, 0.9049]","[0.437, 0.8456]","[0.2552, 0.7459]","[0.0819, 0.6746]","[-0.05, 0.6474]","[0.3694, 0.4538]","[0.3461, 0.2333]","[0.3355, 0.1051]","[0.3287, -0.0104]","[0.4898, 0.4537]","[0.4916, 0.3559]","[0.5107, 0.5189]","[0.5214, 0.6325]","[0.6073, 0.4801]","[0.6104, 0.406]","[0.6036, 0.5591]","[0.5891, 0.6607]","[0.7144, 0.5226]","[0.7245, 0.4323]","[0.6931, 0.5342]","[0.6663, 0.611]"
"[0.6262, 0.9031]","[0.4347, 0.8463]","[0.2523, 0.7456]","[0.0834, 0.6746]","[-0.0466, 0.6486]","[0.3698, 0.457]","[0.3464, 0.2359]","[0.3366, 0.1081]","[0.3293, -0.0044]","[0.4917, 0.4584]","[0.4907, 0.3563]","[0.5095, 0.5137]","[0.5208, 0.6296]","[0.6095, 0.485]","[0.6089, 0.4098]","[0.6031, 0.5597]","[0.5913, 0.6624]","[0.7197, 0.526]","[0.7262, 0.4316]","[0.6964, 0.5293]","[0.6716, 0.6071]"
"[0.6277, 0.9027]","[0.4344, 0.8421]","[0.2518, 0.7435]","[0.0786, 0.6722]","[-0.0559, 0.6457]","[0.3704, 0.4555]","[0.3473, 0.2317]","[0.338, 0.1024]","[0.3321, -0.0131]","[0.492, 0.4568]","[0.4937, 0.356]","[0.5126, 0.5167]","[0.525, 0.6328]","[0.6106, 0.4837]","[0.6118, 0.4095]","[0.6052, 0.5606]","[0.5921, 0.6624]","[0.7176, 0.5257]","[0.7269, 0.4343]","[0.6955, 0.5346]","[0.6712, 0.6106]"
"[0.6308, 0.9057]","[0.4361, 0.8435]","[0.2534, 0.744]","[0.0807, 0.6712]","[-0.0515, 0.6439]","[0.373, 0.4562]","[0.35, 0.2345]","[0.3398, 0.108]","[0.3317, -0.0042]","[0.4934, 0.458]","[0.4932, 0.3576]","[0.5106, 0.5171]","[0.522, 0.6327]","[0.6107, 0.4848]","[0.6107, 0.4086]","[0.6038, 0.5593]","[0.5918, 0.6615]","[0.7183, 0.5264]","[0.7259, 0.4339]","[0.6954, 0.5334]","[0.6728, 0.61]"
"[0.6287, 0.9057]","[0.4366, 0.8447]","[0.2534, 0.7442]","[0.0829, 0.6705]","[-0.0464, 0.6425]","[0.3713, 0.458]","[0.3494, 0.237]","[0.3407, 0.1112]","[0.3355, -0.0009]","[0.4924, 0.4582]","[0.4944, 0.3562]","[0.5146, 0.5147]","[0.527, 0.6292]","[0.6095, 0.4838]","[0.6119, 0.4068]","[0.607, 0.5566]","[0.5955, 0.6579]","[0.7175, 0.525]","[0.7253, 0.4341]","[0.698, 0.5346]","[0.677, 0.6111]"
"[0.6272, 0.8988]","[0.4343, 0.8421]","[0.252, 0.7439]","[0.0823, 0.6729]","[-0.0463, 0.6464]","[0.3726, 0.4545]","[0.3515, 0.2356]","[0.3435, 0.108]","[0.3388, -0.0049]","[0.4935, 0.4553]","[0.4926, 0.3564]","[0.5128, 0.5144]","[0.5263, 0.6289]","[0.6105, 0.481]","[0.6102, 0.4056]","[0.605, 0.5546]","[0.5942, 0.6557]","[0.7198, 0.5215]","[0.725, 0.433]","[0.6973, 0.5319]","[0.6767, 0.6072]"
"[0.6258, 0.8971]","[0.4378, 0.8451]","[0.2502, 0.7415]","[0.0814, 0.6728]","[-0.0491, 0.6467]","[0.3705, 0.4535]","[0.3463, 0.2289]","[0.3385, 0.0989]","[0.3346, -0.0134]","[0.492, 0.4537]","[0.4938, 0.3528]","[0.5128, 0.5135]","[0.5233, 0.6332]","[0.6096, 0.4798]","[0.6121, 0.4046]","[0.6083, 0.5549]","[0.5972, 0.6605]","[0.7229, 0.52]","[0.7238, 0.43]","[0.701, 0.5298]","[0.6815, 0.6089]"
"[0.6247, 0.9011]","[0.4346, 0.844]","[0.2477, 0.7411]","[0.0807, 0.6695]","[-0.0509, 0.6433]","[0.3725, 0.4546]","[0.3479, 0.2362]","[0.338, 0.1091]","[0.3305, 0.0007]","[0.4938, 0.4541]","[0.4923, 0.3555]","[0.5085, 0.5101]","[0.5179, 0.6288]","[0.6107, 0.4797]","[0.6107, 0.4086]","[0.6051, 0.5543]","[0.5943, 0.6597]","[0.7233, 0.5191]","[0.7221, 0.4343]","[0.6973, 0.5297]","[0.6777, 0.6076]"
"[0.6244, 0.9013]","[0.436, 0.8454]","[0.2512, 0.7418]","[0.0817, 0.6692]","[-0.0517, 0.643]","[0.3714, 0.4568]","[0.3479, 0.232]","[0.3398, 0.1021]","[0.3345, -0.0096]","[0.4921, 0.4569]","[0.4916, 0.3557]","[0.5098, 0.5131]","[0.5203, 0.6301]","[0.6093, 0.4828]","[0.6103, 0.4078]","[0.6058, 0.5555]","[0.5944, 0.6592]","[0.7211, 0.5228]","[0.7225, 0.4339]","[0.697, 0.5315]","[0.6761, 0.6093]"
"[0.624, 0.9012]","[0.4345, 0.8462]","[0.2483, 0.7427]","[0.0801, 0.6702]","[-0.0541, 0.6432]","[0.3715, 0.4559]","[0.3481, 0.2311]","[0.3401, 0.1017]","[0.3348, -0.01]","[0.4927, 0.4565]","[0.4935, 0.3545]","[0.5107, 0.5107]","[0.521, 0.628]","[0.6096, 0.4832]","[0.6111, 0.4081]","[0.6056, 0.5546]","[0.5947, 0.658]","[0.7214, 0.5238]","[0.7252, 0.4325]","[0.6992, 0.5283]","[0.6777, 0.6063]"
